Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "fmnist", "model": "mnist_nn_brenden", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "fedgra_standard", "round": 1, "client_selection_round": 2, "number": 2, "random_seed": 42, "fedgra_mode": "all_participate", "min_participate_round": 100}, "hyperparameters": {"training_rounds": 100, "local_epochs": 3, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "fedgra_standard", "optimizer": "SGD", "lr": 0.01, "momentum": 0.0, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 3, "batch_size": 64}

round,accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0,0.1828,2.767706155395508,0.037231831785464534,0.1828,0.06164016634510862,0.12502957042729057,10000
1,0.1853,3.90364305229187,0.038402320048267935,0.1853,0.06321317424412988,0.1300692832143389,10000
2,0.1108,2721152450.8121223,0.1734045336497403,0.11080000000000001,0.03823681762067253,0.06657977693402072,10000
3,0.1817,192041498053291.03,0.03893843957907626,0.1817,0.06333571104032365,0.12719571234172888,10000
4,0.1871,2319811455.514168,0.0953619577003429,0.1871,0.06753942788434843,0.13612070563213532,10000
5,0.1866,5.012071990966797,0.0379452208804487,0.18660000000000002,0.06289601252658912,0.13034641758862797,10000
6,0.2162,5.288837127685547,0.1118627574200299,0.2162,0.1112424988628932,0.16932679891281452,10000
7,0.1899,3526244072.0480547,0.11280969345120288,0.1899,0.07276193059162395,0.13320849772549698,10000
8,0.2458,4.806903186035156,0.128405907049511,0.24580000000000002,0.13821780010947707,0.21183903719076094,10000
9,0.192,157066569185655.7,0.12323599835147196,0.192,0.0705581801730216,0.13878520446293227,10000
10,0.2845,4.7015641490936275,0.18739532076253712,0.2845,0.17596099107357288,0.2422058154043378,10000
11,0.2332,5.115337517547608,0.10947272994668551,0.2332,0.12313799931828315,0.18790783362456617,10000
12,0.3018,5.133095426559448,0.2036017646827058,0.30179999999999996,0.19349991503588634,0.28164494210414676,10000
13,0.2443,5.596253335571289,0.1323933474794445,0.24430000000000002,0.1380261736286093,0.2126806214552871,10000
14,0.3419,217923314576370.84,0.1585748255952718,0.3419,0.20745409512357155,0.30026706960296096,10000
15,0.3053,5.12246450805664,0.17170971208941563,0.3053,0.19295178172590138,0.26583238770456363,10000
16,0.2655,4.56853942489624,0.1977070429070379,0.2655,0.18521192037986903,0.22592775710163934,10000
17,0.1712,5.8735204074859615,0.13957681817951453,0.17119999999999996,0.1013077202310461,0.2007846497069277,10000
18,0.2577,227460313508955.62,0.14322909795926525,0.2577,0.14540569388694505,0.22577892518450854,10000
19,0.199,4020395159.7629476,0.04382247295812787,0.199,0.0708356316088784,0.15495374679252474,10000
20,0.202,5.338637839126587,0.16277361533478488,0.20199999999999996,0.08836245221811291,0.17785916926917292,10000
21,0.1995,6.4813334808349605,0.05329506810794678,0.1995,0.0805530775281563,0.17134075904139412,10000
22,0.2649,5.140048209762573,0.1279405860951143,0.2649,0.15258515081850377,0.24772553973098266,10000
23,0.1993,6.233726602172852,0.044740531862735515,0.19929999999999998,0.07186858044530775,0.15689370872276986,10000
24,0.2212,3074252871.159281,0.19553086894638327,0.22119999999999998,0.11375606964412563,0.1920740315890358,10000
25,0.2002,6.731768439102173,0.15017755605111233,0.2002,0.07873785689658179,0.16716552148428288,10000
26,0.3123,4.953526176071167,0.21425312088369922,0.3123,0.19569125121414763,0.28818504334258405,10000
27,0.3213,5.309426484680176,0.19706681921891114,0.32130000000000003,0.19405261009236113,0.29087537730101126,10000
28,0.2009,5.195038904953003,0.2975925498181161,0.2009,0.08871737198500942,0.1776983795422012,10000
29,0.1987,6.393882145690918,0.050688187053584674,0.19870000000000002,0.07788630345755324,0.16624745056898543,10000
30,0.2484,5.151762107849121,0.16547927010087582,0.2484,0.14037375168620256,0.22390192332840286,10000
31,0.215,7.014188455200196,0.14292238650648187,0.215,0.10006400011404362,0.1791811837864422,10000
32,0.228,6.554712149047852,0.2200609314820853,0.22800000000000004,0.13092671068390355,0.2121547722236507,10000
33,0.1994,6.586705669403076,0.049226255368653646,0.1994,0.07655293091726376,0.16456940470196774,10000
34,0.2553,5.392014094924927,0.15651945789855137,0.25529999999999997,0.14899418506624101,0.2286743895594772,10000
35,0.2183,6.5055350547790525,0.14316897702664835,0.2183,0.10509661974821034,0.1836913785697551,10000
36,0.2527,5.671423133850098,0.22958885551125405,0.25270000000000004,0.16149998587962414,0.24207405320617167,10000
37,0.1997,283383893823225.94,0.04864137798080305,0.1997,0.07601030553070992,0.16390713217245625,10000
38,0.2709,5.527773301315308,0.17148319322610342,0.27090000000000003,0.16940391744275107,0.24276433666291464,10000
39,0.22,7.403854663085937,0.14312889766181444,0.22000000000000003,0.10763465253700577,0.18609998808227463,10000
40,0.3418,5.644609605407715,0.2344105402410328,0.3418,0.23635654932484162,0.3147781940463877,10000
41,0.2351,5.477290813827515,0.24393670141949908,0.2351,0.12990027299753115,0.19820646922069537,10000
42,0.3192,64858.25279436798,0.25070291929565147,0.31920000000000004,0.22877489757709507,0.3075771585115294,10000
43,0.2205,6.410672273635864,0.14709707618146034,0.2205,0.11047122699847664,0.19006556782300307,10000
44,0.3461,4.842283503723144,0.2627833697118413,0.34609999999999996,0.2507890515583721,0.31937941405682446,10000
45,0.2102,4881680806.102959,0.19233186000305458,0.2102,0.09340153826608663,0.1745525390680612,10000
46,0.2878,5.359566073226929,0.23390530613177166,0.2878,0.19881683258382643,0.2759169192817035,10000
