Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "fmnist", "model": "mnist_nn_brenden", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "high_loss", "round": 1, "number": 2, "random_seed": 42}, "hyperparameters": {"training_rounds": 100, "local_epochs": 3, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "high_loss", "optimizer": "SGD", "lr": 0.01, "momentum": 0.0, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 3, "batch_size": 64}

round,accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0,0.1902,3.126310694885254,0.03809044400855356,0.19019999999999998,0.06346200547741362,0.13452358048391627,10000
1,0.1538,3.8879657806396484,0.06596427957503212,0.1538,0.06829049983253255,0.09873498722298214,10000
2,0.1008,3.2939019805908205,0.09889889889889888,0.1008,0.019784090591410695,0.018864766253914915,10000
3,0.1354,2590974676.556015,0.10479392994491217,0.13540000000000002,0.07032152767672964,0.13814907705590004,10000
4,0.1253,1789616825.9723043,0.03337620114754585,0.12530000000000002,0.044085834607345255,0.058647575453805854,10000
5,0.185,3.6450107051849363,0.037001757001757,0.185,0.06166909838131832,0.12671058208029498,10000
6,0.1833,4.194976979064942,0.03838074265267401,0.1833,0.0632037043772982,0.1260524508576975,10000
7,0.1972,3.4732109313964843,0.061900370419202246,0.1972,0.07052563876920702,0.15095127004244802,10000
8,0.1985,3.5907610717773437,0.058856625577812016,0.19849999999999998,0.06720725992822686,0.1473614315508186,10000
9,0.1696,1610065173.1130931,0.035869791666666664,0.16960000000000003,0.05852173913043478,0.10807661891248983,10000
10,0.1149,1551314089.4929147,0.03702578076564007,0.1149,0.039631089793045096,0.02225856536211067,10000
11,0.1923,3.8113049282073974,0.03886337130845524,0.1923,0.06456775620638952,0.13829428977284336,10000
12,0.1989,3.5480706680297853,0.07606458959624718,0.1989,0.0690825218138196,0.14962034247046083,10000
13,0.1991,3.4753710292816162,0.1518605522944541,0.1991,0.0793026152073942,0.16863910054941572,10000
14,0.1986,3.375614716720581,0.05892686609586688,0.1986,0.06729969341533368,0.14759160439768879,10000
15,0.1093,1299848577.520585,0.03262299183275684,0.1093,0.032996428038283836,0.014278916520840472,10000
16,0.1856,3.6256286376953124,0.03731708695562817,0.1856,0.06210991729204054,0.1278291400770904,10000
17,0.1921,3.5711276893615724,0.03845953721075672,0.1921,0.06408267477203647,0.13733749849479568,10000
18,0.1995,3.4516642921447755,0.09226836979962261,0.1995,0.07033554816131925,0.1495826414122164,10000
19,0.1989,3.4997199508666994,0.07646065852738196,0.1989,0.08089035838866543,0.16950824042521892,10000
20,0.1101,3.1699534341653886e+23,0.019500442187887233,0.1101,0.03304527854978855,0.015347156886069111,10000
21,0.1816,2.1649607975041964e+23,0.05193754089837767,0.1816,0.06358846834614987,0.12467937506483345,10000
22,0.1353,1020011430.1403389,0.059765590126751054,0.1353,0.04770302027472563,0.05292768051169189,10000
23,0.1131,3.710954981994629,0.020212999610787097,0.1131,0.0341752325541575,0.01995036363736353,10000
24,0.1947,3.558955717468262,0.06457313860252005,0.19469999999999998,0.07289055118110235,0.15362138312441034,10000
25,0.1694,3.3894847255706786,0.03508252335602019,0.1694,0.05761096712932059,0.10672424076534497,10000
26,0.2053,3.1059067810058596,0.12831212359503402,0.20529999999999998,0.08376681799257055,0.16069055373241223,10000
