Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "fmnist", "model": "mnist_nn_brenden", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "fedgra_standard", "round": 1, "client_selection_round": 1, "number": 2, "random_seed": 42, "fedgra_mode": "all_participate", "min_participate_round": 5}, "hyperparameters": {"training_rounds": 100, "local_epochs": 3, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "fedgra_standard", "optimizer": "SGD", "lr": 0.01, "momentum": 0.0, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 3, "batch_size": 64}

round,accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0,0.1828,2.767706155395508,0.037231831785464534,0.1828,0.06164016634510862,0.12502957042729057,10000
1,0.1503,3.662463385772705,0.04537168515838006,0.15030000000000002,0.06143284265497819,0.10476121258905255,10000
2,0.181,120055592173493.4,0.03733618833916034,0.181,0.06149329335664082,0.12359003411049019,10000
3,0.1979,4.456120246124268,0.11098382420261912,0.19790000000000002,0.08808234366522197,0.14409014384410998,10000
4,0.3619,2.420654564666748,0.17124222923195387,0.3619,0.22535730577486607,0.3290112301092799,10000
5,0.0999,4.458512072753906,0.011066278058673683,0.0999,0.019846752398299465,-0.00026189658992330683,10000
6,0.1897,3.9976975440979006,0.03823067564216123,0.1897,0.06359790137980759,0.1340108347054451,10000
7,0.0999,5.00317855682373,0.010664322248186048,0.0999,0.019033633963669118,-0.0003650066014376874,10000
8,0.2239,3.367417277145386,0.10388556274351482,0.2239,0.1117902770157376,0.17602105885231045,10000
9,0.3033,2.122905167388916,0.24235200739590362,0.3033,0.22149292803460036,0.25373922585328934,10000
10,0.199,3.7622158840179445,0.039889803805232396,0.199,0.06643937724657518,0.14771467534524876,10000
11,0.1766,93755645122266.1,0.061587552414785626,0.1766,0.08209640337616528,0.1560539025587956,10000
12,0.1122,4.418431293487549,0.15190864412729538,0.1122,0.040265329266193514,0.07850263162120447,10000
13,0.1972,4.337222306442261,0.046792168081689754,0.1972,0.07371910972079435,0.15812616365933138,10000
14,0.2912,15071497226186.3,0.29241957660640383,0.2912,0.22384735209654286,0.26562313203574417,10000
15,0.1946,2.5786306419372558,0.26741771394341446,0.19460000000000002,0.12228982213717701,0.12628294298095452,10000
16,0.2738,2.442427015686035,0.1382369714151479,0.2738,0.1401941275964535,0.2335333089105883,10000
17,0.1005,3.885418964767456,0.18251869529329762,0.10049999999999999,0.027962563576449512,0.0007738174683105127,10000
18,0.2236,3.5678675537109377,0.07571126434696876,0.22359999999999997,0.1087936292086296,0.17205377208620187,10000
19,0.2727,1.9660012130737305,0.18974945713769842,0.2727,0.15645436889022002,0.2372238226970519,10000
20,0.2611,2.8919346534729002,0.15327854186249773,0.2611,0.16825662728910878,0.2553160254371049,10000
21,0.2582,83358243981206.44,0.1978842645502367,0.2582,0.14554343044632084,0.2367565022787917,10000
