dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,d_out,d_in,R,r,normalized_rank,alpha,spectrum,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,compact_path_no_dense_intermediate,method,broadcast_error,excess_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,5.5861577432833620e-01,1.1102230246251565e-16,True,RBLA prefix,6.7069454244118998e-01,1.1207876811285378e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,5.5861577432833620e-01,1.1102230246251565e-16,True,SP+ (compact QR),5.5861577432833631e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,RBLA prefix,6.4316058073258109e-01,1.3514101898529218e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,SP+ (compact QR),5.0801956174728902e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,4.5562781644759154e-01,1.6653345369377348e-16,True,RBLA prefix,5.8166788503081568e-01,1.2604006858322414e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,4.5562781644759154e-01,1.6653345369377348e-16,True,SP+ (compact QR),4.5562781644759170e-01,1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,4.0045675023033561e-01,1.1102230246251565e-16,True,RBLA prefix,5.2193986321825092e-01,1.2148311298791531e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,4.0045675023033561e-01,1.1102230246251565e-16,True,SP+ (compact QR),4.0045675023033572e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,RBLA prefix,4.5908175151374031e-01,1.1822901730153829e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,SP+ (compact QR),3.4085273421220214e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,2.7357848845420513e-01,2.7755575615628914e-16,True,RBLA prefix,4.0813114581935089e-01,1.3455265736514577e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,2.7357848845420513e-01,2.7755575615628914e-16,True,SP+ (compact QR),2.7357848845420540e-01,2.7755575615628914e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,1.9019893967140405e-01,1.3877787807814457e-16,True,RBLA prefix,2.8374347566698294e-01,9.3544535995578881e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,1.9019893967140405e-01,1.3877787807814457e-16,True,SP+ (compact QR),1.9019893967140419e-01,1.3877787807814457e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,3.0457881521348378e-16,1.1657811668486373e-15,True,RBLA prefix,1.9811009359592882e-16,-1.0646872161755496e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,111,69,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8517029570726636e-16,3.0457881521348378e-16,1.1657811668486373e-15,True,SP+ (compact QR),1.4703599820621212e-15,1.1657811668486373e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,1,6.2500000000000000e-02,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,9.4956012145392210e-01,1.1102230246251565e-16,True,RBLA prefix,9.6648005273780180e-01,1.6919931283879697e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,1,6.2500000000000000e-02,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,9.4956012145392210e-01,1.1102230246251565e-16,True,SP+ (compact QR),9.4956012145392221e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,2,1.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.9981709600872983e-01,1.1102230246251565e-16,True,RBLA prefix,9.2389032485273093e-01,2.4073228844001093e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,2,1.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.9981709600872983e-01,1.1102230246251565e-16,True,SP+ (compact QR),8.9981709600872994e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,3,1.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.5065276938674994e-01,2.2204460492503131e-16,True,RBLA prefix,8.9966010802490126e-01,4.9007338638151321e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,3,1.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.5065276938674994e-01,2.2204460492503131e-16,True,SP+ (compact QR),8.5065276938675016e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,4,2.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.0193501861545324e-01,2.2204460492503131e-16,True,RBLA prefix,8.5048670640236379e-01,4.8551687786910547e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,4,2.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,8.0193501861545324e-01,2.2204460492503131e-16,True,SP+ (compact QR),8.0193501861545347e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,5,3.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,7.5351295274183483e-01,3.3306690738754696e-16,True,RBLA prefix,8.1814419851063025e-01,6.4631245768795420e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,5,3.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,7.5351295274183483e-01,3.3306690738754696e-16,True,SP+ (compact QR),7.5351295274183516e-01,3.3306690738754696e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,6,3.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,7.0521007578277473e-01,2.2204460492503131e-16,True,RBLA prefix,7.8668466462712627e-01,8.1474588844351548e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,6,3.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,7.0521007578277473e-01,2.2204460492503131e-16,True,SP+ (compact QR),7.0521007578277495e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,7,4.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,6.5681423806553652e-01,1.1102230246251565e-16,True,RBLA prefix,7.5606987986808161e-01,9.9255641802545092e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,7,4.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,6.5681423806553652e-01,1.1102230246251565e-16,True,SP+ (compact QR),6.5681423806553663e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,8,5.0000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,6.0806231348624817e-01,2.2204460492503131e-16,True,RBLA prefix,7.1412638727355016e-01,1.0606407378730198e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,8,5.0000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,6.0806231348624817e-01,2.2204460492503131e-16,True,SP+ (compact QR),6.0806231348624840e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,5.5861577432833620e-01,1.1102230246251565e-16,True,RBLA prefix,6.8833194052596902e-01,1.2971616619763282e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,5.5861577432833620e-01,1.1102230246251565e-16,True,SP+ (compact QR),5.5861577432833631e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,RBLA prefix,6.5762106358692607e-01,1.4960150183963716e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,SP+ (compact QR),5.0801956174728902e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,4.5562781644759154e-01,1.1102230246251565e-16,True,RBLA prefix,5.8349965320229313e-01,1.2787183675470160e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,4.5562781644759154e-01,1.1102230246251565e-16,True,SP+ (compact QR),4.5562781644759165e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,4.0045675023033561e-01,1.6653345369377348e-16,True,RBLA prefix,5.3177406060600074e-01,1.3131731037566513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,4.0045675023033561e-01,1.6653345369377348e-16,True,SP+ (compact QR),4.0045675023033578e-01,1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,RBLA prefix,4.9407904108617390e-01,1.5322630687397187e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,SP+ (compact QR),3.4085273421220214e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,2.7357848845420513e-01,2.7755575615628914e-16,True,RBLA prefix,4.1671762606885393e-01,1.4313913761464880e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,2.7357848845420513e-01,2.7755575615628914e-16,True,SP+ (compact QR),2.7357848845420540e-01,2.7755575615628914e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,1.9019893967140405e-01,1.6653345369377348e-16,True,RBLA prefix,3.1358503750085465e-01,1.2338609782945059e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,1.9019893967140405e-01,1.6653345369377348e-16,True,SP+ (compact QR),1.9019893967140422e-01,1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,3.0457881521348378e-16,1.3167317356803224e-15,True,RBLA prefix,1.9793750448162717e-16,-1.0664131073185661e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,112,70,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8409086050120977e-16,3.0457881521348378e-16,1.3167317356803224e-15,True,SP+ (compact QR),1.6213105508938062e-15,1.3167317356803224e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,1,6.2500000000000000e-02,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,9.4956012145392210e-01,2.2204460492503131e-16,True,RBLA prefix,9.7442949052401551e-01,2.4869369070093406e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,1,6.2500000000000000e-02,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,9.4956012145392210e-01,2.2204460492503131e-16,True,SP+ (compact QR),9.4956012145392232e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,2,1.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.9981709600872983e-01,2.2204460492503131e-16,True,RBLA prefix,9.4988511604674264e-01,5.0068020038012806e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,2,1.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.9981709600872983e-01,2.2204460492503131e-16,True,SP+ (compact QR),8.9981709600873006e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,3,1.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.5065276938674994e-01,2.2204460492503131e-16,True,RBLA prefix,9.0651606367650983e-01,5.5863294289759891e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,3,1.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.5065276938674994e-01,2.2204460492503131e-16,True,SP+ (compact QR),8.5065276938675016e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,4,2.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.0193501861545324e-01,3.3306690738754696e-16,True,RBLA prefix,8.8493040461427963e-01,8.2995385998826388e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,4,2.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,8.0193501861545324e-01,3.3306690738754696e-16,True,SP+ (compact QR),8.0193501861545358e-01,3.3306690738754696e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,5,3.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,7.5351295274183483e-01,3.3306690738754696e-16,True,RBLA prefix,8.2750603941384038e-01,7.3993086672005548e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,5,3.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,7.5351295274183483e-01,3.3306690738754696e-16,True,SP+ (compact QR),7.5351295274183516e-01,3.3306690738754696e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,6,3.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,7.0521007578277473e-01,1.1102230246251565e-16,True,RBLA prefix,7.8667015807544449e-01,8.1460082292669767e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,6,3.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,7.0521007578277473e-01,1.1102230246251565e-16,True,SP+ (compact QR),7.0521007578277484e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,7,4.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,6.5681423806553652e-01,2.2204460492503131e-16,True,RBLA prefix,7.2584868920487911e-01,6.9034451139342590e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,7,4.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,6.5681423806553652e-01,2.2204460492503131e-16,True,SP+ (compact QR),6.5681423806553674e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,8,5.0000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,6.0806231348624817e-01,2.2204460492503131e-16,True,RBLA prefix,6.8204923090424951e-01,7.3986917418001341e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,8,5.0000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,6.0806231348624817e-01,2.2204460492503131e-16,True,SP+ (compact QR),6.0806231348624840e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,5.5861577432833620e-01,2.2204460492503131e-16,True,RBLA prefix,6.5104205417317862e-01,9.2426279844842418e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,9,5.6250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,5.5861577432833620e-01,2.2204460492503131e-16,True,SP+ (compact QR),5.5861577432833642e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,RBLA prefix,6.1617427235882272e-01,1.0815471061153381e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,10,6.2500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,5.0801956174728891e-01,1.1102230246251565e-16,True,SP+ (compact QR),5.0801956174728902e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,4.5562781644759154e-01,1.1102230246251565e-16,True,RBLA prefix,5.6743505369612368e-01,1.1180723724853214e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,11,6.8750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,4.5562781644759154e-01,1.1102230246251565e-16,True,SP+ (compact QR),4.5562781644759165e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,4.0045675023033561e-01,1.6653345369377348e-16,True,RBLA prefix,5.3460911282075640e-01,1.3415236259042079e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,12,7.5000000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,4.0045675023033561e-01,1.6653345369377348e-16,True,SP+ (compact QR),4.0045675023033578e-01,1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,RBLA prefix,4.6405429051655622e-01,1.2320155630435420e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,13,8.1250000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,3.4085273421220202e-01,1.1102230246251565e-16,True,SP+ (compact QR),3.4085273421220214e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,2.7357848845420513e-01,2.2204460492503131e-16,True,RBLA prefix,4.0171964892980433e-01,1.2814116047559920e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,14,8.7500000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,2.7357848845420513e-01,2.2204460492503131e-16,True,SP+ (compact QR),2.7357848845420535e-01,2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,1.9019893967140405e-01,1.3877787807814457e-16,True,RBLA prefix,2.7444125807183001e-01,8.4242318400425953e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,15,9.3750000000000000e-01,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,1.9019893967140405e-01,1.3877787807814457e-16,True,SP+ (compact QR),1.9019893967140419e-01,1.3877787807814457e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,3.0457881521348378e-16,1.5838244944747839e-15,True,RBLA prefix,1.9628558520833946e-16,-1.0829323000514433e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,113,71,permutation,1.0000000000000000e+00,128,96,16,16,1.0000000000000000e+00,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8405453349966673e-16,3.0457881521348378e-16,1.5838244944747839e-15,True,SP+ (compact QR),1.8884033096882677e-15,1.5838244944747839e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,114,72,permutation,1.0000000000000000e+00,128,96,16,1,6.2500000000000000e-02,5.0000000000000000e-01,normalized exp(-alpha*i/(R-1)),1.8009873346800970e-16,9.4956012145392210e-01,2.2204460492503131e-16,True,RBLA prefix,9.5289368872608060e-01,3.3335672721584997e-03,True
