dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,d_out,d_in,R,r,normalized_rank,alpha,spectrum,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,compact_path_no_dense_intermediate,method,broadcast_error,excess_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,4,2.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,4.4784843005200120e-01,5.5511151231257827e-17,True,SP+ (compact QR),4.4784843005200126e-01,5.5511151231257827e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,3.6591829985941965e-01,1.6653345369377348e-16,True,RBLA prefix,7.4981193846281313e-01,3.8389363860339348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,3.6591829985941965e-01,1.6653345369377348e-16,True,SP+ (compact QR),3.6591829985941948e-01,-1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,RBLA prefix,6.5466050384630214e-01,3.5598908808574542e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,SP+ (compact QR),2.9867141576055661e-01,-1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.4340695871042151e-01,2.7755575615628914e-17,True,RBLA prefix,6.1408189856167161e-01,3.7067493985125011e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.4340695871042151e-01,2.7755575615628914e-17,True,SP+ (compact QR),2.4340695871042153e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.9790331679071049e-01,5.5511151231257827e-17,True,RBLA prefix,5.5816036342645559e-01,3.6025704663574509e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.9790331679071049e-01,5.5511151231257827e-17,True,SP+ (compact QR),1.9790331679071055e-01,5.5511151231257827e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.6032740033014869e-01,2.7755575615628914e-17,True,RBLA prefix,4.8786251494957916e-01,3.2753511461943047e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.6032740033014869e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.6032740033014867e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,RBLA prefix,4.7657726244515175e-01,3.4741922211993320e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.2915804032521858e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.0311862449273031e-01,2.7755575615628914e-17,True,RBLA prefix,4.4047330424325637e-01,3.3735467975052608e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,1.0311862449273031e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.0311862449273033e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,12,7.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,8.1111783131660592e-02,2.7755575615628914e-17,True,RBLA prefix,3.7440685603450463e-01,2.9329507290284407e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,12,7.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,8.1111783131660592e-02,2.7755575615628914e-17,True,SP+ (compact QR),8.1111783131660620e-02,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,13,8.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,6.2140350202280752e-02,1.3877787807814457e-17,True,RBLA prefix,3.2157509447478094e-01,2.5943474427250018e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,13,8.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,6.2140350202280752e-02,1.3877787807814457e-17,True,SP+ (compact QR),6.2140350202280766e-02,1.3877787807814457e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,14,8.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,4.5162988322582427e-02,2.0816681711721685e-17,True,RBLA prefix,2.6548864945159595e-01,2.2032566112901353e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,14,8.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,4.5162988322582427e-02,2.0816681711721685e-17,True,SP+ (compact QR),4.5162988322582448e-02,2.0816681711721685e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,15,9.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.8610399848168096e-02,3.4694469519536142e-17,True,RBLA prefix,1.3268737555524698e-01,1.0407697570707888e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,15,9.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,2.8610399848168096e-02,3.4694469519536142e-17,True,SP+ (compact QR),2.8610399848168131e-02,3.4694469519536142e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,16,1.0000000000000000e+00,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,3.5748184309371709e-16,2.0516501165498830e-15,True,RBLA prefix,4.4620395713192915e-16,8.8722114038212061e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10061,19,orthogonal,1.0000000000000004e+00,128,96,16,16,1.0000000000000000e+00,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),4.4249627437104339e-16,3.5748184309371709e-16,2.0516501165498830e-15,True,SP+ (compact QR),2.4091319596435999e-15,2.0516501165498830e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,1,6.2500000000000000e-02,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,8.1839559641051096e-01,4.4408920985006262e-16,True,RBLA prefix,9.6849194245369319e-01,1.5009634604318223e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,1,6.2500000000000000e-02,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,8.1839559641051096e-01,4.4408920985006262e-16,True,SP+ (compact QR),8.1839559641051141e-01,4.4408920985006262e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,2,1.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,6.6963607268776948e-01,1.1102230246251565e-16,True,RBLA prefix,9.1171312874166455e-01,2.4207705605389507e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,2,1.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,6.6963607268776948e-01,1.1102230246251565e-16,True,SP+ (compact QR),6.6963607268776959e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,3,1.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,5.4775101425531991e-01,0.0000000000000000e+00,True,RBLA prefix,8.8402324794954912e-01,3.3627223369422921e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,3,1.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,5.4775101425531991e-01,0.0000000000000000e+00,True,SP+ (compact QR),5.4775101425531991e-01,0.0000000000000000e+00,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,4,2.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,4.4784843005200120e-01,0.0000000000000000e+00,True,RBLA prefix,8.2350204292540119e-01,3.7565361287339999e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,4,2.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,4.4784843005200120e-01,0.0000000000000000e+00,True,SP+ (compact QR),4.4784843005200120e-01,0.0000000000000000e+00,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,3.6591829985941965e-01,2.2204460492503131e-16,True,RBLA prefix,7.6039580339173707e-01,3.9447750353231742e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,3.6591829985941965e-01,2.2204460492503131e-16,True,SP+ (compact QR),3.6591829985941943e-01,-2.2204460492503131e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,RBLA prefix,7.2373090491521586e-01,4.2505948915465913e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,SP+ (compact QR),2.9867141576055661e-01,-1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.4340695871042151e-01,2.7755575615628914e-17,True,RBLA prefix,6.7205735955110757e-01,4.2865040084068606e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.4340695871042151e-01,2.7755575615628914e-17,True,SP+ (compact QR),2.4340695871042153e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.9790331679071049e-01,8.3266726846886741e-17,True,RBLA prefix,6.0522364930718997e-01,4.0732033251647948e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.9790331679071049e-01,8.3266726846886741e-17,True,SP+ (compact QR),1.9790331679071058e-01,8.3266726846886741e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.6032740033014869e-01,2.7755575615628914e-17,True,RBLA prefix,5.6478860579868451e-01,4.0446120546853581e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.6032740033014869e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.6032740033014867e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,RBLA prefix,5.5250607928513340e-01,4.2334803895991485e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.2915804032521858e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.0311862449273031e-01,1.3877787807814457e-17,True,RBLA prefix,5.1886228597351536e-01,4.1574366148078506e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,1.0311862449273031e-01,1.3877787807814457e-17,True,SP+ (compact QR),1.0311862449273032e-01,1.3877787807814457e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,12,7.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,8.1111783131660592e-02,1.3877787807814457e-17,True,RBLA prefix,4.6471218218736460e-01,3.8360039905570398e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,12,7.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,8.1111783131660592e-02,1.3877787807814457e-17,True,SP+ (compact QR),8.1111783131660606e-02,1.3877787807814457e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,13,8.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,6.2140350202280752e-02,6.9388939039072284e-18,True,RBLA prefix,3.8771431331182271e-01,3.2557396310954195e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,13,8.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,6.2140350202280752e-02,6.9388939039072284e-18,True,SP+ (compact QR),6.2140350202280759e-02,6.9388939039072284e-18,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,14,8.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,4.5162988322582427e-02,1.3877787807814457e-17,True,RBLA prefix,3.1705532003777742e-01,2.7189233171519500e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,14,8.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,4.5162988322582427e-02,1.3877787807814457e-17,True,SP+ (compact QR),4.5162988322582441e-02,1.3877787807814457e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,15,9.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.8610399848168096e-02,2.7755575615628914e-17,True,RBLA prefix,2.1390916124042314e-01,1.8529876139225504e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,15,9.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,2.8610399848168096e-02,2.7755575615628914e-17,True,SP+ (compact QR),2.8610399848168124e-02,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,16,1.0000000000000000e+00,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,3.5748184309371709e-16,2.0912077485568440e-15,True,RBLA prefix,3.9304303753887153e-16,3.5561194445154447e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10062,20,orthogonal,1.0000000000000011e+00,128,96,16,16,1.0000000000000000e+00,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9122070344230889e-16,3.5748184309371709e-16,2.0912077485568440e-15,True,SP+ (compact QR),2.4486895916505609e-15,2.0912077485568440e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,1,6.2500000000000000e-02,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,8.1839559641051096e-01,4.4408920985006262e-16,True,RBLA prefix,9.0677941674893436e-01,8.8383820338423402e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,1,6.2500000000000000e-02,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,8.1839559641051096e-01,4.4408920985006262e-16,True,SP+ (compact QR),8.1839559641051141e-01,4.4408920985006262e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,2,1.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,6.6963607268776948e-01,1.1102230246251565e-16,True,RBLA prefix,8.7500992714714187e-01,2.0537385445937240e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,2,1.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,6.6963607268776948e-01,1.1102230246251565e-16,True,SP+ (compact QR),6.6963607268776959e-01,1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,3,1.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,5.4775101425531991e-01,0.0000000000000000e+00,True,RBLA prefix,8.4370761478890954e-01,2.9595660053358963e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,3,1.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,5.4775101425531991e-01,0.0000000000000000e+00,True,SP+ (compact QR),5.4775101425531991e-01,0.0000000000000000e+00,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,4,2.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,4.4784843005200120e-01,5.5511151231257827e-17,True,RBLA prefix,8.1943317570201391e-01,3.7158474565001270e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,4,2.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,4.4784843005200120e-01,5.5511151231257827e-17,True,SP+ (compact QR),4.4784843005200126e-01,5.5511151231257827e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,3.6591829985941965e-01,1.6653345369377348e-16,True,RBLA prefix,7.9859797068048521e-01,4.3267967082106557e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,5,3.1250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,3.6591829985941965e-01,1.6653345369377348e-16,True,SP+ (compact QR),3.6591829985941948e-01,-1.6653345369377348e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,RBLA prefix,7.5256323462907082e-01,4.5389181886851410e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,6,3.7500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,2.9867141576055672e-01,1.1102230246251565e-16,True,SP+ (compact QR),2.9867141576055661e-01,-1.1102230246251565e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,2.4340695871042151e-01,5.5511151231257827e-17,True,RBLA prefix,7.2800539907863504e-01,4.8459844036821353e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,7,4.3750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,2.4340695871042151e-01,5.5511151231257827e-17,True,SP+ (compact QR),2.4340695871042156e-01,5.5511151231257827e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.9790331679071049e-01,8.3266726846886741e-17,True,RBLA prefix,6.8446231235974198e-01,4.8655899556903148e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,8,5.0000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.9790331679071049e-01,8.3266726846886741e-17,True,SP+ (compact QR),1.9790331679071058e-01,8.3266726846886741e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.6032740033014869e-01,5.5511151231257827e-17,True,RBLA prefix,6.4609434958866085e-01,4.8576694925851216e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,9,5.6250000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.6032740033014869e-01,5.5511151231257827e-17,True,SP+ (compact QR),1.6032740033014864e-01,-5.5511151231257827e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,RBLA prefix,6.0140003562236166e-01,4.7224199529714311e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,10,6.2500000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.2915804032521855e-01,2.7755575615628914e-17,True,SP+ (compact QR),1.2915804032521858e-01,2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.0311862449273031e-01,4.1633363423443370e-17,True,RBLA prefix,5.2068695705287049e-01,4.1756833256014020e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,11,6.8750000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,1.0311862449273031e-01,4.1633363423443370e-17,True,SP+ (compact QR),1.0311862449273035e-01,4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,10063,21,orthogonal,1.0000000000000009e+00,128,96,16,12,7.5000000000000000e-01,3.0000000000000000e+00,normalized exp(-alpha*i/(R-1)),3.9629509716790361e-16,8.1111783131660592e-02,4.1633363423443370e-17,True,RBLA prefix,4.9206128341839156e-01,4.1094950028673094e-01,True
