method,checkpoint,retained_rank_ratio,accuracy,average_loss,macro_f1,mcc,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.1,0.2071,2.788619291305542,0.07940784489920463,0.15561754574142425,0.0,0.0,0.9718992248062015,0.9930693069306931,0.06619144602851323,0.0,0.0,0.0,0.0,0.0
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.2,0.3943,1.3613825944900513,0.30805827108451656,0.35128741321932494,0.015306122448979591,0.16299559471365638,0.873062015503876,0.9297029702970298,0.9623217922606925,0.44170403587443946,0.0,0.0,0.31519507186858314,0.2547076313181368
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.3,0.588,1.0505198949813843,0.5250854769874023,0.5595110209561891,0.9204081632653062,0.6933920704845815,0.7451550387596899,0.8732673267326733,0.6140529531568228,0.1860986547085202,0.028183716075156576,0.02529182879377432,0.8141683778234087,0.9167492566897919
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.4,0.6917,0.9278820289611817,0.651184489334239,0.6649038642363089,0.9816326530612245,0.9577092511013215,0.7180232558139535,0.8792079207920792,0.6486761710794298,0.13228699551569506,0.2254697286012526,0.6011673151750972,0.7607802874743327,0.9008919722497523
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.5,0.7491,0.8859294773101807,0.7179645281106779,0.7258905063054321,0.9755102040816327,0.9612334801762115,0.687015503875969,0.898019801980198,0.6731160896130346,0.10874439461883408,0.5970772442588727,0.8560311284046692,0.757700205338809,0.8721506442021804
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.6,0.7476,0.8820022416114807,0.7133813881043929,0.7245996541146377,0.9806122448979592,0.9577092511013215,0.6821705426356589,0.905940594059406,0.6883910386965377,0.08632286995515695,0.5720250521920668,0.8638132295719845,0.7607802874743327,0.8711595639246779
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.7,0.7548,0.8597436684608459,0.7197767444251454,0.7327764223080433,0.9673469387755103,0.9612334801762115,0.685077519379845,0.9277227722772278,0.8319755600814664,0.07623318385650224,0.5730688935281837,0.8978599221789884,0.7854209445585215,0.736372646184341
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.8,0.7551,0.8267248326301575,0.7221851920348612,0.7323684163953431,0.9377551020408164,0.9550660792951542,0.7238372093023255,0.8811881188118812,0.8238289205702648,0.11210762331838565,0.5563674321503131,0.9523346303501945,0.8747433264887063,0.6323092170465807
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,0.9,0.7488,0.7984489600181579,0.7292507109312886,0.7248617604031343,0.9051020408163265,0.9797356828193833,0.8914728682170543,0.8306930693069307,0.780040733197556,0.3195067264573991,0.4175365344467641,0.9280155642023347,0.7700205338809035,0.5698711595639246
p8_strong_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p8_strong_qpower050_t42_r42_-train-20260716_144218-dd755bdf218c612c-round0030.pt,1.0,0.6442,0.9911419971466064,0.6165130633212306,0.6264078759389868,0.5122448979591837,0.9647577092511013,0.6521317829457365,0.01782178217821782,0.7433808553971487,0.9428251121076233,0.9718162839248434,0.8793774319066148,0.3459958932238193,0.40733399405351833
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.1,0.195,3.3647926948547364,0.06505622650297768,0.1388631042539068,0.0,0.0,0.9544573643410853,0.9554455445544554,0.0,0.0,0.0,0.0,0.0,0.0
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.2,0.3135,1.8685033554077148,0.18316619289031558,0.26258774183212,0.0010204081632653062,0.0,0.8333333333333334,0.6782178217821783,0.9389002036659878,0.7298206278026906,0.0,0.0,0.0,0.015857284440039643
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.3,0.4759,1.4052394540786743,0.42073994186650676,0.4314010116563348,0.5785714285714286,0.07753303964757709,0.5087209302325582,0.6613861386138614,0.8767820773930753,0.5672645739910314,0.11377870563674322,0.0,0.8069815195071869,0.643211100099108
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.4,0.6201,1.1586344945907592,0.5792731068553605,0.5866345259988929,0.9418367346938775,0.9700440528634361,0.32170542635658916,0.8,0.8167006109979633,0.3273542600896861,0.5,0.053501945525291826,0.7094455852156057,0.711595639246779
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.5,0.689,1.0711810661315917,0.6624616208864096,0.659481528328198,0.9448979591836735,0.9682819383259912,0.25193798449612403,0.8425742574257425,0.8034623217922607,0.2713004484304933,0.7745302713987474,0.5710116731517509,0.6324435318275154,0.7710604558969276
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.6,0.7002,1.0367051385879518,0.6769046280566211,0.671713739507543,0.9530612244897959,0.9718061674008811,0.28488372093023256,0.8405940594059406,0.7932790224032586,0.28475336322869954,0.7620041753653445,0.6060311284046692,0.6519507186858317,0.7938553022794846
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.7,0.7334,0.9931902334213257,0.7141976676467732,0.7079538832879041,0.923469387755102,0.9691629955947136,0.3546511627906977,0.898019801980198,0.8747454175152749,0.30829596412556054,0.802713987473904,0.8005836575875487,0.6642710472279261,0.6769078295341923
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.8,0.7461,0.9597571405410766,0.7316631273113801,0.7203617003021064,0.8704081632653061,0.9718061674008811,0.4273255813953488,0.8277227722772277,0.8839103869653768,0.4080717488789238,0.8423799582463466,0.8900778210116731,0.7145790554414785,0.5728444003964321
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,0.9,0.7523,0.9400852536201477,0.7441270159896767,0.7262500769498299,0.8112244897959183,0.986784140969163,0.5687984496124031,0.7108910891089109,0.8727087576374746,0.6334080717488789,0.8862212943632568,0.877431906614786,0.6170431211498973,0.5242814667988107
p8_freeze_q_power_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p6_freeze_a_balanced_heterogeneous_gamma_0_50_-train-20260715_205354-481e6976b624ce59-round0030.pt,1.0,0.7174,0.9703666977882385,0.7112198612747388,0.6932293511647811,0.6744897959183673,0.986784140969163,0.4806201550387597,0.5118811881188119,0.8686354378818737,0.8396860986547086,0.9237995824634656,0.8735408560311284,0.47741273100616016,0.5252725470763132
