round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round,selected_clients,metric_weights
0,0.2849000096321106,2.1372573375701904,10,0.01,10,1
1,0.6916000247001648,1.314621090888977,10,0.01,10,1
2,0.7620999813079834,0.7595232129096985,10,0.01,10,1
3,0.8537999987602234,0.4504840672016144,10,0.01,10,1
4,0.8967000246047974,0.34218764305114746,10,0.01,10,1
5,0.9132999777793884,0.29514822363853455,10,0.01,10,1
6,0.9208999872207642,0.2688518166542053,10,0.01,10,1
7,0.9272000193595886,0.2505854666233063,10,0.01,10,1
8,0.9298999905586243,0.2371910959482193,10,0.01,10,1
9,0.9340000152587891,0.22641447186470032,10,0.01,10,1
