condition,alpha,rho,round,rank_ratio,client_index,weight,raw_residual,optimal_residual,spmi_abs,spmi_rel,layer_ranks,raw_loss,raw_accuracy,plus_loss,plus_accuracy
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.1,0,0.06331666666666666,0.00013286852262299557,1.4169334119548654e-06,0.31159364128046435,0.9893358232335034,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.2835369567871093,0.136,2.283262420654297,0.137
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,1.0,1,0.15005,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.28354541015625,0.136,2.28354541015625,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.8,2,0.07073333333333333,2.4394954940438808e-05,1.1053443501958904e-09,0.05782332846725923,0.9999546896334552,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.2835435943603515,0.136,2.2835376586914062,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.4,3,0.07653333333333333,7.421240705204108e-05,5.3938473848249205e-08,0.1757856819742519,0.999273187921119,"{""_fc1.lora_A"": 64, ""_fc2.lora_A"": 64, ""_fc3.lora_A"": 10}",2.283539321899414,0.136,2.2834978485107422,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.9,4,0.11101666666666667,1.2917438158932144e-05,2.297810885409784e-10,0.0306190287830522,0.9999822115588468,"{""_fc1.lora_A"": 144, ""_fc2.lora_A"": 144, ""_fc3.lora_A"": 10}",2.283544723510742,0.136,2.283541915893555,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.5,5,0.08891666666666667,6.002767707225852e-05,2.2471934491662646e-08,0.1422367008027592,0.9996256404447467,"{""_fc1.lora_A"": 80, ""_fc2.lora_A"": 80, ""_fc3.lora_A"": 10}",2.2835408935546875,0.136,2.2835137786865234,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.6,6,0.066,4.5690824920719506e-05,9.02859166843899e-09,0.10828440602227452,0.9998023981470218,"{""_fc1.lora_A"": 96, ""_fc2.lora_A"": 96, ""_fc3.lora_A"": 10}",2.2835415954589844,0.136,2.283524444580078,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.7,7,0.16628333333333334,3.322357267702811e-05,3.4423821971808925e-09,0.07874519756287918,0.9998963873563316,"{""_fc1.lora_A"": 112, ""_fc2.lora_A"": 112, ""_fc3.lora_A"": 10}",2.2835421295166016,0.136,2.2835318450927735,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.2,8,0.05575,0.00010854040662018562,3.7508897153269926e-07,0.2563957224761422,0.9965442457494631,"{""_fc1.lora_A"": 32, ""_fc2.lora_A"": 32, ""_fc3.lora_A"": 10}",2.2835355072021484,0.136,2.283418746948242,0.1365
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,1,0.3,9,0.1514,9.079486388939302e-05,1.3585816501033654e-07,0.21489865491983137,0.9985036800630502,"{""_fc1.lora_A"": 48, ""_fc2.lora_A"": 48, ""_fc3.lora_A"": 10}",2.283538024902344,0.136,2.283471435546875,0.136
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,2,0.1,0,0.06331666666666666,0.0005271499897040898,5.644074398185202e-06,0.30475568774589845,0.9892932286665633,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.278803909301758,0.163,2.278256072998047,0.1635
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,2,1.0,1,0.15005,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.2788224029541015,0.1625,2.2788224029541015,0.1625
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,2,0.8,2,0.07073333333333333,9.596406073910296e-05,4.427968229326628e-09,0.05607653340571866,0.9999538580569097,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.27881852722168,0.1625,2.2788065338134764,0.1625
mnist_dirichlet_0_4_rho_pos05,0.4,0.5,2,0.4,3,0.07653333333333333,0.00029300059729673363,2.1516245408495059e-07,0.17109686379130334,0.9992656586502893,"{""_fc1.lora_A"": 64, ""_fc2.lora_A"": 64, ""_fc3.lora_A"": 10}",2.278809295654297,0.163,2.2787271728515623,0.163
