"category","dataset","distribution","rank_distribution","method","source_file","archive_relative_path","sha256","copy_verified"
"dirichlet_main","kmnist","alpha_0_4","correct","sp","kmnist_dirichlet_0_4_rank_correct_sp_-train-20260728_191147-3938f4f28396e804.csv","01_dirichlet_main\alpha_0_4\kmnist\correct\kmnist_dirichlet_0_4_rank_correct_sp_-train-20260728_191147-3938f4f28396e804.csv","C9E17134CEE90DD1213D018C7863FC06AD4E958DA9F9D8072486556F66A0EBE3","True"
"dirichlet_main","kmnist","alpha_0_4","correct","zeropadding","kmnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_193311-8c365bba821020c0.csv","01_dirichlet_main\alpha_0_4\kmnist\correct\kmnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_193311-8c365bba821020c0.csv","DD9A0BAE6D9B742EE7954DF4F4A5EFBE9D9E8CED79D3F20A8F55AF588B6C68B7","True"
"dirichlet_main","kmnist","alpha_0_4","medium","rbla","kmnist_dirichlet_0_4_rank_medium_rbla_-train-20260729_010026-0377cc40867e90ae.csv","01_dirichlet_main\alpha_0_4\kmnist\medium\kmnist_dirichlet_0_4_rank_medium_rbla_-train-20260729_010026-0377cc40867e90ae.csv","EFCD611B569CC559E646A4E6D2543D755CAEF6719E4817F33295CC771A80E998","True"
"dirichlet_main","kmnist","alpha_0_4","medium","rbla_plus","kmnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260729_012146-df7c4f2e7c376acc.csv","01_dirichlet_main\alpha_0_4\kmnist\medium\kmnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260729_012146-df7c4f2e7c376acc.csv","E0D9C65B25BD3797A653DD687081CDEE361CDB7C82112C8B8F8D20D97590173D","True"
"dirichlet_main","kmnist","alpha_0_4","medium","sp","kmnist_dirichlet_0_4_rank_medium_sp_-train-20260729_014313-541dbc1f6865993e.csv","01_dirichlet_main\alpha_0_4\kmnist\medium\kmnist_dirichlet_0_4_rank_medium_sp_-train-20260729_014313-541dbc1f6865993e.csv","A9D812A312B2004B63B94CF6F82921050222543AC4CCA452199838242F048791","True"
"dirichlet_main","kmnist","alpha_0_4","medium","zeropadding","kmnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_020440-28e8a1b3f93db7f9.csv","01_dirichlet_main\alpha_0_4\kmnist\medium\kmnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_020440-28e8a1b3f93db7f9.csv","ABBE418FCB07F7DEA663FB569D6A5FDF1616CAF5DBE48A321E8C05E000C44E77","True"
"dirichlet_main","kmnist","alpha_0_4","mismatch","rbla","kmnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_115710-a853cb85a8696dda.csv","01_dirichlet_main\alpha_0_4\kmnist\mismatch\kmnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_115710-a853cb85a8696dda.csv","3D5731EC7B9EAB30BBF80FB32325E96A7DC6256407C571DCA2C754DE1F60CA94","True"
"dirichlet_main","kmnist","alpha_0_4","mismatch","rbla_plus","kmnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_121832-ec33044865f317e1.csv","01_dirichlet_main\alpha_0_4\kmnist\mismatch\kmnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_121832-ec33044865f317e1.csv","74932029BBFE5C271A4261448CF483FDE4A3F482CC404D16C653E1ACEB20DF02","True"
"dirichlet_main","kmnist","alpha_0_4","mismatch","sp","kmnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_123959-f605a1d5b520fb98.csv","01_dirichlet_main\alpha_0_4\kmnist\mismatch\kmnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_123959-f605a1d5b520fb98.csv","58925EB809B59749C4C1B46935D202DA0D61F3D549396ABA1D41D60BD9D45DC9","True"
"dirichlet_main","kmnist","alpha_0_4","mismatch","zeropadding","kmnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_130127-a2cdd404f7321f7b.csv","01_dirichlet_main\alpha_0_4\kmnist\mismatch\kmnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_130127-a2cdd404f7321f7b.csv","E9A9612C3AF664C103E013E4091AD347C5694E90766877BC2AF2F224DD224E6F","True"
"dirichlet_main","mnist","alpha_0_4","correct","rbla","mnist_dirichlet_0_4_rank_correct_rbla_-train-20260728_170305-15c41727198968cb.csv","01_dirichlet_main\alpha_0_4\mnist\correct\mnist_dirichlet_0_4_rank_correct_rbla_-train-20260728_170305-15c41727198968cb.csv","C17593EA4D5BE08B2532FFAEA6ACC32FFAC095D368E4536A844635FF6F5C49EF","True"
"dirichlet_main","mnist","alpha_0_4","correct","rbla_plus","mnist_dirichlet_0_4_rank_correct_rbla_plus_-train-20260728_172433-ec9c53aab469cc1e.csv","01_dirichlet_main\alpha_0_4\mnist\correct\mnist_dirichlet_0_4_rank_correct_rbla_plus_-train-20260728_172433-ec9c53aab469cc1e.csv","03BF2EA07ECDE2F5396B9CEEC667F0F345E372E456A822D58EF944A7895BD3B8","True"
"dirichlet_main","mnist","alpha_0_4","correct","sp","mnist_dirichlet_0_4_rank_correct_sp_-train-20260728_174601-b9647a41d351b99b.csv","01_dirichlet_main\alpha_0_4\mnist\correct\mnist_dirichlet_0_4_rank_correct_sp_-train-20260728_174601-b9647a41d351b99b.csv","3E2ADF9A99E23985DEE772DB4ECBD8DCE3FE609214BAB4969D36394C9970200C","True"
"dirichlet_main","mnist","alpha_0_4","correct","zeropadding","mnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_180733-67b0a8cebe424d61.csv","01_dirichlet_main\alpha_0_4\mnist\correct\mnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_180733-67b0a8cebe424d61.csv","32EF630F5C4B1A5DD3B2E9DAA40A968163697C8338AF53E04C84448C76C3EAC0","True"
"dirichlet_main","mnist","alpha_0_4","medium","rbla","mnist_dirichlet_0_4_rank_medium_rbla_-train-20260728_233440-55e13bd692c0c37b.csv","01_dirichlet_main\alpha_0_4\mnist\medium\mnist_dirichlet_0_4_rank_medium_rbla_-train-20260728_233440-55e13bd692c0c37b.csv","E843D81D10390EEF38C84C6FE6A7F9D81F6BEE87619E059AA73BF0F73B302C1B","True"
"dirichlet_main","mnist","alpha_0_4","medium","rbla_plus","mnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260728_235607-416a26b00701ff32.csv","01_dirichlet_main\alpha_0_4\mnist\medium\mnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260728_235607-416a26b00701ff32.csv","567F21C1144DC60455235D29274647E6C8BD7DC986E4F49FDA75E6407A3E09F0","True"
"dirichlet_main","mnist","alpha_0_4","medium","sp","mnist_dirichlet_0_4_rank_medium_sp_-train-20260729_001737-1bcfa94e1cb60d9e.csv","01_dirichlet_main\alpha_0_4\mnist\medium\mnist_dirichlet_0_4_rank_medium_sp_-train-20260729_001737-1bcfa94e1cb60d9e.csv","468EFE49DB5929C522B6D143106233E8BBCE1C080D07E7215636A262756DF556","True"
"dirichlet_main","mnist","alpha_0_4","medium","zeropadding","mnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_003907-64bf3aa6f9bf092c.csv","01_dirichlet_main\alpha_0_4\mnist\medium\mnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_003907-64bf3aa6f9bf092c.csv","9C161AFF6E5DA13F741254AD0D1C7759635EEC993224BD621DC6E371D2A4FDED","True"
"dirichlet_main","mnist","alpha_0_4","mismatch","rbla","mnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_103113-0248b66c690b0aea.csv","01_dirichlet_main\alpha_0_4\mnist\mismatch\mnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_103113-0248b66c690b0aea.csv","0DD4B756F026DFDEBD96AC94CB1615635BC90228D0C8AFEFABE546CA3BC7F90D","True"
"dirichlet_main","mnist","alpha_0_4","mismatch","rbla_plus","mnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_105246-6064f64baff28e37.csv","01_dirichlet_main\alpha_0_4\mnist\mismatch\mnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_105246-6064f64baff28e37.csv","AE11362B49B3BDF3C816971D4823EE07CEE86063E092765B85FDAA4F35552220","True"
"dirichlet_main","mnist","alpha_0_4","mismatch","sp","mnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_111409-d92def73e7b9b4ef.csv","01_dirichlet_main\alpha_0_4\mnist\mismatch\mnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_111409-d92def73e7b9b4ef.csv","A9A3D9B87F49D1B738EB42A8BB251654E66F020E665FE18F8FD9B0DB88056F70","True"
"dirichlet_main","mnist","alpha_0_4","mismatch","zeropadding","mnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_113541-ea82538890310d4e.csv","01_dirichlet_main\alpha_0_4\mnist\mismatch\mnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_113541-ea82538890310d4e.csv","9A082871954DE969D908C7F64922574B2B9078F9E58DF66C08EEDEE3BC3CDDC3","True"
"dirichlet_main","qmnist","alpha_0_4","correct","rbla","qmnist_dirichlet_0_4_rank_correct_rbla_-train-20260728_212029-290822d0716a6002.csv","01_dirichlet_main\alpha_0_4\qmnist\correct\qmnist_dirichlet_0_4_rank_correct_rbla_-train-20260728_212029-290822d0716a6002.csv","618C1AF3BA17404A7C7E89B09720E7D2F8BF7CE1841B405606FE420271E1C7AD","True"
"dirichlet_main","qmnist","alpha_0_4","correct","rbla_plus","qmnist_dirichlet_0_4_rank_correct_rbla_plus_-train-20260728_215400-3b28696ad9952b1a.csv","01_dirichlet_main\alpha_0_4\qmnist\correct\qmnist_dirichlet_0_4_rank_correct_rbla_plus_-train-20260728_215400-3b28696ad9952b1a.csv","5F017008AA1672AD11CF382582E6E2C4885C968E664B34BE546F48957540BFD8","True"
"dirichlet_main","qmnist","alpha_0_4","correct","sp","qmnist_dirichlet_0_4_rank_correct_sp_-train-20260728_222733-bcd0b70c2c55a584.csv","01_dirichlet_main\alpha_0_4\qmnist\correct\qmnist_dirichlet_0_4_rank_correct_sp_-train-20260728_222733-bcd0b70c2c55a584.csv","F06D3CBF7FB044654034EFEC097ADE4DC995FFF0F52D06CDE1CF0402A6688B53","True"
"dirichlet_main","qmnist","alpha_0_4","correct","zeropadding","qmnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_230111-c5df3153a0fa8bd9.csv","01_dirichlet_main\alpha_0_4\qmnist\correct\qmnist_dirichlet_0_4_rank_correct_zeropadding_-train-20260728_230111-c5df3153a0fa8bd9.csv","BC143F63A17D8BABF983BAE415ADEF8C89FE0576E08E81CF3A33E36DCE02114F","True"
"dirichlet_main","qmnist","alpha_0_4","medium","rbla","qmnist_dirichlet_0_4_rank_medium_rbla_-train-20260729_035133-63c8625b44b1a87c.csv","01_dirichlet_main\alpha_0_4\qmnist\medium\qmnist_dirichlet_0_4_rank_medium_rbla_-train-20260729_035133-63c8625b44b1a87c.csv","22F9ECD17AF19AC755DBB1790FAAA5241D2938933211D8C454D14DC977E75D28","True"
"dirichlet_main","qmnist","alpha_0_4","medium","rbla_plus","qmnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260729_042507-5681538e1f49183d.csv","01_dirichlet_main\alpha_0_4\qmnist\medium\qmnist_dirichlet_0_4_rank_medium_rbla_plus_-train-20260729_042507-5681538e1f49183d.csv","AE50781F69127D720BD75F566AAC0CF7EA7E58B412B13C08FC069476A750B938","True"
"dirichlet_main","qmnist","alpha_0_4","medium","sp","qmnist_dirichlet_0_4_rank_medium_sp_-train-20260729_045838-599a2df7fa86c523.csv","01_dirichlet_main\alpha_0_4\qmnist\medium\qmnist_dirichlet_0_4_rank_medium_sp_-train-20260729_045838-599a2df7fa86c523.csv","A77DD41FDF455A12702DBC8271857880EA0C329437C79723F2439F18B9920D9A","True"
"dirichlet_main","qmnist","alpha_0_4","medium","zeropadding","qmnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_053210-219ae3472a137f19.csv","01_dirichlet_main\alpha_0_4\qmnist\medium\qmnist_dirichlet_0_4_rank_medium_zeropadding_-train-20260729_053210-219ae3472a137f19.csv","645A70ECEBA7D9D5B3AE2561424D2080031BD49917CA9D3AAD0A7BC357AC8ED6","True"
"dirichlet_main","qmnist","alpha_0_4","mismatch","rbla","qmnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_144846-a64968eddd3deaee.csv","01_dirichlet_main\alpha_0_4\qmnist\mismatch\qmnist_dirichlet_0_4_rank_mismatch_rbla_-train-20260728_144846-a64968eddd3deaee.csv","57AEC10E33A80DC5585876CCE61A9D255457A2D51D14953EB626489594596491","True"
"dirichlet_main","qmnist","alpha_0_4","mismatch","rbla_plus","qmnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_152221-cc5ec71eb67864b8.csv","01_dirichlet_main\alpha_0_4\qmnist\mismatch\qmnist_dirichlet_0_4_rank_mismatch_rbla_plus_-train-20260728_152221-cc5ec71eb67864b8.csv","F3D0072AD7E0FA8857F39E50AA684049E81DBD75F2CA7CB83504AF8E79BD4102","True"
"dirichlet_main","qmnist","alpha_0_4","mismatch","sp","qmnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_155604-c277397d54e4ec60.csv","01_dirichlet_main\alpha_0_4\qmnist\mismatch\qmnist_dirichlet_0_4_rank_mismatch_sp_-train-20260728_155604-c277397d54e4ec60.csv","EB8942BA7AA1C302779030D05364513D2A5F96CAFFF3FD602DE86C2B43C532D9","True"
"dirichlet_main","qmnist","alpha_0_4","mismatch","zeropadding","qmnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_162946-f3966d37cfe2e49e.csv","01_dirichlet_main\alpha_0_4\qmnist\mismatch\qmnist_dirichlet_0_4_rank_mismatch_zeropadding_-train-20260728_162946-f3966d37cfe2e49e.csv","787FA5F61D10F161F0504914B2631A5FF5C15E59B015C9827F0625CE781E2F33","True"
"dirichlet_main","fmnist","alpha_0_8","correct","rbla","fmnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_071237-c850cd1cb07cb9fc.csv","01_dirichlet_main\alpha_0_8\fmnist\correct\fmnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_071237-c850cd1cb07cb9fc.csv","DBA6D8B328DA0BE4C7EE485C21E5CE7827E98EBD4C3F591FD98914DFA9895E1C","True"
"dirichlet_main","fmnist","alpha_0_8","correct","rbla_plus","fmnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_073403-28ea77c76c11e1f3.csv","01_dirichlet_main\alpha_0_8\fmnist\correct\fmnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_073403-28ea77c76c11e1f3.csv","8C5CC7230913A9A72C5095A7C8430437A2C860776FE610FA2A7F21D9C3D60CBA","True"
"dirichlet_main","fmnist","alpha_0_8","correct","sp","fmnist_dirichlet_0_8_rank_correct_sp_-train-20260731_075527-79931ee0d3f3d593.csv","01_dirichlet_main\alpha_0_8\fmnist\correct\fmnist_dirichlet_0_8_rank_correct_sp_-train-20260731_075527-79931ee0d3f3d593.csv","1C15FE5BA49B7312A87D7869AA47C435188772DDF60CA4076E65EBE6D45CC366","True"
"dirichlet_main","fmnist","alpha_0_8","correct","zeropadding","fmnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_081652-47cf2ed9a8af9415.csv","01_dirichlet_main\alpha_0_8\fmnist\correct\fmnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_081652-47cf2ed9a8af9415.csv","39AB511FA7AA52DBF516F97EFACC9C45FF79C8DEB1FF41D3A6564D753A106492","True"
"dirichlet_main","fmnist","alpha_0_8","medium","rbla","fmnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_154804-b3e1e788f390793c.csv","01_dirichlet_main\alpha_0_8\fmnist\medium\fmnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_154804-b3e1e788f390793c.csv","97DE816452E22AC29C8E91A6D8A46349B70EA11DFA8E12E41919A8A446E59A14","True"
"dirichlet_main","fmnist","alpha_0_8","medium","rbla_plus","fmnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_160929-0bd27f90c78cc1a5.csv","01_dirichlet_main\alpha_0_8\fmnist\medium\fmnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_160929-0bd27f90c78cc1a5.csv","FBB9B6C7A9B47F99F1DA856ECA566FB1354677CB0E87E79E5CCAFEB31123EA0E","True"
"dirichlet_main","fmnist","alpha_0_8","medium","sp","fmnist_dirichlet_0_8_rank_medium_sp_-train-20260731_163058-a4d742ae7ea08f54.csv","01_dirichlet_main\alpha_0_8\fmnist\medium\fmnist_dirichlet_0_8_rank_medium_sp_-train-20260731_163058-a4d742ae7ea08f54.csv","AB22CC5D2B77DB47032893D47FD51EBCCA98D26E9C8B840B6EF8C245ECA60C4D","True"
"dirichlet_main","fmnist","alpha_0_8","medium","zeropadding","fmnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_165219-fe41d1939841a402.csv","01_dirichlet_main\alpha_0_8\fmnist\medium\fmnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_165219-fe41d1939841a402.csv","DCFFEEF43646542E0CA74547882E5EBBB132FF4E1A23110335867A361AB20E68","True"
"dirichlet_main","fmnist","alpha_0_8","mismatch","rbla","fmnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_002351-d4a1d66875b3de25.csv","01_dirichlet_main\alpha_0_8\fmnist\mismatch\fmnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_002351-d4a1d66875b3de25.csv","C6C45E86CCB14583BE28BFF1F6179A5956BD68E35AF27DE35BAC1BD3177C3673","True"
"dirichlet_main","fmnist","alpha_0_8","mismatch","rbla_plus","fmnist_dirichlet_0_8_rank_mismatch_rbla_plus_-train-20260801_004522-45a8abf503b944ab.csv","01_dirichlet_main\alpha_0_8\fmnist\mismatch\fmnist_dirichlet_0_8_rank_mismatch_rbla_plus_-train-20260801_004522-45a8abf503b944ab.csv","FD6C3BA195FDEF8340EEFFACD9B223956EF7A53694C240BA1382D02E7047C80C","True"
"dirichlet_main","fmnist","alpha_0_8","mismatch","sp","fmnist_dirichlet_0_8_rank_mismatch_sp_-train-20260801_010647-5aaf64a844f88bdc.csv","01_dirichlet_main\alpha_0_8\fmnist\mismatch\fmnist_dirichlet_0_8_rank_mismatch_sp_-train-20260801_010647-5aaf64a844f88bdc.csv","091D2007BDE8C7C959F66FEB8B9FC769C027516E0C6626F61355B014224F76A1","True"
"dirichlet_main","fmnist","alpha_0_8","mismatch","zeropadding","fmnist_dirichlet_0_8_rank_mismatch_zeropadding_-train-20260801_012809-9763b85d08f00753.csv","01_dirichlet_main\alpha_0_8\fmnist\mismatch\fmnist_dirichlet_0_8_rank_mismatch_zeropadding_-train-20260801_012809-9763b85d08f00753.csv","4A89B65DDEDCE883D662498912EA3E9F05B3241159F77E04BF963ABED415AE90","True"
"dirichlet_main","kmnist","alpha_0_8","correct","rbla","kmnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_083814-1f41310b11b4b781.csv","01_dirichlet_main\alpha_0_8\kmnist\correct\kmnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_083814-1f41310b11b4b781.csv","F17A2D27533D6B720E161FEED77FDB5A815CF3C4D61172E866363D7AC4070EC7","True"
"dirichlet_main","kmnist","alpha_0_8","correct","rbla_plus","kmnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_085939-821599f24629aa1c.csv","01_dirichlet_main\alpha_0_8\kmnist\correct\kmnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_085939-821599f24629aa1c.csv","099E1C5764A314EA131B34EF4FC83C0478BDDA12622D73183ED3280CE0E6EDBB","True"
"dirichlet_main","kmnist","alpha_0_8","correct","sp","kmnist_dirichlet_0_8_rank_correct_sp_-train-20260731_092108-bea546b4ee4dd3e2.csv","01_dirichlet_main\alpha_0_8\kmnist\correct\kmnist_dirichlet_0_8_rank_correct_sp_-train-20260731_092108-bea546b4ee4dd3e2.csv","80962D28ECE28B20FBAE5C3937D207A447B4707FE6BC91AF08CFC3147678CFE5","True"
"dirichlet_main","kmnist","alpha_0_8","correct","zeropadding","kmnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_094233-2cd8bb25b88eb10d.csv","01_dirichlet_main\alpha_0_8\kmnist\correct\kmnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_094233-2cd8bb25b88eb10d.csv","5A51803ADA461E08720DB0865FFAB13868708EF674E863FB9BC91EE6229E7803","True"
"dirichlet_main","kmnist","alpha_0_8","medium","rbla","kmnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_171357-95f7705f96d688f3.csv","01_dirichlet_main\alpha_0_8\kmnist\medium\kmnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_171357-95f7705f96d688f3.csv","22F4E014671B8B0E7EE3CF7C7E4D5D2581951899C3494C56D28FAACDB1C75911","True"
"dirichlet_main","kmnist","alpha_0_8","medium","rbla_plus","kmnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_173529-81bc7af0ee6c4593.csv","01_dirichlet_main\alpha_0_8\kmnist\medium\kmnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_173529-81bc7af0ee6c4593.csv","6FB7411D09E41FFA5DEE65D85ADDC6659AFE03384CA69C5D9DF708DBA9E81A87","True"
"dirichlet_main","kmnist","alpha_0_8","medium","sp","kmnist_dirichlet_0_8_rank_medium_sp_-train-20260731_175655-deec4bda2ff7b487.csv","01_dirichlet_main\alpha_0_8\kmnist\medium\kmnist_dirichlet_0_8_rank_medium_sp_-train-20260731_175655-deec4bda2ff7b487.csv","4898EE2056EC37FB2D8848DA6D6FBF54FEB4EC08C75B71B239B9ABF466A33F83","True"
"dirichlet_main","kmnist","alpha_0_8","medium","zeropadding","kmnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_181830-af1dc5f3ae9c6228.csv","01_dirichlet_main\alpha_0_8\kmnist\medium\kmnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_181830-af1dc5f3ae9c6228.csv","CCC1CFF1702A3F12EF6813D7B581521C6347D764B42040FA8F3330EA815C5E5D","True"
"dirichlet_main","kmnist","alpha_0_8","mismatch","rbla","kmnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_014939-f7d5d2e7d853f90e.csv","01_dirichlet_main\alpha_0_8\kmnist\mismatch\kmnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_014939-f7d5d2e7d853f90e.csv","1D715D795A62D761A7E326DC68C852A93396F5811A3DD8439B6A10D383563BA3","True"
"dirichlet_main","kmnist","alpha_0_8","mismatch","rbla_plus","kmnist_dirichlet_0_8_rank_mismatch_rbla_plus_-train-20260801_021113-c575ae19e714d0bf.csv","01_dirichlet_main\alpha_0_8\kmnist\mismatch\kmnist_dirichlet_0_8_rank_mismatch_rbla_plus_-train-20260801_021113-c575ae19e714d0bf.csv","D5C05476412F17C2633CB31CEB4D9AE548E125416C9FBA79B54EAC79D1582227","True"
"dirichlet_main","kmnist","alpha_0_8","mismatch","sp","kmnist_dirichlet_0_8_rank_mismatch_sp_-train-20260801_023239-8cffe8e1312b95ab.csv","01_dirichlet_main\alpha_0_8\kmnist\mismatch\kmnist_dirichlet_0_8_rank_mismatch_sp_-train-20260801_023239-8cffe8e1312b95ab.csv","B14E436BFF873FBBB62E077FD692C0F400AC85324D1A24C001FB9D1826409C94","True"
"dirichlet_main","kmnist","alpha_0_8","mismatch","zeropadding","kmnist_dirichlet_0_8_rank_mismatch_zeropadding_-train-20260801_025411-bc5b5693ace2c0ed.csv","01_dirichlet_main\alpha_0_8\kmnist\mismatch\kmnist_dirichlet_0_8_rank_mismatch_zeropadding_-train-20260801_025411-bc5b5693ace2c0ed.csv","B1E7903D4AD627334253413C169E943C0CC773106A1F42152B209CB4933010CC","True"
"dirichlet_main","mnist","alpha_0_8","correct","rbla","mnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_100359-2a43705f6b6407d6.csv","01_dirichlet_main\alpha_0_8\mnist\correct\mnist_dirichlet_0_8_rank_correct_rbla_-train-20260731_100359-2a43705f6b6407d6.csv","EC334A0BFC5C3E9A90FE1E46209F0422BE27EC953763F1B9A69C70EDC8EE78C3","True"
"dirichlet_main","mnist","alpha_0_8","correct","rbla_plus","mnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_102524-1e1bca887e74c1e8.csv","01_dirichlet_main\alpha_0_8\mnist\correct\mnist_dirichlet_0_8_rank_correct_rbla_plus_-train-20260731_102524-1e1bca887e74c1e8.csv","42E5F008FD96AD0181F1988D6C29F26F4FEBBB95EB5DD7BC734C4B937C051F23","True"
"dirichlet_main","mnist","alpha_0_8","correct","sp","mnist_dirichlet_0_8_rank_correct_sp_-train-20260731_104659-a48865467e7c387f.csv","01_dirichlet_main\alpha_0_8\mnist\correct\mnist_dirichlet_0_8_rank_correct_sp_-train-20260731_104659-a48865467e7c387f.csv","F93FDA1BA52DE2B4AED3C5AB0502B411ADF39B97A561C9442FE343ACF86213AA","True"
"dirichlet_main","mnist","alpha_0_8","correct","zeropadding","mnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_110830-9f96401e744ed6d2.csv","01_dirichlet_main\alpha_0_8\mnist\correct\mnist_dirichlet_0_8_rank_correct_zeropadding_-train-20260731_110830-9f96401e744ed6d2.csv","36DFBFBA5F1740F043D6CC0E3696D7CC94DFDECA56DF46DB13B98EB6398CC29C","True"
"dirichlet_main","mnist","alpha_0_8","medium","rbla","mnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_184013-8c195f2227e08164.csv","01_dirichlet_main\alpha_0_8\mnist\medium\mnist_dirichlet_0_8_rank_medium_rbla_-train-20260731_184013-8c195f2227e08164.csv","9C56FCE0B6660F53CCE95DA9AD93B3955E87F28CDB4367A846319303DD5170F3","True"
"dirichlet_main","mnist","alpha_0_8","medium","rbla_plus","mnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_190141-3c0d9a6dd70c614d.csv","01_dirichlet_main\alpha_0_8\mnist\medium\mnist_dirichlet_0_8_rank_medium_rbla_plus_-train-20260731_190141-3c0d9a6dd70c614d.csv","3B800601CF6F4F15155112CA0FA3BD75EBF7EC41FD8670E2AB4E1ED505360059","True"
"dirichlet_main","mnist","alpha_0_8","medium","sp","mnist_dirichlet_0_8_rank_medium_sp_-train-20260731_192308-c329494f35a68ef9.csv","01_dirichlet_main\alpha_0_8\mnist\medium\mnist_dirichlet_0_8_rank_medium_sp_-train-20260731_192308-c329494f35a68ef9.csv","A71A18C3A2DCB480E07FDD0719BE8D6F2104904B46D068655309BC6529D8A8D2","True"
"dirichlet_main","mnist","alpha_0_8","medium","zeropadding","mnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_194441-6cef9ac661fd1d29.csv","01_dirichlet_main\alpha_0_8\mnist\medium\mnist_dirichlet_0_8_rank_medium_zeropadding_-train-20260731_194441-6cef9ac661fd1d29.csv","812F2FD277CF8B6741ADBE96532B19F331357692E78F149EDCE2F9568034FA7E","True"
"dirichlet_main","mnist","alpha_0_8","mismatch","rbla","mnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_031542-f5c8889eb64ba481.csv","01_dirichlet_main\alpha_0_8\mnist\mismatch\mnist_dirichlet_0_8_rank_mismatch_rbla_-train-20260801_031542-f5c8889eb64ba481.csv","FECAA2A1465CD1E2C07B521529819AA6D48A7BF46A593A083593B7D388FC3F5E","True"
