communication_round,internal_round,method,seed,global_test_accuracy,global_test_loss,training_loss,aggregation_time_seconds,aggregation_core_time_seconds,canonicalization_time_seconds,activation_collection_time_seconds,heldout_activation_collection_time_seconds,activation_score_time_seconds,full_rank_probe_relative_error,maximum_core_reconstruction_error,extra_server_time_seconds,prefix_test_accuracy_r1,prefix_test_loss_r1,prefix_test_accuracy_r2,prefix_test_loss_r2,prefix_test_accuracy_r4,prefix_test_loss_r4,prefix_test_accuracy_r8,prefix_test_loss_r8,mean_functional_error_calibration_r1,weighted_functional_error_calibration_r1,mean_functional_error_heldout_r1,weighted_functional_error_heldout_r1,mean_weight_error_r1,weighted_weight_error_r1,mean_overlap_r1,mean_reorder_rate_r1,mean_functional_error_calibration_r2,weighted_functional_error_calibration_r2,mean_functional_error_heldout_r2,weighted_functional_error_heldout_r2,mean_weight_error_r2,weighted_weight_error_r2,mean_overlap_r2,mean_reorder_rate_r2,mean_functional_error_calibration_r4,weighted_functional_error_calibration_r4,mean_functional_error_heldout_r4,weighted_functional_error_heldout_r4,mean_weight_error_r4,weighted_weight_error_r4,mean_overlap_r4,mean_reorder_rate_r4,mean_functional_error_calibration_r8,weighted_functional_error_calibration_r8,mean_functional_error_heldout_r8,weighted_functional_error_heldout_r8,mean_weight_error_r8,weighted_weight_error_r8,mean_overlap_r8,mean_reorder_rate_r8,total_round_time_seconds
11,10,rbla,42,0.9344,0.22268722063302993,0.16286636353431333,0.006113299983553588,0.005834099953062832,0.0,0.015233500045724213,0.07145429996307939,0.0,0.0,0.0,0.0,0.1071,30.376185760498046,0.1846,13.10651102142334,0.4236,3.0457810317993164,0.7949,1.5387567377090454,0.9380312143796363,0.9485825236113334,0.9323498801297677,0.9425303941602262,0.9477864256012939,0.9560791686091279,nan,nan,0.8821211565206316,0.8763603549980312,0.8673993631182216,0.8597068975178137,0.869805910201564,0.8886428265159466,nan,nan,0.694084893481639,0.7304839887047958,0.6807247946323768,0.7025622699342173,0.7479613865200089,0.7891835660160904,nan,nan,0.40788088105222825,0.5043877935708684,0.39108075394540687,0.4765725569446242,0.4593797371680381,0.5511455352796543,nan,nan,15.260964300017804
12,11,rbla,42,0.9359,0.23169723061919212,0.15832585102702526,0.006070900009945035,0.00536029995419085,0.0,0.015078100026585162,0.07134809996932745,0.0,0.0,0.0,0.0,0.107,28.297375357055664,0.1891,12.787420915222167,0.4304,3.1114594177246095,0.8029,1.5299869987487793,0.9395868775980776,0.9510821872805891,0.9336109819471575,0.9448288222952301,0.9478716862328193,0.9564307569235899,nan,nan,0.883380889322536,0.8777331681731428,0.8692003775727776,0.8604245022803381,0.8714137327280437,0.8886439301948624,nan,nan,0.7020303512447272,0.7337930453333797,0.6882671642569731,0.7055159622084546,0.7513498564746729,0.7915775582916125,nan,nan,0.41530047320942814,0.507162498988524,0.39755865737792445,0.47901128408464744,0.46616516504739547,0.5537382130906875,nan,nan,16.095736399991438
13,12,rbla,42,0.9367,0.22684781548380853,0.15952914232172913,0.0062957999762147665,0.006003300077281892,0.0,0.015288299997337162,0.07321880001109093,0.0,0.0,0.0,0.0,0.1045,27.73249195251465,0.1912,12.449579612731934,0.4185,3.243526643371582,0.7983,1.5377357837677001,0.941148170957506,0.9531043943820624,0.9348877036433242,0.9471317686528667,0.9479050287877002,0.957054457689065,nan,nan,0.885255249257571,0.8778668207070573,0.8706934841580255,0.8606365337389448,0.873011919243183,0.8887935686079045,nan,nan,0.7077213685032836,0.7345830634846907,0.6934801036019737,0.7065552665042545,0.7539962694081811,0.7934251264242735,nan,nan,0.42209212898835474,0.5098571536438672,0.40569559005312456,0.483265779497736,0.47212282987330395,0.5567796546824331,nan,nan,15.74729829991702
14,13,rbla,42,0.9267,0.2649799670100212,0.1630298101464512,0.00707609998062253,0.006420799996703863,0.0,0.016631999984383583,0.07440530008170754,0.0,0.0,0.0,0.0,0.1041,25.16083786315918,0.1966,12.080169914245605,0.4207,3.3407629978179934,0.8079,1.5150707223892212,0.9419537264176076,0.9556338212509126,0.9352117234940208,0.9495458326979765,0.9479433503731024,0.9573660675765777,nan,nan,0.8892879262705439,0.8825232503122533,0.8746705180576511,0.8655852831992791,0.8756977860940748,0.8892997556651667,nan,nan,0.7146269083536829,0.7374928825491253,0.7004876106117083,0.7099748206823531,0.7577787403349504,0.7955021958190325,nan,nan,0.4273969168119829,0.5087145114570477,0.41113358015285084,0.483473495320674,0.47985712096248956,0.559633894608783,nan,nan,15.60573910002131
15,14,rbla,42,0.9346,0.23875264464616774,0.16564284082624214,0.0059359000297263265,0.00559900002554059,0.0,0.014905199990607798,0.07374349993187934,0.0,0.0,0.0,0.0,0.1034,23.39996483154297,0.1977,11.994768411254883,0.416,3.5595797119140626,0.805,1.548288802433014,0.941587248884156,0.9567702071741764,0.9350468490808409,0.9508504463426025,0.9479368805896904,0.9574051304790847,nan,nan,0.8914038597625984,0.88520137099492,0.8768662925847915,0.868493785388788,0.8773417031160576,0.8890211944350822,nan,nan,0.7212031468919591,0.7431541691164766,0.7071873332990283,0.716319202481291,0.7615222781801122,0.7973522070718,nan,nan,0.43485116281329667,0.5143700453731704,0.41907497753351525,0.490076652644628,0.4849955564399943,0.5601947119351665,nan,nan,15.834607999888249
16,15,rbla,42,0.9351,0.23779132425189017,0.1658408980871684,0.00702719995751977,0.006349600036628544,0.0,0.015114700072444975,0.07324949989560992,0.0,0.0,0.0,0.0,0.1033,22.96057084350586,0.1975,12.486595213317871,0.4043,3.8322420402526856,0.8061,1.5552631189346313,0.941021767254159,0.956718015970192,0.9344133940713527,0.9505863952138282,0.9480571899692651,0.9578641609190435,nan,nan,0.888533909446266,0.8832153412532816,0.8736172324417179,0.8661356311816241,0.8789930540522869,0.8893501889679314,nan,nan,0.7295370771518618,0.7456991481226238,0.7145740891320408,0.7191757246978773,0.764362873927151,0.7995136683529914,nan,nan,0.4343502298022062,0.5097270169584813,0.4187901291853997,0.4868205703367944,0.4912508155921193,0.5628189062282611,nan,nan,16.842137100058608
17,16,rbla,42,0.9301,0.2582325488269329,0.16828328003762405,0.005801700055599213,0.00515600002836436,0.0,0.01643109996803105,0.07511580002028495,0.0,0.0,0.0,0.0,0.1031,22.6621123626709,0.1979,12.511857275390625,0.3835,4.024155867004395,0.8113,1.557678277683258,0.9415161212354959,0.9574769304660221,0.9348947224088406,0.9515206279101206,0.9479549975963532,0.9580004483826543,nan,nan,0.8904130040678752,0.8846330134269003,0.8756840658072003,0.8682254654054895,0.8812836157162081,0.889996322031839,nan,nan,0.7370455175785192,0.7474340386709709,0.7215825990519512,0.720915990265585,0.7679987872824939,0.8017902170548766,nan,nan,0.4390691214032068,0.5126679029708416,0.42387744616025785,0.48989489158708355,0.4988853150945727,0.5668093063020095,nan,nan,16.940492299967445
18,17,rbla,42,0.9288,0.26839044515490534,0.17050235959067886,0.007189900032244623,0.006910600000992417,0.0,0.014821800054050982,0.07250859995838255,0.0,0.0,0.0,0.0,0.1013,22.25488894958496,0.2012,12.008782025146484,0.3871,4.147432135772705,0.8113,1.60176670627594,0.9395475674196333,0.9571122323378837,0.9337406350376204,0.9513226704668631,0.9478161540616626,0.9580229599076991,nan,nan,0.8894724291372058,0.8862345946443825,0.8760939102974122,0.8704596191861724,0.8825855581357404,0.8900729493012429,nan,nan,0.7417144214587248,0.7506234309428936,0.7271156677452534,0.7252167053114487,0.7705448402916337,0.8027440609311707,nan,nan,0.44379211959330683,0.513615201600903,0.4302663825925664,0.49276332314192844,0.5041752015595422,0.5685559707053107,nan,nan,15.858710699947551
19,18,rbla,42,0.9393,0.23555759580731392,0.17711033933495834,0.005893400055356324,0.005243499996140599,0.0,0.018858300056308508,0.08831070002634078,0.0,0.0,0.0,0.0,0.1033,20.79561001586914,0.2001,12.799016259765626,0.376,4.352895375061035,0.8043,1.6225367979049683,0.9398237285578688,0.9573328494918637,0.9337870719206305,0.9513271385396498,0.9479000270815802,0.9580442638965505,nan,nan,0.8874000686721631,0.8847908556861873,0.8739617232092923,0.8692526383745087,0.8840906475706979,0.8901313191671553,nan,nan,0.74470004224345,0.7495350832844854,0.7297099636455161,0.7242411391969821,0.7735771113434255,0.8044437319843755,nan,nan,0.44060771960846895,0.5061877027231135,0.42683510792172447,0.48602161429350976,0.5087347413040448,0.569524558720952,nan,nan,16.3554980000481
20,19,rbla,42,0.9367,0.24869154257178305,0.17777544731669684,0.005808999994769692,0.005559199955314398,0.0,0.015041799983009696,0.07181350002065301,0.0,0.0,0.0,0.0,0.1042,21.017084124755858,0.2008,13.102514668273926,0.3852,4.477929341125488,0.8066,1.5558195811271667,0.941331858013967,0.9584323200243808,0.9358655311477838,0.9526980406146479,0.9478377268846917,0.9581882567398923,nan,nan,0.888957588698578,0.8851357475061163,0.8754919677269543,0.8694893075721942,0.8853268185811035,0.8904303442247281,nan,nan,0.7541957364044051,0.7548413448304978,0.738758332700832,0.729528587555022,0.7764810439183458,0.8065010754793489,nan,nan,0.44508865241994205,0.5079416031533202,0.4317564771395352,0.48828401295060075,0.513370943565175,0.5716895613261241,nan,nan,15.130202799919061
