method,checkpoint,checkpoint_rank_ratio,retained_rank_ratio,accuracy,average_loss,macro_f1,mcc,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.1,0.1888,2.8046703819274903,0.06986928939219111,0.14243136169897513,0.0,0.0,0.9903100775193798,0.8574257425742574,0.0,0.0,0.0,0.0,0.0,0.0
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.2,0.2568,2.414139281082153,0.13433972698763844,0.20808309871844383,0.0,0.0,0.6569767441860465,0.09900990099009901,0.9755600814663951,0.9327354260089686,0.0,0.0,0.0,0.0
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.3,0.3586,1.9579463077545165,0.28394745875153204,0.3193379105614941,0.6112244897959184,0.000881057268722467,0.07461240310077519,0.12871287128712872,0.8044806517311609,0.4024663677130045,0.0,0.0,0.9599589322381931,0.688800792864222
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.4,0.3791,1.6943516510009766,0.26487186446801847,0.338813865038874,0.996938775510204,1.0,0.012596899224806201,0.06534653465346535,0.5906313645621182,0.0,0.0,0.0,0.30903490759753593,0.7125867195242814
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.5,0.5099,1.478806858062744,0.4348097584979761,0.4758270254335917,0.9938775510204082,0.9938325991189427,0.006782945736434108,0.3455445544554455,0.3594704684317719,0.0,0.302713987473904,0.7324902723735408,0.3213552361396304,0.9236868186323092
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.6,0.5014,1.5628747919082642,0.42942609194776393,0.4748983664307466,0.9948979591836735,0.9312775330396476,0.023255813953488372,0.6049504950495049,0.4185336048879837,0.0,0.05323590814196242,0.5252918287937743,0.3798767967145791,0.9663032705649157
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.7,0.582,1.5347290981292725,0.49640471320395607,0.5556050843045583,0.9510204081632653,0.8484581497797357,0.07751937984496124,0.9405940594059405,0.9429735234215886,0.0,0.003131524008350731,0.8385214007782101,0.5472279260780287,0.5659068384539148
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.8,0.5151,1.4733675685882568,0.437643816662458,0.48765583444857924,0.8693877551020408,0.7480176211453744,0.28294573643410853,0.601980198019802,0.6211812627291242,0.0,0.014613778705636743,0.9970817120622568,0.9137577002053389,0.010901883052527254
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,0.9,0.4285,1.5652470043182374,0.3470642239033353,0.40389660101272107,0.4122448979591837,0.9955947136563876,0.9844961240310077,0.3475247524752475,0.2973523421588595,0.0,0.012526096033402923,0.9075875486381323,0.14784394250513347,0.002973240832507433
p4_freeze_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_balanced_heterogeneous_checkpoint_-train-20260715_202043-67f914f72941026a-round0030.pt,1.0,1.0,0.1835,6.1019817657470705,0.08031187746773259,0.1637300433535524,0.0,0.004405286343612335,0.0029069767441860465,0.0,0.0,0.9899103139013453,0.9822546972860126,0.0029182879377431907,0.0,0.0
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.1,0.1963,2.186709848022461,0.06812972027977977,0.14461021216094017,0.0,0.0,0.9224806201550387,0.996039603960396,0.0050916496945010185,0.0,0.0,0.0,0.0,0.0
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.2,0.3285,1.6348932531356812,0.23296750753004997,0.28490770144747535,0.0,0.004405286343612335,0.44476744186046513,0.7455445544554455,0.9531568228105907,0.7477578475336323,0.005219206680584551,0.0,0.001026694045174538,0.45490584737363726
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.3,0.4749,1.4123531700134278,0.4474298410326224,0.4398206175019909,0.689795918367347,0.44933920704845814,0.3323643410852713,0.7623762376237624,0.37678207739307534,0.3015695067264574,0.1722338204592902,0.0,0.6817248459958932,0.9732408325074331
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.4,0.5243,1.2507250259399414,0.4638613233798498,0.4898407665871916,0.9836734693877551,0.8035242290748899,0.20736434108527133,0.7386138613861386,0.3920570264765784,0.0033632286995515697,0.44467640918580376,0.122568093385214,0.502053388090349,0.9692765113974232
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.5,0.6023,1.2236743816375732,0.5451870921784955,0.5703588286510021,0.9908163265306122,0.762114537444934,0.1308139534883721,0.7643564356435644,0.4439918533604888,0.0,0.5835073068893528,0.8219844357976653,0.4887063655030801,0.9554013875123885
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.6,0.5568,1.2788792600631713,0.5015561884982308,0.5243226174542308,0.9928571428571429,0.7286343612334801,0.11434108527131782,0.7891089108910891,0.439918533604888,0.0,0.34133611691022964,0.664396887159533,0.4486652977412731,0.9653121902874133
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.7,0.5869,1.3101084768295288,0.5108717246225505,0.556328449714838,0.9612244897959183,0.7374449339207049,0.15213178294573643,0.9138613861386139,0.8859470468431772,0.0,0.08977035490605428,0.9416342412451362,0.40965092402464065,0.6808721506442021
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.8,0.5383,1.5639196914672853,0.4732340084516772,0.5112510747542913,0.8989795918367347,0.5718061674008811,0.34011627906976744,0.4861386138613861,0.8309572301425662,0.0,0.0,0.9961089494163424,0.9537987679671458,0.2398414271555996
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,0.9,0.2874,4.929870973205566,0.1725688027719099,0.2556923811650768,0.0,0.9973568281938326,0.9922480620155039,0.028712871287128714,0.09674134419551934,0.0,0.0,0.5651750972762646,0.006160164271047228,0.006937561942517344
p4_strong_balanced_heterogeneous,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_balanced_heterogeneous_lambda_0_10_checkpoint_-train-20260715_202433-2635235cf83fb210-round0030.pt,1.0,1.0,0.1831,25.191927056884765,0.08084441045149172,0.1672063159872299,0.0,0.0,0.0,0.0,0.0,0.9899103139013453,0.9895615866388309,0.0,0.0,0.0
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.1,0.38,1.8239772844314575,0.28300862237527413,0.35088706831248373,0.7959183673469388,0.9876651982378855,0.9457364341085271,0.6059405940594059,0.14969450101832993,0.007847533632286996,0.0,0.09046692607003891,0.06570841889117043,0.0
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.2,0.6775,1.0707511338233948,0.6316419092530546,0.6550631369691392,0.9887755102040816,0.9894273127753304,0.9186046511627907,0.8841584158415842,0.9307535641547862,0.3968609865470852,0.6565762004175365,0.48735408560311283,0.45585215605749485,0.0
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.3,0.8362,0.7594433446884156,0.799477108160586,0.8260238473682417,0.9744897959183674,0.9894273127753304,0.9457364341085271,0.9485148514851485,0.9643584521384929,0.9024663677130045,0.9478079331941545,0.7937743190661478,0.8973305954825462,0.0
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.4,0.8211,0.6655706425666809,0.7825562022695041,0.8083872179544435,0.9489795918367347,0.9929515418502203,0.9544573643410853,0.9722772277227723,0.960285132382892,0.899103139013453,0.9498956158663883,0.72568093385214,0.7987679671457906,0.007928642220019821
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.5,0.8407,0.5693729197502136,0.8152492688787746,0.8296131061191762,0.9571428571428572,0.9903083700440528,0.9641472868217055,0.9623762376237623,0.9755600814663951,0.9607623318385651,0.9728601252609603,0.7003891050583657,0.8069815195071869,0.12388503468780972
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.6,0.9436,0.2110766875743866,0.9426093915329388,0.9376616285314977,0.9816326530612245,0.9929515418502203,0.9622093023255814,0.9732673267326732,0.9755600814663951,0.9260089686098655,0.9749478079331941,0.9562256809338522,0.893223819301848,0.7928642220019821
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.7,0.9062,0.3449201313972473,0.9014358011172842,0.8973527763159297,0.9897959183673469,0.9929515418502203,0.9738372093023255,0.9683168316831683,0.9786150712830958,0.9271300448430493,0.9686847599164927,0.9377431906614786,0.7227926078028748,0.5926660059464817
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.8,0.864,0.5539400642395019,0.8448201082058059,0.853593614100593,0.9928571428571429,0.9938325991189427,0.9660852713178295,0.9722772277227723,0.9837067209775967,0.9562780269058296,0.9686847599164927,0.9571984435797666,0.5564681724845996,0.2844400396432111
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.9,0.8318,0.7962137908935547,0.7989753492900025,0.8201377471022476,0.9948979591836735,0.9955947136563876,0.9641472868217055,0.9732673267326732,0.9877800407331976,0.9697309417040358,0.9321503131524008,0.9260700389105059,0.40451745379876797,0.1595639246778989
p4_freeze_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,1.0,0.7912,1.246091339492798,0.7417304290010451,0.7786187005899455,0.9928571428571429,0.9955947136563876,0.9622093023255814,0.9742574257425742,0.9938900203665988,0.9798206278026906,0.860125260960334,0.8540856031128404,0.23408624229979466,0.05153617443012884
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.1,0.57,1.319538117980957,0.49103840039486774,0.5414048459022854,0.9704081632653061,0.9436123348017621,0.8546511627906976,0.8128712871287128,0.9745417515274949,0.006726457399103139,0.2776617954070981,0.27431906614785995,0.4753593429158111,0.0009910802775024777
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.2,0.7234,0.8861455877304077,0.6744296744385722,0.7055507049115812,0.996938775510204,0.9876651982378855,0.9680232558139535,0.9089108910891089,0.9786150712830958,0.3060538116591928,0.8736951983298539,0.5924124513618677,0.5482546201232033,0.004955401387512388
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.3,0.8828,0.42933713235855103,0.8465178209268134,0.8765801083469321,0.9918367346938776,0.9885462555066079,0.9757751937984496,0.9712871287128713,0.9918533604887984,0.9697309417040358,0.9812108559498957,0.9571984435797666,0.9753593429158111,0.03270564915758176
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.4,0.8949,0.34054741382598874,0.8710219388106534,0.8880782761884791,0.9908163265306122,0.9911894273127754,0.9796511627906976,0.9732673267326732,0.9928716904276986,0.9674887892376681,0.9812108559498957,0.9464980544747081,0.9671457905544147,0.1645193260654113
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.5,0.901,0.322965997838974,0.8819791919326695,0.8937364558489999,0.9948979591836735,0.9894273127753304,0.9874031007751938,0.9772277227722772,0.9887983706720977,0.9697309417040358,0.9780793319415448,0.9270428015564203,0.9609856262833676,0.24182358771060455
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.6,0.9778,0.08798383140489459,0.9775926712965397,0.9753298871434279,0.9948979591836735,0.9903083700440528,0.9767441860465116,0.9752475247524752,0.9816700610997964,0.9618834080717489,0.9812108559498957,0.9776264591439688,0.9722792607802875,0.9633300297324083
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.7,0.9513,0.18302668569087982,0.9497855141846527,0.9463364172698565,0.9948979591836735,0.9929515418502203,0.9825581395348837,0.9762376237623762,0.9877800407331976,0.9775784753363229,0.9843423799582464,0.9844357976653697,0.7987679671457906,0.8285431119920713
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.8,0.8967,0.408293533039093,0.8861269158296896,0.8880610649545836,0.9928571428571429,0.9938325991189427,0.9806201550387597,0.9782178217821782,0.9887983706720977,0.976457399103139,0.9853862212943633,0.9873540856031129,0.502053388090349,0.5708622398414271
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,0.9,0.7857,1.1762506611824035,0.7155915522011925,0.7739992379730225,0.9959183673469387,0.9955947136563876,0.9864341085271318,0.9821782178217822,0.9918533604887984,0.9820627802690582,0.9112734864300627,0.9085603112840467,0.00513347022587269,0.07829534192269574
p4_strong_double_imbalance,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_strong_a_double_imbalance_heterogeneous_lambda_0_10_checkpoint_-train-20260715_203518-d7639adedd4e377b-round0030.pt,1.0,1.0,0.7474,2.1259299375534058,0.6701248253840191,0.7335366004002773,0.9948979591836735,0.9973568281938326,0.9844961240310077,0.9831683168316832,0.9918533604887984,0.9865470852017937,0.7265135699373695,0.7782101167315175,0.0,0.007928642220019821
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.1,0.1636,2.2099958839416503,0.13062157839452873,0.10773216008338315,0.012244897959183673,0.03436123348017621,0.08236434108527131,0.0039603960396039604,0.025458248472505093,0.6961883408071748,0.2661795407098121,0.006809338521400778,0.4917864476386037,0.10802775024777007
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.2,0.3217,2.0974513904571532,0.2616548269118594,0.26732057309216056,0.0020408163265306124,0.5312775330396475,0.06298449612403101,0.01485148514851485,0.27494908350305497,0.43385650224215244,0.7484342379958246,0.017509727626459144,0.8275154004106776,0.33102081268582756
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.3,0.2667,2.018128986740112,0.21197866394761963,0.21913796968413227,0.006122448979591836,0.3356828193832599,0.02131782945736434,0.015841584158415842,0.1384928716904277,0.3901345291479821,0.6586638830897703,0.0009727626459143969,0.9414784394250514,0.20713577799801783
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.4,0.478,1.8394106601715088,0.4389718443681403,0.43331263390123237,0.32857142857142857,0.8519823788546256,0.07364341085271318,0.4534653465346535,0.48268839103869654,0.3172645739910314,0.9154488517745303,0.1245136186770428,0.8470225872689938,0.3666997026759167
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.5,0.4889,1.6132319345474244,0.44368096404804264,0.4444421429949379,0.37448979591836734,0.9101321585903084,0.05910852713178295,0.504950495049505,0.7688391038696538,0.25,0.9498956158663883,0.0632295719844358,0.5595482546201233,0.41625371655104065
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.6,0.5217,1.4858681823730469,0.45638767035929445,0.48271735049875164,0.4673469387755102,0.9973568281938326,0.00872093023255814,0.7603960396039604,0.7718940936863544,0.11210762331838565,0.8862212943632568,0.0651750972762646,0.5954825462012321,0.49157581764122893
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.7,0.5318,1.3385396078109741,0.47067160325590374,0.49778464391751587,0.49795918367346936,0.9920704845814978,0.018410852713178296,0.7079207920792079,0.7036659877800407,0.05829596412556054,0.9624217118997912,0.193579766536965,0.3788501026694045,0.7304261645193261
p5_freeze_uniform_055,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p5_freeze_a_balanced_uniform_0_55_checkpoint_-train-20260715_204304-be3c85d7727baae4-round0030.pt,0.55,0.8,0.5344,1.2707116830825806,0.46851016198101636,0.5029602495322569,0.5857142857142857,0.9718061674008811,0.02422480620155039,0.7158415841584158,0.6323828920570265,0.04035874439461883,0.9530271398747391,0.3035019455252918,0.16119096509240247,0.8721506442021804
