Wall time,Step,Value
1763945142.39131,2346,0.800000011920929
1763945371.4135745,5555,1.0285714864730835
1763945394.976089,5878,1.0
1763945622.2649896,9042,0.931034505367279
1763945860.7625299,12398,1.0789474248886108
1763946476.9029236,21028,1.1799999475479126
1763946554.8147874,22113,1.190000057220459
1763947093.3354065,29597,1.0199999809265137
1763947135.9370034,30189,0.9800000190734863
1763947322.796291,32793,0.949999988079071
1763947494.0254006,35187,0.949999988079071
1763947800.3026621,39447,0.9599999785423279
1763947824.82765,39797,1.0
1763947889.0305953,40683,1.0
1763948164.8258119,44546,1.0700000524520874
1763948353.9024243,47191,1.1100000143051147
1763948850.0778208,54118,1.1200000047683716
1763949183.3802571,58747,1.0499999523162842
1763949328.2979915,60786,1.0700000524520874
1763949939.144489,69359,1.25
1763950189.754293,72859,1.190000057220459
1763950344.842266,75033,1.3200000524520874
1763950410.1690903,75947,1.309999942779541
1763950416.8777926,76039,1.25
1763950857.2420566,82191,1.1299999952316284
1763950990.4840314,84068,1.1799999475479126
1763951128.2246926,85999,1.2200000286102295
1763951218.917651,87265,1.2000000476837158
1763951618.444259,92847,1.190000057220459
1763951684.6366994,93766,1.1699999570846558
1763952077.2663348,99244,1.149999976158142
1763952110.3551233,99702,1.1299999952316284
1763952132.9155056,100021,1.1399999856948853
1763952257.2105463,101710,1.0800000429153442
1763952277.8688178,101997,1.0800000429153442
1763952405.6157224,103717,1.0299999713897705
1763952465.2031965,104519,1.0199999809265137
1763952759.3414094,108506,1.159999966621399
1763953861.280134,123354,1.4199999570846558
1763954085.8350315,126339,1.1799999475479126
1763954092.69846,126429,1.1399999856948853
1763954148.7752395,127174,1.1399999856948853
1763954387.1364005,130366,1.159999966621399
1763954419.0659828,130795,1.159999966621399
1763954498.3653572,131845,1.1299999952316284
1763954963.5813596,138036,0.9399999976158142
1763954986.9903471,138345,0.949999988079071
1763955239.2401161,141690,0.949999988079071
1763955291.313268,142375,0.9800000190734863
1763955335.9406548,142966,0.9599999785423279
1763955854.8000612,149897,1.100000023841858
1763955904.329838,150557,1.1100000143051147
1763955914.7820237,150697,1.1100000143051147
1763956108.6409154,153289,1.1100000143051147
1763956747.51232,161805,1.2599999904632568
1763956927.0431225,164211,1.2599999904632568
1763957495.4517763,171801,1.3600000143051147
1763957527.9706595,172235,1.3799999952316284
1763957657.5007331,173953,1.350000023841858
1763957694.2696877,174444,1.2999999523162842
1763958178.5318873,180897,1.2899999618530273
1763958255.2456164,181922,1.2699999809265137
1763958494.3582733,185121,1.3300000429153442
1763958613.264625,186703,1.3200000524520874
1763958721.5345526,188155,1.3899999856948853
1763958997.0626223,191805,1.309999942779541
1763959095.6785288,193110,1.2699999809265137
1763959233.688691,194943,1.3200000524520874
1763959560.5225656,199295,1.2300000190734863
1763959851.8090212,203166,1.159999966621399
1763960005.9101598,205208,1.1699999570846558
1763960149.7534215,207109,1.0800000429153442
1763960186.2978783,207590,1.1100000143051147
1763960371.1164608,210063,1.2100000381469727
1763960726.5864294,214795,1.2200000286102295
1763961169.111539,220688,1.3799999952316284
1763961278.7256224,222149,1.4700000286102295
1763961478.0909233,224813,1.6100000143051147
1763961580.4261172,226179,1.690000057220459
1763961723.8001583,228088,1.6200000047683716
1763961758.106955,228553,1.6299999952316284
1763961784.7619152,228907,1.6699999570846558
1763962241.417443,234963,1.659999966621399
1763962701.2835908,241057,1.5199999809265137
1763962891.6952913,243580,1.4600000381469727
1763962982.660704,244780,1.4700000286102295
1763963109.5800986,246449,1.3899999856948853
1763963147.5800934,246959,1.4600000381469727
1763963232.9818234,248094,1.4700000286102295
1763963645.3927145,253545,1.440000057220459
1763963834.7765312,256052,1.4900000095367432
1763963951.2875853,257595,1.5499999523162842
1763963973.559023,257883,1.4800000190734863
1763964589.6325963,266057,1.7300000190734863
1763964712.7863088,267677,1.7599999904632568
1763964958.5979097,270919,1.7300000190734863
1763965394.4555073,276659,1.7000000476837158
1763965470.002073,277649,1.6299999952316284
1763965515.731018,278253,1.6399999856948853
1763965585.235655,279167,1.649999976158142
1763966546.0048933,291798,1.4900000095367432
1763966600.920479,292530,1.5399999618530273
1763966691.5264478,293719,1.5800000429153442
1763966842.634662,295723,1.649999976158142
1763967057.440259,298542,1.6100000143051147
1763967103.2796571,299139,1.590000033378601
1763967112.304745,299257,1.590000033378601
1763967309.171234,301826,1.590000033378601
1763967360.6028614,302496,1.6200000047683716
1763967888.306023,309467,1.7599999904632568
1763968030.3171065,311336,1.7400000095367432
1763968339.8001826,315414,1.8200000524520874
1763968464.3008819,317059,2.0
1763968890.9757233,322677,2.309999942779541
1763968902.5957675,322830,2.309999942779541
1763968923.494736,323106,2.2799999713897705
1763969432.8889933,329784,2.319999933242798
1763969632.4107175,332399,2.2899999618530273
1763969648.0138986,332598,2.2200000286102295
1763969720.6781785,333562,2.259999990463257
1763970005.8840504,337294,2.109999895095825
1763970018.3382652,337459,2.119999885559082
1763970131.418011,338929,1.9500000476837158
1763970148.651827,339149,1.9299999475479126
1763970204.014577,339875,1.9500000476837158
1763970355.6988482,341861,1.940000057220459
1763970426.427378,342789,1.9800000190734863
1763970536.5318074,344237,2.0199999809265137
1763970722.308734,346678,2.009999990463257
1763970791.4563553,347583,2.0299999713897705
1763972462.8211334,369570,2.549999952316284
1763972679.3892171,372403,2.509999990463257
1763973151.4421709,378609,2.619999885559082
1763973322.2267563,380850,2.5
1763973759.7653167,386586,2.430000066757202
1763975086.2090566,403964,2.299999952316284
1763976009.9434516,416087,2.5
1763976093.4313571,417169,2.430000066757202
1763976569.7288954,423425,2.5799999237060547
1763976927.4573522,428112,2.5899999141693115
1763976974.1436408,428727,2.569999933242798
1763977735.1713743,438688,2.809999942779541
1763978566.9535007,449591,2.869999885559082
1763979009.9241707,455386,2.7300000190734863
1763979025.1882482,455587,2.759999990463257
1763979511.2495742,461971,2.930000066757202
1763979644.437785,463717,2.869999885559082
1763979704.4354248,464508,2.880000114440918
1763979730.319568,464848,2.880000114440918
1763979737.4517941,464938,2.859999895095825
1763980558.5256777,475711,3.2899999618530273
1763981119.8970046,483070,3.3399999141693115
1763981609.4211247,489534,3.6700000762939453
1763982048.5764112,495303,3.759999990463257
1763982113.7257626,496152,3.75
1763982490.2240694,501118,4.159999847412109
1763982826.1904242,505548,4.829999923706055
1763983070.7417028,508763,4.869999885559082
1763983357.347701,512545,5.130000114440918
1763985213.853707,536906,4.170000076293945
1763985507.7102563,540763,4.110000133514404
1763985543.523472,541235,4.139999866485596
1763986134.399922,548982,4.449999809265137
1763986339.086855,551659,4.46999979019165
1763987305.2733648,564368,4.840000152587891
1763987390.6543486,565499,4.909999847412109
1763987576.4751961,567944,4.929999828338623
1763988517.740492,580326,5.269999980926514
1763988860.7329733,584830,5.090000152587891
1763988943.968759,585923,5.070000171661377
1763988985.4578493,586474,5.130000114440918
1763989169.8990166,588895,5.21999979019165
1763989736.3498316,596329,5.239999771118164
1763989971.649327,599431,5.21999979019165
1763990961.3708634,612451,5.659999847412109
1763991527.2394428,619905,5.949999809265137
1763992098.8109262,627439,6.150000095367432
1763992896.7190006,637956,6.820000171661377
1763993094.5605593,640545,6.71999979019165
