round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.4390999972820282,2.2320778369903564,10,0.01,10,1
1,0.6904000043869019,1.3629947900772095,10,0.01,10,1
2,0.8054999709129333,1.7273708581924438,10,0.01,10,1
3,0.7630000114440918,1.4064090251922607,10,0.01,10,1
4,0.8629000186920166,1.55038321018219,10,0.01,10,1
5,0.8248000144958496,1.3847405910491943,10,0.01,10,1
6,0.8702999949455261,1.4607558250427246,10,0.01,10,1
7,0.8633000254631042,1.350054144859314,10,0.01,10,1
8,0.8729000091552734,1.4028816223144531,10,0.01,10,1
9,0.8866999745368958,1.317204475402832,10,0.01,10,1
10,0.8788999915122986,1.3603140115737915,10,0.01,10,1
11,0.9010000228881836,1.2880240678787231,10,0.01,10,1
12,0.8870999813079834,1.324385404586792,10,0.01,10,1
13,0.9107999801635742,1.2594239711761475,10,0.01,10,1
14,0.892300009727478,1.2903591394424438,10,0.01,10,1
15,0.9156000018119812,1.2300082445144653,10,0.01,10,1
16,0.9003999829292297,1.257397174835205,10,0.01,10,1
17,0.9218000173568726,1.1999859809875488,10,0.01,10,1
18,0.9057999849319458,1.2237039804458618,10,0.01,10,1
19,0.9251999855041504,1.1690996885299683,10,0.01,10,1
20,0.9107999801635742,1.188904047012329,10,0.01,10,1
21,0.9283000230789185,1.1372483968734741,10,0.01,10,1
22,0.9140999913215637,1.1533377170562744,10,0.01,10,1
23,0.9307000041007996,1.1026943922042847,10,0.01,10,1
24,0.9164000153541565,1.1166232824325562,10,0.01,10,1
25,0.9320999979972839,1.068236231803894,10,0.01,10,1
26,0.9207000136375427,1.0792713165283203,10,0.01,10,1
27,0.9348000288009644,1.0329291820526123,10,0.01,10,1
28,0.9243999719619751,1.0420078039169312,10,0.01,10,1
29,0.9369999766349792,0.997757613658905,10,0.01,10,1
30,0.9276000261306763,1.0050528049468994,10,0.01,10,1
31,0.9380000233650208,0.9634241461753845,10,0.01,10,1
32,0.9297000169754028,0.9686742424964905,10,0.01,10,1
33,0.9399999976158142,0.9289142489433289,10,0.01,10,1
