round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.13676667213439941,2.298893690109253,10,0.0001,10,1
1,0.11580000072717667,2.2880773544311523,10,0.0001,10,1
2,0.1440444439649582,2.2769761085510254,10,0.0001,10,1
3,0.12082222104072571,2.276172637939453,10,0.0001,10,1
4,0.15897777676582336,2.2646982669830322,10,0.0001,10,1
5,0.1336444467306137,2.2673637866973877,10,0.0001,10,1
6,0.14082221686840057,2.2607016563415527,10,0.0001,10,1
7,0.1409444510936737,2.26037859916687,10,0.0001,10,1
8,0.12496666610240936,2.257519006729126,10,0.0001,10,1
9,0.14077778160572052,2.257032871246338,10,0.0001,10,1
10,0.11927777528762817,2.253190755844116,10,0.0001,10,1
11,0.14092221856117249,2.256150245666504,10,0.0001,10,1
12,0.12006666511297226,2.2498207092285156,10,0.0001,10,1
13,0.1471555531024933,2.2531113624572754,10,0.0001,10,1
14,0.1168999969959259,2.2495594024658203,10,0.0001,10,1
15,0.1698777824640274,2.252593755722046,10,0.0001,10,1
16,0.11906666308641434,2.2470014095306396,10,0.0001,10,1
17,0.16473333537578583,2.2506258487701416,10,0.0001,10,1
18,0.1198333352804184,2.247163772583008,10,0.0001,10,1
19,0.1696999967098236,2.2491869926452637,10,0.0001,10,1
20,0.1238444447517395,2.247140645980835,10,0.0001,10,1
21,0.17518888413906097,2.2469253540039062,10,0.0001,10,1
22,0.12439999729394913,2.2479207515716553,10,0.0001,10,1
23,0.17357777059078217,2.247535467147827,10,0.0001,10,1
24,0.12266666442155838,2.246255874633789,10,0.0001,10,1
25,0.1770888864994049,2.248514175415039,10,0.0001,10,1
26,0.12236666679382324,2.246105909347534,10,0.0001,10,1
27,0.17612221837043762,2.246835231781006,10,0.0001,10,1
28,0.11808888614177704,2.2467193603515625,10,0.0001,10,1
29,0.18193332850933075,2.2458157539367676,10,0.0001,10,1
30,0.1308777779340744,2.24356746673584,10,0.0001,10,1
31,0.17866666615009308,2.2473604679107666,10,0.0001,10,1
32,0.13091111183166504,2.243879556655884,10,0.0001,10,1
33,0.1731777787208557,2.2481577396392822,10,0.0001,10,1
34,0.13449999690055847,2.24210786819458,10,0.0001,10,1
35,0.17844444513320923,2.2489140033721924,10,0.0001,10,1
36,0.1376444399356842,2.2419097423553467,10,0.0001,10,1
37,0.17481110990047455,2.2498018741607666,10,0.0001,10,1
38,0.1416444480419159,2.2429351806640625,10,0.0001,10,1
39,0.1720999926328659,2.2517294883728027,10,0.0001,10,1
40,0.1338111162185669,2.2430033683776855,10,0.0001,10,1
41,0.17943333089351654,2.2538440227508545,10,0.0001,10,1
42,0.13660000264644623,2.2431209087371826,10,0.0001,10,1
43,0.1882111132144928,2.253239154815674,10,0.0001,10,1
44,0.1458444446325302,2.246171236038208,10,0.0001,10,1
45,0.19120000302791595,2.251518964767456,10,0.0001,10,1
46,0.15194444358348846,2.2478134632110596,10,0.0001,10,1
47,0.1836777776479721,2.2548115253448486,10,0.0001,10,1
48,0.15158888697624207,2.245004177093506,10,0.0001,10,1
49,0.18647778034210205,2.2608468532562256,10,0.0001,10,1
50,0.1588333398103714,2.2476699352264404,10,0.0001,10,1
51,0.19201111793518066,2.259835958480835,10,0.0001,10,1
52,0.16760000586509705,2.2501585483551025,10,0.0001,10,1
53,0.1973777711391449,2.2611289024353027,10,0.0001,10,1
54,0.16954444348812103,2.2532589435577393,10,0.0001,10,1
55,0.19760000705718994,2.2648606300354004,10,0.0001,10,1
56,0.17594444751739502,2.2545149326324463,10,0.0001,10,1
57,0.19777777791023254,2.269986629486084,10,0.0001,10,1
58,0.17603333294391632,2.2573838233947754,10,0.0001,10,1
59,0.2005111128091812,2.2706239223480225,10,0.0001,10,1
60,0.17943333089351654,2.2529733180999756,10,0.0001,10,1
61,0.20253333449363708,2.275078058242798,10,0.0001,10,1
62,0.18007777631282806,2.2573940753936768,10,0.0001,10,1
63,0.20288889110088348,2.279702663421631,10,0.0001,10,1
