round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
64,0.17982222139835358,2.2609260082244873,10,0.0001,10,1
65,0.19941110908985138,2.2830069065093994,10,0.0001,10,1
66,0.18137778341770172,2.2640223503112793,10,0.0001,10,1
67,0.192655548453331,2.288780689239502,10,0.0001,10,1
68,0.18024444580078125,2.2696547508239746,10,0.0001,10,1
69,0.19137777388095856,2.2932205200195312,10,0.0001,10,1
70,0.1846444457769394,2.270439863204956,10,0.0001,10,1
71,0.1910666674375534,2.2974328994750977,10,0.0001,10,1
72,0.1858000010251999,2.273789167404175,10,0.0001,10,1
73,0.19637778401374817,2.303447961807251,10,0.0001,10,1
74,0.18436667323112488,2.2791128158569336,10,0.0001,10,1
75,0.19419999420642853,2.306133508682251,10,0.0001,10,1
76,0.18762221932411194,2.279792308807373,10,0.0001,10,1
77,0.19441111385822296,2.3117947578430176,10,0.0001,10,1
78,0.18707777559757233,2.281825065612793,10,0.0001,10,1
79,0.1859000027179718,2.3205883502960205,10,0.0001,10,1
80,0.1913222223520279,2.287045478820801,10,0.0001,10,1
81,0.1881222277879715,2.3224289417266846,10,0.0001,10,1
82,0.1871444433927536,2.2961018085479736,10,0.0001,10,1
83,0.1906222254037857,2.3254003524780273,10,0.0001,10,1
84,0.18912221491336823,2.2946937084198,10,0.0001,10,1
85,0.1907999962568283,2.3319106101989746,10,0.0001,10,1
86,0.19116666913032532,2.298806667327881,10,0.0001,10,1
87,0.18465556204319,2.3419435024261475,10,0.0001,10,1
88,0.18673333525657654,2.3041841983795166,10,0.0001,10,1
89,0.1848333328962326,2.3425281047821045,10,0.0001,10,1
90,0.189277783036232,2.3088908195495605,10,0.0001,10,1
91,0.18656666576862335,2.3411567211151123,10,0.0001,10,1
92,0.1868666708469391,2.3156325817108154,10,0.0001,10,1
93,0.18943333625793457,2.347566604614258,10,0.0001,10,1
94,0.18627777695655823,2.3155529499053955,10,0.0001,10,1
95,0.18485555052757263,2.358875274658203,10,0.0001,10,1
96,0.18307778239250183,2.322946071624756,10,0.0001,10,1
97,0.1789666712284088,2.357595682144165,10,0.0001,10,1
98,0.1834888905286789,2.3268847465515137,10,0.0001,10,1
99,0.18265555799007416,2.3633463382720947,10,0.0001,10,1
100,0.18673333525657654,2.328284978866577,10,0.0001,10,1
101,0.1757555603981018,2.3729665279388428,10,0.0001,10,1
102,0.1868666708469391,2.3284597396850586,10,0.0001,10,1
103,0.17807777225971222,2.3797528743743896,10,0.0001,10,1
104,0.1857111155986786,2.331974506378174,10,0.0001,10,1
105,0.17808888852596283,2.385545253753662,10,0.0001,10,1
106,0.18333333730697632,2.335068702697754,10,0.0001,10,1
107,0.178233340382576,2.3860955238342285,10,0.0001,10,1
108,0.18325555324554443,2.343740940093994,10,0.0001,10,1
109,0.1804555505514145,2.389677047729492,10,0.0001,10,1
110,0.18174444139003754,2.345512866973877,10,0.0001,10,1
111,0.1853555589914322,2.3865232467651367,10,0.0001,10,1
112,0.1886555552482605,2.3452510833740234,10,0.0001,10,1
113,0.18490000069141388,2.396986722946167,10,0.0001,10,1
114,0.1940777748823166,2.3480286598205566,10,0.0001,10,1
115,0.18745554983615875,2.4043970108032227,10,0.0001,10,1
116,0.19102221727371216,2.3560657501220703,10,0.0001,10,1
117,0.1815333366394043,2.406787872314453,10,0.0001,10,1
118,0.1915999948978424,2.359818696975708,10,0.0001,10,1
119,0.17946666479110718,2.4049057960510254,10,0.0001,10,1
120,0.1874888837337494,2.3650381565093994,10,0.0001,10,1
121,0.1793999969959259,2.4083871841430664,10,0.0001,10,1
122,0.18337777256965637,2.37271785736084,10,0.0001,10,1
123,0.17795555293560028,2.409759759902954,10,0.0001,10,1
124,0.1864444464445114,2.377554416656494,10,0.0001,10,1
125,0.17525555193424225,2.4186904430389404,10,0.0001,10,1
126,0.1891999989748001,2.3833134174346924,10,0.0001,10,1
127,0.17589999735355377,2.4200642108917236,10,0.0001,10,1
128,0.18933333456516266,2.3800339698791504,10,0.0001,10,1
129,0.17438888549804688,2.427736520767212,10,0.0001,10,1
130,0.18930000066757202,2.3783109188079834,10,0.0001,10,1
131,0.17607778310775757,2.4384958744049072,10,0.0001,10,1
132,0.1907999962568283,2.3890533447265625,10,0.0001,10,1
133,0.17322222888469696,2.445019006729126,10,0.0001,10,1
134,0.19271111488342285,2.388441562652588,10,0.0001,10,1
135,0.1739666610956192,2.4480438232421875,10,0.0001,10,1
136,0.18700000643730164,2.395177125930786,10,0.0001,10,1
137,0.17275555431842804,2.4513442516326904,10,0.0001,10,1
