round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.19099999964237213,2.236588954925537,10,0.01,10,1
1,0.542900025844574,1.5371507406234741,10,0.01,10,1
2,0.6370999813079834,1.6784474849700928,10,0.01,10,1
3,0.6176000237464905,1.532139539718628,10,0.01,10,1
4,0.708299994468689,1.5740172863006592,10,0.01,10,1
5,0.6894999742507935,1.509567141532898,10,0.01,10,1
6,0.7278000116348267,1.5244100093841553,10,0.01,10,1
7,0.7407000064849854,1.4889194965362549,10,0.01,10,1
8,0.7398999929428101,1.4911731481552124,10,0.01,10,1
9,0.7634000182151794,1.46995210647583,10,0.01,10,1
10,0.7505000233650208,1.4650582075119019,10,0.01,10,1
11,0.7785000205039978,1.450790524482727,10,0.01,10,1
12,0.7592999935150146,1.4435395002365112,10,0.01,10,1
13,0.7856000065803528,1.434095025062561,10,0.01,10,1
14,0.7688999772071838,1.4255701303482056,10,0.01,10,1
15,0.7918000221252441,1.41795015335083,10,0.01,10,1
16,0.7800999879837036,1.4094328880310059,10,0.01,10,1
17,0.796999990940094,1.4029295444488525,10,0.01,10,1
18,0.7889999747276306,1.3944023847579956,10,0.01,10,1
19,0.8015000224113464,1.3887150287628174,10,0.01,10,1
20,0.7962999939918518,1.3802461624145508,10,0.01,10,1
21,0.8065000176429749,1.3751660585403442,10,0.01,10,1
22,0.8008000254631042,1.3669917583465576,10,0.01,10,1
23,0.8098999857902527,1.362534761428833,10,0.01,10,1
24,0.8076000213623047,1.3550835847854614,10,0.01,10,1
25,0.8138999938964844,1.3505232334136963,10,0.01,10,1
26,0.8137999773025513,1.3430957794189453,10,0.01,10,1
27,0.8170999884605408,1.3375272750854492,10,0.01,10,1
28,0.819599986076355,1.3314942121505737,10,0.01,10,1
29,0.8203999996185303,1.3256391286849976,10,0.01,10,1
30,0.8240000009536743,1.319082498550415,10,0.01,10,1
31,0.822700023651123,1.313372254371643,10,0.01,10,1
32,0.8246999979019165,1.3079442977905273,10,0.01,10,1
33,0.8248000144958496,1.3024464845657349,10,0.01,10,1
