round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.32429999113082886,2.2519712448120117,10,0.01,10,1
1,0.5228000283241272,1.4883131980895996,10,0.01,10,1
2,0.6998999714851379,1.6225675344467163,10,0.01,10,1
3,0.6420000195503235,1.4910980463027954,10,0.01,10,1
4,0.744700014591217,1.5393431186676025,10,0.01,10,1
5,0.7342000007629395,1.4752155542373657,10,0.01,10,1
6,0.7615000009536743,1.4912841320037842,10,0.01,10,1
7,0.7741000056266785,1.4517948627471924,10,0.01,10,1
8,0.7803000211715698,1.4591310024261475,10,0.01,10,1
9,0.7911999821662903,1.43049955368042,10,0.01,10,1
10,0.7924000024795532,1.432279109954834,10,0.01,10,1
11,0.800599992275238,1.4107519388198853,10,0.01,10,1
12,0.8029000163078308,1.4084131717681885,10,0.01,10,1
13,0.8046000003814697,1.3915692567825317,10,0.01,10,1
14,0.8119999766349792,1.3877848386764526,10,0.01,10,1
15,0.8090999722480774,1.3724114894866943,10,0.01,10,1
16,0.8213000297546387,1.3677525520324707,10,0.01,10,1
17,0.8098999857902527,1.3552496433258057,10,0.01,10,1
18,0.8281999826431274,1.3478974103927612,10,0.01,10,1
19,0.8136000037193298,1.3364924192428589,10,0.01,10,1
20,0.8323000073432922,1.3294308185577393,10,0.01,10,1
21,0.8181999921798706,1.3191123008728027,10,0.01,10,1
22,0.8361999988555908,1.3137423992156982,10,0.01,10,1
23,0.8238000273704529,1.3010247945785522,10,0.01,10,1
24,0.8393999934196472,1.2962188720703125,10,0.01,10,1
25,0.8246999979019165,1.2844940423965454,10,0.01,10,1
26,0.8434000015258789,1.27725350856781,10,0.01,10,1
27,0.8252999782562256,1.2666926383972168,10,0.01,10,1
28,0.8463000059127808,1.2564802169799805,10,0.01,10,1
29,0.828499972820282,1.2466686964035034,10,0.01,10,1
30,0.8489000201225281,1.2360271215438843,10,0.01,10,1
31,0.8314999938011169,1.2258580923080444,10,0.01,10,1
32,0.8525000214576721,1.2145893573760986,10,0.01,10,1
33,0.8353000283241272,1.2053354978561401,10,0.01,10,1
34,0.8547000288963318,1.1939435005187988,10,0.01,10,1
35,0.8374000191688538,1.186124563217163,10,0.01,10,1
36,0.8543000221252441,1.1751747131347656,10,0.01,10,1
37,0.8402000069618225,1.1681658029556274,10,0.01,10,1
38,0.8551999926567078,1.1553915739059448,10,0.01,10,1
39,0.842199981212616,1.1491996049880981,10,0.01,10,1
40,0.8574000000953674,1.1366299390792847,10,0.01,10,1
41,0.8416000008583069,1.130158543586731,10,0.01,10,1
42,0.8579999804496765,1.1188024282455444,10,0.01,10,1
43,0.8445000052452087,1.1097609996795654,10,0.01,10,1
44,0.8587999939918518,1.1020140647888184,10,0.01,10,1
45,0.8475000262260437,1.0919889211654663,10,0.01,10,1
46,0.8601999878883362,1.0833252668380737,10,0.01,10,1
47,0.8490999937057495,1.0752911567687988,10,0.01,10,1
48,0.8610000014305115,1.0649274587631226,10,0.01,10,1
49,0.8496999740600586,1.0570448637008667,10,0.01,10,1
50,0.8610000014305115,1.0466158390045166,10,0.01,10,1
51,0.8503999710083008,1.0403558015823364,10,0.01,10,1
52,0.8611999750137329,1.0300929546356201,10,0.01,10,1
53,0.8529000282287598,1.0233502388000488,10,0.01,10,1
54,0.8593999743461609,1.0170092582702637,10,0.01,10,1
55,0.8553000092506409,1.0046745538711548,10,0.01,10,1
56,0.8590999841690063,1.0021172761917114,10,0.01,10,1
57,0.8575000166893005,0.9858757853507996,10,0.01,10,1
58,0.8579000234603882,0.9864554405212402,10,0.01,10,1
59,0.8562999963760376,0.9721077084541321,10,0.01,10,1
60,0.8596000075340271,0.9733722805976868,10,0.01,10,1
61,0.8569999933242798,0.9581044912338257,10,0.01,10,1
62,0.8597000241279602,0.9582479596138,10,0.01,10,1
63,0.859000027179718,0.9428648352622986,10,0.01,10,1
64,0.8603000044822693,0.9450437426567078,10,0.01,10,1
65,0.8592000007629395,0.9284600615501404,10,0.01,10,1
66,0.8629000186920166,0.9266504049301147,10,0.01,10,1
67,0.8597000241279602,0.913964033126831,10,0.01,10,1
68,0.8633000254631042,0.9108129739761353,10,0.01,10,1
69,0.8611000180244446,0.8981147408485413,10,0.01,10,1
70,0.8632000088691711,0.8980076909065247,10,0.01,10,1
71,0.8618000149726868,0.8850868940353394,10,0.01,10,1
72,0.8626000285148621,0.8845115303993225,10,0.01,10,1
73,0.8657000064849854,0.8693581223487854,10,0.01,10,1
74,0.8589000105857849,0.8718237280845642,10,0.01,10,1
75,0.8664000034332275,0.8591666221618652,10,0.01,10,1
76,0.8593000173568726,0.857678234577179,10,0.01,10,1
77,0.8647000193595886,0.8473555445671082,10,0.01,10,1
78,0.8608999848365784,0.8415698409080505,10,0.01,10,1
79,0.8636000156402588,0.8388808369636536,10,0.01,10,1
80,0.8560000061988831,0.8312454223632812,10,0.01,10,1
81,0.8664000034332275,0.8213055729866028,10,0.01,10,1
82,0.8544999957084656,0.824176549911499,10,0.01,10,1
83,0.8659999966621399,0.8103454113006592,10,0.01,10,1
84,0.8550000190734863,0.8174267411231995,10,0.01,10,1
85,0.8659999966621399,0.7979755401611328,10,0.01,10,1
86,0.8532999753952026,0.8129075765609741,10,0.01,10,1
87,0.8651999831199646,0.7874994874000549,10,0.01,10,1
88,0.8587999939918518,0.7948657274246216,10,0.01,10,1
89,0.8658000230789185,0.775000810623169,10,0.01,10,1
90,0.8568999767303467,0.7897811532020569,10,0.01,10,1
91,0.8622000217437744,0.7813888192176819,10,0.01,10,1
92,0.8565999865531921,0.78130704164505,10,0.01,10,1
93,0.8629999756813049,0.7704328894615173,10,0.01,10,1
94,0.8618000149726868,0.7667075395584106,10,0.01,10,1
95,0.8633999824523926,0.7581279873847961,10,0.01,10,1
96,0.8629000186920166,0.7523401379585266,10,0.01,10,1
97,0.8611999750137329,0.7545592784881592,10,0.01,10,1
98,0.8633000254631042,0.7518749237060547,10,0.01,10,1
99,0.8636000156402588,0.7503383755683899,10,0.01,10,1
