round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.283100009,2.127777338,10,0.0001,10,1
1,0.316199988,1.912315845,10,0.0001,10,1
2,0.34040001,1.815153718,10,0.0001,10,1
3,0.361200005,1.754688263,10,0.0001,10,1
4,0.374500006,1.711445689,10,0.0001,10,1
5,0.388000011,1.670714259,10,0.0001,10,1
6,0.399100006,1.64083755,10,0.0001,10,1
7,0.404799998,1.620062351,10,0.0001,10,1
8,0.416500002,1.587861776,10,0.0001,10,1
9,0.424199998,1.572654724,10,0.0001,10,1
10,0.431499988,1.554748178,10,0.0001,10,1
11,0.439099997,1.536867619,10,0.0001,10,1
12,0.444499999,1.515329838,10,0.0001,10,1
13,0.441700011,1.51924336,10,0.0001,10,1
14,0.449000001,1.503040433,10,0.0001,10,1
15,0.451400012,1.497652054,10,0.0001,10,1
16,0.457800001,1.485058188,10,0.0001,10,1
17,0.458000004,1.484054446,10,0.0001,10,1
18,0.457599998,1.478590727,10,0.0001,10,1
19,0.466100007,1.458181977,10,0.0001,10,1
20,0.460099995,1.472826123,10,0.0001,10,1
21,0.465200007,1.460585833,10,0.0001,10,1
22,0.468199998,1.463183641,10,0.0001,10,1
23,0.473500013,1.460162878,10,0.0001,10,1
24,0.474299997,1.453078985,10,0.0001,10,1
25,0.476099998,1.454626441,10,0.0001,10,1
26,0.475199997,1.457201242,10,0.0001,10,1
27,0.477899998,1.452586889,10,0.0001,10,1
28,0.476099998,1.457373977,10,0.0001,10,1
29,0.487599999,1.442042708,10,0.0001,10,1
30,0.481999993,1.437998772,10,0.0001,10,1
31,0.487899989,1.433811665,10,0.0001,10,1
32,0.483700007,1.441448092,10,0.0001,10,1
33,0.492399991,1.448472738,10,0.0001,10,1
34,0.486099988,1.456574202,10,0.0001,10,1
35,0.486999989,1.452043891,10,0.0001,10,1
36,0.488000005,1.444557786,10,0.0001,10,1
37,0.4912,1.439630508,10,0.0001,10,1
38,0.497799993,1.432820082,10,0.0001,10,1
39,0.497099996,1.43174684,10,0.0001,10,1
40,0.497099996,1.430364966,10,0.0001,10,1
41,0.498299986,1.440116644,10,0.0001,10,1
42,0.493699998,1.446417928,10,0.0001,10,1
