round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.3662000000476837,2.0531070232391357,10,0.01,10,1
1,0.5385000109672546,1.3499670028686523,10,0.01,10,1
2,0.6606000065803528,0.9786733388900757,10,0.01,10,1
3,0.7554000020027161,0.6892244219779968,10,0.01,10,1
4,0.801800012588501,0.5761190056800842,10,0.01,10,1
5,0.8174999952316284,0.5307809710502625,10,0.01,10,1
6,0.8253999948501587,0.5060690641403198,10,0.01,10,1
7,0.8300999999046326,0.4912555515766144,10,0.01,10,1
8,0.8323000073432922,0.4817150831222534,10,0.01,10,1
9,0.8337000012397766,0.47553446888923645,10,0.01,10,1
10,0.835099995136261,0.47154000401496887,10,0.01,10,1
11,0.8377000093460083,0.4692199230194092,10,0.01,10,1
12,0.8393999934196472,0.4684390723705292,10,0.01,10,1
13,0.8399999737739563,0.46808192133903503,10,0.01,10,1
14,0.8406999707221985,0.4698309004306793,10,0.01,10,1
15,0.8393999934196472,0.47191059589385986,10,0.01,10,1
16,0.8400999903678894,0.47270870208740234,10,0.01,10,1
17,0.8410000205039978,0.47359856963157654,10,0.01,10,1
18,0.8407999873161316,0.4764573872089386,10,0.01,10,1
19,0.8410000205039978,0.4797981381416321,10,0.01,10,1
20,0.8414999842643738,0.48242422938346863,10,0.01,10,1
21,0.8422999978065491,0.4849603474140167,10,0.01,10,1
22,0.8416000008583069,0.48724907636642456,10,0.01,10,1
23,0.840499997138977,0.4896131753921509,10,0.01,10,1
24,0.8407999873161316,0.49058565497398376,10,0.01,10,1
25,0.840499997138977,0.4897809624671936,10,0.01,10,1
26,0.840499997138977,0.4910353124141693,10,0.01,10,1
27,0.84170001745224,0.491134375333786,10,0.01,10,1
28,0.8424000144004822,0.4903877377510071,10,0.01,10,1
29,0.842199981212616,0.49282851815223694,10,0.01,10,1
30,0.8421000242233276,0.49435654282569885,10,0.01,10,1
31,0.8439000248908997,0.49373769760131836,10,0.01,10,1
32,0.8435999751091003,0.4957422912120819,10,0.01,10,1
33,0.8434000015258789,0.4979568421840668,10,0.01,10,1
34,0.8425999879837036,0.5026751160621643,10,0.01,10,1
35,0.8422999978065491,0.5052629113197327,10,0.01,10,1
36,0.8416000008583069,0.5066697001457214,10,0.01,10,1
37,0.8410999774932861,0.5089948773384094,10,0.01,10,1
38,0.8420000076293945,0.5115213394165039,10,0.01,10,1
39,0.8417999744415283,0.5147712826728821,10,0.01,10,1
40,0.842199981212616,0.5173340439796448,10,0.01,10,1
41,0.8416000008583069,0.523068368434906,10,0.01,10,1
42,0.8427000045776367,0.5265131592750549,10,0.01,10,1
43,0.8422999978065491,0.5314111113548279,10,0.01,10,1
44,0.8414999842643738,0.5365022420883179,10,0.01,10,1
45,0.8406000137329102,0.5444934368133545,10,0.01,10,1
46,0.8398000001907349,0.551715612411499,10,0.01,10,1
47,0.8406000137329102,0.5570189952850342,10,0.01,10,1
48,0.8406000137329102,0.5651694536209106,10,0.01,10,1
49,0.8414999842643738,0.5682784914970398,10,0.01,10,1
50,0.8407999873161316,0.573810338973999,10,0.01,10,1
51,0.8388000130653381,0.5854982137680054,10,0.01,10,1
52,0.8374999761581421,0.5925330519676208,10,0.01,10,1
53,0.836899995803833,0.602394163608551,10,0.01,10,1
54,0.8367999792098999,0.6086155772209167,10,0.01,10,1
55,0.8356999754905701,0.6205896735191345,10,0.01,10,1
56,0.835099995136261,0.6294367909431458,10,0.01,10,1
57,0.8337000012397766,0.6404675841331482,10,0.01,10,1
58,0.833899974822998,0.6456329822540283,10,0.01,10,1
59,0.8331000208854675,0.6560035347938538,10,0.01,10,1
60,0.8327999711036682,0.6702576875686646,10,0.01,10,1
61,0.8327999711036682,0.6721001267433167,10,0.01,10,1
62,0.8306000232696533,0.708236038684845,10,0.01,10,1
63,0.830299973487854,0.7093644142150879,10,0.01,10,1
64,0.830299973487854,0.7187214493751526,10,0.01,10,1
65,0.8307999968528748,0.7234213352203369,10,0.01,10,1
66,0.8313000202178955,0.7373532056808472,10,0.01,10,1
67,0.8325999975204468,0.7376001477241516,10,0.01,10,1
68,0.8327000141143799,0.7483775019645691,10,0.01,10,1
69,0.8334000110626221,0.7582733631134033,10,0.01,10,1
70,0.8357999920845032,0.7482479214668274,10,0.01,10,1
71,0.8356000185012817,0.7678164839744568,10,0.01,10,1
72,0.8349999785423279,0.782035768032074,10,0.01,10,1
73,0.8359000086784363,0.7801377177238464,10,0.01,10,1
74,0.8355000019073486,0.7897840738296509,10,0.01,10,1
75,0.8378999829292297,0.7817526459693909,10,0.01,10,1
76,0.840499997138977,0.7800670862197876,10,0.01,10,1
77,0.8389000296592712,0.8060466051101685,10,0.01,10,1
78,0.8402000069618225,0.8047481179237366,10,0.01,10,1
79,0.84170001745224,0.8015658259391785,10,0.01,10,1
80,0.8421000242233276,0.8154768347740173,10,0.01,10,1
81,0.8422999978065491,0.8315438628196716,10,0.01,10,1
82,0.8416000008583069,0.8369390368461609,10,0.01,10,1
83,0.8436999917030334,0.8480173945426941,10,0.01,10,1
84,0.8424000144004822,0.8656917214393616,10,0.01,10,1
85,0.8421000242233276,0.8821984529495239,10,0.01,10,1
86,0.8414000272750854,0.9017947316169739,10,0.01,10,1
87,0.8454999923706055,0.856339156627655,10,0.01,10,1
88,0.843500018119812,0.8844619393348694,10,0.01,10,1
89,0.845300018787384,0.8949071168899536,10,0.01,10,1
90,0.8478999733924866,0.875019907951355,10,0.01,10,1
91,0.8467000126838684,0.8894549012184143,10,0.01,10,1
92,0.8453999757766724,0.9152608513832092,10,0.01,10,1
93,0.8418999910354614,0.9582496881484985,10,0.01,10,1
94,0.845300018787384,0.9577454328536987,10,0.01,10,1
95,0.8457000255584717,0.961218535900116,10,0.01,10,1
96,0.8432999849319458,0.984010636806488,10,0.01,10,1
97,0.8439000248908997,0.9929925799369812,10,0.01,10,1
98,0.840499997138977,1.0331380367279053,10,0.01,10,1
99,0.8468000292778015,0.9829797744750977,10,0.01,10,1
