round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.100000001,2.291418552,10,0.01,10,1
1,0.478899986,1.50072968,10,0.01,10,1
2,0.327199996,1.750015974,10,0.01,10,1
3,0.569599986,1.452394962,10,0.01,10,1
4,0.459300011,1.640973806,10,0.01,10,1
5,0.544399977,1.457206011,10,0.01,10,1
6,0.487100005,1.590517163,10,0.01,10,1
7,0.528199971,1.45535624,10,0.01,10,1
8,0.508000016,1.553487301,10,0.01,10,1
9,0.523299992,1.451521635,10,0.01,10,1
10,0.527400017,1.526503921,10,0.01,10,1
11,0.514900029,1.447838187,10,0.01,10,1
12,0.544200003,1.505173564,10,0.01,10,1
13,0.513199985,1.441551924,10,0.01,10,1
14,0.559400022,1.483898044,10,0.01,10,1
15,0.515600026,1.430215836,10,0.01,10,1
16,0.574500024,1.460826516,10,0.01,10,1
17,0.522400022,1.416133165,10,0.01,10,1
18,0.588500023,1.436358452,10,0.01,10,1
19,0.528299987,1.399862647,10,0.01,10,1
20,0.604499996,1.410824895,10,0.01,10,1
21,0.533399999,1.382742643,10,0.01,10,1
22,0.61619997,1.386442423,10,0.01,10,1
23,0.541700006,1.362491846,10,0.01,10,1
24,0.628000021,1.360494018,10,0.01,10,1
25,0.549300015,1.34225297,10,0.01,10,1
26,0.639100015,1.33476007,10,0.01,10,1
27,0.558899999,1.321106553,10,0.01,10,1
28,0.648500025,1.309819102,10,0.01,10,1
29,0.568899989,1.299014211,10,0.01,10,1
30,0.656099975,1.284583092,10,0.01,10,1
31,0.579900026,1.27663672,10,0.01,10,1
32,0.662599981,1.260206461,10,0.01,10,1
33,0.588400006,1.257091165,10,0.01,10,1
34,0.671700001,1.236228824,10,0.01,10,1
35,0.59829998,1.234641075,10,0.01,10,1
36,0.67809999,1.21332705,10,0.01,10,1
37,0.609200001,1.2116642,10,0.01,10,1
38,0.68599999,1.18998003,10,0.01,10,1
39,0.619700015,1.190830708,10,0.01,10,1
40,0.693199992,1.165776491,10,0.01,10,1
41,0.629499972,1.168520451,10,0.01,10,1
42,0.697099984,1.14509666,10,0.01,10,1
43,0.640500009,1.146591783,10,0.01,10,1
44,0.701300025,1.122303724,10,0.01,10,1
45,0.648599982,1.127212763,10,0.01,10,1
46,0.709800005,1.099970698,10,0.01,10,1
47,0.6602,1.103432894,10,0.01,10,1
48,0.710799992,1.079682827,10,0.01,10,1
49,0.667299986,1.0860672,10,0.01,10,1
50,0.715200007,1.060489893,10,0.01,10,1
51,0.674000025,1.067225099,10,0.01,10,1
52,0.716199994,1.043445468,10,0.01,10,1
53,0.67750001,1.051113248,10,0.01,10,1
54,0.716300011,1.028281808,10,0.01,10,1
55,0.681800008,1.038579464,10,0.01,10,1
56,0.724399984,1.004458308,10,0.01,10,1
57,0.689800024,1.023931384,10,0.01,10,1
58,0.736100018,0.983267367,10,0.01,10,1
59,0.700900018,1.00254488,10,0.01,10,1
60,0.737500012,0.97136575,10,0.01,10,1
61,0.70539999,0.985214531,10,0.01,10,1
62,0.734899998,0.959688783,10,0.01,10,1
63,0.703100026,0.980241895,10,0.01,10,1
64,0.737399995,0.94637686,10,0.01,10,1
65,0.711700022,0.960763276,10,0.01,10,1
66,0.738799989,0.93320471,10,0.01,10,1
67,0.720899999,0.93958956,10,0.01,10,1
68,0.738799989,0.921929777,10,0.01,10,1
69,0.723100007,0.92786926,10,0.01,10,1
70,0.738499999,0.907115161,10,0.01,10,1
71,0.720799983,0.93084842,10,0.01,10,1
72,0.741400003,0.890658081,10,0.01,10,1
73,0.721000016,0.920196295,10,0.01,10,1
74,0.743099988,0.883235037,10,0.01,10,1
75,0.727999985,0.899600506,10,0.01,10,1
76,0.740100026,0.87479347,10,0.01,10,1
77,0.727800012,0.895168662,10,0.01,10,1
78,0.748000026,0.852025807,10,0.01,10,1
79,0.7245,0.901073754,10,0.01,10,1
80,0.754100025,0.850061834,10,0.01,10,1
81,0.727699995,0.886330009,10,0.01,10,1
82,0.754299998,0.832576156,10,0.01,10,1
83,0.738699973,0.862898529,10,0.01,10,1
84,0.759299994,0.81916523,10,0.01,10,1
85,0.745800018,0.841046393,10,0.01,10,1
86,0.756799996,0.8188712,10,0.01,10,1
87,0.748700023,0.830160141,10,0.01,10,1
88,0.746699989,0.851193428,10,0.01,10,1
89,0.750999987,0.830573261,10,0.01,10,1
90,0.75029999,0.843791485,10,0.01,10,1
91,0.75849998,0.804066837,10,0.01,10,1
92,0.750800014,0.834083617,10,0.01,10,1
93,0.766499996,0.781788528,10,0.01,10,1
94,0.754700005,0.825186431,10,0.01,10,1
95,0.766300023,0.773653507,10,0.01,10,1
96,0.766700029,0.817068517,10,0.01,10,1
97,0.772400022,0.790468931,10,0.01,10,1
98,0.755599976,0.811502635,10,0.01,10,1
99,0.770500004,0.777959406,10,0.01,10,1
