round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.17170000076293945,2.243356943130493,10,0.01,10,1
1,0.47909998893737793,1.5141263008117676,10,0.01,10,1
2,0.5767999887466431,1.3463027477264404,10,0.01,10,1
3,0.656499981880188,1.1165322065353394,10,0.01,10,1
4,0.6947000026702881,0.941057026386261,10,0.01,10,1
5,0.7103000283241272,0.8253389596939087,10,0.01,10,1
6,0.7246000170707703,0.7516233325004578,10,0.01,10,1
7,0.7408999800682068,0.7062825560569763,10,0.01,10,1
8,0.7540000081062317,0.6746622920036316,10,0.01,10,1
9,0.7649000287055969,0.650611937046051,10,0.01,10,1
10,0.7724000215530396,0.6332315802574158,10,0.01,10,1
11,0.7785999774932861,0.6181601881980896,10,0.01,10,1
12,0.7860000133514404,0.6058290600776672,10,0.01,10,1
13,0.7906000018119812,0.5950910449028015,10,0.01,10,1
14,0.7960000038146973,0.5834022164344788,10,0.01,10,1
15,0.8004999756813049,0.5734767317771912,10,0.01,10,1
16,0.8043000102043152,0.5658591985702515,10,0.01,10,1
17,0.8072999715805054,0.5585588812828064,10,0.01,10,1
18,0.8100000023841858,0.5518113970756531,10,0.01,10,1
19,0.8116999864578247,0.546210765838623,10,0.01,10,1
20,0.8141000270843506,0.5406047105789185,10,0.01,10,1
21,0.8155999779701233,0.5360087752342224,10,0.01,10,1
22,0.8166999816894531,0.5320044755935669,10,0.01,10,1
23,0.8181999921798706,0.528144359588623,10,0.01,10,1
24,0.8194000124931335,0.5243436694145203,10,0.01,10,1
25,0.8202000260353088,0.5197414755821228,10,0.01,10,1
26,0.8216999769210815,0.5157971382141113,10,0.01,10,1
27,0.8222000002861023,0.5122817158699036,10,0.01,10,1
28,0.823199987411499,0.5085363984107971,10,0.01,10,1
29,0.8238000273704529,0.5060306191444397,10,0.01,10,1
30,0.824999988079071,0.5036899447441101,10,0.01,10,1
31,0.8256000280380249,0.5011828541755676,10,0.01,10,1
32,0.8264999985694885,0.4981606900691986,10,0.01,10,1
33,0.8270999789237976,0.4960680603981018,10,0.01,10,1
34,0.8281999826431274,0.49372538924217224,10,0.01,10,1
35,0.8289999961853027,0.49148309230804443,10,0.01,10,1
36,0.8299999833106995,0.48851627111434937,10,0.01,10,1
