round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.14869999885559082,2.237797975540161,10,0.0001,10,1
1,0.2864222228527069,1.976264238357544,10,0.0001,10,1
2,0.30426666140556335,1.8891425132751465,10,0.0001,10,1
3,0.3197000026702881,1.8490127325057983,10,0.0001,10,1
4,0.3393111228942871,1.8061442375183105,10,0.0001,10,1
5,0.3480333387851715,1.7731741666793823,10,0.0001,10,1
6,0.357699990272522,1.7518906593322754,10,0.0001,10,1
7,0.3697333335876465,1.7201632261276245,10,0.0001,10,1
8,0.376244455575943,1.7007222175598145,10,0.0001,10,1
9,0.3813000023365021,1.6872533559799194,10,0.0001,10,1
10,0.3930777907371521,1.662514090538025,10,0.0001,10,1
11,0.39675554633140564,1.6551361083984375,10,0.0001,10,1
12,0.39899998903274536,1.648411512374878,10,0.0001,10,1
13,0.4034222364425659,1.6379666328430176,10,0.0001,10,1
14,0.4018000066280365,1.6348241567611694,10,0.0001,10,1
15,0.40860000252723694,1.616318941116333,10,0.0001,10,1
16,0.4079444408416748,1.616261601448059,10,0.0001,10,1
17,0.4145444333553314,1.5984749794006348,10,0.0001,10,1
18,0.4156000018119812,1.597072958946228,10,0.0001,10,1
19,0.41821110248565674,1.5833126306533813,10,0.0001,10,1
20,0.4238888919353485,1.5783852338790894,10,0.0001,10,1
21,0.42410001158714294,1.56923246383667,10,0.0001,10,1
22,0.423077791929245,1.5663586854934692,10,0.0001,10,1
23,0.4268222153186798,1.5607504844665527,10,0.0001,10,1
24,0.42463332414627075,1.5595647096633911,10,0.0001,10,1
25,0.43033334612846375,1.545961856842041,10,0.0001,10,1
26,0.42918887734413147,1.5492827892303467,10,0.0001,10,1
27,0.4341889023780823,1.538687825202942,10,0.0001,10,1
28,0.43071112036705017,1.5470823049545288,10,0.0001,10,1
29,0.4326111078262329,1.546556830406189,10,0.0001,10,1
30,0.436433345079422,1.5388354063034058,10,0.0001,10,1
31,0.4399888813495636,1.5273075103759766,10,0.0001,10,1
32,0.4420444369316101,1.526391625404358,10,0.0001,10,1
33,0.44003334641456604,1.5284286737442017,10,0.0001,10,1
34,0.4414222240447998,1.5339231491088867,10,0.0001,10,1
35,0.4359000027179718,1.5376942157745361,10,0.0001,10,1
36,0.4501666724681854,1.5121010541915894,10,0.0001,10,1
37,0.44832223653793335,1.5158461332321167,10,0.0001,10,1
38,0.445499986410141,1.5222749710083008,10,0.0001,10,1
39,0.4466555416584015,1.5224837064743042,10,0.0001,10,1
40,0.44764444231987,1.5156877040863037,10,0.0001,10,1
41,0.44999998807907104,1.5114327669143677,10,0.0001,10,1
42,0.454800009727478,1.5080910921096802,10,0.0001,10,1
43,0.45249998569488525,1.5099072456359863,10,0.0001,10,1
44,0.4502111077308655,1.5174894332885742,10,0.0001,10,1
45,0.4517333209514618,1.516323447227478,10,0.0001,10,1
46,0.45080000162124634,1.5202383995056152,10,0.0001,10,1
47,0.4533555507659912,1.5109243392944336,10,0.0001,10,1
48,0.4560999870300293,1.5106168985366821,10,0.0001,10,1
49,0.45634445548057556,1.5165395736694336,10,0.0001,10,1
50,0.4510444402694702,1.5212571620941162,10,0.0001,10,1
51,0.4573444426059723,1.5115090608596802,10,0.0001,10,1
52,0.45614445209503174,1.5160565376281738,10,0.0001,10,1
53,0.45703333616256714,1.5255128145217896,10,0.0001,10,1
54,0.4611777663230896,1.509649634361267,10,0.0001,10,1
55,0.45741111040115356,1.5259308815002441,10,0.0001,10,1
56,0.4629444479942322,1.5159248113632202,10,0.0001,10,1
57,0.4569889008998871,1.5360513925552368,10,0.0001,10,1
58,0.45926666259765625,1.5205497741699219,10,0.0001,10,1
59,0.46389999985694885,1.517755389213562,10,0.0001,10,1
60,0.45829999446868896,1.5304656028747559,10,0.0001,10,1
61,0.46387776732444763,1.5275412797927856,10,0.0001,10,1
62,0.4604777693748474,1.5396552085876465,10,0.0001,10,1
63,0.4611000120639801,1.5344605445861816,10,0.0001,10,1
64,0.4593000113964081,1.540641188621521,10,0.0001,10,1
65,0.4639666676521301,1.5408074855804443,10,0.0001,10,1
66,0.4592111110687256,1.5456348657608032,10,0.0001,10,1
67,0.4623222351074219,1.5380550622940063,10,0.0001,10,1
68,0.4628777801990509,1.544724941253662,10,0.0001,10,1
69,0.4599222242832184,1.5548827648162842,10,0.0001,10,1
70,0.4597777724266052,1.5604811906814575,10,0.0001,10,1
71,0.4640555679798126,1.542503833770752,10,0.0001,10,1
72,0.46355554461479187,1.542067527770996,10,0.0001,10,1
73,0.45899999141693115,1.5569053888320923,10,0.0001,10,1
74,0.4627777636051178,1.5499284267425537,10,0.0001,10,1
75,0.4605555534362793,1.5627388954162598,10,0.0001,10,1
76,0.4625888764858246,1.5671701431274414,10,0.0001,10,1
77,0.46541109681129456,1.5567151308059692,10,0.0001,10,1
78,0.4670777916908264,1.5544672012329102,10,0.0001,10,1
79,0.4650111198425293,1.5668004751205444,10,0.0001,10,1
80,0.4658111035823822,1.5590057373046875,10,0.0001,10,1
81,0.4630333185195923,1.572710633277893,10,0.0001,10,1
82,0.4644777774810791,1.5789443254470825,10,0.0001,10,1
83,0.46248888969421387,1.5829956531524658,10,0.0001,10,1
84,0.4650111198425293,1.5749331712722778,10,0.0001,10,1
85,0.4630777835845947,1.5778355598449707,10,0.0001,10,1
86,0.4635666608810425,1.5860824584960938,10,0.0001,10,1
87,0.4638333320617676,1.6012014150619507,10,0.0001,10,1
88,0.46487778425216675,1.5893281698226929,10,0.0001,10,1
89,0.4630777835845947,1.5978575944900513,10,0.0001,10,1
90,0.4637777805328369,1.5972058773040771,10,0.0001,10,1
91,0.46131110191345215,1.6090421676635742,10,0.0001,10,1
92,0.4621444344520569,1.6068395376205444,10,0.0001,10,1
93,0.4650000035762787,1.6070902347564697,10,0.0001,10,1
94,0.4671666622161865,1.5906555652618408,10,0.0001,10,1
95,0.4667888879776001,1.5998284816741943,10,0.0001,10,1
96,0.4660555422306061,1.596928596496582,10,0.0001,10,1
97,0.4668000042438507,1.5999562740325928,10,0.0001,10,1
98,0.4674000144004822,1.6012420654296875,10,0.0001,10,1
99,0.4641999900341034,1.6269919872283936,10,0.0001,10,1
