round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.3192000091075897,2.0909321308135986,10,0.01,10,1
1,0.7008000016212463,0.9901602268218994,10,0.01,10,1
2,0.7821000218391418,0.6686854958534241,10,0.01,10,1
3,0.83160001039505,0.48998409509658813,10,0.01,10,1
4,0.8641999959945679,0.4082053601741791,10,0.01,10,1
5,0.8840000033378601,0.3601495921611786,10,0.01,10,1
6,0.8980000019073486,0.3270392417907715,10,0.01,10,1
7,0.9061999917030334,0.3033125400543213,10,0.01,10,1
8,0.9115999937057495,0.284641295671463,10,0.01,10,1
9,0.9172000288963318,0.2696346044540405,10,0.01,10,1
10,0.9207000136375427,0.25637567043304443,10,0.01,10,1
11,0.925599992275238,0.24369609355926514,10,0.01,10,1
12,0.9291999936103821,0.23324733972549438,10,0.01,10,1
13,0.9327999949455261,0.22359813749790192,10,0.01,10,1
14,0.9362000226974487,0.2152950018644333,10,0.01,10,1
15,0.9380000233650208,0.207716703414917,10,0.01,10,1
16,0.9397000074386597,0.20108887553215027,10,0.01,10,1
17,0.941100001335144,0.19492967426776886,10,0.01,10,1
18,0.9424999952316284,0.19000688195228577,10,0.01,10,1
19,0.9433000087738037,0.1847163587808609,10,0.01,10,1
20,0.9448999762535095,0.18022865056991577,10,0.01,10,1
21,0.9469000101089478,0.17651037871837616,10,0.01,10,1
22,0.948199987411499,0.17313916981220245,10,0.01,10,1
23,0.9495000243186951,0.1701434999704361,10,0.01,10,1
24,0.9501000046730042,0.1676206886768341,10,0.01,10,1
25,0.9513000249862671,0.1654265820980072,10,0.01,10,1
26,0.9523000121116638,0.16360187530517578,10,0.01,10,1
27,0.953000009059906,0.16224095225334167,10,0.01,10,1
28,0.9537000060081482,0.1612975001335144,10,0.01,10,1
29,0.9545000195503235,0.1603471338748932,10,0.01,10,1
30,0.9552000164985657,0.1598362773656845,10,0.01,10,1
31,0.955299973487854,0.1592739373445511,10,0.01,10,1
32,0.9563000202178955,0.15885859727859497,10,0.01,10,1
33,0.9564999938011169,0.1584087461233139,10,0.01,10,1
34,0.9567000269889832,0.15800239145755768,10,0.01,10,1
35,0.9570000171661377,0.1578376591205597,10,0.01,10,1
36,0.9567999839782715,0.15761175751686096,10,0.01,10,1
37,0.9569000005722046,0.15765045583248138,10,0.01,10,1
38,0.9571999907493591,0.15780742466449738,10,0.01,10,1
39,0.957099974155426,0.15802206099033356,10,0.01,10,1
40,0.9574999809265137,0.15786893665790558,10,0.01,10,1
41,0.9573000073432922,0.15813130140304565,10,0.01,10,1
42,0.9578999876976013,0.15823359787464142,10,0.01,10,1
43,0.9585999846458435,0.15875713527202606,10,0.01,10,1
44,0.9589999914169312,0.15908117592334747,10,0.01,10,1
45,0.9591000080108643,0.1593414843082428,10,0.01,10,1
46,0.9592999815940857,0.16009975969791412,10,0.01,10,1
47,0.9595999717712402,0.1608542650938034,10,0.01,10,1
48,0.9599000215530396,0.1618131697177887,10,0.01,10,1
49,0.9603999853134155,0.16266277432441711,10,0.01,10,1
50,0.9605000019073486,0.16353926062583923,10,0.01,10,1
51,0.9606999754905701,0.16422511637210846,10,0.01,10,1
52,0.9609000086784363,0.1651221066713333,10,0.01,10,1
53,0.9607999920845032,0.16601885855197906,10,0.01,10,1
54,0.9607999920845032,0.16705664992332458,10,0.01,10,1
55,0.9609000086784363,0.16807390749454498,10,0.01,10,1
56,0.9606999754905701,0.16912168264389038,10,0.01,10,1
57,0.9605000019073486,0.17028532922267914,10,0.01,10,1
58,0.9610999822616577,0.17138387262821198,10,0.01,10,1
59,0.9610999822616577,0.17261460423469543,10,0.01,10,1
60,0.9610000252723694,0.17372390627861023,10,0.01,10,1
61,0.9614999890327454,0.1750248223543167,10,0.01,10,1
62,0.9613000154495239,0.17625777423381805,10,0.01,10,1
63,0.9614999890327454,0.17754557728767395,10,0.01,10,1
64,0.9613000154495239,0.17883378267288208,10,0.01,10,1
65,0.9613000154495239,0.1801910698413849,10,0.01,10,1
66,0.9613000154495239,0.18152152001857758,10,0.01,10,1
67,0.9614999890327454,0.18290510773658752,10,0.01,10,1
68,0.9613999724388123,0.18430723249912262,10,0.01,10,1
69,0.9614999890327454,0.1856742650270462,10,0.01,10,1
70,0.9613999724388123,0.1870960146188736,10,0.01,10,1
71,0.9611999988555908,0.18855345249176025,10,0.01,10,1
72,0.9614999890327454,0.18999040126800537,10,0.01,10,1
73,0.9610000252723694,0.19144511222839355,10,0.01,10,1
74,0.9610000252723694,0.19293315708637238,10,0.01,10,1
75,0.9610999822616577,0.19440443813800812,10,0.01,10,1
76,0.9610999822616577,0.1958875209093094,10,0.01,10,1
77,0.9607999920845032,0.19733713567256927,10,0.01,10,1
78,0.9607999920845032,0.1987975537776947,10,0.01,10,1
79,0.9605000019073486,0.20029732584953308,10,0.01,10,1
80,0.9606000185012817,0.20168891549110413,10,0.01,10,1
81,0.9603999853134155,0.20314070582389832,10,0.01,10,1
82,0.9606000185012817,0.20463889837265015,10,0.01,10,1
83,0.9606000185012817,0.20603913068771362,10,0.01,10,1
84,0.9606999754905701,0.2074912041425705,10,0.01,10,1
85,0.9606000185012817,0.20890812575817108,10,0.01,10,1
86,0.9606000185012817,0.21038417518138885,10,0.01,10,1
87,0.9602000117301941,0.2118227779865265,10,0.01,10,1
88,0.960099995136261,0.213270902633667,10,0.01,10,1
89,0.9603000283241272,0.21472665667533875,10,0.01,10,1
90,0.9605000019073486,0.21613650023937225,10,0.01,10,1
91,0.9606999754905701,0.21747468411922455,10,0.01,10,1
92,0.9606000185012817,0.2188439667224884,10,0.01,10,1
93,0.9603000283241272,0.22022299468517303,10,0.01,10,1
94,0.9603000283241272,0.22155585885047913,10,0.01,10,1
95,0.9602000117301941,0.22284884750843048,10,0.01,10,1
96,0.9603000283241272,0.22409489750862122,10,0.01,10,1
97,0.9605000019073486,0.22543852031230927,10,0.01,10,1
98,0.9605000019073486,0.22671322524547577,10,0.01,10,1
99,0.9603999853134155,0.22793960571289062,10,0.01,10,1
