round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.416200012,2.214561939,10,0.01,10,1
1,0.673900008,1.363803983,10,0.01,10,1
2,0.827199996,1.65658462,10,0.01,10,1
3,0.703299999,1.512973309,10,0.01,10,1
4,0.844699979,1.552687764,10,0.01,10,1
5,0.736299992,1.506366491,10,0.01,10,1
6,0.851599991,1.499766469,10,0.01,10,1
7,0.763499975,1.483062625,10,0.01,10,1
8,0.863099992,1.455980659,10,0.01,10,1
9,0.784200013,1.456536174,10,0.01,10,1
10,0.876699984,1.417333126,10,0.01,10,1
11,0.798099995,1.430297971,10,0.01,10,1
12,0.888899982,1.383984327,10,0.01,10,1
13,0.810100019,1.403873682,10,0.01,10,1
14,0.899299979,1.353996992,10,0.01,10,1
15,0.823899984,1.378165722,10,0.01,10,1
16,0.907000005,1.327238321,10,0.01,10,1
17,0.836799979,1.353588939,10,0.01,10,1
18,0.913699985,1.302617311,10,0.01,10,1
19,0.850300014,1.329087257,10,0.01,10,1
20,0.918900013,1.279376268,10,0.01,10,1
21,0.859899998,1.304461837,10,0.01,10,1
22,0.923399985,1.25586617,10,0.01,10,1
23,0.868200004,1.280746937,10,0.01,10,1
24,0.925499976,1.233059049,10,0.01,10,1
25,0.876900017,1.257392883,10,0.01,10,1
26,0.9296,1.211246133,10,0.01,10,1
27,0.882000029,1.234666348,10,0.01,10,1
28,0.931299984,1.189848304,10,0.01,10,1
29,0.888499975,1.211875677,10,0.01,10,1
30,0.933300018,1.16852808,10,0.01,10,1
31,0.895799994,1.189654708,10,0.01,10,1
32,0.934499979,1.148594022,10,0.01,10,1
33,0.900300026,1.169661045,10,0.01,10,1
34,0.934899986,1.130087376,10,0.01,10,1
35,0.903900027,1.149298787,10,0.01,10,1
36,0.934800029,1.112578273,10,0.01,10,1
37,0.907999992,1.130174756,10,0.01,10,1
38,0.935000002,1.095201373,10,0.01,10,1
39,0.910600007,1.111938119,10,0.01,10,1
40,0.935400009,1.078592539,10,0.01,10,1
41,0.915199995,1.092928171,10,0.01,10,1
42,0.934599996,1.062421203,10,0.01,10,1
43,0.91930002,1.075071454,10,0.01,10,1
44,0.933799982,1.046998382,10,0.01,10,1
45,0.92110002,1.057913303,10,0.01,10,1
46,0.933399975,1.032569766,10,0.01,10,1
47,0.924000025,1.040827632,10,0.01,10,1
48,0.933700025,1.01703465,10,0.01,10,1
49,0.926400006,1.026091933,10,0.01,10,1
50,0.934000015,1.004048944,10,0.01,10,1
51,0.928499997,1.011305213,10,0.01,10,1
52,0.935100019,0.987830281,10,0.01,10,1
53,0.930100024,0.997303426,10,0.01,10,1
54,0.936500013,0.971217871,10,0.01,10,1
55,0.932600021,0.978134692,10,0.01,10,1
56,0.935899973,0.963955343,10,0.01,10,1
57,0.934899986,0.961336315,10,0.01,10,1
58,0.935599983,0.954835176,10,0.01,10,1
59,0.935299993,0.946049511,10,0.01,10,1
60,0.933300018,0.948397875,10,0.01,10,1
61,0.934700012,0.933338463,10,0.01,10,1
62,0.932200015,0.938519895,10,0.01,10,1
63,0.93599999,0.91959089,10,0.01,10,1
64,0.930999994,0.932083428,10,0.01,10,1
65,0.934899986,0.909868956,10,0.01,10,1
66,0.932200015,0.919089079,10,0.01,10,1
67,0.933600008,0.898611426,10,0.01,10,1
68,0.931299984,0.910845339,10,0.01,10,1
69,0.932600021,0.887882888,10,0.01,10,1
70,0.932299972,0.89896369,10,0.01,10,1
71,0.932500005,0.873760521,10,0.01,10,1
72,0.931299984,0.889792383,10,0.01,10,1
73,0.934000015,0.864574313,10,0.01,10,1
74,0.933399975,0.877594233,10,0.01,10,1
75,0.933399975,0.854641795,10,0.01,10,1
76,0.933799982,0.87177372,10,0.01,10,1
77,0.933300018,0.844674706,10,0.01,10,1
78,0.933000028,0.866216421,10,0.01,10,1
79,0.931500018,0.834523618,10,0.01,10,1
80,0.931999981,0.862235427,10,0.01,10,1
81,0.930000007,0.826532006,10,0.01,10,1
82,0.931999981,0.855600655,10,0.01,10,1
83,0.929700017,0.817785263,10,0.01,10,1
84,0.930800021,0.849115133,10,0.01,10,1
85,0.930400014,0.810802102,10,0.01,10,1
86,0.930400014,0.845116496,10,0.01,10,1
87,0.930499971,0.802480042,10,0.01,10,1
88,0.930400014,0.840108097,10,0.01,10,1
89,0.930499971,0.794366539,10,0.01,10,1
90,0.923600018,0.842571497,10,0.01,10,1
91,0.926699996,0.788994372,10,0.01,10,1
92,0.912299991,0.851305842,10,0.01,10,1
93,0.924199998,0.787850022,10,0.01,10,1
94,0.921599984,0.840872943,10,0.01,10,1
95,0.923600018,0.784795523,10,0.01,10,1
96,0.914200008,0.845602751,10,0.01,10,1
97,0.91960001,0.782031417,10,0.01,10,1
98,0.916000009,0.842583776,10,0.01,10,1
99,0.9199,0.776356816,10,0.01,10,1
