round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.1257999986410141,2.299028158187866,10,0.0001,10,1
1,0.16009999811649323,2.297436475753784,10,0.0001,10,1
2,0.23149999976158142,2.2710537910461426,10,0.0001,10,1
3,0.13249999284744263,2.2823474407196045,10,0.0001,10,1
4,0.274399995803833,2.2578389644622803,10,0.0001,10,1
5,0.19939999282360077,2.2708122730255127,10,0.0001,10,1
6,0.2971999943256378,2.24814772605896,10,0.0001,10,1
7,0.21709999442100525,2.262035608291626,10,0.0001,10,1
8,0.3068999946117401,2.243082284927368,10,0.0001,10,1
9,0.21060000360012054,2.257751941680908,10,0.0001,10,1
10,0.30709999799728394,2.240873336791992,10,0.0001,10,1
11,0.21649999916553497,2.25109601020813,10,0.0001,10,1
12,0.3100999891757965,2.2360856533050537,10,0.0001,10,1
13,0.21739999949932098,2.248335838317871,10,0.0001,10,1
14,0.3100999891757965,2.2337965965270996,10,0.0001,10,1
15,0.2305999994277954,2.2437472343444824,10,0.0001,10,1
16,0.298799991607666,2.2314391136169434,10,0.0001,10,1
17,0.24250000715255737,2.239605188369751,10,0.0001,10,1
18,0.2973000109195709,2.22704815864563,10,0.0001,10,1
19,0.25220000743865967,2.2384073734283447,10,0.0001,10,1
20,0.2831000089645386,2.223759174346924,10,0.0001,10,1
21,0.2498999983072281,2.2328836917877197,10,0.0001,10,1
22,0.2793000042438507,2.222752332687378,10,0.0001,10,1
23,0.24979999661445618,2.2359063625335693,10,0.0001,10,1
24,0.2793000042438507,2.2171847820281982,10,0.0001,10,1
25,0.25429999828338623,2.2327721118927,10,0.0001,10,1
26,0.2689000070095062,2.2193398475646973,10,0.0001,10,1
27,0.25839999318122864,2.2293715476989746,10,0.0001,10,1
28,0.2676999866962433,2.218247175216675,10,0.0001,10,1
29,0.25279998779296875,2.2253692150115967,10,0.0001,10,1
30,0.26510000228881836,2.216878890991211,10,0.0001,10,1
31,0.263700008392334,2.2218716144561768,10,0.0001,10,1
32,0.25760000944137573,2.2143192291259766,10,0.0001,10,1
33,0.2572000026702881,2.2174532413482666,10,0.0001,10,1
34,0.25029999017715454,2.2109766006469727,10,0.0001,10,1
35,0.24889999628067017,2.218827247619629,10,0.0001,10,1
36,0.24379999935626984,2.209667921066284,10,0.0001,10,1
37,0.24979999661445618,2.21647572517395,10,0.0001,10,1
38,0.24459999799728394,2.207742214202881,10,0.0001,10,1
39,0.24500000476837158,2.215482711791992,10,0.0001,10,1
40,0.25369998812675476,2.2055680751800537,10,0.0001,10,1
41,0.257999986410141,2.2137625217437744,10,0.0001,10,1
42,0.2615000009536743,2.2052462100982666,10,0.0001,10,1
43,0.26089999079704285,2.211376667022705,10,0.0001,10,1
44,0.27000001072883606,2.200556755065918,10,0.0001,10,1
45,0.25270000100135803,2.2117667198181152,10,0.0001,10,1
46,0.26589998602867126,2.201265811920166,10,0.0001,10,1
