round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.2992999851703644,2.126514434814453,10,0.0001,10,1
1,0.3222000002861023,1.8738833665847778,10,0.0001,10,1
2,0.34439998865127563,1.7692785263061523,10,0.0001,10,1
3,0.37310001254081726,1.697007179260254,10,0.0001,10,1
4,0.3962000012397766,1.6356533765792847,10,0.0001,10,1
5,0.4169999957084656,1.596281886100769,10,0.0001,10,1
6,0.4350000023841858,1.5643624067306519,10,0.0001,10,1
7,0.43650001287460327,1.545282244682312,10,0.0001,10,1
8,0.4553000032901764,1.5051432847976685,10,0.0001,10,1
9,0.46219998598098755,1.4890217781066895,10,0.0001,10,1
10,0.4666999876499176,1.469651460647583,10,0.0001,10,1
11,0.46779999136924744,1.4671651124954224,10,0.0001,10,1
12,0.4715000092983246,1.4454078674316406,10,0.0001,10,1
13,0.4742000102996826,1.4483201503753662,10,0.0001,10,1
14,0.48420000076293945,1.4154764413833618,10,0.0001,10,1
15,0.4803999960422516,1.4119244813919067,10,0.0001,10,1
16,0.4763999879360199,1.4090229272842407,10,0.0001,10,1
17,0.4771000146865845,1.4157767295837402,10,0.0001,10,1
18,0.4875999987125397,1.3902682065963745,10,0.0001,10,1
19,0.4902999997138977,1.3876410722732544,10,0.0001,10,1
20,0.48829999566078186,1.3912650346755981,10,0.0001,10,1
21,0.487199991941452,1.382922887802124,10,0.0001,10,1
22,0.491100013256073,1.3789891004562378,10,0.0001,10,1
23,0.492000013589859,1.3786267042160034,10,0.0001,10,1
24,0.4973999857902527,1.3649325370788574,10,0.0001,10,1
25,0.4893999993801117,1.3812997341156006,10,0.0001,10,1
26,0.4970000088214874,1.3700248003005981,10,0.0001,10,1
27,0.4982999861240387,1.3711436986923218,10,0.0001,10,1
28,0.5030999779701233,1.3638582229614258,10,0.0001,10,1
29,0.5031999945640564,1.3626585006713867,10,0.0001,10,1
30,0.499099999666214,1.3651881217956543,10,0.0001,10,1
31,0.5074999928474426,1.3536282777786255,10,0.0001,10,1
32,0.5065000057220459,1.3605186939239502,10,0.0001,10,1
33,0.5156000256538391,1.3542269468307495,10,0.0001,10,1
34,0.5170000195503235,1.351548671722412,10,0.0001,10,1
35,0.5177000164985657,1.3606176376342773,10,0.0001,10,1
36,0.5145999789237976,1.3691941499710083,10,0.0001,10,1
37,0.5157999992370605,1.36748468875885,10,0.0001,10,1
38,0.5216000080108643,1.3560084104537964,10,0.0001,10,1
39,0.51910001039505,1.3771065473556519,10,0.0001,10,1
40,0.5144000053405762,1.3707385063171387,10,0.0001,10,1
41,0.5163000226020813,1.393173098564148,10,0.0001,10,1
42,0.5206999778747559,1.3553993701934814,10,0.0001,10,1
43,0.5252000093460083,1.353644609451294,10,0.0001,10,1
44,0.5188999772071838,1.368513584136963,10,0.0001,10,1
45,0.5310999751091003,1.3644633293151855,10,0.0001,10,1
46,0.5275999903678894,1.3758885860443115,10,0.0001,10,1
47,0.5278000235557556,1.3670037984848022,10,0.0001,10,1
48,0.5321999788284302,1.3681660890579224,10,0.0001,10,1
49,0.5331000089645386,1.3567720651626587,10,0.0001,10,1
50,0.5342000126838684,1.3632506132125854,10,0.0001,10,1
51,0.5327000021934509,1.3458178043365479,10,0.0001,10,1
52,0.5321999788284302,1.3635315895080566,10,0.0001,10,1
53,0.5325000286102295,1.3812201023101807,10,0.0001,10,1
54,0.5322999954223633,1.3860703706741333,10,0.0001,10,1
55,0.5378999710083008,1.3511250019073486,10,0.0001,10,1
56,0.5371000170707703,1.3730767965316772,10,0.0001,10,1
57,0.534600019454956,1.3846707344055176,10,0.0001,10,1
58,0.5371999740600586,1.3912479877471924,10,0.0001,10,1
59,0.5347999930381775,1.3940523862838745,10,0.0001,10,1
60,0.5371999740600586,1.3738006353378296,10,0.0001,10,1
61,0.5393000245094299,1.37330961227417,10,0.0001,10,1
62,0.5357000231742859,1.3896878957748413,10,0.0001,10,1
63,0.5378999710083008,1.393670678138733,10,0.0001,10,1
64,0.5401999950408936,1.4113986492156982,10,0.0001,10,1
65,0.5400999784469604,1.4382318258285522,10,0.0001,10,1
66,0.5404999852180481,1.4080876111984253,10,0.0001,10,1
67,0.5432999730110168,1.3960264921188354,10,0.0001,10,1
68,0.5443000197410583,1.375139594078064,10,0.0001,10,1
69,0.5442000031471252,1.4092261791229248,10,0.0001,10,1
70,0.5404999852180481,1.4548622369766235,10,0.0001,10,1
71,0.5418000221252441,1.397917628288269,10,0.0001,10,1
72,0.5419999957084656,1.4035916328430176,10,0.0001,10,1
73,0.5428000092506409,1.4361271858215332,10,0.0001,10,1
74,0.5475000143051147,1.4063998460769653,10,0.0001,10,1
75,0.544700026512146,1.4415416717529297,10,0.0001,10,1
76,0.5440000295639038,1.4377233982086182,10,0.0001,10,1
77,0.5478000044822693,1.4252359867095947,10,0.0001,10,1
78,0.5393999814987183,1.4687470197677612,10,0.0001,10,1
79,0.545199990272522,1.4589881896972656,10,0.0001,10,1
80,0.54830002784729,1.4407260417938232,10,0.0001,10,1
81,0.5442000031471252,1.4512858390808105,10,0.0001,10,1
82,0.5496000051498413,1.4576600790023804,10,0.0001,10,1
83,0.5485000014305115,1.4864469766616821,10,0.0001,10,1
84,0.5468000173568726,1.4510231018066406,10,0.0001,10,1
85,0.5512999892234802,1.4457275867462158,10,0.0001,10,1
86,0.5454999804496765,1.4936882257461548,10,0.0001,10,1
87,0.5471000075340271,1.4766467809677124,10,0.0001,10,1
88,0.5480999946594238,1.4873923063278198,10,0.0001,10,1
89,0.5462999939918518,1.516600251197815,10,0.0001,10,1
90,0.5460000038146973,1.555370569229126,10,0.0001,10,1
91,0.5424000024795532,1.579879641532898,10,0.0001,10,1
92,0.5446000099182129,1.5466625690460205,10,0.0001,10,1
93,0.5530999898910522,1.5058515071868896,10,0.0001,10,1
94,0.5515000224113464,1.5502299070358276,10,0.0001,10,1
95,0.5512999892234802,1.5193029642105103,10,0.0001,10,1
96,0.5454999804496765,1.565066933631897,10,0.0001,10,1
97,0.5483999848365784,1.5663143396377563,10,0.0001,10,1
98,0.5496000051498413,1.5587241649627686,10,0.0001,10,1
99,0.5590000152587891,1.5259678363800049,10,0.0001,10,1
100,0.5525000095367432,1.5596418380737305,10,0.0001,10,1
101,0.5504000186920166,1.5741628408432007,10,0.0001,10,1
102,0.5511000156402588,1.5888150930404663,10,0.0001,10,1
103,0.5479000210762024,1.6557788848876953,10,0.0001,10,1
104,0.5529000163078308,1.5792629718780518,10,0.0001,10,1
105,0.5548999905586243,1.5600072145462036,10,0.0001,10,1
106,0.5529000163078308,1.597454309463501,10,0.0001,10,1
107,0.5489000082015991,1.6495109796524048,10,0.0001,10,1
108,0.5497999787330627,1.6375064849853516,10,0.0001,10,1
109,0.5482000112533569,1.6274296045303345,10,0.0001,10,1
110,0.5501999855041504,1.6370928287506104,10,0.0001,10,1
111,0.5546000003814697,1.6217132806777954,10,0.0001,10,1
112,0.5569000244140625,1.6057279109954834,10,0.0001,10,1
113,0.5570999979972839,1.6104120016098022,10,0.0001,10,1
114,0.5582000017166138,1.5771533250808716,10,0.0001,10,1
115,0.553600013256073,1.5893959999084473,10,0.0001,10,1
116,0.5558000206947327,1.6031707525253296,10,0.0001,10,1
117,0.5516999959945679,1.6494543552398682,10,0.0001,10,1
118,0.5557000041007996,1.6411083936691284,10,0.0001,10,1
119,0.5593000054359436,1.6260945796966553,10,0.0001,10,1
120,0.5508999824523926,1.6666693687438965,10,0.0001,10,1
121,0.5526000261306763,1.6710413694381714,10,0.0001,10,1
122,0.553600013256073,1.6704089641571045,10,0.0001,10,1
123,0.5496000051498413,1.709091067314148,10,0.0001,10,1
124,0.5541999936103821,1.7029699087142944,10,0.0001,10,1
125,0.5591999888420105,1.6514911651611328,10,0.0001,10,1
126,0.5541999936103821,1.6838024854660034,10,0.0001,10,1
127,0.5525000095367432,1.69400155544281,10,0.0001,10,1
128,0.5570999979972839,1.6801882982254028,10,0.0001,10,1
129,0.5516999959945679,1.7130696773529053,10,0.0001,10,1
130,0.5591999888420105,1.6448837518692017,10,0.0001,10,1
131,0.557699978351593,1.6926994323730469,10,0.0001,10,1
132,0.5598999857902527,1.6698215007781982,10,0.0001,10,1
133,0.5587000250816345,1.6767691373825073,10,0.0001,10,1
134,0.5645999908447266,1.6460111141204834,10,0.0001,10,1
135,0.5600000023841858,1.6894750595092773,10,0.0001,10,1
136,0.560699999332428,1.6675902605056763,10,0.0001,10,1
137,0.5564000010490417,1.695845365524292,10,0.0001,10,1
138,0.5561000108718872,1.7488962411880493,10,0.0001,10,1
139,0.5532000064849854,1.7804138660430908,10,0.0001,10,1
140,0.5562999844551086,1.7655158042907715,10,0.0001,10,1
141,0.555899977684021,1.7836105823516846,10,0.0001,10,1
142,0.5573999881744385,1.757193922996521,10,0.0001,10,1
143,0.5582000017166138,1.7257773876190186,10,0.0001,10,1
144,0.5622000098228455,1.6921658515930176,10,0.0001,10,1
145,0.5580999851226807,1.7278281450271606,10,0.0001,10,1
146,0.5557000041007996,1.7449225187301636,10,0.0001,10,1
147,0.557699978351593,1.7093260288238525,10,0.0001,10,1
148,0.5575000047683716,1.7461414337158203,10,0.0001,10,1
149,0.5530999898910522,1.7595704793930054,10,0.0001,10,1
150,0.5575000047683716,1.7300736904144287,10,0.0001,10,1
151,0.5637999773025513,1.7373132705688477,10,0.0001,10,1
152,0.5598000288009644,1.746135950088501,10,0.0001,10,1
153,0.5593000054359436,1.762643575668335,10,0.0001,10,1
154,0.5637000203132629,1.7133513689041138,10,0.0001,10,1
155,0.5663999915122986,1.7282911539077759,10,0.0001,10,1
156,0.5602999925613403,1.7865959405899048,10,0.0001,10,1
157,0.5597000122070312,1.755950927734375,10,0.0001,10,1
158,0.5579000115394592,1.7750738859176636,10,0.0001,10,1
159,0.5568000078201294,1.80160391330719,10,0.0001,10,1
160,0.5569999814033508,1.836487054824829,10,0.0001,10,1
161,0.5557000041007996,1.7849066257476807,10,0.0001,10,1
162,0.5566999912261963,1.791155219078064,10,0.0001,10,1
163,0.5627999901771545,1.766979694366455,10,0.0001,10,1
164,0.5569000244140625,1.814749002456665,10,0.0001,10,1
165,0.5631999969482422,1.762431025505066,10,0.0001,10,1
166,0.555899977684021,1.803403377532959,10,0.0001,10,1
167,0.5590000152587891,1.780060887336731,10,0.0001,10,1
168,0.557699978351593,1.7875193357467651,10,0.0001,10,1
169,0.5562999844551086,1.7946693897247314,10,0.0001,10,1
170,0.5644000172615051,1.7385642528533936,10,0.0001,10,1
171,0.5622000098228455,1.7814220190048218,10,0.0001,10,1
172,0.5584999918937683,1.7909189462661743,10,0.0001,10,1
173,0.5608999729156494,1.7750886678695679,10,0.0001,10,1
174,0.5616999864578247,1.8075428009033203,10,0.0001,10,1
175,0.5608999729156494,1.8227291107177734,10,0.0001,10,1
176,0.5597000122070312,1.8278076648712158,10,0.0001,10,1
177,0.5608999729156494,1.8114277124404907,10,0.0001,10,1
178,0.5651999711990356,1.762993335723877,10,0.0001,10,1
179,0.5613999962806702,1.8418996334075928,10,0.0001,10,1
180,0.5587000250816345,1.8329334259033203,10,0.0001,10,1
181,0.5566999912261963,1.8677488565444946,10,0.0001,10,1
182,0.5576000213623047,1.854490041732788,10,0.0001,10,1
183,0.5626000165939331,1.845808744430542,10,0.0001,10,1
184,0.5630999803543091,1.8385851383209229,10,0.0001,10,1
185,0.5597000122070312,1.8506449460983276,10,0.0001,10,1
186,0.5555999875068665,1.882218599319458,10,0.0001,10,1
187,0.5573999881744385,1.8439533710479736,10,0.0001,10,1
188,0.5557000041007996,1.8774423599243164,10,0.0001,10,1
189,0.5569000244140625,1.8184291124343872,10,0.0001,10,1
190,0.5598000288009644,1.8277872800827026,10,0.0001,10,1
191,0.5575000047683716,1.8255449533462524,10,0.0001,10,1
192,0.5630000233650208,1.847948670387268,10,0.0001,10,1
193,0.5597000122070312,1.8236335515975952,10,0.0001,10,1
194,0.5619999766349792,1.8616254329681396,10,0.0001,10,1
195,0.555899977684021,1.8569329977035522,10,0.0001,10,1
196,0.5577999949455261,1.8703824281692505,10,0.0001,10,1
197,0.5615000128746033,1.8437340259552002,10,0.0001,10,1
198,0.5601999759674072,1.883405089378357,10,0.0001,10,1
199,0.5541999936103821,1.9453035593032837,10,0.0001,10,1
