communication_round,internal_round,method,seed,global_test_accuracy,global_test_loss,training_loss,aggregation_time_seconds,aggregation_core_time_seconds,canonicalization_time_seconds,activation_collection_time_seconds,heldout_activation_collection_time_seconds,activation_score_time_seconds,full_rank_probe_relative_error,maximum_core_reconstruction_error,extra_server_time_seconds,prefix_test_accuracy_r1,prefix_test_loss_r1,prefix_test_accuracy_r2,prefix_test_loss_r2,prefix_test_accuracy_r4,prefix_test_loss_r4,prefix_test_accuracy_r8,prefix_test_loss_r8,mean_functional_error_calibration_r1,weighted_functional_error_calibration_r1,mean_functional_error_heldout_r1,weighted_functional_error_heldout_r1,mean_weight_error_r1,weighted_weight_error_r1,mean_overlap_r1,mean_reorder_rate_r1,mean_functional_error_calibration_r2,weighted_functional_error_calibration_r2,mean_functional_error_heldout_r2,weighted_functional_error_heldout_r2,mean_weight_error_r2,weighted_weight_error_r2,mean_overlap_r2,mean_reorder_rate_r2,mean_functional_error_calibration_r4,weighted_functional_error_calibration_r4,mean_functional_error_heldout_r4,weighted_functional_error_heldout_r4,mean_weight_error_r4,weighted_weight_error_r4,mean_overlap_r4,mean_reorder_rate_r4,mean_functional_error_calibration_r8,weighted_functional_error_calibration_r8,mean_functional_error_heldout_r8,weighted_functional_error_heldout_r8,mean_weight_error_r8,weighted_weight_error_r8,mean_overlap_r8,mean_reorder_rate_r8,total_round_time_seconds
11,10,rbla_cc_activation,44,0.9055,0.26880849463939666,4.689106311000947,0.011758199892938137,0.006566199939697981,0.004222800023853779,0.014911400037817657,0.08257480000611395,0.0012812999775633216,8.50634199198223e-07,7.149496923375409e-07,0.019134200061671436,0.108,474.6343505859375,0.2946,53.2261241027832,0.5793,8.9171935546875,0.9203,0.31147711331546307,0.783121555517317,0.8448390605693309,0.7858495900832231,0.8430798979987741,0.7830091537321087,0.8307964010356272,0.6666666666666666,0.33333333333333337,0.6034078680695089,0.6976524438066014,0.6023968526023867,0.7026078484234682,0.6006194915541201,0.6921368836266355,0.8333333333333334,0.16666666666666663,0.36968826955482753,0.4610644788186858,0.3563122622379837,0.4532829030547937,0.35708215888879263,0.45012923849586167,0.8333333333333334,0.16666666666666663,0.11136604941275606,0.18808102236325985,0.1128231600894183,0.19073152622707795,0.12403099606059857,0.21415740337486186,0.875,0.125,16.221607799991034
12,11,rbla_cc_activation,44,0.8926,0.3185672257423401,1.4958077464153423,0.010972200077958405,0.005909899948164821,0.004050299990922213,0.016958900028839707,0.07800309988670051,0.0012758999364450574,7.616243502664631e-07,6.065272941668809e-07,0.02100920001976192,0.0934,263.60464521484374,0.2689,53.265434655761716,0.5553,7.44994702911377,0.9228,0.2768430088490248,0.7904401262817906,0.8393147105314647,0.7897968362032013,0.8351299256060393,0.7998956504416492,0.8439189803187123,0.3333333333333333,0.6666666666666667,0.5958231779190696,0.6905837960138209,0.5904726179837594,0.6868197724335425,0.5969712981195198,0.6746538020543501,1.0,0.0,0.3616601065564356,0.4543608629327983,0.35695338966213025,0.4497778413106495,0.4257160202813887,0.49378967279861025,0.75,0.25,0.11946201960270264,0.20055055264466126,0.12008207188248358,0.20247190159516346,0.1389622564633131,0.22558341932577566,0.8333333333333334,0.16666666666666663,16.52782840002328
13,12,rbla_cc_activation,44,0.8952,0.3028133182287216,0.8180672339256322,0.012011999962851405,0.00625840004067868,0.004620600026100874,0.01745639997534454,0.08005500002764165,0.0014576000394299626,9.60664015885821e-07,8.351453288923949e-07,0.022077000001445413,0.1297,201.60222133789063,0.195,33.16539432373047,0.5277,8.856438227844238,0.9192,0.3126042809665203,0.7937397682526371,0.8429812627224259,0.7914634395802631,0.836645965044364,0.8033223187614479,0.8462117925356671,0.3333333333333333,0.6666666666666667,0.6018434057165328,0.6955272064567736,0.5956584765269883,0.6905437869574992,0.6027563260836585,0.6787447931803792,1.0,0.0,0.3596606317333655,0.45569862048894544,0.3570509258215431,0.4521140871290293,0.4339902474412069,0.5014540748364685,0.75,0.25,0.12200911093073684,0.20197224367694333,0.12299696451459076,0.20521592235365985,0.146534047864279,0.2362542234433286,0.8333333333333334,0.16666666666666663,16.22246499999892
14,13,rbla_cc_activation,44,0.906,0.26871217596530916,0.722150720936221,0.012758000055328012,0.006126199965365231,0.004949799971655011,0.01665030000731349,0.09562140004709363,0.0016872999258339405,7.765710062273382e-07,6.591016585844045e-07,0.0216000999789685,0.1113,301.184478125,0.1821,44.670248889160156,0.5106,9.635123016357422,0.9059,0.321364438855648,0.7952926684288676,0.8406327533524702,0.7877052109182939,0.8342094084058952,0.8184154469243325,0.8491320488531177,0.0,1.0,0.6013835756410484,0.6894770497229955,0.5964466385805371,0.6853911292370931,0.6837088719900152,0.7407739676025916,0.8333333333333334,0.16666666666666663,0.36525284846187206,0.4558158414680789,0.3626358964214668,0.4520728730691338,0.44216207939034374,0.5077125537284659,0.75,0.25,0.12856374175256377,0.21123391977078637,0.1287574457893865,0.2139326717543028,0.15366369917880143,0.2486721506811034,0.8333333333333334,0.16666666666666663,16.053657799959183
15,14,rbla_cc_activation,44,0.8958,0.3105219220161438,0.27331922860273267,0.01076390000525862,0.005615600035525858,0.0038778999587520957,0.017624400090426207,0.0949655999429524,0.0011928000021725893,9.039091298880426e-07,8.395541044592392e-07,0.021502300049178302,0.1199,179.95283940429687,0.1785,53.97613294067383,0.5051,10.231241429138183,0.8904,0.4685820755243301,0.7991233898314839,0.8401725977200661,0.7975805841652345,0.8361732898787361,0.807306713608161,0.84795256322542,0.3333333333333333,0.6666666666666667,0.6078938494642946,0.6904780866206722,0.6053527203829665,0.6889728693298378,0.6875481284825343,0.7426690346286531,0.8333333333333334,0.16666666666666663,0.36968463486562037,0.4577338315185328,0.37582686202429033,0.4607223529655754,0.4268924620450288,0.4944782075268082,0.8333333333333334,0.16666666666666663,0.12577271480030808,0.2068286977826393,0.125814871885877,0.2079496449272062,0.16712104029738037,0.27126119960292583,0.7916666666666666,0.20833333333333337,16.401906000101008
16,15,rbla_cc_activation,44,0.9184,0.23934557771682738,0.6521223935167546,0.01928290002979338,0.010577999986708164,0.0066105000441893935,0.017333999974653125,0.07963589997962117,0.0021201000781729817,9.559196057844206e-07,6.812830406488501e-07,0.02394450001884252,0.1062,189.97764750976563,0.1718,109.54589885253907,0.4474,9.84334412689209,0.9022,0.4291852906435728,0.7923645736004995,0.8366612121386449,0.7860607718313881,0.8320986331147594,0.8220182709070262,0.8501704598166211,0.0,1.0,0.6089212904307063,0.6930818106803381,0.5991238700977762,0.6855955474942512,0.6404227726447312,0.7039304826478533,0.8333333333333334,0.16666666666666663,0.3744432308264551,0.4617515614062154,0.3797417941958492,0.46357935372531706,0.4321804700391776,0.4987652394851597,0.8333333333333334,0.16666666666666663,0.13137581550627533,0.2136477845544733,0.13038837147150872,0.210603716968073,0.16461624080496273,0.2542709424128423,0.7916666666666666,0.20833333333333337,16.76428790006321
17,16,rbla_cc_activation,44,0.9161,0.25049386447668076,0.31827787271394753,0.01007039996329695,0.00518560002092272,0.00391010008752346,0.015967300045304,0.07542839995585382,0.0011813999153673649,7.870060225372047e-07,8.003293601177575e-07,0.01987740013282746,0.0142,280.31731728515626,0.1951,116.80968107910157,0.5003,10.010833990478515,0.8676,0.5805874119758606,0.7970525888002472,0.8404172491065118,0.7918648220821957,0.835314528155461,0.8250440265554463,0.8510945008094295,0.0,1.0,0.6168237176431739,0.6932819499306623,0.6071972465805962,0.6858614562552782,0.6447262718088659,0.7053195979369568,0.8333333333333334,0.16666666666666663,0.383270951613733,0.47032364407837035,0.3777795718825126,0.4631589227705833,0.48165386045840614,0.5373467802211113,0.75,0.25,0.12629434173031917,0.20763699946587988,0.12744453887649712,0.20764883097879927,0.16740215959008864,0.26390879982038157,0.7916666666666666,0.20833333333333337,16.39459949999582
18,17,rbla_cc_activation,44,0.9169,0.24713088198900224,0.5476332801374707,0.010958000086247921,0.005764600005932152,0.003941699978895485,0.016821499913930893,0.07759600004646927,0.0012496000854298472,7.840199026839644e-07,6.021857075211301e-07,0.02076319989282638,0.0147,201.36736284179688,0.2069,109.98843168945312,0.5247,9.674185845184326,0.8898,0.4349753525555134,0.7902027371935323,0.8307150987161092,0.7868180957725467,0.8273326636313032,0.8267431976540284,0.8512570274423552,0.0,1.0,0.6142736680209243,0.6882639746773191,0.606162186582759,0.6825980835350021,0.6469008280462423,0.7051138801224309,0.8333333333333334,0.16666666666666663,0.38117450413326565,0.4721392913053614,0.37341204289823776,0.4631690293297174,0.4193892931377418,0.4911647994159195,0.75,0.25,0.12749742195713218,0.20858263533039725,0.1273700352602863,0.20565949148139367,0.16642917441304886,0.2565134927274287,0.8333333333333334,0.16666666666666663,15.919476799899712
19,18,rbla_cc_activation,44,0.9281,0.22147311857938767,0.4417810902214593,0.011469900025986135,0.0065460000187158585,0.004013000056147575,0.016191799892112613,0.07597570004872978,0.001212499919347465,9.742792586883192e-07,1.0086600923386868e-06,0.020204799948260188,0.101,164.38533303222655,0.1798,73.10442880859375,0.4279,10.034857211303711,0.8856,0.5758022934436798,0.7871286959049387,0.826689150088099,0.7831914386235966,0.8228803127909278,0.828997388533293,0.851859431458953,0.0,1.0,0.6137001345683976,0.6879375460586614,0.6068185607449746,0.6830582077329918,0.6274811941209564,0.6871139366245114,1.0,0.0,0.3839388503930286,0.47017347394409215,0.3733314420110623,0.4592698149196099,0.4170710458200222,0.4805428191510819,0.8333333333333334,0.16666666666666663,0.12979175241226512,0.21005374412102326,0.12872342590878913,0.20588866663294914,0.1653342539947343,0.24981169785481583,0.8333333333333334,0.16666666666666663,16.508785599959083
20,19,rbla_cc_activation,44,0.9279,0.22284621006250382,0.3164774092592054,0.0111210000468418,0.005638099974021316,0.004200999974273145,0.01742950000334531,0.0783732000272721,0.0012120000319555402,7.765513497975455e-07,6.348340093609295e-07,0.021630499977618456,0.1176,264.7265986328125,0.1545,85.11272178955078,0.5515,9.392814289855957,0.8624,0.6984464836597443,0.791910127428722,0.8350553106393186,0.7880074179948894,0.8279514183846717,0.8291209233394555,0.850738676439053,0.0,1.0,0.6168261055860723,0.6893295843338652,0.6064140801829265,0.6794761867574498,0.6521568691122671,0.7051525701888578,0.8333333333333334,0.16666666666666663,0.39802756644270293,0.47570500801825705,0.38632488606895077,0.46274727027994833,0.42550488495602096,0.49204405476798324,0.75,0.25,0.1299998128336182,0.2101136763712099,0.130239748757514,0.2079479282807584,0.1571725263491137,0.23125561013143467,0.8333333333333334,0.16666666666666663,16.699729999992996
