method,best_truncation_ratio,best_accuracy,best_macro_f1,full_accuracy,full_macro_f1,accuracy_gain_over_full,macro_f1_gain_over_full
p10_p10_freeze_q_power_t42_r42,0.6,0.875,0.85328373485226,0.8529,0.817433909740557,0.02210000000000001,0.03584982511170298
p10_p10_freeze_effective_support_t42_r42,0.6,0.8679,0.8409915591080989,0.8386,0.7976393075205741,0.029299999999999993,0.04335225158752476
p10_p10_freeze_population_t42_r42,0.6,0.8563,0.8214558890746695,0.8507,0.8127874850260189,0.005599999999999938,0.008668404048650546
p10_freeze_conditional_t42_r42,0.6,0.9436,0.9426093915329388,0.7912,0.7417304290010451,0.15239999999999998,0.20087896253189363
