method,checkpoint,retained_rank_ratio,accuracy,average_loss,macro_f1,mcc,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.1,0.4606,1.7984809131622315,0.3729656798201741,0.43338467359171645,0.7979591836734694,0.9665198237885463,0.9525193798449613,0.7534653465346535,0.45723014256619143,0.01905829596412556,0.0,0.45038910505836577,0.055441478439425054,0.0
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.2,0.723,0.9119386068344116,0.6816296100746946,0.7021523893374971,0.9795918367346939,0.9876651982378855,0.9137596899224806,0.9178217821782179,0.9368635437881874,0.600896860986547,0.68580375782881,0.6614785992217899,0.4989733059548255,0.0
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.3,0.8409,0.6618159487724304,0.8026228842483029,0.8305914182829406,0.9744897959183674,0.9911894273127754,0.9534883720930233,0.9514851485148514,0.9663951120162932,0.9170403587443946,0.9352818371607515,0.8375486381322957,0.8829568788501027,0.0
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.4,0.8394,0.5746143283843994,0.8014892338704493,0.8288359929949592,0.9673469387755103,0.9929515418502203,0.9593023255813954,0.9693069306930693,0.9674134419551935,0.9316143497757847,0.9457202505219207,0.8346303501945526,0.8203285420944558,0.005946481665014866
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.5,0.8525,0.49620136241912843,0.8181156226420002,0.8432389526090409,0.9755102040816327,0.9938325991189427,0.9660852713178295,0.9702970297029703,0.9745417515274949,0.9495515695067265,0.9624217118997912,0.8784046692607004,0.8203285420944558,0.035678889990089196
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.6,0.8679,0.4058916958808899,0.8409915591080989,0.8589877747778782,0.9806122448979592,0.9947136563876652,0.9680232558139535,0.9653465346534653,0.9755600814663951,0.9405829596412556,0.9634655532359081,0.9280155642023347,0.8480492813141683,0.11397423191278494
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.7,0.8566,0.4689255033493042,0.8232123287750323,0.8471323096026758,0.9877551020408163,0.9947136563876652,0.9767441860465116,0.9683168316831683,0.9796334012219959,0.945067264573991,0.9592901878914405,0.9280155642023347,0.7638603696098563,0.06045589692765114
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.8,0.8483,0.5414738884925843,0.8097697510119037,0.8385647525712703,0.9887755102040816,0.9947136563876652,0.9709302325581395,0.9673267326732673,0.9796334012219959,0.9506726457399103,0.9561586638830898,0.9319066147859922,0.7207392197125256,0.019821605550049554
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,0.9,0.8426,0.5842352362632751,0.8025901619571186,0.8326955341704942,0.9897959183673469,0.9947136563876652,0.9728682170542635,0.9712871287128713,0.9826883910386965,0.9540358744394619,0.9551148225469729,0.9260700389105059,0.6652977412731006,0.010901883052527254
p10_p10_freeze_effective_support_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_effective_support_t42_r42_-train-20260716_153153-955f9b76088afc6a-round0030.pt,1.0,0.8386,0.6126786505699158,0.7976393075205741,0.8285497957004612,0.9897959183673469,0.9938325991189427,0.9728682170542635,0.9732673267326732,0.9826883910386965,0.9618834080717489,0.9498956158663883,0.9221789883268483,0.6303901437371663,0.005946481665014866
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.1,0.4771,1.7858454545974731,0.3890505357035675,0.44852945329911875,0.7857142857142857,0.9770925110132158,0.9457364341085271,0.7623762376237624,0.5794297352342159,0.02466367713004484,0.0,0.4688715953307393,0.07392197125256673,0.0009910802775024777
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.2,0.732,0.9000538712501526,0.6917425820680546,0.7122832390612986,0.9785714285714285,0.986784140969163,0.9302325581395349,0.9247524752475248,0.9409368635437881,0.57847533632287,0.7118997912317327,0.6614785992217899,0.5595482546201233,0.0
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.3,0.8393,0.6451064632415772,0.8015348631793318,0.8290441642751792,0.9785714285714285,0.9903083700440528,0.9554263565891473,0.9564356435643564,0.9684317718940937,0.9192825112107623,0.9342379958246346,0.8336575875486382,0.8572895277207392,0.0
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.4,0.8394,0.5917112439155578,0.8017294300172917,0.8290910778014593,0.976530612244898,0.9929515418502203,0.9602713178294574,0.9663366336633663,0.9704684317718941,0.9237668161434978,0.9446764091858038,0.8433852140077821,0.811088295687885,0.003964321110009911
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.5,0.8504,0.5329087284088134,0.8139694276061187,0.8412460141573025,0.9775510204081632,0.9938325991189427,0.9631782945736435,0.9732673267326732,0.9735234215885947,0.9484304932735426,0.9613778705636743,0.8813229571984436,0.8172484599589322,0.015857284440039643
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.6,0.8563,0.47756712007522584,0.8214558890746695,0.8473620776535318,0.9816326530612245,0.9947136563876652,0.9651162790697675,0.9673267326732673,0.9745417515274949,0.9428251121076233,0.9634655532359081,0.9085603112840467,0.8326488706365504,0.03270564915758176
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.7,0.8532,0.49537885885238647,0.8168834762256683,0.8440493949701604,0.9826530612244898,0.9947136563876652,0.9680232558139535,0.9693069306930693,0.9755600814663951,0.9405829596412556,0.9613778705636743,0.9085603112840467,0.8080082135523614,0.022794846382556987
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.8,0.852,0.5164417903900147,0.8142983924899312,0.8428909728884804,0.9846938775510204,0.9947136563876652,0.9689922480620154,0.9693069306930693,0.9765784114052953,0.945067264573991,0.9603340292275574,0.9134241245136187,0.7936344969199178,0.01288404360753221
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,0.9,0.8513,0.5223140384674072,0.8135044877924305,0.8421171478495914,0.9857142857142858,0.9947136563876652,0.9689922480620154,0.9702970297029703,0.9765784114052953,0.945067264573991,0.9592901878914405,0.9114785992217899,0.7874743326488707,0.01288404360753221
p10_p10_freeze_population_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p10_p10_freeze_population_t42_r42_-train-20260716_153609-3a7e68ae93a85d29-round0030.pt,1.0,0.8507,0.5266657256126404,0.8127874850260189,0.8415322834762742,0.9857142857142858,0.9947136563876652,0.9680232558139535,0.9712871287128713,0.9765784114052953,0.9484304932735426,0.9582463465553236,0.9085603112840467,0.784394250513347,0.010901883052527254
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.1,0.38,1.8239772844314575,0.28300862237527413,0.35088706831248373,0.7959183673469388,0.9876651982378855,0.9457364341085271,0.6059405940594059,0.14969450101832993,0.007847533632286996,0.0,0.09046692607003891,0.06570841889117043,0.0
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.2,0.6775,1.0707511338233948,0.6316419092530546,0.6550631369691392,0.9887755102040816,0.9894273127753304,0.9186046511627907,0.8841584158415842,0.9307535641547862,0.3968609865470852,0.6565762004175365,0.48735408560311283,0.45585215605749485,0.0
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.3,0.8362,0.7594433446884156,0.799477108160586,0.8260238473682417,0.9744897959183674,0.9894273127753304,0.9457364341085271,0.9485148514851485,0.9643584521384929,0.9024663677130045,0.9478079331941545,0.7937743190661478,0.8973305954825462,0.0
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.4,0.8211,0.6655706425666809,0.7825562022695041,0.8083872179544435,0.9489795918367347,0.9929515418502203,0.9544573643410853,0.9722772277227723,0.960285132382892,0.899103139013453,0.9498956158663883,0.72568093385214,0.7987679671457906,0.007928642220019821
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.5,0.8407,0.5693729197502136,0.8152492688787746,0.8296131061191762,0.9571428571428572,0.9903083700440528,0.9641472868217055,0.9623762376237623,0.9755600814663951,0.9607623318385651,0.9728601252609603,0.7003891050583657,0.8069815195071869,0.12388503468780972
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.6,0.9436,0.2110766875743866,0.9426093915329388,0.9376616285314977,0.9816326530612245,0.9929515418502203,0.9622093023255814,0.9732673267326732,0.9755600814663951,0.9260089686098655,0.9749478079331941,0.9562256809338522,0.893223819301848,0.7928642220019821
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.7,0.9062,0.3449201313972473,0.9014358011172842,0.8973527763159297,0.9897959183673469,0.9929515418502203,0.9738372093023255,0.9683168316831683,0.9786150712830958,0.9271300448430493,0.9686847599164927,0.9377431906614786,0.7227926078028748,0.5926660059464817
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.8,0.864,0.5539400642395019,0.8448201082058059,0.853593614100593,0.9928571428571429,0.9938325991189427,0.9660852713178295,0.9722772277227723,0.9837067209775967,0.9562780269058296,0.9686847599164927,0.9571984435797666,0.5564681724845996,0.2844400396432111
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,0.9,0.8318,0.7962137908935547,0.7989753492900025,0.8201377471022476,0.9948979591836735,0.9955947136563876,0.9641472868217055,0.9732673267326732,0.9877800407331976,0.9697309417040358,0.9321503131524008,0.9260700389105059,0.40451745379876797,0.1595639246778989
p10_freeze_conditional_t42_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/mnist_p4_freeze_a_double_imbalance_heterogeneous_checkpoint_-train-20260715_203108-64cdaadaf2ef2a9a-round0030.pt,1.0,0.7912,1.246091339492798,0.7417304290010451,0.7786187005899455,0.9928571428571429,0.9955947136563876,0.9622093023255814,0.9742574257425742,0.9938900203665988,0.9798206278026906,0.860125260960334,0.8540856031128404,0.23408624229979466,0.05153617443012884
