dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed,excess_error,reference_method,source_results,analysis_checks_passed
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,8,1.6853889188470864e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.7188019572554047e-01,True,5.5426050538139582e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,8,1.6853889188470864e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,9,1.6853889188470864e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.7158022829338937e-01,True,5.8194468654162390e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,9,1.6853889188470864e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,10,1.6853889188470864e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.9386814948266673e-01,True,1.2580888345877095e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,10,1.6853889188470864e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,11,1.6853889188470864e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7828347700309652e-01,True,1.2694129656173825e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,11,1.6853889188470864e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,12,1.6853889188470864e-16,3.8275941647656957e-02,6.9388939039072299e-18,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7761920798878550e-01,True,1.3934326634112854e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,12,1.6853889188470864e-16,3.8275941647656957e-02,6.9388939039072299e-18,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656971e-02,True,1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,13,1.6853889188470864e-16,2.7894471479061905e-02,3.4694469519536150e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7567480433074290e-01,True,1.4778033285168099e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,13,1.6853889188470864e-16,2.7894471479061905e-02,3.4694469519536150e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061909e-02,True,3.4694469519536142e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,14,1.6853889188470864e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7527961900029468e-01,True,1.5591193546543355e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,14,1.6853889188470864e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True,3.4694469519536142e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,15,1.6853889188470864e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4677110462052277e-02,True,3.2900352004975097e-02,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,15,1.6853889188470864e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True,-1.7347234759768071e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,16,1.6853889188470864e-16,1.5044881861371121e-15,3.3191905349855359e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.6853889188470864e-16,True,-1.3359492942524035e-15,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,55,13,permutation,1.0000000000000000e+00,16,16,1.6853889188470864e-16,1.5044881861371121e-15,3.3191905349855359e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1725691326385585e-15,True,-3.3191905349855359e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,1,1.7297385743560839e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.7520868813163164e-01,True,2.0933346569051337e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,1,1.7297385743560839e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,2,1.7297385743560839e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.7012654523421060e-01,True,3.8359036364442767e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,2,1.7297385743560839e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,3,1.7297385743560839e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.9378982062753820e-01,True,4.4463570230815158e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,3,1.7297385743560839e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,4,1.7297385743560839e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8431200138870081e-01,True,5.4041040778443228e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,4,1.7297385743560839e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True,-1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,5,1.7297385743560839e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8392350892493565e-01,True,6.2067402366243052e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,5,1.7297385743560839e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,6,1.7297385743560839e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8063664948641029e-01,True,6.7920827300155684e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,6,1.7297385743560839e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,7,1.7297385743560839e-16,1.5401578878805303e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.3189530140453427e-01,True,6.7787951261648127e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,7,1.7297385743560839e-16,1.5401578878805303e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,8,1.7297385743560839e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2783960522887396e-01,True,4.1021991488472931e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,8,1.7297385743560839e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,9,1.7297385743560839e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2761561171218496e-01,True,4.3798006996041949e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,9,1.7297385743560839e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,10,1.7297385743560839e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2748416249463537e-01,True,4.5942489647073959e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,10,1.7297385743560839e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,11,1.7297385743560839e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2710202741886436e-01,True,4.7575984697750612e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,11,1.7297385743560839e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,12,1.7297385743560839e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8787331708831800e-01,True,1.4959737544066104e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,12,1.7297385743560839e-16,3.8275941647656957e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656957e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,13,1.7297385743560839e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7858867998937281e-01,True,1.5069420851031090e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,13,1.7297385743560839e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,14,1.7297385743560839e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7527961900029468e-01,True,1.5591193546543355e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,14,1.7297385743560839e-16,1.9367683534861117e-02,3.4694469519536150e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True,3.4694469519536142e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,15,1.7297385743560839e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4677110462052291e-02,True,3.2900352004975111e-02,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,15,1.7297385743560839e-16,1.1776758457077180e-02,1.7347234759768075e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True,-1.7347234759768071e-18,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,16,1.7297385743560839e-16,1.5044881861371121e-15,7.2645512877434973e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7297385743560839e-16,True,-1.3315143287015036e-15,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,56,14,permutation,1.0000000000000000e+00,16,16,1.7297385743560839e-16,1.5044881861371121e-15,7.2645512877434973e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.7803305736276235e-16,True,-7.2645512877434973e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,1,1.6812737611354214e-16,7.6587522244111828e-01,1.1102230246251563e-16,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5735515044328756e-01,True,1.9147992800216929e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,1,1.6812737611354214e-16,7.6587522244111828e-01,1.1102230246251563e-16,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111805e-01,True,-2.2204460492503131e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,2,1.6812737611354214e-16,5.8653618158978293e-01,1.1102230246251563e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5432123672732405e-01,True,3.6778505513754112e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,2,1.6812737611354214e-16,5.8653618158978293e-01,1.1102230246251563e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True,1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,3,1.6812737611354214e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.4545041922432516e-01,True,4.9629630090493854e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,3,1.6812737611354214e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938656e-01,True,-5.5511151231257827e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,4,1.6812737611354214e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6694361114249774e-01,True,5.2304201753822910e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,4,1.6812737611354214e-16,3.4390159360426859e-01,1.1102230246251563e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True,-1.1102230246251565e-16,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,5,1.6812737611354214e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6686361837433135e-01,True,6.0361413311182621e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,5,1.6812737611354214e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,6,1.6812737611354214e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8139262913307643e-01,True,3.7996425264822298e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,6,1.6812737611354214e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,7,1.6812737611354214e-16,1.5401578878805303e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7845909324415490e-01,True,4.2444330445610190e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,7,1.6812737611354214e-16,1.5401578878805303e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,8,1.6812737611354214e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.6984949847963906e-01,True,4.5222980813549440e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,8,1.6812737611354214e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414468e-01,True,4.1633363423443370e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,9,1.6812737611354214e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.2512897113462964e-01,True,4.3549342938286417e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,9,1.6812737611354214e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True,-1.3877787807814457e-17,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,10,1.6812737611354214e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8226429241517692e-01,True,1.1420502639128115e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,10,1.6812737611354214e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,11,1.6812737611354214e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.7670378629323902e-01,True,1.2536160585188078e-01,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
synthetic,structured_low_rank_update,aggregate,,42,57,15,permutation,1.0000000000000000e+00,16,11,1.6812737611354214e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True,0.0000000000000000e+00,Dense truncated SVD optimum,../gauge_sensitivity/gauge_sensitivity_results.csv,True
