layer_index,layer,slot,relative_slot,raw_support,q,sqrt_q,effective_client_count,effective_client_count_full,effective_support_coefficient,effective_minus_sqrt_q,class_coverage,label_entropy,eligible_clients,eligible_labels
0,_fc1,80,0.50625,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,81,0.5125,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,82,0.51875,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,83,0.525,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,84,0.53125,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,85,0.5375,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,86,0.54375,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,87,0.55,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,88,0.55625,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,89,0.5625,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,90,0.56875,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,91,0.575,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,92,0.58125,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,93,0.5875,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,94,0.59375,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,95,0.6,5,0.5814787129217491,0.7625475151895449,3.0875101893862538,6.01525951753235,0.7164353645943021,-0.04611215059524276,10,0.9895703879371811,client.2;client.4;client.6;client.8;client.10,0;1;2;3;4;5;6;7;8;9
0,_fc1,96,0.60625,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,97,0.6125,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,98,0.61875,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,99,0.625,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,100,0.63125,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,101,0.6375,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,102,0.64375,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,103,0.65,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,104,0.65625,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,105,0.6625,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,106,0.66875,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,107,0.675,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,108,0.68125,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,109,0.6875,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,110,0.69375,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,111,0.7,4,0.30214739560327547,0.5496793570830867,2.8995366176996242,6.01525951753235,0.6942839320411209,0.14460457495803425,8,0.8973028377724661,client.2;client.4;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,112,0.70625,3,0.2533383167408515,0.5033272461737508,2.2052763057660054,6.01525951753235,0.6054863001750768,0.10215905400132597,8,0.898182115015717,client.2;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,113,0.7125,3,0.2533383167408515,0.5033272461737508,2.2052763057660054,6.01525951753235,0.6054863001750768,0.10215905400132597,8,0.898182115015717,client.2;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,114,0.71875,3,0.2533383167408515,0.5033272461737508,2.2052763057660054,6.01525951753235,0.6054863001750768,0.10215905400132597,8,0.898182115015717,client.2;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,115,0.725,3,0.2533383167408515,0.5033272461737508,2.2052763057660054,6.01525951753235,0.6054863001750768,0.10215905400132597,8,0.898182115015717,client.2;client.6;client.8,0;1;2;3;4;5;6;7
0,_fc1,116,0.73125,3,0.2533383167408515,0.5033272461737508,2.2052763057660054,6.01525951753235,0.6054863001750768,0.10215905400132597,8,0.898182115015717,client.2;client.6;client.8,0;1;2;3;4;5;6;7
