dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,20106,64,diagonal,3.0633169024260942e+00,16,16,1.3761539237244757e-16,1.5044881861371121e-15,6.5161451733419409e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.3761539237244757e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20106,64,diagonal,3.0633169024260942e+00,16,16,1.3761539237244757e-16,1.5044881861371121e-15,6.5161451733419409e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.5287366880291799e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,1,1.3674354564107164e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,1,1.3674354564107164e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,2,1.3674354564107164e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,2,1.3674354564107164e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,3,1.3674354564107164e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4915411831938667e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,3,1.3674354564107164e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,4,1.3674354564107164e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,4,1.3674354564107164e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,5,1.3674354564107164e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,5,1.3674354564107164e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,6,1.3674354564107164e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,6,1.3674354564107164e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,7,1.3674354564107164e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,7,1.3674354564107164e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,8,1.3674354564107164e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,8,1.3674354564107164e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,9,1.3674354564107164e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,9,1.3674354564107164e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,10,1.3674354564107164e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,10,1.3674354564107164e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,11,1.3674354564107164e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1342180441358271e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,11,1.3674354564107164e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,12,1.3674354564107164e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,12,1.3674354564107164e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,13,1.3674354564107164e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,13,1.3674354564107164e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,14,1.3674354564107164e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,14,1.3674354564107164e-16,1.9367683534861117e-02,3.4694469519536142e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861121e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,15,1.3674354564107164e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1776758457077176e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,15,1.3674354564107164e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,16,1.3674354564107164e-16,1.5044881861371121e-15,4.8458481749151185e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.3674354564107164e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20107,65,diagonal,3.6474585953378851e+00,16,16,1.3674354564107164e-16,1.5044881861371121e-15,4.8458481749151185e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0199033686456002e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,1,1.3504581306737360e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,1,1.3504581306737360e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,2,1.3504581306737360e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,2,1.3504581306737360e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,3,1.3504581306737360e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4915411831938667e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,3,1.3504581306737360e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,4,1.3504581306737360e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,4,1.3504581306737360e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,5,1.3504581306737360e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,5,1.3504581306737360e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,6,1.3504581306737360e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,6,1.3504581306737360e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,7,1.3504581306737360e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,7,1.3504581306737360e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,8,1.3504581306737360e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,8,1.3504581306737360e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,9,1.3504581306737360e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,9,1.3504581306737360e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,10,1.3504581306737360e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,10,1.3504581306737360e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,11,1.3504581306737360e-16,5.1342180441358257e-02,1.3877787807814457e-17,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,11,1.3504581306737360e-16,5.1342180441358257e-02,1.3877787807814457e-17,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358271e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,12,1.3504581306737360e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,12,1.3504581306737360e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,13,1.3504581306737360e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,13,1.3504581306737360e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,14,1.3504581306737360e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,14,1.3504581306737360e-16,1.9367683534861117e-02,0.0000000000000000e+00,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861117e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,15,1.3504581306737360e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1776758457077176e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,15,1.3504581306737360e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,16,1.3504581306737360e-16,1.5044881861371121e-15,6.1693746266884344e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.3504581306737360e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20108,66,diagonal,3.5101055077405632e+00,16,16,1.3504581306737360e-16,1.5044881861371121e-15,6.1693746266884344e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.8755072346826865e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,1,1.2952969470803966e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,1,1.2952969470803966e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,2,1.2952969470803966e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,2,1.2952969470803966e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,3,1.2952969470803966e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,3,1.2952969470803966e-16,4.4915411831938662e-01,0.0000000000000000e+00,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938662e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,4,1.2952969470803966e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,4,1.2952969470803966e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,5,1.2952969470803966e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,5,1.2952969470803966e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,6,1.2952969470803966e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,6,1.2952969470803966e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,7,1.2952969470803966e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,7,1.2952969470803966e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,8,1.2952969470803966e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,8,1.2952969470803966e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,9,1.2952969470803966e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,9,1.2952969470803966e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,10,1.2952969470803966e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,10,1.2952969470803966e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,11,1.2952969470803966e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,11,1.2952969470803966e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,12,1.2952969470803966e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,12,1.2952969470803966e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,13,1.2952969470803966e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,13,1.2952969470803966e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,14,1.2952969470803966e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.9367683534861117e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,14,1.2952969470803966e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,15,1.2952969470803966e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,15,1.2952969470803966e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,20109,67,diagonal,3.3258537314687033e+00,16,16,1.2952969470803966e-16,1.5044881861371121e-15,6.4193689061060378e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.2952969470803966e-16,True
