method,checkpoint,retained_rank_ratio,accuracy,average_loss,macro_f1,mcc,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,recall_6,recall_7,recall_8,recall_9
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.1,0.1943,3.315767217254639,0.06556865288895522,0.13738256747301936,0.0,0.0,0.9292635658914729,0.9683168316831683,0.0,0.0,0.0,0.005836575875486381,0.0,0.0
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.2,0.3308,1.8669867000579834,0.24332656591589882,0.2905049339343925,0.0010204081632653062,0.0,0.75,0.9792079207920792,0.4195519348268839,0.0,0.010438413361169102,0.6721789883268483,0.44250513347022585,0.0
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.3,0.3844,1.6086033340454102,0.31987499542133413,0.3493531077422189,0.06938775510204082,0.018502202643171806,0.6395348837209303,0.9851485148514851,0.774949083503055,0.016816143497757848,0.24739039665970772,0.6235408560311284,0.45790554414784396,0.0
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.4,0.5403,1.317209432220459,0.5128866993402145,0.5069966409675308,0.47551020408163264,0.34273127753303967,0.6521317829457365,0.9663366336633663,0.8380855397148677,0.19730941704035873,0.6127348643006263,0.7140077821011673,0.5811088295687885,0.01288404360753221
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.5,0.6547,1.20167569065094,0.6266408921956386,0.6233639232320908,0.7183673469387755,0.8731277533039647,0.6763565891472868,0.9366336633663367,0.8492871690427699,0.23766816143497757,0.6805845511482255,0.7509727626459144,0.6026694045174538,0.14965312190287414
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.6,0.6892,1.1508131479263306,0.6717190459381769,0.6592901543301796,0.7387755102040816,0.9330396475770925,0.7441860465116279,0.9089108910891089,0.824847250509165,0.2757847533632287,0.6680584551148225,0.7655642023346303,0.6047227926078029,0.3478691774033697
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.7,0.7211,1.1136903131484985,0.7089843596909091,0.692204544365285,0.8091836734693878,0.9303964757709251,0.6618217054263565,0.8930693069306931,0.8279022403258656,0.34080717488789236,0.7338204592901879,0.7889105058365758,0.6283367556468172,0.5292368681863231
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.8,0.7318,1.1037142738342285,0.7225634359017261,0.7032005752336442,0.7979591836734694,0.9303964757709251,0.6153100775193798,0.8663366336633663,0.8197556008146639,0.41591928251121074,0.7807933194154488,0.8132295719844358,0.6581108829568788,0.5639246778989098
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,0.9,0.736,1.1000448497772217,0.729725512368133,0.7075285940142948,0.786734693877551,0.9295154185022027,0.5668604651162791,0.8366336633663366,0.8309572301425662,0.4798206278026906,0.7713987473903967,0.7928015564202334,0.7207392197125256,0.5986124876114965
p9_p9_freeze_population_t42_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t42_r44_-train-20260716_150311-61223283cf495c32-round0030.pt,1.0,0.7385,1.0990044372558594,0.7332646171688822,0.710436234192209,0.7877551020408163,0.9303964757709251,0.562015503875969,0.8287128712871287,0.860488798370672,0.5459641255605381,0.7693110647181628,0.7859922178988327,0.7094455852156057,0.5668979187314173
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.1,0.1959,3.5428019847869874,0.06522469823173414,0.1401678151568887,0.0,0.0,0.9563953488372093,0.9623762376237623,0.0,0.0,0.0,0.0,0.0,0.0
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.2,0.2893,1.9119876094818116,0.19221229018502234,0.24947895829906702,0.05918367346938776,0.0,0.937984496124031,0.9554455445544554,0.5529531568228105,0.3811659192825112,0.0,0.0,0.019507186858316223,0.0
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.3,0.4258,1.4622178819656373,0.37173027223191535,0.38406530577288617,0.49387755102040815,0.07048458149779736,0.8313953488372093,0.9128712871287129,0.48676171079429736,0.33856502242152464,0.003131524008350731,0.0,0.4404517453798768,0.6957383548067394
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.4,0.5182,1.2902054182052611,0.4784067023803721,0.4805036014210577,0.8316326530612245,0.5030837004405286,0.8071705426356589,0.8900990099009901,0.5081466395112016,0.3374439461883408,0.0709812108559499,0.029182879377431907,0.40965092402464065,0.7601585728444004
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.5,0.5944,1.2164461769104005,0.5873994958523054,0.5591503675935475,0.8428571428571429,0.6185022026431718,0.7848837209302325,0.8534653465346534,0.5743380855397149,0.32062780269058294,0.3663883089770355,0.2830739299610895,0.48459958932238195,0.7730426164519326
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.6,0.6162,1.1883126583099366,0.609937213758679,0.5823527205216238,0.8612244897959184,0.690748898678414,0.7548449612403101,0.8643564356435643,0.570264765784114,0.3060538116591928,0.42588726513569936,0.321011673151751,0.526694045174538,0.7908820614469773
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.7,0.6446,1.164514789390564,0.6424819122200941,0.6115942989553169,0.8173469387755102,0.73568281938326,0.7674418604651163,0.8732673267326733,0.7138492871690427,0.3183856502242152,0.4196242171189979,0.5145914396887159,0.5451745379876797,0.6828543111992071
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.8,0.6623,1.1496011548995972,0.6619831544856792,0.6300781300094409,0.7918367346938775,0.7938325991189428,0.7713178294573644,0.8465346534653465,0.7026476578411406,0.36771300448430494,0.4112734864300626,0.6614785992217899,0.5687885010266941,0.643211100099108
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,0.9,0.6654,1.1411217253684998,0.6663966084114012,0.6332398616881371,0.7673469387755102,0.8343612334801762,0.7858527131782945,0.8306930693069307,0.6945010183299389,0.4248878923766816,0.4196242171189979,0.6585603112840467,0.5482546201232033,0.6253716551040635
p9_p9_freeze_population_t43_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r42_-train-20260716_145126-336850c74e789300-round0030.pt,1.0,0.6764,1.134127509498596,0.6797886845700192,0.6444456049927716,0.7663265306122449,0.8352422907488987,0.7800387596899225,0.8168316831683168,0.7036659877800407,0.4910313901345291,0.48538622129436326,0.6673151750972762,0.5441478439425051,0.6194251734390486
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.1,0.1951,3.5151419509887694,0.06820777649009631,0.1471614659562591,0.9806122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981169474727453
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.2,0.3771,1.995450207901001,0.24817642999331255,0.3384333097294529,0.7846938775510204,0.9665198237885463,0.7839147286821705,0.0,0.0,0.0,0.0,0.01264591439688716,0.13552361396303902,0.9425173439048563
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.3,0.4385,1.6362656297683715,0.3396996333020308,0.4006221904209807,0.5979591836734693,0.9374449339207048,0.6114341085271318,0.01782178217821782,0.0,0.0011210762331838565,0.0041753653444676405,0.3453307392996109,0.8213552361396304,0.9177403369672944
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.4,0.4579,1.487800979232788,0.3907932172211375,0.42073969054700633,0.4826530612244898,0.9004405286343612,0.5813953488372093,0.1782178217821782,0.0,0.002242152466367713,0.16597077244258873,0.39299610894941633,0.8193018480492813,0.9326065411298315
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.5,0.4738,1.4070089933395387,0.413940600756881,0.43965981329805426,0.4459183673469388,0.9101321585903084,0.5697674418604651,0.4069306930693069,0.0,0.017937219730941704,0.15970772442588727,0.30642023346303504,0.8552361396303901,0.9435084241823588
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.6,0.5278,1.308147133255005,0.4757149866112894,0.49517953399317977,0.4897959183673469,0.9436123348017621,0.6017441860465116,0.6871287128712872,0.0,0.07174887892376682,0.2797494780793319,0.33949416342412453,0.811088295687885,0.9326065411298315
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.7,0.569,1.2372023164749146,0.528317553894481,0.5381142405864084,0.5928571428571429,0.9674008810572687,0.5833333333333334,0.7544554455445545,0.010183299389002037,0.1491031390134529,0.49269311064718163,0.3472762645914397,0.7597535934291582,0.9266600594648167
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.8,0.5949,1.2083087450027465,0.5658850766291386,0.5649020984302345,0.6581632653061225,0.973568281938326,0.561046511627907,0.7415841584158416,0.019348268839103868,0.30493273542600896,0.5751565762004175,0.377431906614786,0.7279260780287474,0.9236868186323092
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,0.9,0.6011,1.1938258783340454,0.5749329789152229,0.5708493399857744,0.6938775510204082,0.9797356828193833,0.5532945736434108,0.7247524752475247,0.03360488798370672,0.35874439461883406,0.5908141962421712,0.3745136186770428,0.7002053388090349,0.9217046580773043
p9_p9_freeze_population_t43_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r43_-train-20260716_150701-f13ab2ce56e66b1e-round0030.pt,1.0,0.6041,1.186046247291565,0.5818748924542538,0.5737170669229901,0.6959183673469388,0.9806167400881057,0.5494186046511628,0.692079207920792,0.04786150712830957,0.43609865470852016,0.5981210855949896,0.3647859922178988,0.6827515400410678,0.9226957383548068
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.1,0.1876,4.031201389312744,0.0629700353615769,0.12950309969899543,0.0,0.0,0.8565891472868217,0.9821782178217822,0.0,0.0,0.0,0.0,0.0,0.0
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.2,0.2367,2.3424207229614256,0.1328763649389884,0.18458434875047328,0.0,0.0,0.8372093023255814,0.9821782178217822,0.004073319755600814,0.0,0.0,0.2811284046692607,0.22381930184804927,0.0
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.3,0.3536,1.682093008995056,0.28220385304184525,0.3140687915947855,0.07244897959183673,0.1013215859030837,0.7984496124031008,0.9752475247524752,0.544806517311609,0.006726457399103139,0.055323590814196244,0.5700389105058365,0.37063655030800824,0.0
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.4,0.5305,1.3395557132720948,0.49110124831986346,0.4969379552736355,0.3663265306122449,0.6,0.8042635658914729,0.9435643564356435,0.670061099796334,0.19955156950672645,0.26931106471816285,0.867704280155642,0.5092402464065708,0.0
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.5,0.5928,1.2272881485939027,0.5462776445396298,0.5607405905886811,0.5551020408163265,0.879295154185022,0.8158914728682171,0.8782178217821782,0.7230142566191446,0.2163677130044843,0.29958246346555323,0.9027237354085603,0.553388090349076,0.0
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.6,0.6135,1.18056299533844,0.5701800013790062,0.5816848082892007,0.613265306122449,0.9251101321585903,0.8042635658914729,0.8445544554455445,0.7281059063136456,0.26121076233183854,0.3496868475991649,0.9114785992217899,0.5872689938398358,0.008919722497522299
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.7,0.6674,1.1415996784210205,0.6441726482352544,0.6370675036899647,0.726530612244898,0.93215859030837,0.7625968992248062,0.8178217821782178,0.7932790224032586,0.33183856502242154,0.4780793319415449,0.9270428015564203,0.6375770020533881,0.1823587710604559
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.8,0.6781,1.1308503967285157,0.659084038430966,0.6478520101633516,0.7316326530612245,0.9251101321585903,0.7306201550387597,0.800990099009901,0.8085539714867617,0.3531390134529148,0.5448851774530271,0.9328793774319066,0.6581108829568788,0.2180376610505451
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,0.9,0.6887,1.1257954619407653,0.6759683699861286,0.6588157296510717,0.7214285714285714,0.9180616740088106,0.7073643410852714,0.7821782178217822,0.8391038696537678,0.38228699551569506,0.5438413361169102,0.9260700389105059,0.6858316221765913,0.30921704658077304
p9_p9_freeze_population_t43_r44,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t43_r44_-train-20260716_151054-5591d676033de3ed-round0030.pt,1.0,0.6883,1.1228716190338135,0.6725074220837219,0.6585358588252458,0.726530612244898,0.9180616740088106,0.7034883720930233,0.7742574257425743,0.8716904276985743,0.43385650224215244,0.5563674321503131,0.9250972762645915,0.6765913757700205,0.23290386521308226
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.1,0.195,3.4024849338531493,0.06753560963108322,0.14266971927730104,0.0,0.0,0.9602713178294574,0.9495049504950495,0.0,0.0,0.0,0.0,0.0,0.0
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.2,0.2767,1.9216058809280396,0.16639771287958782,0.22573967103757106,0.011224489795918367,0.0,0.8875968992248062,0.8881188118811881,0.5122199592668024,0.4899103139013453,0.0,0.0,0.003080082135523614,0.0
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.3,0.4497,1.4824435924530028,0.40883258293564867,0.40448754677372095,0.4275510204081633,0.2713656387665198,0.6550387596899225,0.8792079207920792,0.6955193482688391,0.6221973094170403,0.005219206680584551,0.048638132295719845,0.5390143737166324,0.38453914767096137
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.4,0.596,1.2942651895523072,0.5798101427137548,0.5592073679316731,0.8204081632653061,0.7762114537444934,0.6017441860465116,0.8900990099009901,0.7046843177189409,0.5213004484304933,0.10334029227557412,0.5097276264591439,0.5133470225872689,0.4707631318136769
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.5,0.6551,1.2210849075317383,0.6519635388174458,0.6219204874340662,0.8418367346938775,0.7814977973568282,0.5804263565891473,0.8940594059405941,0.7464358452138493,0.5056053811659192,0.3778705636743215,0.7412451361867705,0.526694045174538,0.5113974231912785
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.6,0.6639,1.1993380878448487,0.6595086655868989,0.6316823413480824,0.860204081632653,0.8105726872246696,0.5794573643410853,0.9118811881188119,0.7372708757637475,0.4977578475336323,0.3569937369519833,0.730544747081712,0.5390143737166324,0.5659068384539148
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.7,0.656,1.1872659519195556,0.6481730540791457,0.6243522426012449,0.8224489795918367,0.813215859030837,0.5726744186046512,0.9207920792079208,0.8279022403258656,0.5022421524663677,0.3736951983298539,0.7850194552529183,0.5195071868583162,0.37462834489593655
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.8,0.6697,1.1692631622314453,0.6595083358960625,0.6380145785194662,0.7857142857142857,0.8687224669603524,0.6046511627906976,0.899009900990099,0.8105906313645621,0.5683856502242153,0.3778705636743215,0.8171206225680934,0.5852156057494866,0.33102081268582756
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,0.9,0.6793,1.1633331539154053,0.6697630351607942,0.6481631431499176,0.7540816326530613,0.9039647577092511,0.6443798449612403,0.8792079207920792,0.7912423625254582,0.647982062780269,0.3966597077244259,0.816147859922179,0.580082135523614,0.3330029732408325
p9_p9_freeze_population_t44_r42,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r42_-train-20260716_145518-268b57000b346bcf-round0030.pt,1.0,0.6868,1.1635064268112183,0.6803572685215169,0.6557013245256154,0.7418367346938776,0.9030837004405287,0.625968992248062,0.8415841584158416,0.7830957230142567,0.7197309417040358,0.4968684759916493,0.8142023346303502,0.5626283367556468,0.34489593657086226
p9_p9_freeze_population_t44_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r43_-train-20260716_151441-b0606e6885fbeab4-round0030.pt,0.1,0.1958,2.9920919467926024,0.07285579964802438,0.15499991143827177,0.9877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981169474727453
p9_p9_freeze_population_t44_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r43_-train-20260716_151441-b0606e6885fbeab4-round0030.pt,0.2,0.3975,1.8667980869293213,0.2947451608653785,0.3562836657300683,0.8989795918367347,0.6925110132158591,0.687984496124031,0.0,0.0,0.0,0.0010438413361169101,0.5768482490272373,0.12628336755646818,0.8731417244796829
p9_p9_freeze_population_t44_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r43_-train-20260716_151441-b0606e6885fbeab4-round0030.pt,0.3,0.4816,1.563266621017456,0.38785897260845104,0.44106682776853273,0.8928571428571429,0.8651982378854626,0.47093023255813954,0.005940594059405941,0.0,0.0,0.2599164926931106,0.9280155642023347,0.9014373716632443,0.38255698711595637
p9_p9_freeze_population_t44_r43,/Users/chensj/Documents/GitHub/usyd-learning-src/src/test/.training_results/p9_p9_freeze_population_t44_r43_-train-20260716_151441-b0606e6885fbeab4-round0030.pt,0.4,0.5188,1.4216008317947388,0.44228264453989646,0.4828833858398186,0.8244897959183674,0.8854625550660793,0.42248062015503873,0.09603960396039604,0.0,0.0,0.6492693110647182,0.9571984435797666,0.9014373716632443,0.354806739345887
