Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "svhn", "model": "vgg9", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "fedsdr", "round": 1, "number": 2, "random_seed": 42, "fedsdr_group_update_period": 1, "fedsdr_eps": 1e-06}, "hyperparameters": {"training_rounds": 100, "local_epochs": 5, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "fedsdr", "optimizer": "Adam", "lr": 0.001, "weight_decay": 0.0001, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 5, "batch_size": 64}

accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0.6195835894283959,1.4480479488214542,0.47296465177065883,0.5491554170460955,0.44616360526554233,0.5834371396118878,26032
0.6888444990780578,1.1777954971270101,0.5792386684492913,0.6373565004063371,0.5719891063596909,0.6577600287376236,26032
0.6595344191763983,1.078348958499606,0.7724387011622765,0.6941322547777062,0.6229952559344608,0.6406527568951071,26032
0.7487707437000615,1.0486065429928997,0.8140927652688174,0.6994358411371072,0.6669204330458997,0.7222460498396669,26032
0.7432390903503381,0.8386709214209338,0.8088490245499974,0.7624048403406118,0.730031112559041,0.7242643831812696,26032
0.806161647203442,0.9230655643129613,0.8381018153098247,0.773565098230303,0.7556378068503327,0.7849055974606648,26032
0.758220651505839,0.8950259292059759,0.8318302508013167,0.7940330176807302,0.7714710238336003,0.7442912673979291,26032
0.6772049784880148,1.732828405640502,0.6055928672130195,0.6364286865226212,0.5699453200462256,0.651077670225809,26032
0.8535264290104487,0.6076544636257162,0.853612719899799,0.8511405467864236,0.8381682651786002,0.8368956518364886,26032
0.7214582052858021,1.4514656318941217,0.6334724406705533,0.689351607992055,0.6396287365620164,0.6989730089591953,26032
0.8277120467117394,0.8091204447034098,0.8579034468553915,0.7935971271907039,0.7714105061599993,0.8088477557789838,26032
0.8272894898586355,0.6493026294734628,0.8442507547212831,0.8627447916012663,0.8357597340175305,0.8134860041743648,26032
0.8656653349723418,0.6287885765283475,0.8826167250689705,0.8412101349071012,0.838090890356581,0.8500909562309663,26032
0.8476874615857406,0.6027322554412471,0.856921259971001,0.8769557831150466,0.8537956563315948,0.8344644513466244,26032
0.8688921327596804,0.5586647380695214,0.8849263728602708,0.8417998458138849,0.8404506855348973,0.8532795910250411,26032
0.775161339889367,0.9731011347457098,0.8275234340788045,0.8350773132214557,0.7909769779814207,0.7656814257392697,26032
0.8612861094038107,0.6133703842951465,0.875213617959418,0.8369769479733767,0.8262858748518281,0.8453280056536611,26032
0.7159649661954518,1.693823553772887,0.6345394324580254,0.6788201787220094,0.6274066193344219,0.6950667843457848,26032
0.8798786109403811,0.5146759362054443,0.8834910200882062,0.8770164894587437,0.8729832096273119,0.865563114566991,26032
0.71220036877689,1.4683194588354636,0.7384137087995811,0.6684154424379012,0.6256935662755413,0.6917328960153704,26032
0.8732713583282115,0.5594744793498304,0.881877942905968,0.8628618468780347,0.8599360123218572,0.8584883372159041,26032
0.8449216349108789,0.7535248273490174,0.8704383529942881,0.8241512332468035,0.8254365933769391,0.8270571650961935,26032
0.8316687154271666,0.7289770557862817,0.8617673826368512,0.8376130296664679,0.8344455355516016,0.8148975583540541,26032
0.8540642286416718,0.7539875653893506,0.8840722064801524,0.8262891258194174,0.8317393428140722,0.8372218996082911,26032
0.79990012292563,0.805534179198207,0.8415718603396624,0.8164485449165572,0.8039424333632443,0.7824992417682858,26032
0.713660110633067,1.6805679634369144,0.7383875202608124,0.6783990523032104,0.6356091971883183,0.6915679917304819,26032
0.843000921942225,0.6588628738477469,0.8631845193056524,0.8158741166892234,0.7996437135637413,0.8255380156302613,26032
0.8420789797172711,0.671584436378013,0.8552478254189548,0.8685395536665812,0.8471212970400799,0.8285256528975005,26032
0.8655885064535955,0.5663595712470657,0.8787918567148209,0.8408438504164367,0.833298137139842,0.8497433033653901,26032
0.8231023355869699,0.7651085239579213,0.8402183639821933,0.8560786194784221,0.8286997623857539,0.8087482694720237,26032
0.8594038106945298,0.6358149660718023,0.8844731411425897,0.8405097310693943,0.8369792848522671,0.8439670419818707,26032
0.6992163491087892,1.3622778656296592,0.7290406593969915,0.6683795952217447,0.6157288759047724,0.677549078046975,26032
0.8453441917639828,0.6731124759343188,0.8705222834341292,0.8095646887449719,0.7902422079885778,0.827970999004344,26032
0.8177243392747388,0.7570264833465851,0.8387159195001809,0.8515234771526237,0.8227011631211759,0.8037459984951172,26032
0.8708512599877074,0.6550902681769809,0.8836753389396605,0.8504272807421117,0.8524321247511042,0.8551196706618329,26032
0.8217962507682852,0.7595576084348858,0.8554617389016812,0.8265756812198534,0.8220943545626463,0.804244981426641,26032
0.7224185617701291,1.6560813226652937,0.7347455018888762,0.6878317851698738,0.6466325883400469,0.7010136937864424,26032
0.8858328211432084,0.45874310988697015,0.8857918193578126,0.8869939507269466,0.8809582095858216,0.8723225451380344,26032
0.7248770743700061,1.3473605967110187,0.8411758511867291,0.6905464866513855,0.6623173367155526,0.7022820696319283,26032
0.8359711124769514,0.6549982482770065,0.8625549657045708,0.8081147644836211,0.7927149573330194,0.8180270910427395,26032
0.6819299323909035,2.184496171795377,0.6279678001775217,0.6430748602286932,0.592324040964342,0.6571610394736604,26032
0.884181007990166,0.5006776998654127,0.887661367984917,0.8773105878746126,0.8739582966967617,0.870299164950939,26032
0.734519053472649,1.464881356501037,0.736132403700511,0.70603493031325,0.6544905124962577,0.7135111443632756,26032
0.8836432083589428,0.5483025327810277,0.891702205608615,0.8812779360425405,0.879863567107963,0.8699507103765812,26032
0.7366702519975414,1.270839070643687,0.8410219912789467,0.7047297681111608,0.677357294484428,0.714015012448345,26032
0.8815688383527965,0.5416406441775289,0.8795850939856169,0.8805755852830016,0.8724400185019583,0.8676026782367867,26032
0.7456976029502151,1.1467586520008317,0.8461824112766092,0.7156962146270842,0.680759787847551,0.7253477884729068,26032
0.8816072526121697,0.586152656492677,0.8850242547040101,0.8787136451306875,0.8748898089580486,0.86757417509726,26032
0.7006760909649662,1.6226382666229102,0.837960883170944,0.6657572086115996,0.6272868241592723,0.6785255022431266,26032
0.8220651505838967,0.8030949459349955,0.855601515026134,0.798566239677936,0.7749918214658653,0.8038981219332437,26032
0.8244468346650277,0.7505000078319111,0.8498875852839889,0.8624838676904478,0.8364193370684523,0.8117358175241473,26032
0.8744237861094039,0.5852116628629559,0.887778806594099,0.8502938447776802,0.847765697303401,0.8595217342162278,26032
0.8340503995082975,0.7222062750927275,0.8504426597513113,0.8672007128847925,0.8428185830154978,0.8206722757107883,26032
0.8388905961893055,0.7644987505641391,0.8621619132415465,0.8098570194624951,0.8088010219985348,0.8199263153023469,26032
0.7471189305470191,1.0495636002484023,0.8358752378581824,0.714631980901566,0.6761775350115631,0.7266792050925972,26032
0.8807237246465888,0.5697802769016765,0.8841902429302451,0.8732917042224863,0.8701745179683588,0.8664229206966141,26032
0.7725491702519975,1.095120910053687,0.850729151600396,0.7502481188373517,0.737819173143595,0.7521032486089002,26032
0.8534496004917025,0.7008297063304958,0.8685495697470882,0.8588579237388114,0.8508528664472959,0.8378930136027192,26032
0.7358635525507068,1.2321163440270884,0.8354922466476766,0.7133232583942029,0.6785122881070865,0.7140497956348384,26032
0.8830285802089736,0.5263012080706917,0.8859079380395011,0.8834659724920609,0.8777530017545828,0.8693645079873983,26032
0.8420021511985248,0.7719543165382463,0.8625648503508441,0.820014961642838,0.8152861606707871,0.8236832735561755,26032
0.84930086047941,0.6785928866635383,0.8692603522734395,0.855379206359326,0.8502204781443069,0.8335956792321325,26032
0.8570989551321451,0.6692160816007988,0.8710323890907163,0.8404658846733492,0.8371774223703733,0.8402155222147419,26032
0.8578672403196066,0.6502074059820204,0.8756244108084255,0.8289170452910366,0.8215604630953818,0.8410688212119133,26032
0.8199523663183774,0.7506371323836678,0.8497587178276579,0.858953259033252,0.8345434684922577,0.8073698107506871,26032
0.8632452366318377,0.5867533688905713,0.8833249469248111,0.8365334572483707,0.8328186727246939,0.8473806309827374,26032
0.8356637984019668,0.7433843735213945,0.8564290304531003,0.8674087374235626,0.8466390882288166,0.8225298471755772,26032
0.8429625076828519,0.7387649488910694,0.8688218286962645,0.830023745912569,0.8228356002030136,0.826067644862056,26032
0.8327827289489859,0.7222054768319356,0.8480589887702553,0.8685521853955626,0.8419402141161845,0.8195012045667357,26032
0.8663567916410572,0.6838876989514973,0.8908496446719975,0.8432057393537488,0.8451296332264784,0.8511354164296214,26032
0.8156883835279656,0.7718245011022212,0.8424273325205759,0.8456982190859517,0.8226922098690844,0.8016792047650635,26032
0.864858635525507,0.6493754446433231,0.885530136070113,0.8467926796179496,0.8494936147287777,0.8492335343007733,26032
0.8576751690227412,0.6055639550483659,0.8670122692304041,0.8805578238174687,0.863361918495329,0.8443587912479493,26032
0.8518362015980332,0.7178447055135245,0.8850329049015926,0.834034158638049,0.8385143758450468,0.8359440383461282,26032
0.8307851874615857,0.6911569821482871,0.8550741390952548,0.8576384068770077,0.8399941089417791,0.8168896269483187,26032
0.8705439459127228,0.6148441984617571,0.8916549299320767,0.8485837067283264,0.8538580658880243,0.8552940302877639,26032
0.8461124769514444,0.6898607652503871,0.8615174204299334,0.8283997784930408,0.8245234676245412,0.8281336941581448,26032
0.8504148740012293,0.7541393071010059,0.8809889100106026,0.8221312885257003,0.8193577122082012,0.8338585571627048,26032
0.8511447449293178,0.634243806328375,0.8573263423602505,0.8752601028868112,0.8549608266635538,0.837229403636342,26032
0.8672403196066379,0.6097115035722354,0.8811510392444868,0.8484637196892351,0.8474717553904435,0.8516248293935452,26032
