csv_file,max_accuracy,client_folder
0.50.csv,0.9386000037193298,client_8_mnist_rank_analyze_topsis
0.50.csv,0.9368000030517578,client_7_mnist_rank_analyze_topsis
0.90.csv,0.9351000189781188,client_8_mnist_rank_analyze_topsis
0.10.csv,0.9348999857902528,client_7_mnist_rank_analyze_topsis
0.90.csv,0.9348000288009644,client_7_mnist_rank_analyze_topsis
0.40.csv,0.9347000122070312,client_8_mnist_rank_analyze_topsis
0.20.csv,0.9340000152587892,client_8_mnist_rank_analyze_topsis
0.10.csv,0.9340000152587892,client_3_mnist_rank_analyze_topsis
0.10.csv,0.933899998664856,client_6_mnist_rank_analyze_topsis
1.00.csv,0.9333000183105468,client_3_mnist_rank_analyze_topsis
0.10.csv,0.9332000017166138,client_5_mnist_rank_analyze_topsis
0.10.csv,0.9330000281333924,client_1_mnist_rank_analyze_topsis
0.10.csv,0.932799994945526,client_2_mnist_rank_analyze_topsis
0.10.csv,0.932699978351593,client_0_mnist_rank_analyze_topsis
0.10.csv,0.9325000047683716,client_8_mnist_rank_analyze_topsis
0.90.csv,0.9325000047683716,client_6_mnist_rank_analyze_topsis
0.70.csv,0.9323999881744384,client_8_mnist_rank_analyze_topsis
0.10.csv,0.9323999881744384,client_4_mnist_rank_analyze_topsis
1.00.csv,0.932200014591217,client_9_mnist_rank_analyze_topsis
0.90.csv,0.932200014591217,client_3_mnist_rank_analyze_topsis
0.50.csv,0.932200014591217,client_2_mnist_rank_analyze_topsis
0.50.csv,0.9318000078201294,client_4_mnist_rank_analyze_topsis
1.00.csv,0.9318000078201294,client_2_mnist_rank_analyze_topsis
0.50.csv,0.9316999912261964,client_0_mnist_rank_analyze_topsis
0.90.csv,0.9314000010490416,client_2_mnist_rank_analyze_topsis
0.80.csv,0.9314000010490416,client_8_mnist_rank_analyze_topsis
0.50.csv,0.9314000010490416,client_1_mnist_rank_analyze_topsis
0.70.csv,0.9312999844551086,client_4_mnist_rank_analyze_topsis
0.90.csv,0.9312999844551086,client_0_mnist_rank_analyze_topsis
1.00.csv,0.9312000274658204,client_4_mnist_rank_analyze_topsis
0.70.csv,0.930999994277954,client_2_mnist_rank_analyze_topsis
0.50.csv,0.930999994277954,client_5_mnist_rank_analyze_topsis
0.90.csv,0.930899977684021,client_5_mnist_rank_analyze_topsis
0.70.csv,0.9308000206947328,client_5_mnist_rank_analyze_topsis
1.00.csv,0.9307000041007996,client_8_mnist_rank_analyze_topsis
0.90.csv,0.9305999875068665,client_1_mnist_rank_analyze_topsis
0.70.csv,0.930400013923645,client_1_mnist_rank_analyze_topsis
0.70.csv,0.930299997329712,client_0_mnist_rank_analyze_topsis
0.40.csv,0.930299997329712,client_6_mnist_rank_analyze_topsis
0.50.csv,0.930299997329712,client_3_mnist_rank_analyze_topsis
0.70.csv,0.9301999807357788,client_3_mnist_rank_analyze_topsis
1.00.csv,0.9300000071525574,client_0_mnist_rank_analyze_topsis
1.00.csv,0.9300000071525574,client_1_mnist_rank_analyze_topsis
1.00.csv,0.9300000071525574,client_5_mnist_rank_analyze_topsis
0.90.csv,0.9298999905586244,client_4_mnist_rank_analyze_topsis
0.70.csv,0.9297999739646912,client_6_mnist_rank_analyze_topsis
0.50.csv,0.9297000169754028,client_6_mnist_rank_analyze_topsis
0.40.csv,0.9296000003814696,client_5_mnist_rank_analyze_topsis
0.40.csv,0.9296000003814696,client_4_mnist_rank_analyze_topsis
0.20.csv,0.929099977016449,client_3_mnist_rank_analyze_topsis
0.40.csv,0.9280999898910522,client_1_mnist_rank_analyze_topsis
0.20.csv,0.9279999732971193,client_4_mnist_rank_analyze_topsis
0.40.csv,0.9279000163078308,client_0_mnist_rank_analyze_topsis
0.40.csv,0.9277999997138976,client_2_mnist_rank_analyze_topsis
1.00.csv,0.9276999831199646,client_7_mnist_rank_analyze_topsis
0.40.csv,0.927299976348877,client_3_mnist_rank_analyze_topsis
0.20.csv,0.9269999861717224,client_0_mnist_rank_analyze_topsis
0.20.csv,0.9269999861717224,client_2_mnist_rank_analyze_topsis
1.00.csv,0.926900029182434,client_6_mnist_rank_analyze_topsis
0.80.csv,0.926900029182434,client_2_mnist_rank_analyze_topsis
0.20.csv,0.926800012588501,client_1_mnist_rank_analyze_topsis
0.40.csv,0.9265999794006348,client_7_mnist_rank_analyze_topsis
0.80.csv,0.9262999892234802,client_1_mnist_rank_analyze_topsis
0.70.csv,0.9262999892234802,client_7_mnist_rank_analyze_topsis
0.20.csv,0.9261999726295472,client_5_mnist_rank_analyze_topsis
0.80.csv,0.9258000254631042,client_6_mnist_rank_analyze_topsis
0.20.csv,0.9257000088691713,client_6_mnist_rank_analyze_topsis
0.80.csv,0.9253000020980836,client_0_mnist_rank_analyze_topsis
0.80.csv,0.9251999855041504,client_3_mnist_rank_analyze_topsis
0.80.csv,0.925100028514862,client_4_mnist_rank_analyze_topsis
0.80.csv,0.9244999885559082,client_5_mnist_rank_analyze_topsis
0.60.csv,0.9236999750137328,client_8_mnist_rank_analyze_topsis
0.20.csv,0.92330002784729,client_7_mnist_rank_analyze_topsis
0.80.csv,0.9225000143051147,client_7_mnist_rank_analyze_topsis
0.60.csv,0.9139000177383424,client_3_mnist_rank_analyze_topsis
0.60.csv,0.913699984550476,client_6_mnist_rank_analyze_topsis
0.40.csv,0.9133999943733216,client_9_mnist_rank_analyze_topsis
0.60.csv,0.9132999777793884,client_0_mnist_rank_analyze_topsis
0.30.csv,0.9132000207901,client_9_mnist_rank_analyze_topsis
0.60.csv,0.912999987602234,client_1_mnist_rank_analyze_topsis
0.60.csv,0.9128000140190125,client_2_mnist_rank_analyze_topsis
0.60.csv,0.9120000004768372,client_4_mnist_rank_analyze_topsis
0.60.csv,0.9101999998092652,client_7_mnist_rank_analyze_topsis
0.30.csv,0.9100000262260436,client_8_mnist_rank_analyze_topsis
0.50.csv,0.9068999886512756,client_9_mnist_rank_analyze_topsis
0.60.csv,0.9068999886512756,client_5_mnist_rank_analyze_topsis
0.30.csv,0.9021999835968018,client_0_mnist_rank_analyze_topsis
0.30.csv,0.9021000266075134,client_7_mnist_rank_analyze_topsis
0.30.csv,0.9020000100135804,client_1_mnist_rank_analyze_topsis
0.30.csv,0.9006999731063843,client_2_mnist_rank_analyze_topsis
0.60.csv,0.8998000025749207,client_9_mnist_rank_analyze_topsis
0.20.csv,0.8989999890327454,client_9_mnist_rank_analyze_topsis
0.30.csv,0.8985999822616577,client_3_mnist_rank_analyze_topsis
0.10.csv,0.8978999853134155,client_9_mnist_rank_analyze_topsis
0.30.csv,0.8934999704360962,client_4_mnist_rank_analyze_topsis
0.30.csv,0.8934000134468079,client_6_mnist_rank_analyze_topsis
0.30.csv,0.8903999924659729,client_5_mnist_rank_analyze_topsis
0.70.csv,0.8895000219345093,client_9_mnist_rank_analyze_topsis
0.90.csv,0.8605999946594238,client_9_mnist_rank_analyze_topsis
0.80.csv,0.8492000102996826,client_9_mnist_rank_analyze_topsis
