round,selected_clients,weight_divergence,loss
0,client.1@group-1;client.10@group-1,0.365896,0.634104
1,client.1@group-1;client.8@group-1,0.389662,0.610338
2,client.5@group-1;client.7@group-1,0.458094,0.541906
3,client.2@group-1;client.4@group-1,0.479047,0.520953
4,client.6@group-1;client.8@group-1,0.605032,0.394968
5,client.2@group-1;client.5@group-1,0.399489,0.600511
6,client.4@group-1;client.8@group-1,0.464593,0.535407
7,client.7@group-1;client.8@group-1,0.442339,0.557661
8,client.1@group-1;client.7@group-1,0.440643,0.559357
9,client.7@group-1;client.8@group-1,0.433632,0.566368
10,client.5@group-1;client.6@group-1,0.556675,0.443325
11,client.2@group-1;client.4@group-1,0.473150,0.526850
12,client.7@group-1;client.8@group-1,0.558198,0.441802
13,client.5@group-1;client.7@group-1,0.481194,0.518806
14,client.4@group-1;client.8@group-1,0.488922,0.511078
15,client.7@group-1;client.8@group-1,0.441980,0.558020
16,client.5@group-1;client.7@group-1,0.461012,0.538988
17,client.4@group-1;client.5@group-1,0.448335,0.551665
18,client.3@group-1;client.8@group-1,0.571654,0.428346
19,client.7@group-1;client.8@group-1,0.583223,0.416777
20,client.5@group-1;client.7@group-1,0.472618,0.527382
21,client.4@group-1;client.7@group-1,0.448599,0.551401
22,client.3@group-1;client.7@group-1,0.448296,0.551704
23,client.5@group-1;client.6@group-1,0.612684,0.387316
24,client.4@group-1;client.5@group-1,0.579244,0.420756
25,client.3@group-1;client.7@group-1,0.581213,0.418787
26,client.5@group-1;client.6@group-1,0.638197,0.361803
27,client.4@group-1;client.5@group-1,0.526324,0.473676
28,client.3@group-1;client.7@group-1,0.530920,0.469080
29,client.5@group-1;client.6@group-1,0.618420,0.381580
30,client.4@group-1;client.5@group-1,0.545464,0.454536
31,client.3@group-1;client.8@group-1,0.605903,0.394097
32,client.6@group-1;client.7@group-1,0.615833,0.384167
33,client.4@group-1;client.5@group-1,0.589119,0.410881
34,client.3@group-1;client.8@group-1,0.605515,0.394485
35,client.6@group-1;client.7@group-1,0.606372,0.393628
36,client.4@group-1;client.5@group-1,0.579090,0.420910
37,client.3@group-1;client.8@group-1,0.583272,0.416728
38,client.6@group-1;client.7@group-1,0.592689,0.407311
39,client.5@group-1;client.7@group-1,0.607265,0.392735
40,client.5@group-1;client.7@group-1,0.487313,0.512687
41,client.4@group-1;client.5@group-1,0.520598,0.479402
42,client.3@group-1;client.8@group-1,0.599155,0.400845
43,client.6@group-1;client.7@group-1,0.617179,0.382821
44,client.4@group-1;client.5@group-1,0.613112,0.386888
45,client.3@group-1;client.7@group-1,0.571645,0.428355
46,client.5@group-1;client.8@group-1,0.579705,0.420295
47,client.4@group-1;client.7@group-1,0.549093,0.450907
48,client.7@group-1;client.8@group-1,0.503136,0.496864
49,client.5@group-1;client.6@group-1,0.591969,0.408031
50,client.4@group-1;client.5@group-1,0.563729,0.436271
51,client.3@group-1;client.8@group-1,0.556411,0.443589
52,client.5@group-1;client.7@group-1,0.588268,0.411732
53,client.5@group-1;client.7@group-1,0.470051,0.529949
54,client.5@group-1;client.8@group-1,0.519256,0.480744
55,client.5@group-1;client.7@group-1,0.476685,0.523315
56,client.4@group-1;client.5@group-1,0.510538,0.489462
57,client.3@group-1;client.8@group-1,0.571772,0.428228
58,client.6@group-1;client.7@group-1,0.591121,0.408879
59,client.5@group-1;client.7@group-1,0.586344,0.413656
60,client.4@group-1;client.5@group-1,0.516102,0.483898
61,client.3@group-1;client.8@group-1,0.529110,0.470890
62,client.5@group-1;client.7@group-1,0.558014,0.441986
63,client.5@group-1;client.7@group-1,0.488166,0.511834
64,client.5@group-1;client.7@group-1,0.427746,0.572254
