Wall time,Step,Value
1766320991.9238527,4945,8.0
1766321058.972424,5333,8.0
1766321619.695963,8496,8.0
1766322122.2124145,11334,8.0
1766323451.3352456,18725,8.0
1766323658.412954,19908,8.0
1766324882.193092,26714,8.0
1766324994.7726626,27362,8.0
1766325445.9761226,29895,8.0
1766325804.377516,31894,8.0
1766326574.3826618,36255,8.0
1766326629.6851187,36577,8.0
1766326786.7909105,37461,8.0
1766328890.8968315,49247,9.0
1766329621.876001,53280,9.0
1766329922.943024,54965,9.0
1766331164.5595386,61841,9.0
1766331680.7363818,64687,9.0
1766332011.38299,66532,9.0
1766332160.6789165,67366,9.0
1766333199.9601922,73194,9.0
1766333410.7999945,74324,9.0
1766333727.8250856,76120,9.0
1766333956.1733599,77413,9.0
1766334905.9038734,82773,9.0
1766335055.4988348,83603,9.0
1766336044.559732,89112,9.0
1766336361.0500982,90911,9.0
1766336400.5996492,91129,9.0
1766336674.966934,92642,9.0
1766336794.0925725,93308,9.0
1766337431.4459035,96920,9.0
1766339720.702514,109409,9.0
1766340263.2515259,112321,9.0
1766340277.6627083,112393,9.0
1766340878.4913905,115536,9.0
1766341078.1059034,116610,9.0
1766342087.343461,122025,9.0
1766342141.9413297,122320,9.0
1766342631.1056273,124887,9.0
1766342850.1751556,126056,9.0
1766344510.5860038,135042,9.0
1766346252.5406837,144406,9.0
1766347374.8541136,150415,9.0
1766347442.7891507,150775,9.0
1766347784.750843,152647,9.0
1766347857.399791,153021,9.0
1766348871.6042268,158511,9.0
1766349003.4623325,159204,9.0
1766349478.5768085,161751,9.0
1766349701.4097521,162933,9.0
1766349916.522547,164085,9.0
1766350522.4684184,167307,9.0
1766351082.5312264,170338,9.0
1766351774.5088992,174067,9.0
1766352405.085145,177458,9.0
1766352773.95557,179477,9.0
1766353119.7047083,181337,9.0
1766353538.7949283,183580,9.0
1766354301.8843596,187702,9.0
1766355419.877661,193714,9.0
1766355803.6489904,195770,9.0
1766355992.2683067,196792,9.0
1766356283.2480514,198350,9.0
1766356332.4546218,198621,9.0
1766356394.227392,198951,9.0
1766357330.960972,203981,9.0
1766358698.5892353,211321,9.0
1766358855.3463588,212135,9.0
1766359146.760251,213714,9.0
1766359201.210144,213997,9.0
1766359396.953492,215073,9.0
1766360304.8283665,220033,9.0
1766360625.022086,221711,9.0
1766360907.400481,223232,9.0
1766362110.1946826,229725,9.0
1766362882.581656,233894,9.0
1766363784.8714156,238779,9.0
1766364209.6261995,241101,9.0
1766366199.5939596,251821,9.0
1766366440.100481,253098,9.0
1766366726.3766348,254659,9.0
1766367209.273895,257275,9.0
1766367318.5428836,257862,9.0
1766367350.1699095,258039,9.0
1766367817.1376169,260574,9.0
1766367931.8897066,261207,9.0
1766368968.2242978,266803,9.0
1766369251.6442301,268333,9.0
1766370069.477099,272750,9.0
1766370851.1527402,276919,9.0
1766370865.1867387,276992,9.0
1766370904.035085,277198,9.0
1766371859.0832953,282298,9.0
1766372249.6457148,284373,9.0
1766372287.5894268,284575,9.0
1766372392.9939718,285133,9.0
1766372966.4791174,288200,9.0
1766372987.2574914,288310,9.0
1766373231.0790968,289631,9.0
1766373265.1133006,289800,9.0
1766373376.4579265,290391,9.0
1766374042.9557555,293964,9.0
1766374434.583217,296088,9.0
1766374583.2139974,296892,9.0
1766377505.5179684,312435,9.0
1766378802.4112973,319448,9.0
1766379103.687728,321050,9.0
1766379844.8528,324978,9.0
1766382265.152333,337893,9.0
1766383867.2673361,346422,9.0
1766384868.2744834,351785,9.0
1766385458.983171,354916,9.0
1766385542.0073214,355373,9.0
1766386868.6469283,362485,9.0
1766388456.8854878,371144,9.0
1766389248.5207217,375380,9.0
1766389991.7817805,379301,9.0
1766390341.3688357,381186,9.0
1766390375.4759293,381363,9.0
1766390410.54091,381558,9.0
1766391861.4247265,389409,9.0
1766393499.2809289,398171,9.0
1766394280.7404883,402415,9.0
1766395336.0874474,408133,9.0
1766396120.917834,412379,9.0
1766399209.2759128,429178,10.0
1766399656.0283613,431575,10.0
1766399714.8359656,431902,10.0
1766400998.5819464,438855,10.0
1766402380.5578856,446337,10.0
1766402761.3045075,448392,10.0
1766404053.0858955,455410,10.0
1766404537.1541233,457997,10.0
1766404740.5973692,459129,10.0
1766405869.9936173,465266,10.0
1766407533.5275373,474297,10.0
