Wall time,Step,Value
1763945135.1764119,2250,2.0
1763945364.7055352,5463,5.0
1763945388.4132116,5789,5.0
1763945614.687369,8937,5.0
1763945848.775421,12227,5.0
1763946469.350283,20927,5.0
1763946548.3760886,22025,5.0
1763947086.2851167,29500,5.0
1763947128.9644156,30093,5.0
1763947312.9465823,32654,5.0
1763947484.804783,35061,5.0
1763947785.0037713,39230,5.0
1763947814.045572,39644,5.0
1763947880.1412659,40562,5.0
1763948155.1783082,44410,5.0
1763948342.3121505,47026,5.0
1763948834.9524894,53900,5.0
1763949176.4652343,58652,5.0
1763949315.9767725,60610,6.0
1763949932.531268,69269,6.0
1763950177.6674194,72690,6.0
1763950338.0615463,74940,6.0
1763950399.902382,75802,6.0
1763950410.169157,75947,6.0
1763950840.3975728,81948,6.0
1763950978.4304423,83896,6.0
1763951118.261012,85859,6.0
1763951212.0064077,87170,6.0
1763951606.6721737,92680,6.0
1763951677.9294546,93674,6.0
1763952070.5513797,99152,6.0
1763952098.3689556,99531,6.0
1763952125.5465434,99921,6.0
1763952248.112772,101586,6.0
1763952269.073472,101876,6.0
1763952395.6858897,103581,6.0
1763952454.7556803,104380,6.0
1763952752.1809673,108412,6.0
1763953848.970479,123187,6.0
1763954078.6633325,126244,6.0
1763954085.8351567,126339,6.0
1763954140.8181155,127072,6.0
1763954376.8333461,130229,6.0
1763954410.0598733,130674,6.0
1763954490.9354205,131747,6.0
1763954950.9514854,137867,6.0
1763954977.9380913,138225,6.0
1763955228.3309097,141547,6.0
1763955283.9170806,142277,6.0
1763955328.6801648,142871,6.0
1763955836.7537184,149648,6.0
1763955896.9732084,150460,6.0
1763955904.3299253,150557,6.0
1763956091.837373,153059,6.0
1763956734.6429336,161632,6.0
1763956916.6848066,164073,6.0
1763957484.680981,171657,6.0
1763957516.6660614,172083,6.0
1763957649.4978173,173851,6.0
1763957680.0666797,174251,6.0
1763958164.1354058,180702,6.0
1763958244.96226,181786,6.0
1763958480.7836978,184937,6.0
1763958602.892385,186564,6.0
1763958712.2407198,188031,6.0
1763958987.8054998,191682,6.0
1763959088.5923133,193018,6.0
1763959221.5607913,194778,6.0
1763959552.9134521,199198,6.0
1763959845.1609972,203080,6.0
1763959998.4728925,205113,6.0
1763960137.9836183,206951,6.0
1763960178.972762,207498,6.0
1763960358.6802928,209895,6.0
1763960719.2710068,214699,8.0
1763961152.6474621,220463,8.0
1763961270.2619004,222038,8.0
1763961469.0306568,224692,8.0
1763961572.9707768,226085,8.0
1763961716.9645789,227998,8.0
1763961735.5534482,228242,8.0
1763961777.6667058,228815,8.0
1763962233.9557211,234866,8.0
1763962693.4711263,240954,8.0
1763962879.0180926,243409,8.0
1763962974.469491,244677,8.0
1763963094.9656684,246251,8.0
1763963135.2338758,246792,8.0
1763963222.796397,247958,8.0
1763963628.657814,253317,8.0
1763963826.8619163,255949,8.0
1763963943.8739893,257500,8.0
1763963966.4886272,257791,8.0
1763964577.0070713,265887,8.0
1763964705.2436883,267581,8.0
1763964939.120264,270654,8.0
1763965378.996404,276450,8.0
1763965460.509741,277524,8.0
1763965504.3571558,278102,8.0
1763965574.594216,279026,8.0
1763966538.7926702,291706,8.0
1763966588.0414288,292359,8.0
1763966682.637006,293604,8.0
1763966831.3800683,295575,8.0
1763967048.0002258,298418,8.0
1763967093.8043742,299016,8.0
1763967103.2796907,299139,8.0
1763967302.0659406,301734,8.0
1763967353.6810153,302408,8.0
1763967870.9889548,309233,8.0
1763968015.2260582,311135,8.0
1763968329.8328917,315282,8.0
1763968448.3579261,316847,15.0
1763968880.0963564,322535,15.0
1763968890.9758377,322677,15.0
1763968911.0751827,322939,15.0
1763969421.3687735,329632,15.0
1763969624.2823281,332297,15.0
1763969640.6154816,332504,15.0
1763969700.946563,333295,15.0
1763969998.9021678,337204,15.0
