Wall time,Step,Value
1763782244.578189,2561,5.0
1763782245.0785332,3451,7.0
1763782246.3358376,5676,7.0
1763782246.5423903,6025,7.0
1763782247.3100808,7270,7.0
1763782248.5583282,9399,7.0
1763782248.8525276,9914,7.0
1763782250.2951808,12227,7.0
1763782254.8558338,20432,21.0
1763782255.1890676,21050,21.0
1763782255.7806916,22111,21.0
1763782256.9851336,24271,21.0
1763782257.0858674,24449,21.0
1763782260.4615946,30495,21.0
1763782260.9103537,31321,21.0
1763782262.41936,34057,21.0
1763782262.7376025,34608,21.0
1763782263.3186393,35660,21.0
1763782263.6943347,36303,21.0
1763782266.240606,40850,21.0
1763782266.345199,41034,21.0
1763782266.844707,41903,21.0
1763782268.4110894,44688,21.0
1763782269.2164898,46196,21.0
1763782270.8428407,49167,21.0
1763782274.8670483,56356,21.0
1763782274.956979,56522,21.0
1763782276.4189837,59138,21.0
1763782276.6487353,59567,21.0
1763782277.8508945,61765,21.0
1763782278.049208,62110,21.0
1763782278.0981436,62200,21.0
1763782278.8668108,63560,21.0
1763782280.2251885,65952,21.0
1763782281.8552463,68884,21.0
1763782283.5580497,71963,21.0
1763782285.8503802,76086,21.0
1763782286.6601393,77547,21.0
1763782287.1286798,78405,21.0
1763782287.7068436,79453,21.0
1763782287.761573,79545,21.0
1763782290.3253696,84196,21.0
1763782290.457079,84426,21.0
1763782291.2913365,85905,21.0
1763782291.7755978,86740,21.0
1763782291.8427856,86858,21.0
1763782291.983312,87114,21.0
1763782292.1642184,87433,21.0
1763782292.347356,87783,21.0
1763782293.2872894,89475,21.0
1763782294.207322,91163,21.0
1763782297.0275826,96143,21.0
1763782297.7102716,97407,21.0
1763782298.2426944,98358,21.0
1763782298.9859924,99728,21.0
1763782306.0599492,101309,21.0
1763782308.266099,101740,21.0
1763782316.992606,103247,21.0
1763782320.3689754,103782,21.0
1763782322.296918,104057,21.0
1763782323.5701194,104265,21.0
1763782329.657276,105191,21.0
1763782334.135325,105804,21.0
1763782335.9185104,106059,21.0
1763782339.9147077,106661,21.0
1763782342.2429085,107017,21.0
1763782345.198174,107450,21.0
1763782349.2154386,108038,21.0
1763782354.2674334,108813,21.0
1763782354.9295993,108903,21.0
1763782374.856091,111876,21.0
1763782379.3334908,112454,21.0
1763782412.6991503,116967,21.0
1763782418.179084,117724,21.0
1763782423.3389444,118414,21.0
1763782446.914551,121574,21.0
1763782448.4458873,121758,21.0
1763782459.7039752,122805,21.0
1763782479.549356,124597,21.0
1763782495.5359304,126140,21.0
1763782500.6979177,126608,21.0
1763782510.796891,127849,21.0
1763782520.3681953,129247,21.0
1763782529.1601043,130494,21.0
1763782530.1173959,130632,21.0
1763782537.058593,131523,21.0
1763782538.5385706,131663,21.0
1763782546.3502345,132408,21.0
1763782572.1642342,134816,21.0
1763782575.0535624,135088,21.0
1763782587.7863445,136312,21.0
1763782637.1614218,142128,21.0
1763782648.4448147,143086,21.0
1763782652.8258345,143480,21.0
1763782656.784993,143856,21.0
