Wall time,Step,Value
1766321012.5827065,5063,1.485714316368103
1766321078.613242,5440,1.5405405759811401
1766321638.9807582,8597,1.5689655542373657
1766322142.4264715,11452,1.5921052694320679
1766323466.2265513,18802,1.559999942779541
1766323685.181274,20062,1.5499999523162842
1766324896.199443,26791,1.350000023841858
1766325019.6683114,27510,1.3700000047683716
1766325460.3916562,29970,1.3700000047683716
1766325825.2463949,32009,1.340000033378601
1766326599.344233,36394,1.4700000286102295
1766326644.217821,36656,1.4900000095367432
1766326801.5193725,37536,1.440000057220459
1766328919.0845714,49407,1.4700000286102295
1766329636.2290149,53354,1.2899999618530273
1766329957.3417003,55175,1.2000000476837158
1766331179.8064487,61914,1.100000023841858
1766331695.848602,64761,1.100000023841858
1766332025.3825328,66609,1.2100000381469727
1766332174.7087152,67440,1.2599999904632568
1766333214.2509923,73273,1.340000033378601
1766333430.011589,74428,1.2899999618530273
1766333742.4945447,76196,1.3300000429153442
1766333980.573732,77551,1.4199999570846558
1766334918.594831,82842,1.5199999809265137
1766335083.381346,83763,1.5499999523162842
1766336068.0364795,89247,1.5199999809265137
1766336375.1547856,90987,1.5099999904632568
1766336415.6900692,91205,1.5299999713897705
1766336690.1864855,92717,1.4199999570846558
1766336808.4510717,93382,1.3899999856948853
1766337446.8203657,96998,1.4199999570846558
1766339742.3873594,109524,1.4800000190734863
1766340277.6626918,112393,1.3799999952316284
1766340302.497508,112530,1.3700000047683716
1766340906.7270086,115689,1.1799999475479126
1766341092.3196075,116685,1.190000057220459
1766342101.5701642,122097,1.2999999523162842
1766342162.4118712,122431,1.2699999809265137
1766342645.8050911,124961,1.100000023841858
1766342887.329682,126274,1.1399999856948853
1766344535.752278,135180,1.409999966621399
1766346267.0851512,144480,1.6299999952316284
1766347399.4896908,150549,1.440000057220459
1766347485.493547,151029,1.4600000381469727
1766347799.2959247,152721,1.5
1766347871.7975192,153094,1.440000057220459
1766348886.641802,158584,1.4800000190734863
1766349018.1174703,159274,1.5299999713897705
1766349498.0368497,161859,1.5800000429153442
1766349726.242334,163072,1.4800000190734863
1766349932.238889,164157,1.5199999809265137
1766350543.3803627,167421,1.409999966621399
1766351110.1632946,170496,1.4199999570846558
1766351789.6845975,174144,1.5399999618530273
1766352430.7638764,177594,1.5700000524520874
1766352789.3496852,179552,1.659999966621399
1766353150.3083336,181516,1.7300000190734863
1766353573.6600132,183779,1.649999976158142
1766354336.4413717,187895,1.6299999952316284
1766355441.1115558,193828,1.649999976158142
1766355821.7888198,195871,1.6399999856948853
1766356017.438693,196927,1.6799999475479126
