condition,alpha,rho,round,rank_ratio,client_index,weight,raw_residual,optimal_residual,spmi_abs,spmi_rel,layer_ranks,raw_loss,raw_accuracy,plus_loss,plus_accuracy
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,1.0,0,0.11116666666666666,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.2829117584228515,0.1605,2.2829117584228515,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.4,1,0.12138333333333333,3.795784488606256e-05,4.113781875973888e-08,0.09251676317986757,0.9989162235400029,"{""_fc1.lora_A"": 64, ""_fc2.lora_A"": 64, ""_fc3.lora_A"": 10}",2.282894348144531,0.1605,2.2828658294677733,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.6,2,0.06723333333333334,2.4302113582984986e-05,6.480245195135545e-09,0.05928134402144672,0.9997333464361852,"{""_fc1.lora_A"": 96, ""_fc2.lora_A"": 96, ""_fc3.lora_A"": 10}",2.2829032745361326,0.1605,2.2828912658691407,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.2,3,0.1356,6.755511328679295e-05,3.160166215364504e-07,0.16406339220243543,0.9953220917535159,"{""_fc1.lora_A"": 32, ""_fc2.lora_A"": 32, ""_fc3.lora_A"": 10}",2.282879638671875,0.1605,2.282789566040039,0.161
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.5,4,0.09725,3.0278962414952376e-05,1.6263254709382863e-08,0.07384098430335924,0.999462885997,"{""_fc1.lora_A"": 80, ""_fc2.lora_A"": 80, ""_fc3.lora_A"": 10}",2.2828994140625,0.1605,2.2828809967041015,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.8,5,0.056216666666666665,1.4131040700180264e-05,7.497561770007873e-10,0.03447790913405314,0.9999469426072072,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.2829087524414065,0.1605,2.282904083251953,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.7,6,0.0609,1.9079228387585548e-05,2.372096387212195e-09,0.04654752831189647,0.999875671262012,"{""_fc1.lora_A"": 112, ""_fc2.lora_A"": 112, ""_fc3.lora_A"": 10}",2.2829063110351564,0.1605,2.2828986053466798,0.1605
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.3,7,0.0881,5.316894024605815e-05,1.078702162759127e-07,0.129469007983792,0.9979711798697377,"{""_fc1.lora_A"": 48, ""_fc2.lora_A"": 48, ""_fc3.lora_A"": 10}",2.2828895263671876,0.1605,2.2828404846191406,0.161
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.1,8,0.15123333333333333,9.609697493252411e-05,1.3775939773357164e-06,0.23111528437372245,0.9856645437767109,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.282869674682617,0.161,2.2826388549804686,0.1625
mnist_dirichlet_0_8_rho_neg05,0.8,-0.5,1,0.9,9,0.11091666666666666,7.575658469229445e-06,1.6179531068400104e-10,0.018484211471918616,0.9999786427395927,"{""_fc1.lora_A"": 144, ""_fc2.lora_A"": 144, ""_fc3.lora_A"": 10}",2.2829102935791017,0.1605,2.2829083251953124,0.1605
