family,dataset,method,method_variant,rank_assignment,alpha,runs,completed_runs,mean_peak_accuracy,min_peak_accuracy,max_peak_accuracy,mean_final_accuracy
nlp,imdb,zeropadding,standard,mismatch,0.4,1,1,0.81836,0.81836,0.81836,0.7776
nlp,mnli,flora,corrected,correct,0.4,1,1,0.65277636271,0.65277636271,0.65277636271,0.65277636271
nlp,mnli,flora,corrected,mismatch,0.4,1,1,0.654915944982,0.654915944982,0.654915944982,0.653693326541
nlp,mnli,flora,unspecified,correct,0.4,1,1,0.357208354559,0.357208354559,0.357208354559,0.357004584819
nlp,mnli,flora,unspecified,mismatch,0.4,1,1,0.350993377483,0.350993377483,0.350993377483,0.350891492613
nlp,mnli,rbla,standard,correct,0.4,1,1,0.502496179317,0.502496179317,0.502496179317,0.444727457972
nlp,mnli,rbla,standard,mismatch,0.4,1,1,0.577992868059,0.577992868059,0.577992868059,0.377381558839
nlp,mnli,rbla_plus,standard,correct,0.4,1,1,0.645134997453,0.645134997453,0.645134997453,0.622822210902
nlp,mnli,rbla_plus,standard,mismatch,0.4,1,1,0.60020376974,0.60020376974,0.60020376974,0.582985226694
nlp,mnli,sp,standard,correct,0.4,1,1,0.616709118696,0.616709118696,0.616709118696,0.613143148242
nlp,mnli,sp,standard,mismatch,0.4,1,1,0.46316861946,0.46316861946,0.46316861946,0.458481915436
nlp,mnli,zeropadding,standard,correct,0.4,1,1,0.623433520122,0.623433520122,0.623433520122,0.62098828324
nlp,mnli,zeropadding,standard,mismatch,0.4,1,1,0.435252165053,0.435252165053,0.435252165053,0.433418237392
nlp,mrpc,flora,corrected,correct,0.4,1,1,0.703768115942,0.703768115942,0.703768115942,0.695072463768
nlp,mrpc,flora,corrected,mismatch,0.4,1,1,0.704927536232,0.704927536232,0.704927536232,0.703188405797
nlp,mrpc,flora,unspecified,correct,0.4,1,1,0.664347826087,0.664347826087,0.664347826087,0.664347826087
nlp,mrpc,flora,unspecified,mismatch,0.4,1,1,0.654492753623,0.654492753623,0.654492753623,0.654492753623
nlp,mrpc,rbla,standard,correct,0.4,1,1,0.675942028986,0.675942028986,0.675942028986,0.668405797101
nlp,mrpc,rbla,standard,mismatch,0.4,1,1,0.693913043478,0.693913043478,0.693913043478,0.684637681159
nlp,mrpc,rbla_plus,standard,correct,0.4,1,1,0.682898550725,0.682898550725,0.682898550725,0.680579710145
nlp,mrpc,rbla_plus,standard,mismatch,0.4,1,1,0.690434782609,0.690434782609,0.690434782609,0.688115942029
nlp,mrpc,sp,standard,correct,0.4,1,1,0.685217391304,0.685217391304,0.685217391304,0.68347826087
nlp,mrpc,sp,standard,mismatch,0.4,1,1,0.706666666667,0.706666666667,0.706666666667,0.700289855072
nlp,mrpc,zeropadding,standard,correct,0.4,1,1,0.684637681159,0.684637681159,0.684637681159,0.681739130435
nlp,mrpc,zeropadding,standard,mismatch,0.4,1,1,0.703768115942,0.703768115942,0.703768115942,0.695652173913
nlp,qqp,flora,corrected,correct,0.4,1,1,0.834726688103,0.834726688103,0.834726688103,0.834058867178
nlp,qqp,flora,corrected,mismatch,0.4,1,1,0.823893148652,0.823893148652,0.823893148652,0.823893148652
nlp,qqp,flora,unspecified,correct,0.4,1,1,0.508706406134,0.508706406134,0.508706406134,0.508706406134
nlp,qqp,flora,unspecified,mismatch,0.4,1,1,0.481820430373,0.481820430373,0.481820430373,0.481795696265
nlp,qqp,rbla,standard,correct,0.4,1,1,0.785011130349,0.785011130349,0.785011130349,0.734454612911
nlp,qqp,rbla,standard,mismatch,0.4,1,1,0.737793717536,0.737793717536,0.737793717536,0.687929755132
nlp,qqp,rbla_plus,standard,correct,0.4,2,1,0.81664605491,0.81664605491,0.81664605491,0.793890675241
nlp,qqp,rbla_plus,standard,mismatch,0.4,1,1,0.798095473658,0.798095473658,0.798095473658,0.747415285679
nlp,qqp,sp,standard,correct,0.4,1,1,0.812020776651,0.812020776651,0.812020776651,0.810660400693
nlp,qqp,sp,standard,mismatch,0.4,1,1,0.72569873856,0.72569873856,0.72569873856,0.715533020035
nlp,qqp,zeropadding,standard,correct,0.4,1,1,0.779396487757,0.779396487757,0.779396487757,0.768760821172
nlp,qqp,zeropadding,standard,mismatch,0.4,1,1,0.63403413307,0.63403413307,0.63403413307,0.620677714568
nlp,rte,flora,corrected,correct,0.4,1,1,0.530685920578,0.530685920578,0.530685920578,0.512635379061
nlp,rte,flora,corrected,mismatch,0.4,1,1,0.498194945848,0.498194945848,0.498194945848,0.498194945848
nlp,rte,flora,unspecified,correct,0.4,1,1,0.458483754513,0.458483754513,0.458483754513,0.458483754513
nlp,rte,flora,unspecified,mismatch,0.4,1,1,0.454873646209,0.454873646209,0.454873646209,0.454873646209
nlp,rte,rbla,standard,correct,0.4,2,2,0.5559566787,0.552346570397,0.559566787004,0.503610108303
nlp,rte,rbla,standard,mismatch,0.4,1,1,0.534296028881,0.534296028881,0.534296028881,0.454873646209
nlp,rte,rbla_plus,standard,correct,0.4,3,2,0.53249097473,0.519855595668,0.545126353791,0.51083032491
nlp,rte,rbla_plus,standard,mismatch,0.4,1,1,0.559566787004,0.559566787004,0.559566787004,0.548736462094
