communication_round,internal_round,method,seed,global_test_accuracy,global_test_loss,training_loss,aggregation_time_seconds,aggregation_core_time_seconds,canonicalization_time_seconds,activation_collection_time_seconds,heldout_activation_collection_time_seconds,activation_score_time_seconds,full_rank_probe_relative_error,maximum_core_reconstruction_error,extra_server_time_seconds,prefix_test_accuracy_r1,prefix_test_loss_r1,prefix_test_accuracy_r2,prefix_test_loss_r2,prefix_test_accuracy_r4,prefix_test_loss_r4,prefix_test_accuracy_r8,prefix_test_loss_r8,mean_functional_error_calibration_r1,weighted_functional_error_calibration_r1,mean_functional_error_heldout_r1,weighted_functional_error_heldout_r1,mean_weight_error_r1,weighted_weight_error_r1,mean_overlap_r1,mean_reorder_rate_r1,mean_functional_error_calibration_r2,weighted_functional_error_calibration_r2,mean_functional_error_heldout_r2,weighted_functional_error_heldout_r2,mean_weight_error_r2,weighted_weight_error_r2,mean_overlap_r2,mean_reorder_rate_r2,mean_functional_error_calibration_r4,weighted_functional_error_calibration_r4,mean_functional_error_heldout_r4,weighted_functional_error_heldout_r4,mean_weight_error_r4,weighted_weight_error_r4,mean_overlap_r4,mean_reorder_rate_r4,mean_functional_error_calibration_r8,weighted_functional_error_calibration_r8,mean_functional_error_heldout_r8,weighted_functional_error_heldout_r8,mean_weight_error_r8,weighted_weight_error_r8,mean_overlap_r8,mean_reorder_rate_r8,total_round_time_seconds
1,0,rbla_cc_svd,44,0.7088,1.0796624354362487,0.7639030244309873,0.01233010005671531,0.005944399978034198,0.005233700037933886,0.022793299984186888,0.09406339994166046,0.0,5.680807301685043e-07,4.161780964295758e-07,0.005233700037933886,0.1064,193.8291260986328,0.2997,42.131873889160154,0.6362,4.1428178142547605,0.7007,1.2111980716705322,0.3564324036282365,0.632309370339379,0.3651038525462336,0.6515537962341302,0.38194640546519865,0.5062413962960799,1.0,0.0,0.21326795903762755,0.33730939574347807,0.21267963700778222,0.3355513510866926,0.21225396629838858,0.3175440260809461,1.0,0.0,0.04972633217542973,0.03717060323429638,0.050014807744851224,0.03611943971016544,0.03192365226683169,0.04423185024089517,1.0,0.0,0.00014098252210892792,0.00016200946888997444,0.00012862370816199505,0.00014828953303069282,0.0007529801360184767,0.0008049280060550152,1.0,0.0,15.211771699949168
2,1,rbla_cc_svd,44,0.812,0.6236317830085755,0.8420497527280604,0.010753799928352237,0.006725399987772107,0.0029697000281885266,0.016208800021559,0.0722440000390634,0.0,4.253037496265532e-07,4.3774670643870195e-07,0.0029697000281885266,0.0739,233.08565864257812,0.2589,45.61346250610352,0.7762,1.7200630937576293,0.8102,0.7353436029434204,0.5015981549730533,0.6589295259018634,0.514651634035462,0.671047421652867,0.5317902101615386,0.6562011519567733,1.0,0.0,0.3559841905941219,0.49653515928564246,0.36012196658568013,0.49575494862580427,0.34280616184262747,0.46621165520233826,1.0,0.0,0.15603032874869124,0.22759050944336814,0.15003179590039453,0.21810343186926645,0.12333303278266751,0.1947182562134688,1.0,0.0,0.005244221657948655,0.008924091379555407,0.00484521395148071,0.008047571825302658,0.005284639891101108,0.009453277123364922,1.0,0.0,15.449090500012971
3,2,rbla_cc_svd,44,0.8291,0.5220516717910767,1.1366186890749723,0.00958459998946637,0.0053684000158682466,0.0030811999458819628,0.017821799963712692,0.08381169999483973,0.0,9.490488099793823e-07,6.77594186981878e-07,0.0030811999458819628,0.192,99.48476428222656,0.2919,44.02334396362305,0.7359,2.280433470916748,0.8303,0.6001162482261657,0.6219814828121333,0.7311436419886633,0.6350055628551413,0.7409260924253818,0.6069107895943189,0.7041616427924268,1.0,0.0,0.45638047584451863,0.574067092792785,0.46459385979645,0.5704956344888586,0.41917496997691633,0.5144676145515238,1.0,0.0,0.23136783081029902,0.3331158457449713,0.22718459642043998,0.32704929813020683,0.1800914123308848,0.25759280866731754,1.0,0.0,0.036608966425257516,0.06830490230626325,0.03584183232279519,0.06620301386470365,0.02042339296404184,0.04016541519920719,1.0,0.0,15.28711289993953
4,3,rbla_cc_svd,44,0.8443,0.4633206048488617,0.6549990380852232,0.009575200034305453,0.005438599968329072,0.0030891000060364604,0.016188799985684454,0.07627259998116642,0.0,6.339002049970689e-07,7.054305797282723e-07,0.0030891000060364604,0.1034,100.19829040527344,0.318,38.902329541015625,0.6732,3.166204740142822,0.8507,0.5253536849021911,0.6399131536343873,0.7521383078584414,0.6519477668232403,0.7602741811007271,0.6558858655398119,0.7363799556649072,1.0,0.0,0.5135635608576244,0.6094137295853158,0.5234526957404542,0.6081052161408694,0.4706094719449884,0.551616123194861,1.0,0.0,0.27862867968056665,0.39193271697769333,0.275639145902799,0.3866177305739901,0.22030540447601898,0.3067187195407793,1.0,0.0,0.04306487390770731,0.07780462175780525,0.04203047806654107,0.07472317658292825,0.03961196195886878,0.07604367139489691,1.0,0.0,16.47783630003687
5,4,rbla_cc_svd,44,0.8448,0.4895506769180298,0.6071103984334515,0.012064900016412139,0.006949500064365566,0.003561600111424923,0.020276700030080974,0.10260089999064803,0.0,7.524796096925192e-07,8.008968848116638e-07,0.003561600111424923,0.1019,135.00541340332032,0.2615,41.068324664306644,0.6732,4.141730722808838,0.8521,0.648519757270813,0.6515573205833544,0.7721560154957673,0.6612017070122641,0.7780957067595816,0.6905203262813976,0.7612572303771544,1.0,0.0,0.5371712010470984,0.6288252030104556,0.5419321759440953,0.627723462959871,0.5050405006696964,0.5826219925268161,1.0,0.0,0.31638376599685175,0.42797069127992327,0.31349378865493566,0.4230541336783037,0.25485719818263164,0.3468591183682214,1.0,0.0,0.0587017177997336,0.10445863739166532,0.05753441819090201,0.10170145977969645,0.05881469541935894,0.10952389423616364,1.0,0.0,16.609136800048873
6,5,rbla_cc_svd,44,0.8546,0.42058410787582395,0.909283279033524,0.009625499951653183,0.006027899915352464,0.002598999999463558,0.015109800035133958,0.0737921999534592,0.0,7.738271517856725e-07,7.129261803129339e-07,0.002598999999463558,0.1124,255.69110139160156,0.1934,42.33249790649414,0.6369,5.48877381362915,0.8581,0.52787452750206,0.6670130920312256,0.7962261848513338,0.6736234308877972,0.7999323660779316,0.7149670926829815,0.7820491192122768,1.0,0.0,0.5442428616024562,0.6507206764593692,0.5450390493521285,0.6488937332840917,0.5271939009951346,0.6096902869153806,1.0,0.0,0.3305677578188964,0.4451615794568075,0.3259464743337772,0.4393239997735412,0.28129117710456153,0.380316310444016,1.0,0.0,0.0757193237274968,0.1310212636170679,0.07455346558931848,0.1292961490142454,0.07621229821410114,0.14027201924386268,1.0,0.0,15.453345500049181
7,6,rbla_cc_svd,44,0.8636,0.4174644259929657,1.694228972181533,0.009251900017261505,0.005287000094540417,0.0029230000218376517,0.015556299942545593,0.07238120003603399,0.0,8.014511643650692e-07,7.989631853888568e-07,0.0029230000218376517,0.0784,445.56105146484373,0.1911,40.7836024230957,0.6891,4.069076079559326,0.8619,0.5236629553318024,0.6939554459483346,0.8150163860536854,0.6981231632026724,0.8172299559588304,0.7340625863611842,0.7968934315582404,1.0,0.0,0.5594808061435714,0.6673232741989844,0.5574005186217923,0.6647111079341788,0.5440228318005121,0.6294914852251633,1.0,0.0,0.3442884276297114,0.45806915618477884,0.3375123446314197,0.45105151589074083,0.3027766716425855,0.40424482556886315,1.0,0.0,0.09350555561268542,0.1606419749170768,0.09245941076923574,0.16014712718485577,0.08919415776382665,0.16224543216852277,1.0,0.0,15.091791299986653
8,7,rbla_cc_svd,44,0.8681,0.39803310413360593,3.0594378231090618,0.010082799941301346,0.00609679997432977,0.002904099994339049,0.015087499981746078,0.0781597999157384,0.0,6.853116682008247e-07,6.449258762586396e-07,0.002904099994339049,0.0713,619.6958098144531,0.205,39.26113852539063,0.6913,4.209293984222412,0.8805,0.4268836158037186,0.7076119306145819,0.8245660613904149,0.7107726427341041,0.8269492334918874,0.7482310598974212,0.806801012088691,1.0,0.0,0.5691381714874374,0.6782730417400105,0.5660772413206987,0.6770875269259324,0.5563176834807287,0.6439411486496758,1.0,0.0,0.371651290844953,0.4811692837393683,0.3669665583057607,0.47804057883519585,0.317754202463239,0.4207348812777372,1.0,0.0,0.11287501357672276,0.1917766680469862,0.11238014297722244,0.19334465401096276,0.09905596155253098,0.1777900570213999,1.0,0.0,14.982704099966213
9,8,rbla_cc_svd,44,0.8825,0.3380312085390091,4.640869915359418,0.00984659988898784,0.005791000090539455,0.00301059999037534,0.017021700041368604,0.08357310004066676,0.0,6.645022622642963e-07,6.360277211570065e-07,0.00301059999037534,0.0678,781.7563266113282,0.2104,38.158847424316406,0.6938,4.433488217926025,0.91,0.30100356853604315,0.722869011181329,0.8310797400144794,0.7250092455020093,0.8328242827162684,0.7591474626156115,0.8135332342280325,1.0,0.0,0.5769894445265734,0.6831777061789506,0.573220219833698,0.681004298599557,0.5657790527437802,0.6532063664215414,1.0,0.0,0.3620866696474885,0.46518115993240783,0.3530581506777095,0.45779387674583627,0.3291973863181553,0.4308520035418787,1.0,0.0,0.11826137214561117,0.19219201424061907,0.1170262044784111,0.19245197861213967,0.10543541628828525,0.18565727646772226,1.0,0.0,15.816166499978863
10,9,rbla_cc_svd,44,0.8878,0.3274842906951904,5.751168430975695,0.01100679999217391,0.006705799954943359,0.002989599946886301,0.01678830001037568,0.0773926000110805,0.0,7.992849377729744e-07,6.430940970858501e-07,0.002989599946886301,0.0526,952.1923458007813,0.2198,39.70708281860352,0.646,5.197862995147705,0.9205,0.27525466984063385,0.7402067683751503,0.8370706626682667,0.7426151393624032,0.8391043341766906,0.7678945664100212,0.818370832276651,1.0,0.0,0.5838009766143372,0.6891111326026476,0.5800318354221422,0.6879361820043822,0.5752844611284554,0.6607334585701908,1.0,0.0,0.3678311167620543,0.46572633650532125,0.35990352373941725,0.46096927212375555,0.3403072782022602,0.43820327732755926,1.0,0.0,0.11981583623547382,0.19629639983464112,0.11878733864814256,0.19686384900806866,0.11071736945489812,0.19198388517798062,1.0,0.0,17.117901700083166
