Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "svhn", "model": "vgg9_lora", "loss_function": "CrossEntropyLoss", "aggregation": "close_optimal", "client_selection": {"method": "random", "round": 1, "client_selection_round": 1, "number": 10, "random_seed": 42}, "hyperparameters": {"training_rounds": 100, "local_epochs": 5, "selected_clients": 10, "client_selection_round": 1, "client_selection_method": "random", "optimizer": "Adam", "lr": 0.001, "momentum": 0.9, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard", "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_distribution": {"rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0], "rank_ratio_list_str": "[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]", "epoch": 5, "batch_size": 64}

round,accuracy,average_loss,perplexity,precision,recall,f1_score,matthews_correlation,mcc,total_test_samples
0,0.4362323294406884,2.199035279649712,9.016311083623343,0.4551006830359848,0.34934967383927845,0.26967526970011996,0.38234684620981035,0.38234684620981035,26032
1,0.6745543945912723,1.2378460945493983,3.4481784101625244,0.5803150552577531,0.6246555026543453,0.558237440000309,0.6429463029652843,0.6429463029652843,26032
2,0.7639059618930547,1.0013226142454235,2.7218794453336597,0.6169916002104265,0.7106567551760611,0.6458573476953383,0.7405010816846812,0.7405010816846812,26032
3,0.7812307928703135,0.9049838882468563,2.47189209622138,0.6290461104530232,0.7270921418318501,0.661077958318349,0.7605044330122352,0.7605044330122352,26032
4,0.7738168408113092,0.8802029370309095,2.411389016893379,0.6260590200916762,0.7176614100388347,0.652618667029197,0.7515204406913667,0.7515204406913667,26032
5,0.7911416717885679,0.8148150033355859,2.258757771042357,0.6333554810284301,0.7371331823103164,0.6705786284976577,0.7704068075116863,0.7704068075116863,26032
6,0.7935617701290719,0.7399118859561294,2.0957508412767623,0.7200337354089658,0.7361924740135316,0.675227083153185,0.7727526350204782,0.7727526350204782,26032
7,0.7939843269821758,0.7988202546590959,2.2229169050951185,0.7353609100099787,0.7388653448611284,0.6732620155741154,0.7735885341493393,0.7735885341493393,26032
8,0.7985940381069453,0.7061809185244368,2.026238094715339,0.7297806434613845,0.7466600608972956,0.680957546838078,0.7784465350208131,0.7784465350208131,26032
9,0.801359864781807,0.7356867386507856,2.086914665474444,0.7394409598207492,0.7469747068942425,0.6862386063835635,0.7818458164657494,0.7818458164657494,26032
10,0.8104256299938537,0.6510590045600122,1.917570469996554,0.8384930719755097,0.7610729578502725,0.7087836376271296,0.791020673735652,0.791020673735652,26032
11,0.8155731407498463,0.6168233461737559,1.8530322403875703,0.8364123098682559,0.7678216150380192,0.7223994247404397,0.796249845817023,0.796249845817023,26032
12,0.8180700676090965,0.6010233515526666,1.8239844229250761,0.8423783607384152,0.7701866669044009,0.7309597693612262,0.7989229770388012,0.7989229770388012,26032
13,0.8060079901659496,0.6570242511837777,1.9290434362839295,0.730062703763978,0.7543872396062021,0.6954002498560655,0.7860620752119379,0.7860620752119379,26032
14,0.815880454824831,0.635750082642591,1.888438094987926,0.8352240791650738,0.7692033005593744,0.7218510004003217,0.7970979846258565,0.7970979846258565,26032
15,0.8195298094652735,0.6432329951874229,1.9026221148040434,0.8445554839436167,0.7723540659955006,0.7308453588275777,0.8007510153430086,0.8007510153430086,26032
16,0.8280961893054702,0.5947323665709751,1.8125457821972115,0.8509489073529144,0.781892244940357,0.7476784053963315,0.8091476847552108,0.8091476847552108,26032
17,0.8291333743085433,0.603661513834111,1.8288027427918605,0.8491834009612141,0.7824289518830947,0.7440529699462652,0.8107340878239729,0.8107340878239729,26032
18,0.8214121081745543,0.6680776834414646,1.950484266310133,0.8464277048436999,0.7737380231649613,0.7311628702215296,0.8032611993005562,0.8032611993005562,26032
19,0.831361401352182,0.5803798380334757,1.7867169649337085,0.8505546496902016,0.7886230448763587,0.7590540167406574,0.8133029489726284,0.8133029489726284,26032
20,0.8383143822987092,0.5389381831016142,1.7141857441189152,0.8488596486126875,0.8014213854597159,0.7727156822668703,0.8209231358272799,0.8209231358272799,26032
