Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "cifar10", "model": "cifar_lora_cnn", "loss_function": "CrossEntropyLoss", "aggregation": "zeropadding", "client_selection": {"method": "random", "round": 1, "client_selection_round": 1, "number": 10, "random_seed": 42}, "hyperparameters": {"training_rounds": 100, "local_epochs": 5, "selected_clients": 10, "client_selection_round": 1, "client_selection_method": "random", "optimizer": "Adam", "lr": 0.001, "momentum": 0.9, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard", "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_distribution": {"rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0], "rank_ratio_list_str": "[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]", "epoch": 5, "batch_size": 64}

round,accuracy,average_loss,perplexity,precision,recall,f1_score,matthews_correlation,mcc,total_test_samples
0,0.1257,2.5130808013916015,12.342897561298832,0.041817583081351126,0.12569999999999998,0.04890131449362658,0.06659211603186165,0.06659211603186165,10000
1,0.3733,1.871726672744751,6.499509241507924,0.5045327909373402,0.37329999999999997,0.29942035362645175,0.3229770848251046,0.3229770848251046,10000
2,0.5227,1.5192419075012207,4.568760339025647,0.535843195355689,0.5227,0.4809422660062646,0.48111359886228133,0.48111359886228133,10000
3,0.5834,1.3695460620880127,3.933564695989939,0.5613533990858012,0.5833999999999999,0.5465475351557655,0.5451225690012123,0.5451225690012123,10000
4,0.5767,1.3912421762466431,4.019840303107279,0.5636825069514634,0.5767,0.5384402366340242,0.5388624930180398,0.5388624930180398,10000
5,0.6304,1.168136697292328,3.2159946806619546,0.6938547603625664,0.6304,0.593084412086427,0.596486230947403,0.596486230947403,10000
6,0.6384,1.1270255504608155,3.086462306685348,0.7149640735497056,0.6384,0.6024936520604264,0.606499945657132,0.606499945657132,10000
7,0.6548,1.0325973595619202,2.808350666396579,0.7208710109872525,0.6548,0.6246034884259158,0.6241517318674208,0.6241517318674208,10000
8,0.6668,0.9837016340255738,2.674337360674208,0.7310401304475161,0.6667999999999998,0.6443337812122398,0.6364781967261804,0.6364781967261804,10000
9,0.667,1.0305097745895386,2.802494110903761,0.7366859786595005,0.667,0.6387746668006525,0.6379983697401963,0.6379983697401963,10000
