round,accuracy,loss,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.30640000104904175,2.1182737350463867,10,0.01,10,1
1,0.5284000039100647,1.493793249130249,10,0.01,10,1
2,0.6650999784469604,1.1815166473388672,10,0.01,10,1
3,0.7117000222206116,0.8732258081436157,10,0.01,10,1
4,0.7365999817848206,0.71441650390625,10,0.01,10,1
5,0.7663000226020813,0.6264288425445557,10,0.01,10,1
6,0.7893000245094299,0.5767122507095337,10,0.01,10,1
7,0.8021000027656555,0.5453823804855347,10,0.01,10,1
8,0.8119000196456909,0.5248574018478394,10,0.01,10,1
9,0.8167999982833862,0.5099201202392578,10,0.01,10,1
10,0.821399986743927,0.4972887635231018,10,0.01,10,1
11,0.8263000249862671,0.48797115683555603,10,0.01,10,1
12,0.8287000060081482,0.4798358976840973,10,0.01,10,1
13,0.8313000202178955,0.47302183508872986,10,0.01,10,1
14,0.8337000012397766,0.46687051653862,10,0.01,10,1
15,0.8361999988555908,0.46188628673553467,10,0.01,10,1
16,0.8375999927520752,0.45709228515625,10,0.01,10,1
17,0.838699996471405,0.45294204354286194,10,0.01,10,1
18,0.8406000137329102,0.4487379491329193,10,0.01,10,1
19,0.8431000113487244,0.4452208876609802,10,0.01,10,1
20,0.843999981880188,0.4419035017490387,10,0.01,10,1
21,0.8450999855995178,0.43885180354118347,10,0.01,10,1
22,0.8450000286102295,0.4360702633857727,10,0.01,10,1
23,0.8461999893188477,0.43402862548828125,10,0.01,10,1
24,0.8471999764442444,0.4323413074016571,10,0.01,10,1
25,0.8471999764442444,0.4311017096042633,10,0.01,10,1
26,0.8476999998092651,0.4293031394481659,10,0.01,10,1
27,0.8478999733924866,0.42799609899520874,10,0.01,10,1
28,0.8478999733924866,0.42644137144088745,10,0.01,10,1
29,0.8479999899864197,0.42493584752082825,10,0.01,10,1
30,0.8482999801635742,0.423625111579895,10,0.01,10,1
31,0.8486999869346619,0.42268359661102295,10,0.01,10,1
32,0.8493000268936157,0.42177870869636536,10,0.01,10,1
33,0.8493000268936157,0.42112064361572266,10,0.01,10,1
34,0.8507999777793884,0.42048975825309753,10,0.01,10,1
35,0.8511999845504761,0.4200279414653778,10,0.01,10,1
36,0.8515999913215637,0.4195018410682678,10,0.01,10,1
37,0.8529000282287598,0.41902706027030945,10,0.01,10,1
38,0.8525999784469604,0.41879189014434814,10,0.01,10,1
39,0.853600025177002,0.41861459612846375,10,0.01,10,1
40,0.8540999889373779,0.41840898990631104,10,0.01,10,1
41,0.8539000153541565,0.41787320375442505,10,0.01,10,1
42,0.8539999723434448,0.4180006980895996,10,0.01,10,1
43,0.8539999723434448,0.4178827702999115,10,0.01,10,1
