Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "mnist", "model": "mnist_nn_brenden", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "fedgra_hpc", "round": 1, "client_selection_round": 1, "number": 2, "random_seed": 42, "fedgra_mode": "all_participate", "min_participate_round": 100, "use_historical_percentile_calibration": true, "hpc_window_size": 5}, "hyperparameters": {"training_rounds": 100, "local_epochs": 3, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "fedgra_hpc", "optimizer": "SGD", "lr": 0.01, "momentum": 0.0, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 3, "batch_size": 64}

round,accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0,0.1977,3.2081641353607178,0.04166910575466353,0.18792399731452272,0.0676792465770536,0.14148011333403843,10000
1,0.1328,4.176544612884522,0.03668141323960808,0.13285804541206533,0.05225867869615279,0.0635705121005355,10000
2,0.1042,5.0848840065002445,0.03333505724593693,0.1094170403587444,0.03150643368690272,0.0346098684270841,10000
3,0.1544,5.375820826721191,0.04010919101105149,0.15489757155054612,0.06073850472447754,0.09474142594603151,10000
4,0.1921,5.623622727966309,0.04953408446712018,0.18830860709982025,0.07523851097344803,0.15661058967551117,10000
5,0.1906,5.706332105255127,0.054965657552238575,0.19364312006140974,0.08087554725804988,0.16525238331243505,10000
6,0.1709,6.269367942047119,0.0441735913403016,0.18305371119614952,0.06791252851080534,0.13547438514502066,10000
7,0.1936,6.060817287445069,0.040686771300136024,0.1968801661869893,0.06703650068741526,0.1450129465602022,10000
8,0.1766,6.654363021850586,0.041068083281295485,0.1887965440713105,0.06575323020728006,0.1356399851674469,10000
9,0.2104,5.8170744972229,0.05475909583592329,0.1960796880935021,0.08198133587997866,0.17739164579658068,10000
10,0.1761,6.501544689178467,0.05791063935766877,0.19047810741735866,0.08204399604844544,0.1626876402689121,10000
11,0.1646,5.959072051239014,0.03615876221594354,0.1651728133155975,0.05833293990698794,0.1025185351817085,10000
12,0.1767,6.5701810791015625,0.04589568519715578,0.19084181356900118,0.0713246760713182,0.14358309665105193,10000
13,0.2075,5.845983465576172,0.04737209832709132,0.1957367415236369,0.07460719277115538,0.1629811105685079,10000
14,0.1859,6.718649266815185,0.139754712630426,0.1951373788880068,0.0716657897152723,0.1421858826950492,10000
15,0.2145,6.035876387023926,0.13821484292146338,0.21719211747275408,0.10259670122825645,0.17087657466980066,10000
16,0.1826,6.659473192596436,0.1371444642961926,0.19201074403131768,0.06262449428654977,0.13213655151273146,10000
17,0.2169,5.654765180969238,0.0839893443051152,0.20628513274499355,0.09091614019184666,0.17052979795023365,10000
18,0.2727,6.224265269470215,0.14303758178304996,0.26658324853296955,0.15409979012412883,0.24735037721340578,10000
19,0.1902,6.282666158294678,0.19247246975146087,0.20118975615526166,0.08557174829462799,0.1552692102646522,10000
20,0.2066,6.108884635925293,0.15880077701375406,0.2085410383913259,0.08759015091226023,0.1612831108127171,10000
21,0.181,6.494822759246826,0.09121314144802165,0.1932951238510648,0.06712099405809366,0.14045965418030595,10000
22,0.2423,5.676995405578613,0.23287266451807734,0.22979300845032488,0.13305208057827372,0.20884783572749607,10000
23,0.2651,6.506432705688477,0.14075485546227356,0.2674772748130138,0.1517060309047384,0.23974326898901369,10000
24,0.2781,5.723563327789306,0.18234055280265232,0.27393071521640866,0.16912145036285606,0.24827929187843578,10000
25,0.194,6.309745038604737,0.23593970577540366,0.20580380563989623,0.08812428498347619,0.1564104375701077,10000
26,0.2447,4.485019464874267,0.3206206626795455,0.24402567887909266,0.19211340662919188,0.2026962025241872,10000
