Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "fmnist", "model": "mnist_nn_brenden", "loss_function": "CrossEntropyLoss", "aggregation": "fedavg", "client_selection": {"method": "fedgra", "round": 1, "client_selection_round": 1, "number": 2, "random_seed": 42, "fedgra_mode": "all_participate", "min_participate_round": 5, "fedgra_eps": 0.1}, "hyperparameters": {"training_rounds": 100, "local_epochs": 3, "selected_clients": 2, "client_selection_round": 1, "client_selection_method": "fedgra", "optimizer": "SGD", "lr": 0.01, "momentum": 0.0, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard"}, "rank_distribution": {}, "rank_ratio_list": [], "rank_ratio_list_str": "", "epoch": 3, "batch_size": 64}

round,accuracy,average_loss,precision,recall,f1_score,mcc,total_test_samples
0,0.1828,2.767706155395508,0.037231831785464534,0.1828,0.06164016634510862,0.12502957042729057,10000
1,0.1503,4.340543043518067,0.04539264348469773,0.15030000000000002,0.06144677192729653,0.10478979602177044,10000
2,0.1002,3.602150802230835,0.011182732111176819,0.1002,0.01926252478736131,0.000771602044107843,10000
3,0.1903,4.1858384201049805,0.03888604884698634,0.1903,0.06443262041602922,0.1356996913474347,10000
4,0.3153,2.253349364089966,0.14619968610333758,0.3153,0.1919052442067306,0.272996488355048,10000
5,0.1863,3.4669871017456053,0.06280430604585799,0.1863,0.07365396765600227,0.14944073802129637,10000
6,0.1974,4.0382466220855715,0.04194889196910777,0.1974,0.06860393625220762,0.14966642153033707,10000
7,0.1996,4.0095375045776365,0.06184169770684621,0.1996,0.06790623739827684,0.14799080476562826,10000
8,0.1985,2.8573646255493164,0.16259404961888763,0.19849999999999998,0.07718419646527949,0.15903722413280288,10000
9,0.303,1.9381538276672363,0.1714135521212575,0.30300000000000005,0.19273614430830044,0.2727799589885201,10000
10,0.1248,3.7409176231384276,0.02479062362568248,0.1248,0.04136343653359494,0.03697392870297494,10000
11,0.1411,3.39074504699707,0.07912145898256037,0.1411,0.0850396249662123,0.057743322855416356,10000
12,0.1985,3.6632589462280274,0.042118247286674106,0.19849999999999998,0.0689023098899622,0.15129342353883685,10000
13,0.1295,3.683935996627808,0.09086491252643962,0.1295,0.06297816515557345,0.04507494324993354,10000
14,0.336,1.7881737022399902,0.40614642711846766,0.33599999999999997,0.24364362512630997,0.30020603918156813,10000
15,0.1662,3.1294800178527833,0.0752094577650476,0.1662,0.05798546841595178,0.10203790808196787,10000
16,0.1278,3.2638025650024414,0.037079780528385856,0.1278,0.052746953043141497,0.040295469407053454,10000
17,0.1991,3.39817918548584,0.04089159527997242,0.1991,0.06759536904959063,0.14969918221414844,10000
18,0.1977,3.9350703872680666,0.08145366335178048,0.19770000000000001,0.06924305628340845,0.1487806323399364,10000
19,0.4432,1.6553367656707765,0.43772688882073985,0.44320000000000004,0.36740229200735053,0.39640524886788014,10000
20,0.1345,3.5456493606567383,0.15388433946684646,0.1345,0.044803551378374336,0.05254378921206836,10000
21,0.1418,4.265820023345947,0.09103066286784484,0.14179999999999998,0.0747472704459052,0.13906796670050986,10000
22,0.3169,2.9953842575073244,0.14589898257894557,0.3169,0.19464700549504704,0.2733515192314269,10000
23,0.26,2.541180519104004,0.2609550262332224,0.26,0.19800401216592514,0.28489836628097703,10000
24,0.4004,1.6417393630981445,0.3452874136051928,0.4004,0.29495140922052704,0.3572762496580468,10000
25,0.1987,3.6279064880371092,0.05019568407988646,0.19870000000000002,0.07744449413508514,0.16530301298144176,10000
26,0.1992,3.2876422958374025,0.04130984491456393,0.1992,0.06807844359934745,0.15061048995288132,10000
27,0.3948,1.9749542839050294,0.21001679572902074,0.39479999999999993,0.27105367950186066,0.35050183307426463,10000
28,0.3273,2.206290954208374,0.27580277100809797,0.3273,0.20147204041426328,0.2893056381354348,10000
29,0.3359,1.8912746467590331,0.25969306465003633,0.3359,0.2502087922560129,0.2960688901532625,10000
30,0.1919,3.8091443824768065,0.08178431783270493,0.19190000000000002,0.10054075235109719,0.20236361576954318,10000
31,0.2555,2.9634604194641114,0.22875221473639656,0.2555,0.12273246778465233,0.20037089799255478,10000
32,0.3894,1.7958448734283448,0.3645487809788804,0.3894,0.31590510620205314,0.36845656793069553,10000
33,0.2741,2.3720974021911623,0.1820958731218206,0.2741,0.12649523143821642,0.22486272137777025,10000
34,0.279,2.160816313934326,0.27806019411154903,0.279,0.15880200448613252,0.24475397781793876,10000
