round,accuracy,loss,round_time,max_waiting_time,var_waiting_time,server_wait_time,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.10779999941587448,5.443090438842773,27.344813346862793,0.3194406032562256,0.007071356638460316,5.0148680210113525,10,0.1,10,2
1,0.1023000031709671,4.219757080078125,9.508313417434692,0.22389888763427734,0.004337921606762052,4.244605541229248,10,0.1,10,2
2,0.20319999754428864,7.497058391571045,24.904235363006592,0.12278461456298828,0.001509319336860813,4.637778043746948,10,0.1,10,2
3,0.2524999976158142,8.161293983459473,9.872573375701904,0.13049578666687012,0.001647840254870516,4.892040252685547,10,0.1,10,2
4,0.3310000002384186,3.0414516925811768,27.78364109992981,0.6423294544219971,0.012459527023105401,5.2821385860443115,30,0.1,30,2
5,0.2508000135421753,2.0221221446990967,12.307585716247559,0.665123462677002,0.01923337908927686,4.868260145187378,30,0.1,30,2
6,0.2590999901294708,1.9512009620666504,25.286962509155273,0.3188462257385254,0.009436119056952064,4.125034332275391,10,0.1,10,2
7,0.16580000519752502,2.227102041244507,9.815774202346802,0.21492409706115723,0.004057202235849786,4.5517120361328125,10,0.1,10,2
8,0.32179999351501465,3.08492112159729,23.14825201034546,0.10491800308227539,0.001195757239659656,3.106430768966675,10,0.1,10,2
9,0.3549000024795532,6.654545307159424,9.711927890777588,0.12364816665649414,0.0013023193428608692,4.759106159210205,10,0.1,10,2
10,0.37139999866485596,2.039564371109009,27.65525221824646,0.6345076560974121,0.013293422889426552,5.158771514892578,30,0.1,30,2
11,0.3571000099182129,1.993309736251831,12.038902282714844,0.6790633201599121,0.016260677997098204,4.4811718463897705,30,0.1,30,2
12,0.40880000591278076,1.9980294704437256,23.845694303512573,0.3278319835662842,0.007466774104785259,4.396608829498291,10,0.1,10,2
13,0.30559998750686646,2.0650277137756348,9.846085786819458,0.35446858406066895,0.010255606275819102,4.700155735015869,10,0.1,10,2
14,0.38600000739097595,2.203991413116455,25.473257064819336,0.11606097221374512,0.0014541254972732533,4.615906715393066,10,0.1,10,2
15,0.4092999994754791,3.938987970352173,8.761452913284302,0.11356854438781738,0.0014971920742306109,3.128831148147583,10,0.1,10,2
16,0.42640000581741333,2.0293965339660645,27.64433479309082,0.6363818645477295,0.01723414828559928,4.962692975997925,30,0.1,30,2
17,0.4471000134944916,2.033677816390991,12.08500337600708,0.6454792022705078,0.01712298353237707,4.847144842147827,30,0.1,30,2
18,0.5022000074386597,2.0336754322052,24.577483892440796,0.3066990375518799,0.009468934916706077,3.9392263889312744,10,0.1,10,2
19,0.42570000886917114,2.06166672706604,9.588438749313354,0.18697071075439453,0.0032843403103129274,3.886850357055664,10,0.1,10,2
20,0.4169999957084656,2.0201687812805176,23.987979888916016,0.13104867935180664,0.0020171446208684077,4.247019529342651,10,0.1,10,2
21,0.43149998784065247,2.767955780029297,9.779176235198975,0.12216639518737793,0.0015022973261176274,4.683986186981201,10,0.1,10,2
22,0.48339998722076416,2.0506672859191895,27.26920461654663,0.6207902431488037,0.012307892637448579,4.8534862995147705,30,0.1,30,2
23,0.5038999915122986,2.056837797164917,12.30659008026123,0.8695907592773438,0.02304269382807995,5.070124387741089,30,0.1,30,2
24,0.5627999901771545,2.0539181232452393,25.05470371246338,0.3148987293243408,0.006838368824849681,4.459306478500366,10,0.1,10,2
25,0.5091000199317932,2.0702221393585205,9.769760847091675,0.29723143577575684,0.007469330959927446,4.8573338985443115,10,0.1,10,2
26,0.43560001254081726,1.9877482652664185,24.11639380455017,0.09974527359008789,0.0010590321573255323,3.7142021656036377,10,0.1,10,2
27,0.44359999895095825,2.3252370357513428,9.846558094024658,0.11796689033508301,0.0016043475925039275,4.265765905380249,10,0.1,10,2
28,0.5304999947547913,2.066864252090454,27.30297017097473,1.2069683074951172,0.0407903270488378,4.721187114715576,30,0.1,30,2
29,0.5429999828338623,2.0689821243286133,12.583230018615723,1.222015380859375,0.04060303709346094,5.379751682281494,30,0.1,30,2
30,0.6086999773979187,2.064706802368164,24.04081630706787,0.16463851928710938,0.0031805310881532025,2.809964656829834,10,0.1,10,2
31,0.5691999793052673,2.0732319355010986,10.06024980545044,0.31752610206604004,0.007922618655320547,4.460335731506348,10,0.1,10,2
32,0.4544000029563904,1.9788668155670166,25.03425121307373,0.09692788124084473,0.0008985603322349787,4.2533252239227295,10,0.1,10,2
33,0.44859999418258667,2.1483776569366455,9.94444227218628,0.1008453369140625,0.0009779590228760071,4.6142942905426025,10,0.1,10,2
34,0.5684000253677368,2.0746920108795166,28.088515520095825,1.2618741989135742,0.04477698335364544,5.508376836776733,30,0.1,30,2
35,0.5719000101089478,2.0755794048309326,12.330089569091797,1.1926655769348145,0.0396496979882869,5.317188501358032,30,0.1,30,2
36,0.6421999931335449,2.069589138031006,25.470905542373657,0.29993772506713867,0.00715186051571891,2.821993112564087,10,0.1,10,2
37,0.6100000143051147,2.073943853378296,9.670242547988892,0.3160555362701416,0.00866725869646018,4.46764349937439,10,0.1,10,2
38,0.47189998626708984,1.9786566495895386,24.827695608139038,0.08849191665649414,0.0010585779721486686,4.890023469924927,10,0.1,10,2
39,0.45410001277923584,2.0627694129943848,8.984749794006348,0.10863161087036133,0.0012343268771638806,3.2960169315338135,10,0.1,10,2
40,0.5985999703407288,2.0795035362243652,27.557604789733887,1.2246484756469727,0.07026383043526677,4.962815999984741,30,0.1,30,2
41,0.5949000120162964,2.0787622928619385,12.651214838027954,1.2553246021270752,0.06669905354196218,4.859995603561401,30,0.1,30,2
42,0.6650999784469604,2.0717990398406982,24.975865602493286,0.3080906867980957,0.00893403024056397,4.911731719970703,10,0.1,10,2
43,0.6428999900817871,2.0755622386932373,8.098223447799683,0.26392197608947754,0.0046259661063010075,3.3824939727783203,10,0.1,10,2
44,0.48750001192092896,1.980581283569336,24.645726203918457,0.09663271903991699,0.0010185599393389565,4.526130437850952,10,0.1,10,2
45,0.45829999446868896,2.0240135192871094,8.309555292129517,0.1076655387878418,0.0014704677948975586,3.2337567806243896,10,0.1,10,2
46,0.6208999752998352,2.0803349018096924,27.45147466659546,1.2294673919677734,0.041453717506674925,4.763844728469849,30,0.1,30,2
47,0.6146000027656555,2.080050468444824,12.075955867767334,1.2320175170898438,0.04296919376262672,4.933258771896362,30,0.1,30,2
48,0.6858000159263611,2.074024200439453,24.564568281173706,0.28861212730407715,0.007264340515478693,4.129760026931763,10,0.1,10,2
49,0.6687999963760376,2.0761823654174805,9.520999670028687,0.2849714756011963,0.006447869703804942,3.8317065238952637,10,0.1,10,2
50,0.49880000948905945,1.9832754135131836,24.837106466293335,0.10663676261901855,0.0014177016380591567,4.69646692276001,10,0.1,10,2
51,0.4641000032424927,2.009016990661621,10.049838304519653,0.09126472473144531,0.0006876386234245046,4.524315118789673,10,0.1,10,2
52,0.6367999911308289,2.0806047916412354,27.23581624031067,1.2368438243865967,0.040924160852771375,4.69218111038208,30,0.1,30,2
53,0.6317999958992004,2.0802969932556152,12.292465686798096,1.2918927669525146,0.04564933171205414,4.895400047302246,30,0.1,30,2
54,0.7010999917984009,2.074206590652466,25.149527311325073,0.2847607135772705,0.005903638507271012,5.2772276401519775,10,0.1,10,2
55,0.6898000240325928,2.0760762691497803,9.283760070800781,0.22684431076049805,0.004343863408118977,4.02550196647644,10,0.1,10,2
56,0.5072000026702881,1.9877283573150635,24.04720401763916,0.09838223457336426,0.0011680203082283925,3.37837553024292,10,0.1,10,2
57,0.47279998660087585,2.0040132999420166,9.552638292312622,0.07018518447875977,0.0007859992415689022,4.460831165313721,10,0.1,10,2
58,0.6539000272750854,2.0799648761749268,27.485997200012207,0.5979368686676025,0.008831176085217484,5.3402321338653564,30,0.1,30,2
59,0.6468999981880188,2.079875946044922,12.53147006034851,0.6197938919067383,0.009878061598145806,4.980688095092773,30,0.1,30,2
60,0.7121999859809875,2.073817491531372,23.120171308517456,0.2754514217376709,0.007570457186921545,3.5070502758026123,10,0.1,10,2
61,0.704800009727478,2.0757029056549072,9.285398483276367,0.31395840644836426,0.007174171661579862,4.467054843902588,10,0.1,10,2
62,0.5146999955177307,1.9917511940002441,24.012328624725342,0.11309480667114258,0.0019157302007238284,3.205458402633667,10,0.1,10,2
63,0.48179998993873596,1.9941593408584595,9.323538780212402,0.10293316841125488,0.0012820059179284725,4.410722017288208,10,0.1,10,2
64,0.6674000024795532,2.0773825645446777,27.273951292037964,0.6180946826934814,0.011843971322432291,4.682953596115112,30,0.1,30,2
65,0.661899983882904,2.0788257122039795,12.18113112449646,0.6228854656219482,0.011083194241563331,4.9035139083862305,30,0.1,30,2
66,0.7213000059127808,2.072896957397461,23.900348663330078,0.3251216411590576,0.00995044538427976,3.771820545196533,10,0.1,10,2
67,0.718500018119812,2.0748562812805176,9.630115270614624,0.31874799728393555,0.008295124238341032,4.152782678604126,10,0.1,10,2
68,0.5218999981880188,1.9947078227996826,23.94729232788086,0.12008929252624512,0.001715883608587774,3.4795584678649902,10,0.1,10,2
69,0.48980000615119934,1.9872068166732788,9.972489595413208,0.11979103088378906,0.0015098792331718867,4.5706117153167725,10,0.1,10,2
70,0.6782000064849854,2.0754075050354004,27.617651224136353,0.6409711837768555,0.01128882341263439,5.33371639251709,30,0.1,30,2
71,0.6747000217437744,2.0772452354431152,12.199201345443726,0.6081905364990234,0.012016616244187555,5.191685438156128,30,0.1,30,2
72,0.730400025844574,2.0716326236724854,24.81557822227478,0.29250168800354004,0.007488157903967475,4.53691554069519,10,0.1,10,2
73,0.7297999858856201,2.0737035274505615,9.973510026931763,0.28951072692871094,0.007719311479812063,3.831498622894287,10,0.1,10,2
74,0.5296000242233276,1.9968066215515137,25.32467031478882,0.4299616813659668,0.01434862494058109,4.497230052947998,10,0.1,10,2
75,0.4975000023841858,1.9843007326126099,9.71496057510376,0.4052908420562744,0.02062790185836377,4.5920093059539795,10,0.1,10,2
76,0.6862999796867371,2.073155641555786,26.924076080322266,0.6522598266601562,0.013112351647437712,4.792224168777466,30,0.1,30,2
77,0.6862000226974487,2.0754170417785645,12.467193841934204,0.6166565418243408,0.011721262354626307,4.833921432495117,30,0.1,30,2
78,0.7394000291824341,2.0713069438934326,25.0167396068573,0.2470250129699707,0.004149088235772069,4.825655698776245,10,0.1,10,2
79,0.7401999831199646,2.0723540782928467,9.412479400634766,0.3085477352142334,0.006590835386098205,4.308552265167236,10,0.1,10,2
80,0.5347999930381775,1.9982560873031616,24.48661732673645,0.4619619846343994,0.02518638028871521,4.141775369644165,10,0.1,10,2
81,0.5026999711990356,1.9843471050262451,10.137554407119751,0.40705013275146484,0.012535116825986847,4.857274293899536,10,0.1,10,2
82,0.6942999958992004,2.0706894397735596,27.630889654159546,0.6234438419342041,0.012061474114048312,4.489845037460327,30,0.1,30,2
83,0.6942999958992004,2.074415922164917,12.485090017318726,0.6566531658172607,0.012658710096907779,5.184127330780029,30,0.1,30,2
84,0.7459999918937683,2.0694515705108643,25.396880626678467,0.3240804672241211,0.006654676366574677,4.824069499969482,10,0.1,10,2
85,0.7497000098228455,2.0717945098876953,8.854837656021118,0.29405808448791504,0.0076803064264458955,4.0393006801605225,10,0.1,10,2
86,0.5390999913215637,1.999099850654602,24.32050108909607,0.40019726753234863,0.01881526243837982,4.477690935134888,10,0.1,10,2
87,0.5094000101089478,1.9834572076797485,9.840553283691406,0.4351847171783447,0.02420276188238461,4.580630302429199,10,0.1,10,2
88,0.7013000249862671,2.0680530071258545,27.55590581893921,0.6415040493011475,0.012715664585731598,5.56168270111084,30,0.1,30,2
89,0.7014999985694885,2.0720531940460205,12.378653526306152,0.6513051986694336,0.012973717817701338,5.179281949996948,30,0.1,30,2
90,0.7527999877929688,2.0674543380737305,24.13449192047119,0.3188297748565674,0.010469391853976617,4.339931964874268,10,0.1,10,2
91,0.7562000155448914,2.0698797702789307,9.20050835609436,0.2860710620880127,0.0076691520331706895,4.107131242752075,10,0.1,10,2
92,0.544700026512146,1.99960196018219,25.135987758636475,0.4632251262664795,0.017520560209468385,4.74032735824585,10,0.1,10,2
93,0.5145000219345093,1.9822441339492798,9.963667392730713,0.4203662872314453,0.011925457300844756,4.479591369628906,10,0.1,10,2
94,0.7073000073432922,2.0653934478759766,27.295623302459717,0.6401267051696777,0.012540063549857523,4.585339069366455,30,0.1,30,2
95,0.7084000110626221,2.0696115493774414,11.924642324447632,0.6255104541778564,0.010206584353106602,4.724406003952026,30,0.1,30,2
96,0.7595000267028809,2.0654072761535645,24.410300970077515,0.2782859802246094,0.006437762057314558,3.6615545749664307,10,0.1,10,2
97,0.7613999843597412,2.067934036254883,9.814287185668945,0.28347325325012207,0.005170611533185365,4.608743190765381,10,0.1,10,2
98,0.5490000247955322,1.9998236894607544,24.65882897377014,0.43813490867614746,0.02356452379086477,4.833834648132324,10,0.1,10,2
99,0.5203999876976013,1.9834320545196533,10.609651565551758,0.4219181537628174,0.014911855046036638,4.458132982254028,10,0.1,10,2
