round,accuracy,loss,round_time,max_waiting_time,var_waiting_time,server_wait_time,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.18719999492168427,9.961345672607422,25.28961443901062,0.49738407135009766,0.01682390369272809,2.9794626235961914,10,0.1,10,2
1,0.22380000352859497,10.143882751464844,9.862809419631958,0.45922350883483887,0.013427160121069048,4.039591312408447,10,0.1,10,2
2,0.18520000576972961,8.120453834533691,245.0969684123993,0.43088746070861816,0.01421587363593118,184.98861956596375,9,0.1,10,2
0,0.10719999670982361,10.08509349822998,26.497793674468994,0.34317708015441895,0.009229950530407791,2.791705369949341,10,0.1,10,2
1,0.10080000013113022,9.221817016601562,9.815475463867188,0.2900583744049072,0.007676820476368107,4.491076946258545,10,0.1,10,2
2,0.16429999470710754,10.768804550170898,25.064836502075195,0.289658784866333,0.006582427312891924,4.294095277786255,10,0.1,10,2
3,0.17569999396800995,11.417387962341309,9.950828790664673,0.28966808319091797,0.0076561765710840765,4.8027215003967285,10,0.1,10,2
4,0.20010000467300415,8.169634819030762,25.43778896331787,0.5017349720001221,0.016467387269901792,4.6033852100372314,10,0.1,10,2
5,0.19200000166893005,8.765426635742188,9.55980658531189,0.4849050045013428,0.014636352243178408,4.166926622390747,10,0.1,10,2
6,0.17739999294281006,7.662510871887207,23.813529014587402,0.4873921871185303,0.015287224239048668,3.2412350177764893,10,0.1,10,2
7,0.19699999690055847,8.025821685791016,10.012988567352295,0.5164837837219238,0.015785212942365092,4.887611389160156,10,0.1,10,2
8,0.2004999965429306,9.29740047454834,25.14079260826111,0.5050685405731201,0.016753001278946158,4.523525714874268,10,0.1,10,2
9,0.25040000677108765,9.67016887664795,9.817456722259521,0.47935938835144043,0.014615147141899456,4.925989627838135,10,0.1,10,2
10,0.1257999986410141,7.784360885620117,23.548640251159668,0.6788601875305176,0.031373483603641145,3.1898651123046875,10,0.1,10,2
11,0.14489999413490295,7.912548542022705,9.923374891281128,0.4781503677368164,0.015668813872284776,4.689742803573608,10,0.1,10,2
12,0.21529999375343323,7.567861080169678,24.40769124031067,0.500516414642334,0.016594075585701376,4.042136192321777,10,0.1,10,2
13,0.23250000178813934,8.926597595214844,9.666333675384521,0.5083475112915039,0.015781477240969365,4.28633451461792,10,0.1,10,2
14,0.27250000834465027,8.166293144226074,24.6843318939209,0.48038506507873535,0.019338819834456445,4.542112588882446,10,0.1,10,2
15,0.2989000082015991,8.024328231811523,9.455288887023926,0.48360323905944824,0.01409276660774822,4.389557838439941,10,0.1,10,2
16,0.26750001311302185,8.278421401977539,24.07386016845703,0.46622395515441895,0.014189675202681542,3.950883626937866,10,0.1,10,2
17,0.3237999975681305,8.593276977539062,10.117255926132202,0.3479321002960205,0.012026391419667562,4.746371030807495,10,0.1,10,2
18,0.28870001435279846,5.517481803894043,24.947283267974854,0.468181848526001,0.014704219476928414,4.297240257263184,10,0.1,10,2
19,0.3116999864578247,5.1244282722473145,9.84009075164795,0.47631359100341797,0.013630246965774404,4.509326457977295,10,0.1,10,2
20,0.3127000033855438,5.841980934143066,23.832770824432373,0.3830859661102295,0.01125327014123286,3.92854642868042,10,0.1,10,2
21,0.3837999999523163,6.5501484870910645,9.525273561477661,0.1858513355255127,0.0036568664714513944,4.404317855834961,10,0.1,10,2
22,0.40470001101493835,5.965734004974365,24.40818452835083,0.5073122978210449,0.016023162201574907,4.22879958152771,10,0.1,10,2
23,0.38989999890327454,6.334418296813965,9.252782106399536,0.5113773345947266,0.016961106482122547,3.5139076709747314,10,0.1,10,2
24,0.27880001068115234,5.6619648933410645,25.40765142440796,0.4652373790740967,0.01395516436727121,4.5030505657196045,10,0.1,10,2
25,0.27070000767707825,5.437851428985596,9.771269083023071,0.4158635139465332,0.011649691513071613,4.766859769821167,10,0.1,10,2
26,0.25369998812675476,5.4958953857421875,25.479394674301147,0.41068410873413086,0.013442389679992176,4.949688673019409,10,0.1,10,2
27,0.2599000036716461,6.701186656951904,9.772003650665283,0.49040913581848145,0.015332247449305784,4.753448009490967,10,0.1,10,2
28,0.3334999978542328,6.14234733581543,24.756190299987793,0.44132375717163086,0.01477711951657511,3.959780216217041,10,0.1,10,2
29,0.2702000141143799,5.697917461395264,10.12409257888794,0.4734480381011963,0.020900449523369384,4.515782833099365,10,0.1,10,2
30,0.28630000352859497,5.374742031097412,24.426430225372314,0.4432539939880371,0.011915315779424418,3.2910032272338867,10,0.1,10,2
31,0.28769999742507935,5.131402969360352,9.863486766815186,0.49320149421691895,0.02030123202812547,4.225308656692505,10,0.1,10,2
32,0.34130001068115234,4.423563480377197,24.502124309539795,0.6986103057861328,0.035751796592267626,4.150492906570435,10,0.1,10,2
33,0.3589000105857849,4.985459804534912,9.479605197906494,0.5113592147827148,0.021164365043812836,4.5671610832214355,10,0.1,10,2
34,0.3181000053882599,5.868536472320557,24.89364194869995,0.478041410446167,0.016497829788989407,4.676667928695679,10,0.1,10,2
35,0.3052000105381012,7.45129919052124,9.282727718353271,0.5126245021820068,0.01924808840599553,4.075526237487793,10,0.1,10,2
36,0.4677000045776367,4.196569442749023,24.661725282669067,0.21830320358276367,0.00428603529141128,4.437249183654785,10,0.1,10,2
37,0.4544000029563904,3.9948878288269043,10.05418610572815,0.44062089920043945,0.012912042744208065,5.035023212432861,10,0.1,10,2
38,0.5159000158309937,2.937506914138794,24.965678215026855,0.5038297176361084,0.020040581814171222,4.158414363861084,10,0.1,10,2
39,0.5199000239372253,3.229039192199707,9.70166540145874,0.4227895736694336,0.01879768237199869,4.782148599624634,10,0.1,10,2
40,0.4602999985218048,3.6814956665039062,23.053632259368896,0.5081372261047363,0.017465770396154313,2.339006185531616,10,0.1,10,2
41,0.34709998965263367,4.568146705627441,9.816079378128052,0.4763493537902832,0.014376424059471446,4.5848228931427,10,0.1,10,2
42,0.41350001096725464,3.6385457515716553,24.07978630065918,0.47884202003479004,0.014404913726201016,3.719808340072632,10,0.1,10,2
43,0.42309999465942383,3.752117156982422,9.976525068283081,0.44625115394592285,0.018855861831471542,5.055413007736206,10,0.1,10,2
44,0.42559999227523804,3.4775147438049316,25.142834663391113,0.4744100570678711,0.01859162028245066,4.315427303314209,10,0.1,10,2
45,0.41179999709129333,3.8359668254852295,9.07950234413147,0.48119378089904785,0.022900654512193912,3.3812971115112305,10,0.1,10,2
46,0.4059000015258789,3.800062894821167,24.857603073120117,0.9521579742431641,0.05505053932828391,4.7505340576171875,10,0.1,10,2
47,0.4052000045776367,4.625724792480469,9.86425518989563,0.6294357776641846,0.022734864080518946,4.010038137435913,10,0.1,10,2
48,0.39070001244544983,4.7161455154418945,23.982113122940063,0.49891161918640137,0.015298802180996062,3.3257856369018555,10,0.1,10,2
49,0.3880999982357025,5.2136006355285645,9.745153903961182,0.4840364456176758,0.01418446495335104,4.430550575256348,10,0.1,10,2
50,0.3409000039100647,5.507359981536865,24.570100784301758,0.4830455780029297,0.015836059676558416,4.27209210395813,10,0.1,10,2
51,0.3206999897956848,5.74928617477417,9.694628953933716,0.5045135021209717,0.01883375733599962,4.620964527130127,10,0.1,10,2
52,0.4932999908924103,3.227275848388672,25.037469148635864,0.4434199333190918,0.0134137319075586,4.9156060218811035,10,0.1,10,2
