seed,assignment,volume_rank_spearman,spmi_abs,spmi_rel,weighted_raw_residual,weighted_optimal_residual,weighted_opportunity,full_update_energy,elapsed_seconds
42,correct,1.0,0.1420501335149126,0.9999989169685038,6679.061409111714,0.007233633870672177,6679.054175477843,47018.992592334784,19.770830999999816
42,mismatch,-1.0,0.47488021711625594,0.9999527164361066,10244.13604279729,0.48437926111236895,10243.651663536179,21571.022111094637,17.961427499998535
43,correct,1.0,0.14413975449906466,0.9999989991546276,7030.588673613541,0.007036532138875312,7030.581637081402,48776.14549514877,20.108585899999525
43,mismatch,-1.0,0.47703236470400723,0.9999546641297675,10196.112693068586,0.462249641928348,10195.650443426657,21373.07905670705,17.242256800000177
44,correct,1.0,0.1443487196349907,0.9999989029217133,6919.587203667287,0.0075913288736667636,6919.579612338413,47936.54997311856,20.785751599998548
44,mismatch,-1.0,0.47626030758975824,0.9999494281328005,10081.446313951774,0.5098375641673607,10080.936476387606,21166.862565988045,18.574596500000553
