dataset,model,layer_or_aggregate,seed,round,R,r,normalized_rank,sp_plus_dense_difference,gap,analytic_optimal_error,experiment_type,checkpoint,d_out,d_in,spectrum,method,relative_error,numerical_checks_passed
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,2,2.5000000000000000e-01,1.4866778478333063e-15,5.8951627584787691e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.0827210862676189e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,2,2.5000000000000000e-01,1.4866778478333063e-15,5.8951627584787691e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,2,2.5000000000000000e-01,1.4866778478333063e-15,5.8951627584787691e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,3,3.7500000000000000e-01,1.4709735934203607e-15,6.1729860849096596e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.9710327566095585e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,3,3.7500000000000000e-01,1.4709735934203607e-15,6.1729860849096596e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998986e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,3,3.7500000000000000e-01,1.4709735934203607e-15,6.1729860849096596e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998983e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,4,5.0000000000000000e-01,1.4711058635427265e-15,6.3150708240933573e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.3268656235677210e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,4,5.0000000000000000e-01,1.4711058635427265e-15,6.3150708240933573e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743638e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,4,5.0000000000000000e-01,1.4711058635427265e-15,6.3150708240933573e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743640e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,5,6.2500000000000000e-01,1.9856453600102314e-15,5.3963234983833785e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.9612895145223621e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,5,6.2500000000000000e-01,1.9856453600102314e-15,5.3963234983833785e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898342e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,5,6.2500000000000000e-01,1.9856453600102314e-15,5.3963234983833785e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,6,7.5000000000000000e-01,1.6940448263260668e-15,5.3003064550909496e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.6077206681929581e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,6,7.5000000000000000e-01,1.6940448263260668e-15,5.3003064550909496e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,6,7.5000000000000000e-01,1.6940448263260668e-15,5.3003064550909496e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,7,8.7500000000000000e-01,1.6960876985988759e-15,3.8092135956985429e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,3.9603776926143486e-01,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,7,8.7500000000000000e-01,1.6960876985988759e-15,3.8092135956985429e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580566e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,7,8.7500000000000000e-01,1.6960876985988759e-15,3.8092135956985429e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580570e-02,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,8,1.0000000000000000e+00,1.6935895071263869e-15,-1.1744044555427985e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,8,1.0000000000000000e+00,1.6935895071263869e-15,-1.1744044555427985e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1744044555427985e-15,True
synthetic,synthetic_low_rank_update,aggregate,46,-1,8,8,1.0000000000000000e+00,1.6935895071263869e-15,-1.1744044555427985e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,9.2723290658114877e-16,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,1,1.2500000000000000e-01,8.4054714199658234e-16,3.6630147966550575e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.3095507729203408e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,1,1.2500000000000000e-01,8.4054714199658234e-16,3.6630147966550575e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652834e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,1,1.2500000000000000e-01,8.4054714199658234e-16,3.6630147966550575e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652834e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,2,2.5000000000000000e-01,7.8627260362583061e-16,5.7328877341842555e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.9204460619731052e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,2,2.5000000000000000e-01,7.8627260362583061e-16,5.7328877341842555e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888497e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,2,2.5000000000000000e-01,7.8627260362583061e-16,5.7328877341842555e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,3,3.7500000000000000e-01,8.4897919751588055e-16,4.1037334856729080e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.9017801573728057e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,3,3.7500000000000000e-01,8.4897919751588055e-16,4.1037334856729080e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998980e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,3,3.7500000000000000e-01,8.4897919751588055e-16,4.1037334856729080e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998983e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,4,5.0000000000000000e-01,8.1748951621794738e-16,4.2024044477480121e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.2141992472223764e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,4,5.0000000000000000e-01,8.1748951621794738e-16,4.2024044477480121e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743641e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,4,5.0000000000000000e-01,8.1748951621794738e-16,4.2024044477480121e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743640e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,5,6.2500000000000000e-01,8.6109724441016351e-16,4.4198206277027779e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.9847866438417615e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,5,6.2500000000000000e-01,8.6109724441016351e-16,4.4198206277027779e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898335e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,5,6.2500000000000000e-01,8.6109724441016351e-16,4.4198206277027779e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898349e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,6,7.5000000000000000e-01,8.4344979918843614e-16,3.4167877365006744e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,3.7242019496026829e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,6,7.5000000000000000e-01,8.4344979918843614e-16,3.4167877365006744e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,6,7.5000000000000000e-01,8.4344979918843614e-16,3.4167877365006744e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,7,8.7500000000000000e-01,8.4672193390152275e-16,2.3246571373614414e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,2.4758212342772470e-01,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,7,8.7500000000000000e-01,8.4672193390152275e-16,2.3246571373614414e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580561e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,7,8.7500000000000000e-01,8.4672193390152275e-16,2.3246571373614414e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580564e-02,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,8,1.0000000000000000e+00,8.4720861785694198e-16,-5.2176403206180925e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,8,1.0000000000000000e+00,8.4720861785694198e-16,-5.2176403206180925e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.2176403206180925e-16,True
synthetic,synthetic_low_rank_update,aggregate,47,-1,8,8,1.0000000000000000e+00,8.4720861785694198e-16,-5.2176403206180925e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,6.7167249543636154e-16,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,1,1.2500000000000000e-01,7.7760720606314147e-16,4.1103640173303679e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.7568999935956524e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,1,1.2500000000000000e-01,7.7760720606314147e-16,4.1103640173303679e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652845e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,1,1.2500000000000000e-01,7.7760720606314147e-16,4.1103640173303679e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652845e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,2,2.5000000000000000e-01,1.3856921916351795e-15,4.4048103688406742e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.5923686966295256e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,2,2.5000000000000000e-01,1.3856921916351795e-15,4.4048103688406742e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888514e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,2,2.5000000000000000e-01,1.3856921916351795e-15,4.4048103688406742e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888514e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,3,3.7500000000000000e-01,1.3734988339694853e-15,4.4826556957755659e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,6.2807023674754647e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,3,3.7500000000000000e-01,1.3734988339694853e-15,4.4826556957755659e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998991e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,3,3.7500000000000000e-01,1.3734988339694853e-15,4.4826556957755659e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998991e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,4,5.0000000000000000e-01,1.3614338285042551e-15,5.0100947677327023e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,6.0218895672070660e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,4,5.0000000000000000e-01,1.3614338285042551e-15,5.0100947677327023e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743640e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,4,5.0000000000000000e-01,1.3614338285042551e-15,5.0100947677327023e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743640e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,5,6.2500000000000000e-01,1.3805167907371712e-15,4.7666152892505398e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.3315813053895234e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,5,6.2500000000000000e-01,1.3805167907371712e-15,4.7666152892505398e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,5,6.2500000000000000e-01,1.3805167907371712e-15,4.7666152892505398e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,6,7.5000000000000000e-01,1.3742716889741854e-15,4.0521398225495153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,4.3595540356515239e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,6,7.5000000000000000e-01,1.3742716889741854e-15,4.0521398225495153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200870e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,6,7.5000000000000000e-01,1.3742716889741854e-15,4.0521398225495153e-01,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,7,8.7500000000000000e-01,1.3729715186797746e-15,1.0224598649720930e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.1736239618878987e-01,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,7,8.7500000000000000e-01,1.3729715186797746e-15,1.0224598649720930e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580564e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,7,8.7500000000000000e-01,1.3729715186797746e-15,1.0224598649720930e-01,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580564e-02,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,8,1.0000000000000000e+00,1.3738034053268627e-15,-9.8092918327362080e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,8,1.0000000000000000e+00,1.3738034053268627e-15,-9.8092918327362080e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),9.8092918327362080e-16,True
synthetic,synthetic_low_rank_update,aggregate,48,-1,8,8,1.0000000000000000e+00,1.3738034053268627e-15,-9.8092918327362080e-16,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,7.3996171501642150e-16,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,1,1.2500000000000000e-01,8.9705595029143654e-16,3.6972229782723343e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.3437589545376198e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,1,1.2500000000000000e-01,8.9705595029143654e-16,3.6972229782723343e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652856e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,1,1.2500000000000000e-01,8.9705595029143654e-16,3.6972229782723343e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652856e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,2,2.5000000000000000e-01,9.9327116536949323e-16,4.7117334146981116e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.8992917424869613e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,2,2.5000000000000000e-01,9.9327116536949323e-16,4.7117334146981116e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888497e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,2,2.5000000000000000e-01,9.9327116536949323e-16,4.7117334146981116e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888497e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,3,3.7500000000000000e-01,1.0379734090138177e-15,5.8243353429522871e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.6223820146521859e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,3,3.7500000000000000e-01,1.0379734090138177e-15,5.8243353429522871e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998986e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,3,3.7500000000000000e-01,1.0379734090138177e-15,5.8243353429522871e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.7980466716998986e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,4,5.0000000000000000e-01,1.0793888537615018e-15,4.2807562629652890e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,5.2925510624396532e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,4,5.0000000000000000e-01,1.0793888537615018e-15,4.2807562629652890e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.0117947994743644e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,4,5.0000000000000000e-01,1.0793888537615018e-15,4.2807562629652890e-01,1.0117947994743640e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.0117947994743642e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,5,6.2500000000000000e-01,1.5963967283184395e-15,1.2060528532382436e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.7710188693772272e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,5,6.2500000000000000e-01,1.5963967283184395e-15,1.2060528532382436e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,5,6.2500000000000000e-01,1.5963967283184395e-15,1.2060528532382436e-01,5.6496601613898349e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6496601613898356e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,6,7.5000000000000000e-01,1.2957714878323886e-15,8.7407054166363518e-02,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.1814847547656439e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,6,7.5000000000000000e-01,1.2957714878323886e-15,8.7407054166363518e-02,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,6,7.5000000000000000e-01,1.2957714878323886e-15,8.7407054166363518e-02,3.0741421310200863e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.0741421310200863e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,7,8.7500000000000000e-01,1.2974591514200257e-15,9.4252576863235654e-02,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,1.0936898655481621e-01,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,7,8.7500000000000000e-01,1.2974591514200257e-15,9.4252576863235654e-02,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5116409691580556e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,7,8.7500000000000000e-01,1.2974591514200257e-15,9.4252576863235654e-02,1.5116409691580564e-02,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,1.5116409691580558e-02,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,8,1.0000000000000000e+00,1.2976905031236574e-15,-1.1357548513221586e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,0.0000000000000000e+00,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,8,1.0000000000000000e+00,1.2976905031236574e-15,-1.1357548513221586e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1357548513221586e-15,True
synthetic,synthetic_low_rank_update,aggregate,49,-1,8,8,1.0000000000000000e+00,1.2976905031236574e-15,-1.1357548513221586e-15,0.0000000000000000e+00,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,7.5067130693733489e-16,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,1,1.2500000000000000e-01,7.5462622389483179e-16,3.9938256697884322e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,9.6403616460537178e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,1,1.2500000000000000e-01,7.5462622389483179e-16,3.9938256697884322e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.6465359762652856e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,1,1.2500000000000000e-01,7.5462622389483179e-16,3.9938256697884322e-01,5.6465359762652845e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,5.6465359762652845e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,2,2.5000000000000000e-01,1.0652527128950947e-15,5.4428538047503383e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,8.6304121325391892e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,2,2.5000000000000000e-01,1.0652527128950947e-15,5.4428538047503383e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,2,2.5000000000000000e-01,1.0652527128950947e-15,5.4428538047503383e-01,3.1875583277888492e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),Dense truncated SVD,3.1875583277888503e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,3,3.7500000000000000e-01,1.1510239439932034e-15,5.2676273781555438e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),RBLA index prefix,7.0656740498554427e-01,True
synthetic,synthetic_low_rank_update,aggregate,50,-1,8,3,3.7500000000000000e-01,1.1510239439932034e-15,5.2676273781555438e-01,1.7980466716998986e-01,structured_synthetic_rotation,N/A,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.7980466716998986e-01,True
