dataset,model,layer,checkpoint,seed,trial,d_out,d_in,R,r,alpha,target_condition_number,actual_condition_number,condition_relative_error,smallest_gauge_singular_value,b_gauge_frobenius_norm,a_gauge_frobenius_norm,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,compact_full_reconstruction_error,compact_path_no_dense_intermediate,gauge_construction,method,broadcast_error,excess_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,49,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683794e-01,2.4853767259166824e+00,2.4827080268480795e+00,4.5149222527176629e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4350255841461724e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.8233998358006007e-01,6.6472029323591542e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,49,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683794e-01,2.4853767259166824e+00,2.4827080268480795e+00,4.5149222527176629e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4350255841461724e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999967e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3611098718422487e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0463093785817410e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2018622528961731e-01,5.0256653494547265e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999967e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3611098718422487e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0463093785817410e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772592e-01,1.6704598359968179e+00,1.6689491021998020e+00,3.6911666591745266e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.8809562090961042e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2662986661794340e-01,5.0901017627379874e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772592e-01,1.6704598359968179e+00,1.6689491021998020e+00,3.6911666591745266e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.8809562090961042e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999991e+00,4.4408920985006262e-16,7.0710678118654768e-01,1.7170349963216054e+00,1.7149872749760362e+00,3.9230990888923895e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3228193548919371e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.3950263491517012e-01,5.2188294457102546e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999991e+00,4.4408920985006262e-16,7.0710678118654768e-01,1.7170349963216054e+00,1.7149872749760362e+00,3.9230990888923895e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3228193548919371e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962551e-01,1.8242921177086955e+00,1.8229779885818176e+00,3.9879304335995656e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6010665912627092e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.7160870289113650e-01,5.5398901254699184e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,5.7735026918962551e-01,1.8242921177086955e+00,1.8229779885818176e+00,3.9879304335995656e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6010665912627092e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995804e-01,2.0318077065213882e+00,2.0352162734160029e+00,3.9253551209671442e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3345632821427576e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.4315065651707668e-01,6.2553096617293202e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995804e-01,2.0318077065213882e+00,2.0352162734160029e+00,3.9253551209671442e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3345632821427576e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999938e+00,8.2896652505345023e-16,3.6514837167011088e-01,2.2586174676589073e+00,2.2699682476023386e+00,4.8278297882723696e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1023336687430097e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.3554108372895397e-01,7.1792139338480931e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999938e+00,8.2896652505345023e-16,3.6514837167011088e-01,2.2586174676589073e+00,2.2699682476023386e+00,4.8278297882723696e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1023336687430097e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999947e+00,5.3290705182007512e-16,3.1622776601683800e-01,2.4562600809857491e+00,2.4761294822701645e+00,4.7546094196671511e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2254021452070870e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.2805559339847354e-01,8.1043590305432889e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,50,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999947e+00,5.3290705182007512e-16,3.1622776601683800e-01,2.4562600809857491e+00,2.4761294822701645e+00,4.7546094196671511e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2254021452070870e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3646777845190946e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4386020281869537e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.1354030560563242e-01,5.9592061526148776e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3646777845190946e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4386020281869537e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000004e+00,2.9605947323337506e-16,8.1649658092772581e-01,1.7133405296089230e+00,1.6233997713772754e+00,3.4245169846302149e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3840102274645083e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.1893962277383061e-01,6.0131993242968595e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000004e+00,2.9605947323337506e-16,8.1649658092772581e-01,1.7133405296089230e+00,1.6233997713772754e+00,3.4245169846302149e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3840102274645083e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000000e+00,0.0000000000000000e+00,7.0710678118654735e-01,1.7887099902023473e+00,1.6355584870300901e+00,3.4052760120395682e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5202057597948623e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.2980269576310031e-01,6.1218300541895565e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000000e+00,0.0000000000000000e+00,7.0710678118654735e-01,1.7887099902023473e+00,1.6355584870300901e+00,3.4052760120395682e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5202057597948623e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962573e-01,1.9344159823514151e+00,1.6935810734362957e+00,3.4644177000190475e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3713100785630713e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.5734628853440633e-01,6.3972659819026167e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962573e-01,1.9344159823514151e+00,1.6935810734362957e+00,3.4644177000190475e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3713100785630713e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000027e+00,5.3290705182007512e-16,4.4721359549995776e-01,2.1875226291811503e+00,1.8386248881743474e+00,3.6112075039000199e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0795009591058933e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.2099825250885194e-01,7.0337856216470729e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000027e+00,5.3290705182007512e-16,4.4721359549995776e-01,2.1875226291811503e+00,1.8386248881743474e+00,3.6112075039000199e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0795009591058933e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999964e+00,4.7369515717340012e-16,3.6514837167011094e-01,2.4491631159448271e+00,2.0156140737901524e+00,4.0494786921117986e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4580114521536579e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.0749654190235396e-01,7.8987685155820930e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999964e+00,4.7369515717340012e-16,3.6514837167011094e-01,2.4491631159448271e+00,2.0156140737901524e+00,4.0494786921117986e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4580114521536579e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683794e-01,2.6713286816698911e+00,2.1776289755745606e+00,4.4941893889939833e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5149776568163525e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.9832414153166060e-01,8.8070445118751595e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,51,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683794e-01,2.6713286816698911e+00,2.1776289755745606e+00,4.4941893889939833e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5149776568163525e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369436e+00,3.7732747929540711e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2363575619067394e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.9966338718841337e-01,5.8204369684426871e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369436e+00,3.7732747929540711e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2363575619067394e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772626e-01,1.6530800640410639e+00,1.6917597336071002e+00,3.7172480285027838e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3454970083255323e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.0587500096427980e-01,5.8825531062013514e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772626e-01,1.6530800640410639e+00,1.6917597336071002e+00,3.7172480285027838e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3454970083255323e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999984e+00,7.7715611723760958e-16,7.0710678118654779e-01,1.6899655735828534e+00,1.7577497738473242e+00,3.7569357844039087e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2070912934248803e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.1845537028957984e-01,6.0083567994543519e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999984e+00,7.7715611723760958e-16,7.0710678118654779e-01,1.6899655735828534e+00,1.7577497738473242e+00,3.7569357844039087e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2070912934248803e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,2.9999999999999996e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.7861662514145755e+00,1.8996133866298839e+00,4.2214404636307666e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1772228282183199e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.5076549327695374e-01,6.3314580293280909e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,2.9999999999999996e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.7861662514145755e+00,1.8996133866298839e+00,4.2214404636307666e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1772228282183199e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995821e-01,1.9819508860095705e+00,2.1647734439951645e+00,4.2391828489078833e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5213735392051247e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.2692209609255773e-01,7.0930240574841308e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999973e+00,5.3290705182007512e-16,4.4721359549995821e-01,1.9819508860095705e+00,2.1647734439951645e+00,4.2391828489078833e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5213735392051247e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000036e+00,4.7369515717340012e-16,3.6514837167011077e-01,2.1995253791099385e+00,2.4504196519950958e+00,4.3106532511046111e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2126955537422908e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.3201778217304065e-01,8.1439809182889600e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000036e+00,4.7369515717340012e-16,3.6514837167011077e-01,2.1995253791099385e+00,2.4504196519950958e+00,4.3106532511046111e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2126955537422908e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999911e+00,8.8817841970012523e-16,3.1622776601683816e-01,2.3900027886325934e+00,2.6980203159897846e+00,5.0197237385883896e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4182649318333226e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,1.0429950778045463e+00,9.2537538746040160e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,52,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999911e+00,8.8817841970012523e-16,3.1622776601683816e-01,2.3900027886325934e+00,2.6980203159897846e+00,5.0197237385883896e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4182649318333226e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999967e-01,1.6457339059369438e+00,1.6457339059369436e+00,3.3666967248125614e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7297744548647286e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.8335106291205352e-01,4.6573137256790886e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999967e-01,1.6457339059369438e+00,1.6457339059369436e+00,3.3666967248125614e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7297744548647286e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999993e+00,4.4408920985006262e-16,8.1649658092772615e-01,1.6703718722818568e+00,1.6742172002853319e+00,3.4722214216937958e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1029490142920217e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.8921247677878541e-01,4.7159278643464075e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999993e+00,4.4408920985006262e-16,8.1649658092772615e-01,1.6703718722818568e+00,1.6742172002853319e+00,3.4722214216937958e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1029490142920217e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999993e+00,3.3306690738754696e-16,7.0710678118654746e-01,1.7197555003192933e+00,1.7272834944552971e+00,3.5825590028990863e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4255478408998142e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.0108088782777835e-01,4.8346119748363370e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999993e+00,3.3306690738754696e-16,7.0710678118654746e-01,1.7197555003192933e+00,1.7272834944552971e+00,3.5825590028990863e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4255478408998142e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000004e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.8345645707523270e+00,1.8498204785634591e+00,3.7970834406147380e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.6763722912834698e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.3149038493004572e-01,5.1387069458590107e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000004e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.8345645707523270e+00,1.8498204785634591e+00,3.7970834406147380e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.6763722912834698e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995804e-01,2.0569559175338301e+00,2.0878825479241701e+00,3.9195095797260121e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5911914874663378e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.0241371841367661e-01,5.8479402806953196e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995804e-01,2.0569559175338301e+00,2.0878825479241701e+00,3.9195095797260121e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5911914874663378e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999964e+00,4.7369515717340012e-16,3.6514837167011094e-01,2.2997089063964151e+00,2.3489009161382564e+00,4.4336168107846566e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5280615195777773e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.9828730330164532e-01,6.8066761295750067e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999964e+00,4.7369515717340012e-16,3.6514837167011094e-01,2.2997089063964151e+00,2.3489009161382564e+00,4.4336168107846566e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5280615195777773e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999911e+00,8.8817841970012523e-16,3.1622776601683816e-01,2.5110981975475504e+00,2.5768050281077191e+00,4.8279601337278802e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1533410962599062e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.9729162889995318e-01,7.7967193855580852e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,53,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999911e+00,8.8817841970012523e-16,3.1622776601683816e-01,2.5110981975475504e+00,2.5768050281077191e+00,4.8279601337278802e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1533410962599062e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,54,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3277468776074552e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1658631787873956e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.3459735081260973e-01,4.1697766046846507e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,54,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3277468776074552e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1658631787873956e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,54,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999991e+00,5.9211894646675012e-16,8.1649658092772615e-01,1.6646835877387189e+00,1.6761466151273094e+00,3.4806399934053920e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4813434342188832e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.4043846047109145e-01,4.2281877012694680e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,54,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999991e+00,5.9211894646675012e-16,8.1649658092772615e-01,1.6646835877387189e+00,1.6761466151273094e+00,3.4806399934053920e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4813434342188832e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
