dataset,model,layer,checkpoint,seed,trial,d_out,d_in,R,r,alpha,target_condition_number,actual_condition_number,condition_relative_error,smallest_gauge_singular_value,b_gauge_frobenius_norm,a_gauge_frobenius_norm,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,compact_full_reconstruction_error,compact_path_no_dense_intermediate,gauge_construction,method,broadcast_error,excess_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999993e+00,4.4408920985006262e-16,8.1649658092772603e-01,1.6604219965214309e+00,1.6787535797320845e+00,3.8675053389207580e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0829325264427848e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.9847177626618620e-01,4.8085208592204154e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999993e+00,4.4408920985006262e-16,8.1649658092772603e-01,1.6604219965214309e+00,1.6787535797320845e+00,3.8675053389207580e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.0829325264427848e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654735e-01,1.6993525292159959e+00,1.7319190544523531e+00,4.1263479738835758e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7803829222838795e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.0676991449995987e-01,4.8915022415581522e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654735e-01,1.6993525292159959e+00,1.7319190544523531e+00,4.1263479738835758e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.7803829222838795e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962573e-01,1.7945044620245563e+00,1.8505055927578218e+00,3.6419197538096055e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3929156454453843e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2855772777535635e-01,5.1093803743121169e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962573e-01,1.7945044620245563e+00,1.8505055927578218e+00,3.6419197538096055e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3929156454453843e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999947e+00,1.0658141036401502e-15,4.4721359549995854e-01,1.9834705103308405e+00,2.0773320100796502e+00,3.6150145341230944e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6539525987359239e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.8156565638788935e-01,5.6394596604374470e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999947e+00,1.0658141036401502e-15,4.4721359549995854e-01,1.9834705103308405e+00,2.0773320100796502e+00,3.6150145341230944e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6539525987359239e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000053e+00,7.1054273576010023e-16,3.6514837167011061e-01,2.1920641395375511e+00,2.3247740229793208e+00,4.9870225164086903e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.8679093102468548e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.5651191510575477e-01,6.3889222476161012e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000053e+00,7.1054273576010023e-16,3.6514837167011061e-01,2.1920641395375511e+00,2.3247740229793208e+00,4.9870225164086903e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.8679093102468548e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999929e+00,7.1054273576010023e-16,3.1622776601683811e-01,2.3745263727840200e+00,2.5405567333733572e+00,4.3664737742535205e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5294686183969142e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.3653130964680089e-01,7.1891161930265624e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,27,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999929e+00,7.1054273576010023e-16,3.1622776601683811e-01,2.3745263727840200e+00,2.5405567333733572e+00,4.3664737742535205e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5294686183969142e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369434e+00,1.6457339059369438e+00,3.4219023082721178e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2050784882384177e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.7102873661503282e-01,5.5340904627088816e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369434e+00,1.6457339059369438e+00,3.4219023082721178e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2050784882384177e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772603e-01,1.6724739525995145e+00,1.6759941242537688e+00,3.3810099942820199e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2075716802813191e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.7934702800894287e-01,5.6172733766479821e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772603e-01,1.6724739525995145e+00,1.6759941242537688e+00,3.3810099942820199e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2075716802813191e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654724e-01,1.7259498544070557e+00,1.7324734601040517e+00,3.3700169808541466e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3878710944272182e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.9617095251325867e-01,5.7855126216911401e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654724e-01,1.7259498544070557e+00,1.7324734601040517e+00,3.3700169808541466e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3878710944272182e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962551e-01,1.8505831861926330e+00,1.8627193217382785e+00,3.7933170437298952e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1181527576255688e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.3910107485027798e-01,6.2148138450613333e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000009e+00,2.9605947323337506e-16,5.7735026918962551e-01,1.8505831861926330e+00,1.8627193217382785e+00,3.7933170437298952e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1181527576255688e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995787e-01,2.0929372669066209e+00,2.1155303847257727e+00,4.0376555579547276e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5133773774960867e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.3794305021277571e-01,7.2032335986863105e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999991e+00,1.7763568394002506e-16,4.4721359549995787e-01,2.0929372669066209e+00,2.1155303847257727e+00,4.0376555579547276e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.5133773774960867e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000018e+00,2.3684757858670006e-16,3.6514837167011066e-01,2.3584673451070626e+00,2.3929217877165883e+00,4.4382607193232876e-16,1.1761969034414466e-01,4.1633363423443370e-17,2.0981118474244987e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.6870082978482452e-01,8.5108113944067987e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000018e+00,2.3684757858670006e-16,3.6514837167011066e-01,2.3584673451070626e+00,2.3929217877165883e+00,4.4382607193232876e-16,1.1761969034414466e-01,4.1633363423443370e-17,2.0981118474244987e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999929e+00,7.1054273576010023e-16,3.1622776601683789e-01,2.5903167946400036e+00,2.6355219508605789e+00,4.9042047648734981e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3242172690273260e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,1.1008593651661622e+00,9.8323967482201757e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,28,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,9.9999999999999929e+00,7.1054273576010023e-16,3.1622776601683789e-01,2.5903167946400036e+00,2.6355219508605789e+00,4.9042047648734981e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.3242172690273260e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369434e+00,1.6457339059369440e+00,3.2085171386051681e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0519447604504508e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,3.8699181465280269e-01,2.6937212430865803e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000009e+00,8.8817841970012523e-16,9.9999999999999944e-01,1.6457339059369434e+00,1.6457339059369440e+00,3.2085171386051681e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.0519447604504508e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772603e-01,1.6444705580344621e+00,1.6914849688599605e+00,3.6888212117538165e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2855496811608832e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,3.9235154207268197e-01,2.7473185172853731e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.4999999999999996e+00,2.9605947323337506e-16,8.1649658092772603e-01,1.6444705580344621e+00,1.6914849688599605e+00,3.6888212117538165e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2855496811608832e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654768e-01,1.6705983850877066e+00,1.7513678855202783e+00,3.2458755311431543e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.8031607065227348e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,4.0350946014410022e-01,2.8588976979995556e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,1.9999999999999987e+00,6.6613381477509392e-16,7.0710678118654768e-01,1.6705983850877066e+00,1.7513678855202783e+00,3.2458755311431543e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.8031607065227348e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,2.9999999999999996e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.7462510905139346e+00,1.8759330933302496e+00,3.4700679998687476e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6393134164472363e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,4.3341260321753616e-01,3.1579291287339151e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,2.9999999999999996e+00,1.4802973661668753e-16,5.7735026918962584e-01,1.7462510905139346e+00,1.8759330933302496e+00,3.4700679998687476e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.6393134164472363e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999982e+00,3.5527136788005011e-16,4.4721359549995809e-01,1.9089775713880757e+00,2.1046989916151011e+00,4.0889788121637523e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2127751524789560e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.0645419160579841e-01,3.8883450126165375e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,4.9999999999999982e+00,3.5527136788005011e-16,4.4721359549995809e-01,1.9089775713880757e+00,2.1046989916151011e+00,4.0889788121637523e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.2127751524789560e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999938e+00,8.2896652505345023e-16,3.6514837167011088e-01,2.0955113729034114e+00,2.3498960294681162e+00,4.3295879351310611e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.7218669042358506e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.0623872582089489e-01,4.8861903547675023e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.4999999999999938e+00,8.2896652505345023e-16,3.6514837167011088e-01,2.0955113729034114e+00,2.3498960294681162e+00,4.3295879351310611e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.7218669042358506e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683777e-01,2.2614087812855472e+00,2.5625413908615284e+00,4.8527209248775738e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2644480476148627e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.0763661604880645e-01,5.9001692570466180e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,29,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000002e+01,1.7763568394002506e-16,3.1622776601683777e-01,2.2614087812855472e+00,2.5625413908615284e+00,4.8527209248775738e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2644480476148627e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3167988071716747e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4714278617810968e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.6970310463481033e-01,4.5208341429066567e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369436e+00,1.6457339059369438e+00,3.3167988071716747e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4714278617810968e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000009e+00,5.9211894646675012e-16,8.1649658092772581e-01,1.6655154083778880e+00,1.6697477255073305e+00,3.3665418397717995e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5168325839820870e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.7627857858850795e-01,4.5865888824436329e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000009e+00,5.9211894646675012e-16,8.1649658092772581e-01,1.6655154083778880e+00,1.6697477255073305e+00,3.3665418397717995e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.5168325839820870e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654735e-01,1.7062826874383974e+00,1.7137709037010276e+00,3.4669190734315155e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2550800867235109e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,5.8954122476377402e-01,4.7192153441962936e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654735e-01,1.7062826874383974e+00,1.7137709037010276e+00,3.4669190734315155e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.2550800867235109e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962562e-01,1.8026208502396666e+00,1.8153775654112267e+00,3.5367879289013040e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1567360265086784e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.2324168804046787e-01,5.0562199769632321e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000013e+00,4.4408920985006262e-16,5.7735026918962562e-01,1.8026208502396666e+00,1.8153775654112267e+00,3.5367879289013040e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1567360265086784e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000000e+00,0.0000000000000000e+00,4.4721359549995815e-01,1.9930355246230997e+00,2.0140378707887274e+00,4.3893793869701849e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4845262918794315e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,7.0060983289409262e-01,5.8299014254994797e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000000e+00,0.0000000000000000e+00,4.4721359549995815e-01,1.9930355246230997e+00,2.0140378707887274e+00,4.3893793869701849e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4845262918794315e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000009e+00,1.1842378929335003e-16,3.6514837167011072e-01,2.2048047188392084e+00,2.2339383035567266e+00,4.7195576008395517e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3068047587270301e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,8.0332423969188282e-01,6.8570454934773817e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,7.5000000000000000e+00,7.5000000000000009e+00,1.1842378929335003e-16,3.6514837167011072e-01,2.2048047188392084e+00,2.2339383035567266e+00,4.7195576008395517e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.3068047587270301e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000005e+01,5.3290705182007512e-16,3.1622776601683794e-01,2.3916082267263636e+00,2.4274723109883958e+00,4.8976206870137650e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4800051321310802e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,9.0795868546258418e-01,7.9033899511843952e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,30,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000005e+01,5.3290705182007512e-16,3.1622776601683794e-01,2.3916082267263636e+00,2.4274723109883958e+00,4.8976206870137650e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.4800051321310802e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369434e+00,1.6457339059369438e+00,3.4598915474227651e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.7646967491065096e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.3850728696434333e-01,5.2088759662019868e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000007e+00,6.6613381477509392e-16,9.9999999999999956e-01,1.6457339059369434e+00,1.6457339059369438e+00,3.4598915474227651e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.7646967491065096e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000007e+00,4.4408920985006262e-16,8.1649658092772570e-01,1.6728645313544241e+00,1.6653471606046362e+00,3.4538670218525873e-16,1.1761969034414466e-01,2.7755575615628914e-17,2.1167080325359926e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.4436403373642615e-01,5.2674434339228149e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,1.5000000000000000e+00,1.5000000000000007e+00,4.4408920985006262e-16,8.1649658092772570e-01,1.6728645313544241e+00,1.6653471606046362e+00,3.4538670218525873e-16,1.1761969034414466e-01,2.7755575615628914e-17,2.1167080325359926e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654746e-01,1.7205171461463546e+00,1.7080282179945718e+00,3.4298945681134536e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1301295072808927e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.5605897688027759e-01,5.3843928653613293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000004e+00,2.2204460492503131e-16,7.0710678118654746e-01,1.7205171461463546e+00,1.7080282179945718e+00,3.4298945681134536e-16,1.1761969034414466e-01,4.1633363423443370e-17,1.1301295072808927e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414461e-01,-4.1633363423443370e-17,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000027e+00,8.8817841970012523e-16,5.7735026918962540e-01,1.8285568554756717e+00,1.8100960159892692e+00,3.4334347130961446e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1530036922144812e-15,True,Q_left D(kappa) Q_right^T,RBLA prefix,6.8519622033117611e-01,5.6757652998703145e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,31,128,96,16,8,4.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000027e+00,8.8817841970012523e-16,5.7735026918962540e-01,1.8285568554756717e+00,1.8100960159892692e+00,3.4334347130961446e-16,1.1761969034414466e-01,2.7755575615628914e-17,1.1530036922144812e-15,True,Q_left D(kappa) Q_right^T,SP+ (compact QR),1.1761969034414463e-01,-2.7755575615628914e-17,True
