Config,{"general": {"device": "cpu", "training_rounds": 100}, "dataset": "cifar10", "model": "cifar_lora_cnn", "loss_function": "CrossEntropyLoss", "aggregation": "zeropadding", "client_selection": {"method": "random", "round": 1, "client_selection_round": 1, "number": 10, "random_seed": 42}, "hyperparameters": {"training_rounds": 100, "local_epochs": 5, "selected_clients": 10, "client_selection_round": 1, "client_selection_method": "random", "optimizer": "Adam", "lr": 0.001, "momentum": 0.9, "weight_decay": 0.0001, "nesterov": false, "batch_size": 64, "shuffle": true, "trainer_type": "standard", "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_distribution": {"rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]}, "rank_ratio_list": [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0], "rank_ratio_list_str": "[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]", "epoch": 5, "batch_size": 64}

round,accuracy,average_loss,perplexity,precision,recall,f1_score,matthews_correlation,mcc,total_test_samples
0,0.139,2.3211098152160643,10.186973693208039,0.06909925584470067,0.139,0.05663239611231772,0.05758120210248049,0.05758120210248049,10000
1,0.2965,2.2482025022506713,9.470696970795409,0.2768595321574613,0.2965,0.19637673771738112,0.24181497313743147,0.24181497313743147,10000
2,0.374,2.0522378452301027,7.785303931897841,0.28844755009471246,0.374,0.27687373094520196,0.3283471183855371,0.3283471183855371,10000
3,0.4275,1.9071692960739135,6.7339998339061,0.27981005383384144,0.42750000000000005,0.32500279857536424,0.38199209834906966,0.38199209834906966,10000
4,0.4298,1.8193571569442748,6.167892188516502,0.2856273202538852,0.4298,0.3278239983610205,0.38520321590340834,0.38520321590340834,10000
5,0.4561,1.6274680089950562,5.090968100275039,0.2864234235793084,0.4561,0.3452230282995306,0.4135992845628184,0.4135992845628184,10000
6,0.4488,1.4873508150100707,4.425356388585498,0.49293595485583513,0.44880000000000003,0.34760946572368323,0.408553805628577,0.408553805628577,10000
7,0.4762,1.4230547521591186,4.149777640310824,0.4819102949169432,0.47620000000000007,0.3951871116465499,0.4368315294975171,0.4368315294975171,10000
8,0.4824,1.4302098903656006,4.17957635267495,0.4828846709600797,0.4824,0.40593115654397016,0.44339659832689204,0.44339659832689204,10000
9,0.5045,1.3669346149444581,3.9233058008120407,0.5901946111376019,0.5045,0.42605968700448404,0.4667079091807159,0.4667079091807159,10000
10,0.5362,1.3172898527145385,3.7332898890907495,0.5603513288948065,0.5362,0.4703602024454058,0.5001003084969495,0.5001003084969495,10000
11,0.5277,1.3752924840927123,3.956233689136347,0.49439931893778344,0.5277000000000001,0.4492900159608588,0.4912101222500913,0.4912101222500913,10000
12,0.5551,1.2963941169738769,3.6560894392184826,0.60808640408836,0.5551,0.48636594361713303,0.521395627404974,0.521395627404974,10000
13,0.5576,1.2698748741149903,3.5604070354013255,0.6971667126602652,0.5576,0.4880490414580817,0.5224707346326419,0.5224707346326419,10000
14,0.5446,1.2668216526031495,3.5495529025179318,0.5967327641270084,0.5446,0.46830183256382174,0.5087582927440164,0.5087582927440164,10000
15,0.5642,1.2389529294967652,3.4519970874645436,0.7006735888369475,0.5642,0.49685784647066555,0.5297732239183263,0.5297732239183263,10000
16,0.5555,1.2699301253318787,3.560603757657171,0.6031620284064168,0.5555000000000001,0.48229426408509707,0.5211334360336128,0.5211334360336128,10000
17,0.558,1.2249629427909852,3.404039936234102,0.5976581861074812,0.558,0.4830172430497197,0.5230188490853678,0.5230188490853678,10000
18,0.567,1.2041295429229737,3.333855836270578,0.7014673538766207,0.567,0.5004490322826147,0.532829555466447,0.532829555466447,10000
19,0.5691,1.213007884120941,3.363586731109658,0.7105101951105598,0.5690999999999999,0.4980085194924568,0.5350825913617873,0.5350825913617873,10000
20,0.5635,1.211147289276123,3.357334277422941,0.69818529509125,0.5635,0.490390103987551,0.5297849821714481,0.5297849821714481,10000
21,0.5789,1.141564987564087,3.131665549810461,0.6982595623714176,0.5789,0.5125027883967925,0.5446992549006124,0.5446992549006124,10000
22,0.5668,1.19244544506073,3.2951294206067416,0.6884607279281837,0.5668,0.4964217827762659,0.5324464590561279,0.5324464590561279,10000
23,0.5669,1.1943604615211487,3.3014456936395273,0.6986418877614664,0.5669000000000001,0.4958645137003274,0.5324188109432815,0.5324188109432815,10000
24,0.5654,1.1703867944717408,3.223239128521251,0.6894913242869827,0.5654,0.4947676904338462,0.5307196863988453,0.5307196863988453,10000
25,0.5722,1.164682299041748,3.2049045202067545,0.6842462331578095,0.5721999999999999,0.5018198809654724,0.5377334614910719,0.5377334614910719,10000
26,0.5773,1.1714650867462157,3.226716596899022,0.6914128096472096,0.5773,0.5117075301522613,0.5431095729273512,0.5431095729273512,10000
27,0.5893,1.1177882545471192,3.058083016775905,0.7075237245456633,0.5892999999999999,0.5294866130301263,0.5564909061896243,0.5564909061896243,10000
28,0.602,1.0942276369094848,2.9868748403790124,0.6917378107566791,0.6020000000000001,0.5464308314722273,0.5690104046165347,0.5690104046165347,10000
29,0.5838,1.1356543562889099,3.113210025098617,0.7065286458225246,0.5837999999999999,0.5201635351418882,0.5511714626776714,0.5511714626776714,10000
30,0.5889,1.1170780960083009,3.055912063960705,0.6928089322226734,0.5889,0.5289092108404686,0.5553441015061197,0.5553441015061197,10000
31,0.5904,1.1280370002746583,3.0895856877161822,0.6982115485727622,0.5904,0.5307445290863809,0.5572315423032164,0.5572315423032164,10000
32,0.612,1.100912678527832,3.006909113359523,0.7056506749862835,0.612,0.5647938784637426,0.5797217767547482,0.5797217767547482,10000
33,0.6089,1.1117020731925964,3.0395274923591478,0.7073383236585509,0.6089,0.5580182001858977,0.5762755056448525,0.5762755056448525,10000
34,0.6105,1.1154737762451172,3.051013334456933,0.6035060402710506,0.6105,0.5597926200592722,0.5779315439272847,0.5779315439272847,10000
35,0.6186,1.125085399723053,3.080479909816376,0.6090278625730676,0.6186,0.569453964378192,0.5864874319898032,0.5864874319898032,10000
36,0.6125,1.1716279725074767,3.227242225895859,0.6100941611555075,0.6125,0.569334959779915,0.5812305847010807,0.5812305847010807,10000
37,0.6164,1.1562184034347534,3.1778930154484986,0.6151638133545023,0.6164,0.5686455934770145,0.5846286531125438,0.5846286531125438,10000
38,0.6197,1.1214019778251647,3.069154074381042,0.6161837675661247,0.6197000000000001,0.5744516015968034,0.5881941987248912,0.5881941987248912,10000
39,0.605,1.1668001266479493,3.2116991478602954,0.608688660883421,0.6050000000000001,0.5592592136247796,0.5732838608763446,0.5732838608763446,10000
40,0.6187,1.107469202232361,3.026688756230074,0.615239524020974,0.6186999999999999,0.5747029500105904,0.5873576173309472,0.5873576173309472,10000
41,0.6174,1.092068102455139,2.980431541017955,0.7160478306137045,0.6174000000000002,0.5758533990436521,0.5857703718637615,0.5857703718637615,10000
42,0.6421,1.0326003440856935,2.808359047998414,0.6944012043992414,0.6420999999999999,0.603437834046946,0.6120007887555008,0.6120007887555008,10000
43,0.6471,1.0219458727836608,2.778596301827671,0.7089562733407792,0.6471,0.6107625081799721,0.6173583948021991,0.6173583948021991,10000
44,0.6343,1.0361970708847046,2.81847813513479,0.7115142318180359,0.6343,0.5982232771903468,0.603944780215866,0.603944780215866,10000
45,0.6338,1.0339869547843934,2.812255849749297,0.7106882159615324,0.6338000000000001,0.5965981255011885,0.6035042858165489,0.6035042858165489,10000
46,0.6416,1.0108646899223328,2.7479761352686336,0.7068108192713126,0.6416000000000002,0.604622136938908,0.6110803104865771,0.6110803104865771,10000
