communication_round,internal_round,method,seed,global_test_accuracy,global_test_loss,training_loss,aggregation_time_seconds,aggregation_core_time_seconds,canonicalization_time_seconds,activation_collection_time_seconds,heldout_activation_collection_time_seconds,activation_score_time_seconds,full_rank_probe_relative_error,maximum_core_reconstruction_error,extra_server_time_seconds,prefix_test_accuracy_r1,prefix_test_loss_r1,prefix_test_accuracy_r2,prefix_test_loss_r2,prefix_test_accuracy_r4,prefix_test_loss_r4,prefix_test_accuracy_r8,prefix_test_loss_r8,mean_functional_error_calibration_r1,weighted_functional_error_calibration_r1,mean_functional_error_heldout_r1,weighted_functional_error_heldout_r1,mean_weight_error_r1,weighted_weight_error_r1,mean_overlap_r1,mean_reorder_rate_r1,mean_functional_error_calibration_r2,weighted_functional_error_calibration_r2,mean_functional_error_heldout_r2,weighted_functional_error_heldout_r2,mean_weight_error_r2,weighted_weight_error_r2,mean_overlap_r2,mean_reorder_rate_r2,mean_functional_error_calibration_r4,weighted_functional_error_calibration_r4,mean_functional_error_heldout_r4,weighted_functional_error_heldout_r4,mean_weight_error_r4,weighted_weight_error_r4,mean_overlap_r4,mean_reorder_rate_r4,mean_functional_error_calibration_r8,weighted_functional_error_calibration_r8,mean_functional_error_heldout_r8,weighted_functional_error_heldout_r8,mean_weight_error_r8,weighted_weight_error_r8,mean_overlap_r8,mean_reorder_rate_r8,total_round_time_seconds
11,10,rbla_cc_svd,43,0.9154,0.23728198506832124,2.1597418393749956,0.010835199966095388,0.006577900028787553,0.0032984999706968665,0.01674209989141673,0.07560950005427003,0.0,7.173886815810937e-07,6.651764579146402e-07,0.0032984999706968665,0.1053,428.3625462402344,0.1668,88.02677797851563,0.5239,8.783878524780274,0.8367,0.9175086115837097,0.7861338903318146,0.8125239122911273,0.7828176902511972,0.8051814260751369,0.7733128834487061,0.7977523929444085,1.0,0.0,0.6116937836887372,0.6874927844254295,0.6002370303559904,0.6750655960526126,0.5960937642600813,0.6395515343117695,1.0,0.0,0.39470693710159993,0.459749439511488,0.38054471319356203,0.4495196769558669,0.34451295353622574,0.41624684363795467,1.0,0.0,0.11242854213631527,0.18726773991582046,0.11186490480311097,0.1854271970537512,0.1137507700175044,0.1902802182033738,1.0,0.0,16.32550659996923
12,11,rbla_cc_svd,43,0.9247,0.21703979045152663,3.6773801144565947,0.009770100004971027,0.005785899935290217,0.0029054000042378902,0.023746100021526217,0.12228179990779608,0.0,6.429717547749231e-07,6.735794499945769e-07,0.0029054000042378902,0.1111,568.863291015625,0.1553,97.74934257202149,0.5124,9.597991836547852,0.8432,0.7555746439933777,0.7955571247555566,0.8210227218778442,0.7920448149933664,0.8141271983220584,0.780018803944854,0.8029359866088736,1.0,0.0,0.6256784496226351,0.6969334889577233,0.6155601242451841,0.6856289529374394,0.6043297204955232,0.646954279977232,1.0,0.0,0.4008222297240029,0.4639668938899847,0.3870384947443306,0.4538220426832001,0.352144761386262,0.42309773179491966,1.0,0.0,0.11481047063562055,0.18872913154847523,0.11406168816133877,0.18670115962010944,0.11695211702879399,0.19396129939260853,1.0,0.0,16.17204740003217
13,12,rbla_cc_svd,43,0.933,0.2011585695207119,5.5481666442311,0.009362100041471422,0.005537600023671985,0.002776699955575168,0.016027399920858443,0.07593859999906272,0.0,7.110445627429648e-07,6.309792297543027e-07,0.002776699955575168,0.0829,706.374543359375,0.1553,101.95772833251954,0.5225,9.228275160980225,0.859,0.7139154814243317,0.8039953348663248,0.8274251757824278,0.8006832675690431,0.8204182876060482,0.7849942495630664,0.8070490032992643,1.0,0.0,0.6267610323183678,0.6998223489775625,0.6165474119945086,0.6888654524863626,0.6098340117456019,0.6521721077428176,1.0,0.0,0.39573221221749194,0.4554923224639555,0.38065020831124813,0.4452435505736968,0.35839980816743316,0.428200316218732,1.0,0.0,0.11544088858465835,0.1885382273734299,0.1153567875612611,0.18767395173606571,0.11967230497459909,0.19643813529053064,1.0,0.0,16.403289299923927
14,13,rbla_cc_svd,43,0.9287,0.21131557371616363,6.05606245979095,0.010459400014951825,0.006012600031681359,0.003133399994112551,0.01858820009510964,0.10275089996866882,0.0,6.273372937684494e-07,6.250917294892133e-07,0.003133399994112551,0.147,767.3216142578125,0.1569,104.38669951782227,0.4987,9.956361395263672,0.8268,0.8651291048049927,0.8108301465991729,0.8314424753534657,0.8070953529770799,0.8238862165516242,0.7887113588676039,0.8106079334019699,1.0,0.0,0.6298034412182137,0.7031378823242066,0.6199191467342313,0.6921301649215306,0.6141456457853787,0.6568717572001446,1.0,0.0,0.3927239881642374,0.45305949073304597,0.3779780215176575,0.44207964506792224,0.3637709439587193,0.4326152334685201,1.0,0.0,0.11613708072095662,0.18698999547843642,0.11795649532263724,0.18966504301320156,0.12164834602773389,0.19807008211776864,1.0,0.0,16.51669909991324
15,14,rbla_cc_svd,43,0.9135,0.2505070197701454,6.408975305022664,0.009453700040467083,0.005716000101529062,0.0027247000252828,0.01623700000345707,0.08327290008310229,0.0,1.378384271325054e-06,1.2603745744854677e-06,0.0027247000252828,0.1247,892.294002734375,0.1278,119.42764084472657,0.4818,10.969826413726807,0.8645,0.8229245160102844,0.8197773411188001,0.8367942425353904,0.8160073522325093,0.8293022962309441,0.7913783487574061,0.8124849070671029,1.0,0.0,0.6312437447442554,0.7054311271027787,0.6199927017580678,0.694347214407763,0.6170971656518242,0.6594611958389509,1.0,0.0,0.3967805762318797,0.45845490213049883,0.37996289296275404,0.44640452930209895,0.36756917163045805,0.4351057668590129,1.0,0.0,0.11878090498229794,0.19161042778489437,0.12094432341002466,0.1953250702402615,0.12301679023131884,0.19832378727495842,1.0,0.0,15.96428079996258
16,15,rbla_cc_svd,43,0.9248,0.2196386827111244,6.736507890392834,0.010729300091043115,0.006153400056064129,0.00338410004042089,0.019164000055752695,0.08597809995990247,0.0,7.356369537288805e-07,7.012022251728922e-07,0.00338410004042089,0.0475,1078.2155889648438,0.1199,115.06641182861328,0.4976,9.96356047668457,0.7907,1.4470744967460631,0.8291009849279396,0.8422966312130357,0.825373147819065,0.8349228436065568,0.7933667571290718,0.8143584215970789,1.0,0.0,0.6348837446322823,0.7074863243271805,0.6264956929751943,0.6974380003544505,0.6201429665511184,0.6623339695961116,1.0,0.0,0.39712586398132715,0.4530718787864058,0.38235559330498264,0.4426617735095338,0.371234804692898,0.4374729173887397,1.0,0.0,0.11777098160631037,0.18372215451823,0.12034437114271984,0.18858831126910203,0.12406243119216286,0.1982277944014152,1.0,0.0,16.83358340000268
17,16,rbla_cc_svd,43,0.9287,0.21352071139216422,7.1590673296953415,0.00889549998100847,0.005469300085678697,0.002607200061902404,0.01800620008725673,0.0796755999326706,0.0,7.292533302111518e-07,8.142195611071656e-07,0.002607200061902404,0.0494,1389.9722982421874,0.1025,126.59411525878906,0.4913,10.514870888519287,0.8796,0.6345504543304443,0.8340950128579788,0.845610160520219,0.829196992884059,0.8379145818418761,0.7946787669970131,0.8147118415096498,1.0,0.0,0.6350395302977669,0.7065546437584402,0.6258650876777859,0.6962945068422567,0.6217617825454179,0.6623935746373025,1.0,0.0,0.4019571838521307,0.45791334240527354,0.3857092995053324,0.44745098842822895,0.3731471181496146,0.4365258565739723,1.0,0.0,0.12031141286697145,0.18771102281169752,0.12274925188943547,0.1925543940333982,0.12357275627462327,0.19533105123335828,1.0,0.0,16.495103200082667
18,17,rbla_cc_svd,43,0.9337,0.1997334616303444,7.087333510915445,0.010189999942667782,0.00578580005094409,0.003092499915510416,0.018592100008390844,0.08579040004406124,0.0,7.476809519926359e-07,7.397711669909768e-07,0.003092499915510416,0.0464,1456.222648828125,0.0953,132.49434682617186,0.5028,10.475206133270264,0.8247,0.9746137441635132,0.8352983267027102,0.8444319756900226,0.8320603023369358,0.8383583857908973,0.7957676375412029,0.8158353348413786,1.0,0.0,0.6381844202014911,0.7071262030926058,0.6312235980068439,0.6984795841662991,0.6238361771140081,0.6638051795688749,1.0,0.0,0.402642001918085,0.4562694237516418,0.3876596136626169,0.4468972645145502,0.3753104472163062,0.43713578501548944,1.0,0.0,0.11702801550991669,0.17985206067421786,0.11978413636748277,0.18514811217400942,0.12405772163158672,0.1944559412548028,1.0,0.0,16.324026399990544
19,18,rbla_cc_svd,43,0.9344,0.20410834314227105,7.849134681011978,0.010072599980048835,0.006457799929194152,0.0026437999913468957,0.015516099985688925,0.07374150003306568,0.0,7.496731059428465e-07,8.739396548662626e-07,0.0026437999913468957,0.048,1549.3308806640625,0.0888,139.93509494628907,0.5021,10.430153881072998,0.8888,0.5579818686962128,0.8406102741553444,0.8499021394589796,0.8355882635672903,0.8429262707087964,0.796569375956471,0.8167603420750504,1.0,0.0,0.643553632998958,0.7097946716161087,0.6357800964682899,0.7001619707565556,0.6256574824716612,0.665161259957553,1.0,0.0,0.4099951969922257,0.46021757807220937,0.3942446881537236,0.45037074235667196,0.37741086094154525,0.43761538876994793,1.0,0.0,0.12250058064221953,0.18479838793042994,0.12503176246645592,0.18970548488851285,0.12363826217334815,0.19229639699599765,1.0,0.0,15.275889300042763
20,19,rbla_cc_svd,43,0.9321,0.20780293235778807,7.200474123026598,0.01004820002708584,0.006269400008022785,0.002779100090265274,0.015664900070987642,0.07242809992749244,0.0,7.20285944093381e-07,6.784675861126743e-07,0.002779100090265274,0.047,1558.66936328125,0.0725,142.43059630126953,0.5062,10.125181224822999,0.8672,0.7193614570140838,0.8401229420412696,0.8493219115749319,0.8347983610389064,0.8422005878571523,0.7978882968501523,0.8177136533739351,1.0,0.0,0.6425881602720412,0.7093731473275074,0.6345057770902932,0.7003320252944683,0.6279672659523586,0.6664330676021597,1.0,0.0,0.405557120902947,0.45909239413744013,0.3907200475055734,0.4504935639700083,0.38043634530335696,0.43855947468746825,1.0,0.0,0.1193992744528931,0.18055526501703117,0.12231739707108952,0.18625317240716666,0.12342735457521316,0.19087030898035234,1.0,0.0,15.381921299966052
