round,accuracy,loss,round_time,max_waiting_time,var_waiting_time,server_wait_time,number_of_participated_clients,learning_rate,number_of_selected_clients,client_selection_round
0,0.10000000149011612,12.538956642150879,22.24822235107422,0.08950972557067871,0.0020029977429345536,2.6868157386779785,2,0.01,2,2
1,0.10000000149011612,12.903024673461914,21.190600156784058,0.10968422889709473,0.0030076575171875675,2.970869302749634,2,0.01,2,2
2,0.10000000149011612,11.443209648132324,21.208923816680908,0.011173248291015625,3.1210369343170896e-05,4.557390213012695,2,0.01,2,2
3,0.10000000149011612,11.549018859863281,22.042816162109375,0.09096479415893555,0.0020686484440943786,0.7148847579956055,2,0.01,2,2
4,0.10000000149011612,11.944009780883789,21.136656045913696,0.0014541149139404297,5.286125457359958e-07,1.9109156131744385,2,0.01,2,2
5,0.10000000149011612,11.931375503540039,21.55307412147522,0.0016808509826660156,7.063150064823276e-07,1.841674566268921,2,0.01,2,2
6,0.10010000318288803,9.592703819274902,21.19936990737915,0.10417652130126953,0.0019850946870718644,2.9478964805603027,4,0.01,4,2
7,0.10000000149011612,10.170064926147461,21.556878566741943,0.09894871711730957,0.001736144187258759,3.001046895980835,4,0.01,4,2
8,0.10000000149011612,9.775738716125488,21.977231740951538,0.4574432373046875,0.021776651304378447,3.977548360824585,6,0.01,6,2
9,0.10000000149011612,8.599459648132324,21.53702449798584,0.45395708084106445,0.02420711702555896,3.8894336223602295,6,0.01,6,2
10,0.10040000081062317,8.161430358886719,21.58933162689209,0.06764864921569824,0.0004634798775802196,4.470613241195679,8,0.01,8,2
11,0.10580000281333923,9.147619247436523,21.529080867767334,0.09218406677246094,0.0010539873862560611,4.399603366851807,8,0.01,8,2
12,0.10050000250339508,5.4608917236328125,22.04238986968994,0.0984811782836914,0.001429699339657873,4.040855407714844,10,0.01,10,2
13,0.10000000149011612,6.389533042907715,23.047940254211426,0.10477495193481445,0.001467619539525913,4.645115613937378,10,0.01,10,2
14,0.18970000743865967,7.485050678253174,22.442578077316284,0.10391020774841309,0.0013420366172800869,4.630491495132446,10,0.01,10,2
