condition,alpha,rho,round,rank_ratio,client_index,weight,raw_residual,optimal_residual,spmi_abs,spmi_rel,layer_ranks,raw_loss,raw_accuracy,plus_loss,plus_accuracy
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.7,0,0.06331666666666666,2.887608451146342e-05,3.582664911775869e-09,0.06735633198231196,0.9998759296846373,"{""_fc1.lora_A"": 112, ""_fc2.lora_A"": 112, ""_fc3.lora_A"": 10}",2.283540710449219,0.136,2.2835319519042967,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.6,1,0.15005,3.6142322148821034e-05,9.491485956086803e-09,0.0842938707051903,0.9997373858293609,"{""_fc1.lora_A"": 96, ""_fc2.lora_A"": 96, ""_fc3.lora_A"": 10}",2.2835379486083984,0.136,2.283524475097656,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.9,2,0.07073333333333333,1.1615209193445977e-05,2.294486097747393e-10,0.02709645446795441,0.9999802458478402,"{""_fc1.lora_A"": 144, ""_fc2.lora_A"": 144, ""_fc3.lora_A"": 10}",2.283544448852539,0.136,2.283542068481445,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.1,3,0.07653333333333333,0.0001297026593469678,1.4280531082549091e-06,0.2992503735434694,0.9889897931511586,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.2835320434570314,0.136,2.2832651977539062,0.137
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,1.0,4,0.11101666666666667,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.2835455017089843,0.136,2.2835455017089843,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.3,5,0.08891666666666667,8.393751914196373e-05,1.3801538974776976e-07,0.19549491154890652,0.9983557366102952,"{""_fc1.lora_A"": 48, ""_fc2.lora_A"": 48, ""_fc3.lora_A"": 10}",2.2835328369140626,0.136,2.2834721221923826,0.1365
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.8,6,0.066,2.203099903808772e-05,1.1569226089907778e-09,0.05139316872968959,0.9999474866025372,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.283542770385742,0.136,2.2835376586914062,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.5,7,0.16628333333333334,4.784022869638069e-05,2.295752296350109e-08,0.11155236940541043,0.9995201209611851,"{""_fc1.lora_A"": 80, ""_fc2.lora_A"": 80, ""_fc3.lora_A"": 10}",2.283535903930664,0.136,2.2835140533447267,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.2,8,0.05575,0.00010372095422991941,3.6606998107050525e-07,0.24111543684221268,0.9964706265596146,"{""_fc1.lora_A"": 32, ""_fc2.lora_A"": 32, ""_fc3.lora_A"": 10}",2.283530578613281,0.136,2.2834200286865234,0.1365
mnist_dirichlet_0_4_rho_zero,0.4,0.0,1,0.4,9,0.1514,6.379626470594726e-05,5.493553727508643e-08,0.14870142363474065,0.9991388910067337,"{""_fc1.lora_A"": 64, ""_fc2.lora_A"": 64, ""_fc3.lora_A"": 10}",2.283533935546875,0.136,2.28349836730957,0.136
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.7,0,0.06331666666666666,0.00011561407502029149,1.4288540407190701e-08,0.06645617284178472,0.999876411756919,"{""_fc1.lora_A"": 112, ""_fc2.lora_A"": 112, ""_fc3.lora_A"": 10}",2.2788122100830077,0.1625,2.278794860839844,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.6,1,0.15005,0.00014509929840670363,3.7747919799839156e-08,0.08339319444618933,0.9997398476752518,"{""_fc1.lora_A"": 96, ""_fc2.lora_A"": 96, ""_fc3.lora_A"": 10}",2.2788067626953126,0.1625,2.27877978515625,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.9,2,0.07073333333333333,4.64443953487423e-05,9.179564278976444e-10,0.026699493614499418,0.9999802353670232,"{""_fc1.lora_A"": 144, ""_fc2.lora_A"": 144, ""_fc3.lora_A"": 10}",2.278819625854492,0.1625,2.278814880371094,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.1,3,0.07653333333333333,0.0005181319861053342,5.699353440970893e-06,0.2945880147628089,0.9890001899249428,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.278795349121094,0.163,2.2782587127685545,0.163
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,1.0,4,0.11101666666666667,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.278822021484375,0.1625,2.278822021484375,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.3,5,0.08891666666666667,0.0003350814413922915,5.503289329182811e-07,0.19231573091549956,0.9983576263411319,"{""_fc1.lora_A"": 48, ""_fc2.lora_A"": 48, ""_fc3.lora_A"": 10}",2.278796371459961,0.163,2.27867448425293,0.163
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.8,6,0.066,8.794050061282321e-05,4.602994601523905e-09,0.05055271630740364,0.9999476578531001,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.278816375732422,0.1625,2.2788062286376953,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.5,7,0.16628333333333334,0.00019164757333919522,9.166327042356498e-08,0.11012193928758544,0.9995217092038973,"{""_fc1.lora_A"": 80, ""_fc2.lora_A"": 80, ""_fc3.lora_A"": 10}",2.278802749633789,0.1625,2.2787586669921875,0.1625
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.2,8,0.05575,0.0004142340033554012,1.4621051900070618e-06,0.2372949072313758,0.9964703400054953,"{""_fc1.lora_A"": 32, ""_fc2.lora_A"": 32, ""_fc3.lora_A"": 10}",2.2787921295166016,0.163,2.27856982421875,0.1635
mnist_dirichlet_0_4_rho_zero,0.4,0.0,2,0.4,9,0.1514,0.0002546585845289926,2.19134019285009e-07,0.14627252018137793,0.9991394987932949,"{""_fc1.lora_A"": 64, ""_fc2.lora_A"": 64, ""_fc3.lora_A"": 10}",2.27879850769043,0.163,2.278727066040039,0.163
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.7,0,0.06331666666666666,0.00026125418311614854,3.218627223974528e-08,0.06496707087670953,0.9998768009305886,"{""_fc1.lora_A"": 112, ""_fc2.lora_A"": 112, ""_fc3.lora_A"": 10}",2.274514617919922,0.175,2.2744884033203125,0.1755
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.6,1,0.15005,0.00032857173629496103,8.458652613247364e-08,0.08169621317867745,0.999742562987656,"{""_fc1.lora_A"": 96, ""_fc2.lora_A"": 96, ""_fc3.lora_A"": 10}",2.2745065460205076,0.175,2.2744656677246096,0.1755
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.9,2,0.07073333333333333,0.00010480045145553309,2.06182400321891e-09,0.026063824981113495,0.9999803261915899,"{""_fc1.lora_A"": 144, ""_fc2.lora_A"": 144, ""_fc3.lora_A"": 10}",2.2745259704589844,0.175,2.2745188751220704,0.1755
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.1,3,0.07653333333333333,0.001168756359472372,1.279327651477106e-05,0.28749315313687485,0.9890539406172331,"{""_fc1.lora_A"": 16, ""_fc2.lora_A"": 16, ""_fc3.lora_A"": 10}",2.274489730834961,0.1755,2.2736768798828124,0.178
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,1.0,4,0.11101666666666667,0.0,0.0,0.0,0.0,"{""_fc1.lora_A"": 160, ""_fc2.lora_A"": 160, ""_fc3.lora_A"": 10}",2.274529495239258,0.1755,2.274529495239258,0.1755
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.3,5,0.08891666666666667,0.0007554646549401277,1.2337617676127647e-06,0.18758057317593504,0.9983668835338028,"{""_fc1.lora_A"": 48, ""_fc2.lora_A"": 48, ""_fc3.lora_A"": 10}",2.2744908294677733,0.1755,2.274306442260742,0.176
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.8,6,0.066,0.00019824327850326038,1.0336847092558706e-08,0.049301413074988455,0.9999478577676348,"{""_fc1.lora_A"": 128, ""_fc2.lora_A"": 128, ""_fc3.lora_A"": 10}",2.2745210876464843,0.175,2.2745055236816407,0.1755
mnist_dirichlet_0_4_rho_zero,0.4,0.0,3,0.5,7,0.16628333333333334,0.0004332577482285036,2.0608936204982478e-07,0.10770187103218896,0.999524326194067,"{""_fc1.lora_A"": 80, ""_fc2.lora_A"": 80, ""_fc3.lora_A"": 10}",2.2745006256103517,0.175,2.274433837890625,0.1755
